Sentence	entity_1	entity_2	entity_3	entity_4	json	split
Abbreviations are as defined in Figures 1 and 2, and also include hR4 ( human ribonuclease 4, sw: rnl4 _ human), hANG ( human angiogenin, M11567), and hPR ( human pancreatic ribonuclease, X62946).	human,72,77,Organism/Species	human,105,110,Organism/Species	human,120,125,Organism/Species	human,157,162,Organism/Species	"[{""token"": ""human"", ""start_span"": 72, ""end_span"": 77, ""type"": ""Organism/Species""}, {""token"": ""human"", ""start_span"": 105, ""end_span"": 110, ""type"": ""Organism/Species""}, {""token"": ""human"", ""start_span"": 120, ""end_span"": 125, ""type"": ""Organism/Species""}, {""token"": ""human"", ""start_span"": 157, ""end_span"": 162, ""type"": ""Organism/Species""}]"	train
Although this type of expansion is unusual in this gene family, it is actually not unique; similar expansion has occurred in bovine species, with gene duplication resulting in the three closely - related bovine pancreatic, bovine brain ( 19, 20) and bovine seminal ( 21) ribonucleases.	bovine,125,131,Organism/Species	bovine,204,210,Organism/Species	bovine,223,229,Organism/Species	bovine,250,256,Organism/Species	"[{""token"": ""bovine"", ""start_span"": 125, ""end_span"": 131, ""type"": ""Organism/Species""}, {""token"": ""bovine"", ""start_span"": 204, ""end_span"": 210, ""type"": ""Organism/Species""}, {""token"": ""bovine"", ""start_span"": 223, ""end_span"": 229, ""type"": ""Organism/Species""}, {""token"": ""bovine"", ""start_span"": 250, ""end_span"": 256, ""type"": ""Organism/Species""}]"	train
With the exception of the typical Cys - X - Cys sequences, the first 42 residues of the prokaryotic MT were essentially without homology on comparison with the crab ( Scylla), human, or Neurospora crassa MTs ( Table 2).	crab,160,164,Organism/Species	Scylla,167,173,Organism/Species	human,176,181,Organism/Species	Neurospora crassa,186,203,Organism/Species	"[{""token"": ""crab"", ""start_span"": 160, ""end_span"": 164, ""type"": ""Organism/Species""}, {""token"": ""Scylla"", ""start_span"": 167, ""end_span"": 173, ""type"": ""Organism/Species""}, {""token"": ""human"", ""start_span"": 176, ""end_span"": 181, ""type"": ""Organism/Species""}, {""token"": ""Neurospora crassa"", ""start_span"": 186, ""end_span"": 203, ""type"": ""Organism/Species""}]"	train
Using these plates as the capture reagent, plasma samples were incubated, and horseradish peroxidase - conjugated anti - human IgA / IgM / IgG ( Southern Biotechnology Associates, Birmingham, AL, USA; 1: 20, 000 final dilution) or horseradish peroxidase - conjugated anti - human IgG ( Southern Biotechnology; 1: 10, 000 final dilution) were used as the detector reagents.	horseradish,78,89,Organism/Species	human,121,126,Organism/Species	horseradish,231,242,Organism/Species	human,274,279,Organism/Species	"[{""token"": ""horseradish"", ""start_span"": 78, ""end_span"": 89, ""type"": ""Organism/Species""}, {""token"": ""human"", ""start_span"": 121, ""end_span"": 126, ""type"": ""Organism/Species""}, {""token"": ""horseradish"", ""start_span"": 231, ""end_span"": 242, ""type"": ""Organism/Species""}, {""token"": ""human"", ""start_span"": 274, ""end_span"": 279, ""type"": ""Organism/Species""}]"	train
Arbitrary assignment of the 95th percentile values for full - length BLyS and Delta BLyS mRNA levels among the normal control individuals as the upper limits of ' normal ' revealed that two of the 30 normal control individuals, four of the 60 RA patients, and 20 of the 60 SLE patients had elevated full - length BLyS mRNA levels ( P < 0. 001), and that two of the 30 normal control individuals, three of the 60 RA patients, and 19 of the 60 SLE patients had elevated Delta BLyS mRNA levels ( P < 0. 001).	patients,246,254,Organism/Species	patients,277,285,Organism/Species	patients,415,423,Organism/Species	patients,446,454,Organism/Species	"[{""token"": ""patients"", ""start_span"": 246, ""end_span"": 254, ""type"": ""Organism/Species""}, {""token"": ""patients"", ""start_span"": 277, ""end_span"": 285, ""type"": ""Organism/Species""}, {""token"": ""patients"", ""start_span"": 415, ""end_span"": 423, ""type"": ""Organism/Species""}, {""token"": ""patients"", ""start_span"": 446, ""end_span"": 454, ""type"": ""Organism/Species""}]"	train
Non - treated cyclic rats sacrificed at 14: 00 h on D1 ( 17 rats), D2 ( 19 rats) and P ( 12 rats).	rats,21,25,Organism/Species	rats,60,64,Organism/Species	rats,75,79,Organism/Species	rats,92,96,Organism/Species	"[{""token"": ""rats"", ""start_span"": 21, ""end_span"": 25, ""type"": ""Organism/Species""}, {""token"": ""rats"", ""start_span"": 60, ""end_span"": 64, ""type"": ""Organism/Species""}, {""token"": ""rats"", ""start_span"": 75, ""end_span"": 79, ""type"": ""Organism/Species""}, {""token"": ""rats"", ""start_span"": 92, ""end_span"": 96, ""type"": ""Organism/Species""}]"	train
RESULTS AND DISCUSSION Potential cytotoxic activity of synthesized fused isoxazolines 1 and 2 was tested in vitro on four monolayer tumor cell lines: MG - 22A ( mouse hepatoma), HT - 1080 ( human fibroblastoma), B16 ( mouse melanoma), Neuro 2A ( mouse neiroblastoma).	mouse,161,166,Organism/Species	human,190,195,Organism/Species	mouse,218,223,Organism/Species	mouse,246,251,Organism/Species	"[{""token"": ""mouse"", ""start_span"": 161, ""end_span"": 166, ""type"": ""Organism/Species""}, {""token"": ""human"", ""start_span"": 190, ""end_span"": 195, ""type"": ""Organism/Species""}, {""token"": ""mouse"", ""start_span"": 218, ""end_span"": 223, ""type"": ""Organism/Species""}, {""token"": ""mouse"", ""start_span"": 246, ""end_span"": 251, ""type"": ""Organism/Species""}]"	train
Fungi and oomycetes are responsible for many of the world ' s most devastating plant diseases including late blight disease of potato, caused by the oomycete pathogen Phytophthora infestans and rice blast disease caused by the ascomycete fungus Magnaporthe grisea, both of which are responsible for very significant harvest losses each year.	potato,127,133,Organism/Species	Phytophthora infestans,167,189,Organism/Species	rice,194,198,Organism/Species	Magnaporthe grisea,245,263,Organism/Species	"[{""token"": ""potato"", ""start_span"": 127, ""end_span"": 133, ""type"": ""Organism/Species""}, {""token"": ""Phytophthora infestans"", ""start_span"": 167, ""end_span"": 189, ""type"": ""Organism/Species""}, {""token"": ""rice"", ""start_span"": 194, ""end_span"": 198, ""type"": ""Organism/Species""}, {""token"": ""Magnaporthe grisea"", ""start_span"": 245, ""end_span"": 263, ""type"": ""Organism/Species""}]"	train
We compared the gene inventories of the phytopathogens B. cinerea, G. zeae, M. grisea, S. sclerotiorum, S. nodorum with the non - pathogens Aspergillus nidulans, Chaetomium globosum, Neurospora crassa and Trichoderma reesei.	Aspergillus nidulans,140,160,Organism/Species	Chaetomium globosum,162,181,Organism/Species	Neurospora crassa,183,200,Organism/Species	Trichoderma reesei,205,223,Organism/Species	"[{""token"": ""Aspergillus nidulans"", ""start_span"": 140, ""end_span"": 160, ""type"": ""Organism/Species""}, {""token"": ""Chaetomium globosum"", ""start_span"": 162, ""end_span"": 181, ""type"": ""Organism/Species""}, {""token"": ""Neurospora crassa"", ""start_span"": 183, ""end_span"": 200, ""type"": ""Organism/Species""}, {""token"": ""Trichoderma reesei"", ""start_span"": 205, ""end_span"": 223, ""type"": ""Organism/Species""}]"	train
Aloes ( Aloe vera), tulsi ( Ocimum gratissimum) and golden seal were preferred in patients with at least twelve years of formal education, Table 7.	Aloe vera,8,17,Organism/Species	tulsi,20,25,Organism/Species	Ocimum gratissimum,28,46,Organism/Species	patients,82,90,Organism/Species	"[{""token"": ""Aloe vera"", ""start_span"": 8, ""end_span"": 17, ""type"": ""Organism/Species""}, {""token"": ""tulsi"", ""start_span"": 20, ""end_span"": 25, ""type"": ""Organism/Species""}, {""token"": ""Ocimum gratissimum"", ""start_span"": 28, ""end_span"": 46, ""type"": ""Organism/Species""}, {""token"": ""patients"", ""start_span"": 82, ""end_span"": 90, ""type"": ""Organism/Species""}]"	train
