Sentence	entity_1	entity_2	entity_3	json	split
KH domain - containing proteins appear to have diverse functions and have been identified in all kingdoms of life, including the ribosomal protein S3 from Escherichia coli ( 1), Mer1p from S. cerevisiae, a meiosis - specific splicing factor ( 1), MEX - 3 from Caenorhabditis elegans, presumably involved in mRNA localization during development ( 2), and FMRP, the fragile - X mental retardation protein in humans ( 3).	Escherichia coli,155,171,Organism/Species	Caenorhabditis elegans,260,282,Organism/Species	humans,406,412,Organism/Species	"[{""token"": ""Escherichia coli"", ""start_span"": 155, ""end_span"": 171, ""type"": ""Organism/Species""}, {""token"": ""Caenorhabditis elegans"", ""start_span"": 260, ""end_span"": 282, ""type"": ""Organism/Species""}, {""token"": ""humans"", ""start_span"": 406, ""end_span"": 412, ""type"": ""Organism/Species""}]"	train
FLAG - Scp160p fusion protein was detected by incubation of the filter with mouse M2 anti - FLAG monoclonal antibody ( 10 micro g / ml final concentration), followed by HRP - conjugated sheep anti - mouse secondary antibody ( Amersham), diluted 1: 5000 as per the manufacturer ' s instructions, and ECL reagent ( Amersham), followed by exposure to X - ray film.	mouse,76,81,Organism/Species	sheep,186,191,Organism/Species	mouse,199,204,Organism/Species	"[{""token"": ""mouse"", ""start_span"": 76, ""end_span"": 81, ""type"": ""Organism/Species""}, {""token"": ""sheep"", ""start_span"": 186, ""end_span"": 191, ""type"": ""Organism/Species""}, {""token"": ""mouse"", ""start_span"": 199, ""end_span"": 204, ""type"": ""Organism/Species""}]"	train
Heterochromatin protein 1 ( HP1) was the first protein identified in Drosophila melanogaster as a heterochromatin - associated protein ( 3); the corresponding gene has been cloned from a number of organisms and is highly conserved from yeast to human ( 4).	Drosophila melanogaster,69,92,Organism/Species	yeast,236,241,Organism/Species	human,245,250,Organism/Species	"[{""token"": ""Drosophila melanogaster"", ""start_span"": 69, ""end_span"": 92, ""type"": ""Organism/Species""}, {""token"": ""yeast"", ""start_span"": 236, ""end_span"": 241, ""type"": ""Organism/Species""}, {""token"": ""human"", ""start_span"": 245, ""end_span"": 250, ""type"": ""Organism/Species""}]"	train
Cell extracts ( 15 mu g) were fractionated by 10% SDS - PAGE, then transferred to Hybond - P PVDF membranes ( Amersham) and probed with primary antibodies ( CIA9), and secondary antibodies ( anti - rabbit or anti - mouse horseradish peroxidase - conjugated IgG), obtained from Jackson Immunoresearch Laboratories.	rabbit,198,204,Organism/Species	mouse,215,220,Organism/Species	horseradish,221,232,Organism/Species	"[{""token"": ""rabbit"", ""start_span"": 198, ""end_span"": 204, ""type"": ""Organism/Species""}, {""token"": ""mouse"", ""start_span"": 215, ""end_span"": 220, ""type"": ""Organism/Species""}, {""token"": ""horseradish"", ""start_span"": 221, ""end_span"": 232, ""type"": ""Organism/Species""}]"	train
The human homolog of yeast Enp1 was PCR amplified from a human cDNA clone BC007340 ( Research Genetics), then cloned into pGFP - N - FUS, p415 - ADH, p415 - GPD and p415 - TEF ( 24) via XbaI and SalI sites to generate pCW109, pCW113, pCW115 and pCW117, respectively.	human,4,9,Organism/Species	yeast,21,26,Organism/Species	human,57,62,Organism/Species	"[{""token"": ""human"", ""start_span"": 4, ""end_span"": 9, ""type"": ""Organism/Species""}, {""token"": ""yeast"", ""start_span"": 21, ""end_span"": 26, ""type"": ""Organism/Species""}, {""token"": ""human"", ""start_span"": 57, ""end_span"": 62, ""type"": ""Organism/Species""}]"	train
Antibodies included a mouse monoclonal anti - Nop1 ( a gift from John P. Aris, University of Florida, Gainesville, Florida) and a Texas - red - conjugated donkey - anti - mouse antibody ( Jackson Lab), both used at 1: 500 dilution.	mouse,22,27,Organism/Species	donkey,155,161,Organism/Species	mouse,171,176,Organism/Species	"[{""token"": ""mouse"", ""start_span"": 22, ""end_span"": 27, ""type"": ""Organism/Species""}, {""token"": ""donkey"", ""start_span"": 155, ""end_span"": 161, ""type"": ""Organism/Species""}, {""token"": ""mouse"", ""start_span"": 171, ""end_span"": 176, ""type"": ""Organism/Species""}]"	train
Homologs of Enp1 protein in human, Drosophila and Caenorhabditis elegans have been reported ( 18).	human,28,33,Organism/Species	Drosophila,35,45,Organism/Species	Caenorhabditis elegans,50,72,Organism/Species	"[{""token"": ""human"", ""start_span"": 28, ""end_span"": 33, ""type"": ""Organism/Species""}, {""token"": ""Drosophila"", ""start_span"": 35, ""end_span"": 45, ""type"": ""Organism/Species""}, {""token"": ""Caenorhabditis elegans"", ""start_span"": 50, ""end_span"": 72, ""type"": ""Organism/Species""}]"	train
Searches of the database of other organisms identified Enp1 homologs in S. pombe, Arabidopsis thaliana, C. elegans, Drosophila melanogaster and mouse.	Arabidopsis thaliana,82,102,Organism/Species	Drosophila melanogaster,116,139,Organism/Species	mouse,144,149,Organism/Species	"[{""token"": ""Arabidopsis thaliana"", ""start_span"": 82, ""end_span"": 102, ""type"": ""Organism/Species""}, {""token"": ""Drosophila melanogaster"", ""start_span"": 116, ""end_span"": 139, ""type"": ""Organism/Species""}, {""token"": ""mouse"", ""start_span"": 144, ""end_span"": 149, ""type"": ""Organism/Species""}]"	train
Although the amino acid sequence similarities among these murine ribonucleases varies from 60 to 94%, they form a unique cluster, as each sequence is found to be more closely related to another of this group than to either murine angiogenin or to murine pancreatic ribonuclease.	murine,58,64,Organism/Species	murine,223,229,Organism/Species	murine,247,253,Organism/Species	"[{""token"": ""murine"", ""start_span"": 58, ""end_span"": 64, ""type"": ""Organism/Species""}, {""token"": ""murine"", ""start_span"": 223, ""end_span"": 229, ""type"": ""Organism/Species""}, {""token"": ""murine"", ""start_span"": 247, ""end_span"": 253, ""type"": ""Organism/Species""}]"	train
Although the amino acid sequence similarities among these murine ribonucleases varies from 60 to 94%, they form a unique cluster, as each sequence is found to be more closely related to another of this group than to either murine angiogenin or to murine pancreatic ribonuclease.	murine,58,64,Organism/Species	murine,223,229,Organism/Species	murine,247,253,Organism/Species	"[{""token"": ""murine"", ""start_span"": 58, ""end_span"": 64, ""type"": ""Organism/Species""}, {""token"": ""murine"", ""start_span"": 223, ""end_span"": 229, ""type"": ""Organism/Species""}, {""token"": ""murine"", ""start_span"": 247, ""end_span"": 253, ""type"": ""Organism/Species""}]"	train
Recently, Larson and colleagues ( 15) described cDNAs encoding two highly homologous murine ribonucleases, the murine eosinophil - associated ribonucleases ( mEAR) 1 and 2, which were cloned and identified via tryptic peptides isolated from murine eosinophil proteins.	murine,85,91,Organism/Species	murine,111,117,Organism/Species	murine,241,247,Organism/Species	"[{""token"": ""murine"", ""start_span"": 85, ""end_span"": 91, ""type"": ""Organism/Species""}, {""token"": ""murine"", ""start_span"": 111, ""end_span"": 117, ""type"": ""Organism/Species""}, {""token"": ""murine"", ""start_span"": 241, ""end_span"": 247, ""type"": ""Organism/Species""}]"	train
Relationships among the murine ribonucleases A dendrogram depicting the relationships among several of the murine and human ribonucleases is shown in Figure 2A.	murine,24,30,Organism/Species	murine,107,113,Organism/Species	human,118,123,Organism/Species	"[{""token"": ""murine"", ""start_span"": 24, ""end_span"": 30, ""type"": ""Organism/Species""}, {""token"": ""murine"", ""start_span"": 107, ""end_span"": 113, ""type"": ""Organism/Species""}, {""token"": ""human"", ""start_span"": 118, ""end_span"": 123, ""type"": ""Organism/Species""}]"	train
These six sequences are more closely related to one another than they are to either murine pancreatic ribonuclease ( mPR) or to murine angiogenin ( mANG) or to any of the three human ribonucleases shown ( hEDN, hECP or hRK6).	murine,84,90,Organism/Species	murine,128,134,Organism/Species	human,177,182,Organism/Species	"[{""token"": ""murine"", ""start_span"": 84, ""end_span"": 90, ""type"": ""Organism/Species""}, {""token"": ""murine"", ""start_span"": 128, ""end_span"": 134, ""type"": ""Organism/Species""}, {""token"": ""human"", ""start_span"": 177, ""end_span"": 182, ""type"": ""Organism/Species""}]"	train
Relationship to human ribonucleases The data in Table 1 denote the amino acid sequence similarity between pairs of murine and human ribonucleases of the RNase A superfamily.	human,16,21,Organism/Species	murine,115,121,Organism/Species	human,126,131,Organism/Species	"[{""token"": ""human"", ""start_span"": 16, ""end_span"": 21, ""type"": ""Organism/Species""}, {""token"": ""murine"", ""start_span"": 115, ""end_span"": 121, ""type"": ""Organism/Species""}, {""token"": ""human"", ""start_span"": 126, ""end_span"": 131, ""type"": ""Organism/Species""}]"	train
Given the strong similarities between murine and human full - length BLyS and Delta BLyS, it is likely that human soluble Delta BLyS protein is also not cleaved from the cell surface and released into the circulation.	murine,38,44,Organism/Species	human,49,54,Organism/Species	human,108,113,Organism/Species	"[{""token"": ""murine"", ""start_span"": 38, ""end_span"": 44, ""type"": ""Organism/Species""}, {""token"": ""human"", ""start_span"": 49, ""end_span"": 54, ""type"": ""Organism/Species""}, {""token"": ""human"", ""start_span"": 108, ""end_span"": 113, ""type"": ""Organism/Species""}]"	train
As the diagnosis was more unambiguous in these patients ( 97% objectively diagnosed as compared to 78% of the PE patients), we repeated the analysis in these patients only.	patients,47,55,Organism/Species	patients,113,121,Organism/Species	patients,158,166,Organism/Species	"[{""token"": ""patients"", ""start_span"": 47, ""end_span"": 55, ""type"": ""Organism/Species""}, {""token"": ""patients"", ""start_span"": 113, ""end_span"": 121, ""type"": ""Organism/Species""}, {""token"": ""patients"", ""start_span"": 158, ""end_span"": 166, ""type"": ""Organism/Species""}]"	train
This was the case for individuals with factor V Leiden, obese people ( BMI > 30 kg / m2), and short ( only for travel by air) and tall people, as well as for women using oral contraceptives.	people,62,68,Organism/Species	people,135,141,Organism/Species	women,158,163,Organism/Species	"[{""token"": ""people"", ""start_span"": 62, ""end_span"": 68, ""type"": ""Organism/Species""}, {""token"": ""people"", ""start_span"": 135, ""end_span"": 141, ""type"": ""Organism/Species""}, {""token"": ""women"", ""start_span"": 158, ""end_span"": 163, ""type"": ""Organism/Species""}]"	train
In an analysis of 210 patients, they found a 16 - fold increased risk for patients who traveled by air and had some form of thrombophilia, as well as a 14 - fold increased risk in women who flew and used oral contraceptives, findings that confirm both the results of the present study and our finding of activated coagulation in individuals with risk factors after flying [ 22].	patients,22,30,Organism/Species	patients,74,82,Organism/Species	women,180,185,Organism/Species	"[{""token"": ""patients"", ""start_span"": 22, ""end_span"": 30, ""type"": ""Organism/Species""}, {""token"": ""patients"", ""start_span"": 74, ""end_span"": 82, ""type"": ""Organism/Species""}, {""token"": ""women"", ""start_span"": 180, ""end_span"": 185, ""type"": ""Organism/Species""}]"	train
We define fitness as the replication capacity of a mutant FMDV, relative to a reference FMDV, in direct growth - competition upon coinfection of baby hamster kidney 21 ( BHK - 21) cells [ 15 - 17].	FMDV,58,62,Organism/Species	FMDV,88,92,Organism/Species	hamster,150,157,Organism/Species	"[{""token"": ""FMDV"", ""start_span"": 58, ""end_span"": 62, ""type"": ""Organism/Species""}, {""token"": ""FMDV"", ""start_span"": 88, ""end_span"": 92, ""type"": ""Organism/Species""}, {""token"": ""hamster"", ""start_span"": 150, ""end_span"": 157, ""type"": ""Organism/Species""}]"	train
At an epidemiological level, a greater replicative fitness of historical versus current human immunodeficiency virus type 1 ( HIV - 1) isolates was taken as evidence of HIV - 1 attenuation over time, assuming a direct connection between fitness and virulence [ 33].	human immunodeficiency virus type 1,88,123,Organism/Species	HIV - 1,126,133,Organism/Species	HIV - 1,169,176,Organism/Species	"[{""token"": ""human immunodeficiency virus type 1"", ""start_span"": 88, ""end_span"": 123, ""type"": ""Organism/Species""}, {""token"": ""HIV - 1"", ""start_span"": 126, ""end_span"": 133, ""type"": ""Organism/Species""}, {""token"": ""HIV - 1"", ""start_span"": 169, ""end_span"": 176, ""type"": ""Organism/Species""}]"	train
In relating the results with FMDV to general models of virulence in host - parasite systems, it must be considered that in the FMDV system, evolution of the host BHK - 21 cells could not influence FMDV evolution, because clonal cell populations with a controlled passage history were supplied in constant numbers at each infection event ( see Materials and Methods).	FMDV,29,33,Organism/Species	FMDV,127,131,Organism/Species	FMDV,197,201,Organism/Species	"[{""token"": ""FMDV"", ""start_span"": 29, ""end_span"": 33, ""type"": ""Organism/Species""}, {""token"": ""FMDV"", ""start_span"": 127, ""end_span"": 131, ""type"": ""Organism/Species""}, {""token"": ""FMDV"", ""start_span"": 197, ""end_span"": 201, ""type"": ""Organism/Species""}]"	train
A total of 307 adult subjects of both sexes ( 164 women and 143 men) were recruited from hospital personnel and parents of patients with no history of growth retardation.	women,50,55,Organism/Species	men,64,67,Organism/Species	patients,123,131,Organism/Species	"[{""token"": ""women"", ""start_span"": 50, ""end_span"": 55, ""type"": ""Organism/Species""}, {""token"": ""men"", ""start_span"": 64, ""end_span"": 67, ""type"": ""Organism/Species""}, {""token"": ""patients"", ""start_span"": 123, ""end_span"": 131, ""type"": ""Organism/Species""}]"	train
We collected blood from 165 children in Guiyu and 61 children in Chendian and measured the BLLs in these children.	children,28,36,Organism/Species	children,53,61,Organism/Species	children,105,113,Organism/Species	"[{""token"": ""children"", ""start_span"": 28, ""end_span"": 36, ""type"": ""Organism/Species""}, {""token"": ""children"", ""start_span"": 53, ""end_span"": 61, ""type"": ""Organism/Species""}, {""token"": ""children"", ""start_span"": 105, ""end_span"": 113, ""type"": ""Organism/Species""}]"	train
Examination of the possible impact of the e - waste industry on the BLLs of children living in Guiyu revealed that Guiyu children had significantly higher BLLs than Chendian children.	children,76,84,Organism/Species	children,121,129,Organism/Species	children,174,182,Organism/Species	"[{""token"": ""children"", ""start_span"": 76, ""end_span"": 84, ""type"": ""Organism/Species""}, {""token"": ""children"", ""start_span"": 121, ""end_span"": 129, ""type"": ""Organism/Species""}, {""token"": ""children"", ""start_span"": 174, ""end_span"": 182, ""type"": ""Organism/Species""}]"	train
In China, the mean BLL of children was 9. 29 mu g / dL, and 33. 8% of the subjects had BLLs > 10 mu g / dL; boys ' mean BLL was 9. 64 mu g / dL, significantly higher than the girls ' mean BLL of 8. 94 mu g / dL ( p < 0. 001) ( Wang and Zhang 2006).	children,26,34,Organism/Species	boys,108,112,Organism/Species	girls,175,180,Organism/Species	"[{""token"": ""children"", ""start_span"": 26, ""end_span"": 34, ""type"": ""Organism/Species""}, {""token"": ""boys"", ""start_span"": 108, ""end_span"": 112, ""type"": ""Organism/Species""}, {""token"": ""girls"", ""start_span"": 175, ""end_span"": 180, ""type"": ""Organism/Species""}]"	train
In Guiyu, the BLLs of children were higher than the mean level in China, and there were no significant different between boys and girls.	children,22,30,Organism/Species	boys,121,125,Organism/Species	girls,130,135,Organism/Species	"[{""token"": ""children"", ""start_span"": 22, ""end_span"": 30, ""type"": ""Organism/Species""}, {""token"": ""boys"", ""start_span"": 121, ""end_span"": 125, ""type"": ""Organism/Species""}, {""token"": ""girls"", ""start_span"": 130, ""end_span"": 135, ""type"": ""Organism/Species""}]"	train
Systemic lupus erythematosus ( SLE / lupus, [ Online Mendelian Inheritance in Man 152700, http: / / www. ncbi. nlm. nih. gov / sites / entrez? db = OMIM & TabCmd = Limits]) is a chronic, multi - system autoimmune disease affecting young women ten times more commonly than men.	Man,78,81,Organism/Species	women,237,242,Organism/Species	men,272,275,Organism/Species	"[{""token"": ""Man"", ""start_span"": 78, ""end_span"": 81, ""type"": ""Organism/Species""}, {""token"": ""women"", ""start_span"": 237, ""end_span"": 242, ""type"": ""Organism/Species""}, {""token"": ""men"", ""start_span"": 272, ""end_span"": 275, ""type"": ""Organism/Species""}]"	train
Murine and human candidate gene studies, together with genome - wide linkage screens, provide further support that multiple genetic loci, including the mouse MHC complex H2 and the human MHC locus, contribute to disease susceptibility [ 14 - 17].	human,11,16,Organism/Species	mouse,152,157,Organism/Species	human,181,186,Organism/Species	"[{""token"": ""human"", ""start_span"": 11, ""end_span"": 16, ""type"": ""Organism/Species""}, {""token"": ""mouse"", ""start_span"": 152, ""end_span"": 157, ""type"": ""Organism/Species""}, {""token"": ""human"", ""start_span"": 181, ""end_span"": 186, ""type"": ""Organism/Species""}]"	train
