Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	json	split
Because Warfarin treatment had no effect on the elevation in serum calcium produced by vitamin D, the synergy between Warfarin and vitamin D is probably best explained by the hypothesis that Warfarin inhibits the activity of matrix Gla protein as a calcification inhibitor.	Warfarin,8,16,Chemical/Drug	calcium,67,74,Chemical/Drug	vitamin D,87,96,Chemical/Drug	Warfarin,118,126,Chemical/Drug	vitamin D,131,140,Chemical/Drug	Warfarin,191,199,Chemical/Drug	"[{""token"": ""Warfarin"", ""start_span"": 8, ""end_span"": 16, ""type"": ""Chemical/Drug""}, {""token"": ""calcium"", ""start_span"": 67, ""end_span"": 74, ""type"": ""Chemical/Drug""}, {""token"": ""vitamin D"", ""start_span"": 87, ""end_span"": 96, ""type"": ""Chemical/Drug""}, {""token"": ""Warfarin"", ""start_span"": 118, ""end_span"": 126, ""type"": ""Chemical/Drug""}, {""token"": ""vitamin D"", ""start_span"": 131, ""end_span"": 140, ""type"": ""Chemical/Drug""}, {""token"": ""Warfarin"", ""start_span"": 191, ""end_span"": 199, ""type"": ""Chemical/Drug""}]"	train
To assess the molecular basis of disturbances in transmembraneous transport of Na +, we studied the response of cardiac ( Na, K) - ATPase to NO - deficient hypertension induced in rats by NO - synthase inhibition with 40 mg / kg / day N ( G) - nitro - L - arginine methyl ester ( L - NAME) for 4 four weeks.	Na,79,81,Chemical/Drug	Na,122,124,Chemical/Drug	K,126,127,Chemical/Drug	NO,141,143,Chemical/Drug	NO,188,190,Chemical/Drug	L - NAME,280,288,Chemical/Drug	"[{""token"": ""Na"", ""start_span"": 79, ""end_span"": 81, ""type"": ""Chemical/Drug""}, {""token"": ""Na"", ""start_span"": 122, ""end_span"": 124, ""type"": ""Chemical/Drug""}, {""token"": ""K"", ""start_span"": 126, ""end_span"": 127, ""type"": ""Chemical/Drug""}, {""token"": ""NO"", ""start_span"": 141, ""end_span"": 143, ""type"": ""Chemical/Drug""}, {""token"": ""NO"", ""start_span"": 188, ""end_span"": 190, ""type"": ""Chemical/Drug""}, {""token"": ""L - NAME"", ""start_span"": 280, ""end_span"": 288, ""type"": ""Chemical/Drug""}]"	train
We investigated this association, according to the type of progestagen included in third - generation ( i. e., desogestrel or gestodene) and second - generation ( i. e., levonorgestrel) oral contraceptives, the dose of estrogen, and the presence or absence of prothrombotic mutations METHODS: In a nationwide, population - based, case - control study, we identified and enrolled 248 women 18 through 49 years of age who had had a first myocardial infarction between 1990 and 1995 and 925 control women who had not had a myocardial infarction and who were matched for age, calendar year of the index event, and area of residence.	progestagen,59,70,Chemical/Drug	desogestrel,111,122,Chemical/Drug	gestodene,126,135,Chemical/Drug	levonorgestrel,170,184,Chemical/Drug	oral contraceptives,186,205,Chemical/Drug	estrogen,219,227,Chemical/Drug	"[{""token"": ""progestagen"", ""start_span"": 59, ""end_span"": 70, ""type"": ""Chemical/Drug""}, {""token"": ""desogestrel"", ""start_span"": 111, ""end_span"": 122, ""type"": ""Chemical/Drug""}, {""token"": ""gestodene"", ""start_span"": 126, ""end_span"": 135, ""type"": ""Chemical/Drug""}, {""token"": ""levonorgestrel"", ""start_span"": 170, ""end_span"": 184, ""type"": ""Chemical/Drug""}, {""token"": ""oral contraceptives"", ""start_span"": 186, ""end_span"": 205, ""type"": ""Chemical/Drug""}, {""token"": ""estrogen"", ""start_span"": 219, ""end_span"": 227, ""type"": ""Chemical/Drug""}]"	train
Headache relief at 2 h was 75. 9% for rizatriptan and 47. 3% for ergotamine / caffeine ( p < or = 0. 001), with rizatriptan being superior to ergotamine / caffeine within 30 min of dosing.	rizatriptan,38,49,Chemical/Drug	ergotamine,65,75,Chemical/Drug	caffeine,78,86,Chemical/Drug	rizatriptan,112,123,Chemical/Drug	ergotamine,142,152,Chemical/Drug	caffeine,155,163,Chemical/Drug	"[{""token"": ""rizatriptan"", ""start_span"": 38, ""end_span"": 49, ""type"": ""Chemical/Drug""}, {""token"": ""ergotamine"", ""start_span"": 65, ""end_span"": 75, ""type"": ""Chemical/Drug""}, {""token"": ""caffeine"", ""start_span"": 78, ""end_span"": 86, ""type"": ""Chemical/Drug""}, {""token"": ""rizatriptan"", ""start_span"": 112, ""end_span"": 123, ""type"": ""Chemical/Drug""}, {""token"": ""ergotamine"", ""start_span"": 142, ""end_span"": 152, ""type"": ""Chemical/Drug""}, {""token"": ""caffeine"", ""start_span"": 155, ""end_span"": 163, ""type"": ""Chemical/Drug""}]"	train
Neither L - arginine transport into mononuclear cells ( placebo vs active, 26. 3 + / - 3. 6 vs 29. 0 + / - 2. 1 pmol / 10 000 cells per 5 minutes, respectively, at an l - arginine concentration of 300 micromol / L) nor L - arginine extraction in the forearm ( at 80 minutes, placebo vs active, 1 868 904 + / - 434 962 vs 2 013 910 + / - 770 619 disintegrations per minute) was affected by cortisol treatment; ie, that L - arginine uptake is not affected by short - term cortisol treatment.	L - arginine,8,20,Chemical/Drug	l - arginine,167,179,Chemical/Drug	L - arginine,219,231,Chemical/Drug	cortisol,389,397,Chemical/Drug	L - arginine,418,430,Chemical/Drug	cortisol,470,478,Chemical/Drug	"[{""token"": ""L - arginine"", ""start_span"": 8, ""end_span"": 20, ""type"": ""Chemical/Drug""}, {""token"": ""l - arginine"", ""start_span"": 167, ""end_span"": 179, ""type"": ""Chemical/Drug""}, {""token"": ""L - arginine"", ""start_span"": 219, ""end_span"": 231, ""type"": ""Chemical/Drug""}, {""token"": ""cortisol"", ""start_span"": 389, ""end_span"": 397, ""type"": ""Chemical/Drug""}, {""token"": ""L - arginine"", ""start_span"": 418, ""end_span"": 430, ""type"": ""Chemical/Drug""}, {""token"": ""cortisol"", ""start_span"": 470, ""end_span"": 478, ""type"": ""Chemical/Drug""}]"	train
This prolonged depletion of dopamine in the striatum was antagonized by dizocilpine ( MK - 801, a non - competitive antagonist of NMDA receptors) or by LY274614 ( a competitive antagonist of NMDA receptors).	dopamine,28,36,Chemical/Drug	dizocilpine,72,83,Chemical/Drug	MK - 801,86,94,Chemical/Drug	NMDA,130,134,Chemical/Drug	LY274614,152,160,Chemical/Drug	NMDA,191,195,Chemical/Drug	"[{""token"": ""dopamine"", ""start_span"": 28, ""end_span"": 36, ""type"": ""Chemical/Drug""}, {""token"": ""dizocilpine"", ""start_span"": 72, ""end_span"": 83, ""type"": ""Chemical/Drug""}, {""token"": ""MK - 801"", ""start_span"": 86, ""end_span"": 94, ""type"": ""Chemical/Drug""}, {""token"": ""NMDA"", ""start_span"": 130, ""end_span"": 134, ""type"": ""Chemical/Drug""}, {""token"": ""LY274614"", ""start_span"": 152, ""end_span"": 160, ""type"": ""Chemical/Drug""}, {""token"": ""NMDA"", ""start_span"": 191, ""end_span"": 195, ""type"": ""Chemical/Drug""}]"	train
The aim of the present study was to investigate changes in the plasma calcitonin gene - related peptide ( CGRP) concentration and platelet serotonin ( 5 - hydroxytriptamine, 5 - HT) content during the immediate headache and the delayed genuine migraine attack provoked by nitroglycerin.	calcitonin gene - related peptide,70,103,Chemical/Drug	CGRP,106,110,Chemical/Drug	serotonin,139,148,Chemical/Drug	5 - hydroxytriptamine,151,172,Chemical/Drug	5 - HT,174,180,Chemical/Drug	nitroglycerin,272,285,Chemical/Drug	"[{""token"": ""calcitonin gene - related peptide"", ""start_span"": 70, ""end_span"": 103, ""type"": ""Chemical/Drug""}, {""token"": ""CGRP"", ""start_span"": 106, ""end_span"": 110, ""type"": ""Chemical/Drug""}, {""token"": ""serotonin"", ""start_span"": 139, ""end_span"": 148, ""type"": ""Chemical/Drug""}, {""token"": ""5 - hydroxytriptamine"", ""start_span"": 151, ""end_span"": 172, ""type"": ""Chemical/Drug""}, {""token"": ""5 - HT"", ""start_span"": 174, ""end_span"": 180, ""type"": ""Chemical/Drug""}, {""token"": ""nitroglycerin"", ""start_span"": 272, ""end_span"": 285, ""type"": ""Chemical/Drug""}]"	train
Such organophosphorus ( OP) compounds as diisopropylfluorophosphate ( DFP), sarin and soman are potent inhibitors of acetylcholinesterases ( AChEs) and butyrylcholinesterases ( BChEs).	organophosphorus,5,21,Chemical/Drug	OP,24,26,Chemical/Drug	diisopropylfluorophosphate,41,67,Chemical/Drug	DFP,70,73,Chemical/Drug	sarin,76,81,Chemical/Drug	soman,86,91,Chemical/Drug	"[{""token"": ""organophosphorus"", ""start_span"": 5, ""end_span"": 21, ""type"": ""Chemical/Drug""}, {""token"": ""OP"", ""start_span"": 24, ""end_span"": 26, ""type"": ""Chemical/Drug""}, {""token"": ""diisopropylfluorophosphate"", ""start_span"": 41, ""end_span"": 67, ""type"": ""Chemical/Drug""}, {""token"": ""DFP"", ""start_span"": 70, ""end_span"": 73, ""type"": ""Chemical/Drug""}, {""token"": ""sarin"", ""start_span"": 76, ""end_span"": 81, ""type"": ""Chemical/Drug""}, {""token"": ""soman"", ""start_span"": 86, ""end_span"": 91, ""type"": ""Chemical/Drug""}]"	train
The present study sought to characterize the cognitive - enhancing effects of the 5 - HT ( 6) antagonist Ro4368554 ( 3 - benzenesulfonyl - 7 - ( 4 - methyl - piperazin - 1 - yl) 1H - indole) in a rat object recognition task employing a cholinergic ( scopolamine pretreatment) and a serotonergic - ( tryptophan ( TRP) depletion) deficient model, and compared its pattern of action with that of the acetylcholinesterase inhibitor metrifonate.	5 - HT,82,88,Chemical/Drug	Ro4368554,105,114,Chemical/Drug	scopolamine,250,261,Chemical/Drug	tryptophan,299,309,Chemical/Drug	TRP,312,315,Chemical/Drug	metrifonate,428,439,Chemical/Drug	"[{""token"": ""5 - HT"", ""start_span"": 82, ""end_span"": 88, ""type"": ""Chemical/Drug""}, {""token"": ""Ro4368554"", ""start_span"": 105, ""end_span"": 114, ""type"": ""Chemical/Drug""}, {""token"": ""scopolamine"", ""start_span"": 250, ""end_span"": 261, ""type"": ""Chemical/Drug""}, {""token"": ""tryptophan"", ""start_span"": 299, ""end_span"": 309, ""type"": ""Chemical/Drug""}, {""token"": ""TRP"", ""start_span"": 312, ""end_span"": 315, ""type"": ""Chemical/Drug""}, {""token"": ""metrifonate"", ""start_span"": 428, ""end_span"": 439, ""type"": ""Chemical/Drug""}]"	train
The nitric oxide ( NO) inhibitor nitro - L - arginine methyl ester ( L - NAME) may act as an otoprotectant against high - frequency hearing loss caused by gentamicin, but further studies are needed to confirm this. Aminoglycoside antibiotics are still widely used by virtue of their efficacy and low cost.	nitric oxide,4,16,Chemical/Drug	NO,19,21,Chemical/Drug	nitro - L - arginine methyl ester,33,66,Chemical/Drug	L - NAME,69,77,Chemical/Drug	gentamicin,155,165,Chemical/Drug	Aminoglycoside,215,229,Chemical/Drug	"[{""token"": ""nitric oxide"", ""start_span"": 4, ""end_span"": 16, ""type"": ""Chemical/Drug""}, {""token"": ""NO"", ""start_span"": 19, ""end_span"": 21, ""type"": ""Chemical/Drug""}, {""token"": ""nitro - L - arginine methyl ester"", ""start_span"": 33, ""end_span"": 66, ""type"": ""Chemical/Drug""}, {""token"": ""L - NAME"", ""start_span"": 69, ""end_span"": 77, ""type"": ""Chemical/Drug""}, {""token"": ""gentamicin"", ""start_span"": 155, ""end_span"": 165, ""type"": ""Chemical/Drug""}, {""token"": ""Aminoglycoside"", ""start_span"": 215, ""end_span"": 229, ""type"": ""Chemical/Drug""}]"	train
