Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	json	split
Tetrandrine ( TET) and fangchinoline ( FAN) are two naturally occurring analogues with a bisbenzylisoquinoline structure.	Tetrandrine,0,11,Chemical/Drug	TET,14,17,Chemical/Drug	fangchinoline,23,36,Chemical/Drug	FAN,39,42,Chemical/Drug	bisbenzylisoquinoline,89,110,Chemical/Drug	"[{""token"": ""Tetrandrine"", ""start_span"": 0, ""end_span"": 11, ""type"": ""Chemical/Drug""}, {""token"": ""TET"", ""start_span"": 14, ""end_span"": 17, ""type"": ""Chemical/Drug""}, {""token"": ""fangchinoline"", ""start_span"": 23, ""end_span"": 36, ""type"": ""Chemical/Drug""}, {""token"": ""FAN"", ""start_span"": 39, ""end_span"": 42, ""type"": ""Chemical/Drug""}, {""token"": ""bisbenzylisoquinoline"", ""start_span"": 89, ""end_span"": 110, ""type"": ""Chemical/Drug""}]"	train
There was a close parallel between the effect of vitamin D dose on artery calcification and the effect of vitamin D dose on the elevation of serum calcium, which suggests that vitamin D may induce artery calcification through its effect on serum calcium.	vitamin D,49,58,Chemical/Drug	vitamin D,106,115,Chemical/Drug	calcium,147,154,Chemical/Drug	vitamin D,176,185,Chemical/Drug	calcium,246,253,Chemical/Drug	"[{""token"": ""vitamin D"", ""start_span"": 49, ""end_span"": 58, ""type"": ""Chemical/Drug""}, {""token"": ""vitamin D"", ""start_span"": 106, ""end_span"": 115, ""type"": ""Chemical/Drug""}, {""token"": ""calcium"", ""start_span"": 147, ""end_span"": 154, ""type"": ""Chemical/Drug""}, {""token"": ""vitamin D"", ""start_span"": 176, ""end_span"": 185, ""type"": ""Chemical/Drug""}, {""token"": ""calcium"", ""start_span"": 246, ""end_span"": 253, ""type"": ""Chemical/Drug""}]"	train
Dopamine turnover ratios ( DOPAC: DA and HVA: DA) were found to be lower in those animals exposed to the exploratory box when compared to their home cage counterparts.	Dopamine,0,8,Chemical/Drug	DOPAC,27,32,Chemical/Drug	DA,34,36,Chemical/Drug	HVA,41,44,Chemical/Drug	DA,46,48,Chemical/Drug	"[{""token"": ""Dopamine"", ""start_span"": 0, ""end_span"": 8, ""type"": ""Chemical/Drug""}, {""token"": ""DOPAC"", ""start_span"": 27, ""end_span"": 32, ""type"": ""Chemical/Drug""}, {""token"": ""DA"", ""start_span"": 34, ""end_span"": 36, ""type"": ""Chemical/Drug""}, {""token"": ""HVA"", ""start_span"": 41, ""end_span"": 44, ""type"": ""Chemical/Drug""}, {""token"": ""DA"", ""start_span"": 46, ""end_span"": 48, ""type"": ""Chemical/Drug""}]"	train
Changes of sodium and ATP affinities of the cardiac ( Na, K) - ATPase during and after nitric oxide deficient hypertension.	sodium,11,17,Chemical/Drug	ATP,22,25,Chemical/Drug	Na,54,56,Chemical/Drug	K,58,59,Chemical/Drug	nitric oxide,87,99,Chemical/Drug	"[{""token"": ""sodium"", ""start_span"": 11, ""end_span"": 17, ""type"": ""Chemical/Drug""}, {""token"": ""ATP"", ""start_span"": 22, ""end_span"": 25, ""type"": ""Chemical/Drug""}, {""token"": ""Na"", ""start_span"": 54, ""end_span"": 56, ""type"": ""Chemical/Drug""}, {""token"": ""K"", ""start_span"": 58, ""end_span"": 59, ""type"": ""Chemical/Drug""}, {""token"": ""nitric oxide"", ""start_span"": 87, ""end_span"": 99, ""type"": ""Chemical/Drug""}]"	train
During activation with Na +, the Vmax remained unchanged, however the K ( Na) increased by 50%, indicating a profound decrease in the affinity of the Na + - binding site in NO - deficient rats.	Na,23,25,Chemical/Drug	K,70,71,Chemical/Drug	Na,74,76,Chemical/Drug	Na,150,152,Chemical/Drug	NO,173,175,Chemical/Drug	"[{""token"": ""Na"", ""start_span"": 23, ""end_span"": 25, ""type"": ""Chemical/Drug""}, {""token"": ""K"", ""start_span"": 70, ""end_span"": 71, ""type"": ""Chemical/Drug""}, {""token"": ""Na"", ""start_span"": 74, ""end_span"": 76, ""type"": ""Chemical/Drug""}, {""token"": ""Na"", ""start_span"": 150, ""end_span"": 152, ""type"": ""Chemical/Drug""}, {""token"": ""NO"", ""start_span"": 173, ""end_span"": 175, ""type"": ""Chemical/Drug""}]"	train
Inhibition of NO - synthase induced a reversible hypertension accompanied by depressed Na + - extrusion from cardiac cells as a consequence of deteriorated Na + - binding properties of the ( Na, K) - ATPase.	NO,14,16,Chemical/Drug	Na,87,89,Chemical/Drug	Na,156,158,Chemical/Drug	Na,191,193,Chemical/Drug	K,195,196,Chemical/Drug	"[{""token"": ""NO"", ""start_span"": 14, ""end_span"": 16, ""type"": ""Chemical/Drug""}, {""token"": ""Na"", ""start_span"": 87, ""end_span"": 89, ""type"": ""Chemical/Drug""}, {""token"": ""Na"", ""start_span"": 156, ""end_span"": 158, ""type"": ""Chemical/Drug""}, {""token"": ""Na"", ""start_span"": 191, ""end_span"": 193, ""type"": ""Chemical/Drug""}, {""token"": ""K"", ""start_span"": 195, ""end_span"": 196, ""type"": ""Chemical/Drug""}]"	train
Results presented here show that the differential sensitivities of BS and BR lines to beta - CCM can be extended to diazepam, picrotoxin, and pentylenetetrazol, suggesting a genetic selection of a general sensitivity and resistance to several ligands of the GABA ( A) receptor.	beta - CCM,86,96,Chemical/Drug	diazepam,116,124,Chemical/Drug	picrotoxin,126,136,Chemical/Drug	pentylenetetrazol,142,159,Chemical/Drug	GABA,258,262,Chemical/Drug	"[{""token"": ""beta - CCM"", ""start_span"": 86, ""end_span"": 96, ""type"": ""Chemical/Drug""}, {""token"": ""diazepam"", ""start_span"": 116, ""end_span"": 124, ""type"": ""Chemical/Drug""}, {""token"": ""picrotoxin"", ""start_span"": 126, ""end_span"": 136, ""type"": ""Chemical/Drug""}, {""token"": ""pentylenetetrazol"", ""start_span"": 142, ""end_span"": 159, ""type"": ""Chemical/Drug""}, {""token"": ""GABA"", ""start_span"": 258, ""end_span"": 262, ""type"": ""Chemical/Drug""}]"	train
Patients who experienced a manic or hypomanic switch were compared with those who did not on several variables including age, sex, diagnosis ( DSM - IV bipolar I vs. bipolar II), number of previous manic episodes, type of antidepressant therapy used ( electroconvulsive therapy vs. antidepressant drugs and, more particularly, selective serotonin reuptake inhibitors [ SSRIs]), use and type of mood stabilizers ( lithium vs. anticonvulsants), and temperament of the patient, assessed during a normothymic period using the hyperthymia component of the Semi - structured Affective Temperament Interview.	antidepressant,222,236,Chemical/Drug	antidepressant,282,296,Chemical/Drug	serotonin reuptake inhibitors,337,366,Chemical/Drug	SSRIs,369,374,Chemical/Drug	lithium,413,420,Chemical/Drug	"[{""token"": ""antidepressant"", ""start_span"": 222, ""end_span"": 236, ""type"": ""Chemical/Drug""}, {""token"": ""antidepressant"", ""start_span"": 282, ""end_span"": 296, ""type"": ""Chemical/Drug""}, {""token"": ""serotonin reuptake inhibitors"", ""start_span"": 337, ""end_span"": 366, ""type"": ""Chemical/Drug""}, {""token"": ""SSRIs"", ""start_span"": 369, ""end_span"": 374, ""type"": ""Chemical/Drug""}, {""token"": ""lithium"", ""start_span"": 413, ""end_span"": 420, ""type"": ""Chemical/Drug""}]"	train
The aim of this study was to examine further the renal function, including morphological analysis of the kidneys of male Sprague - Dawley rats treated with either cyclosporine A ( CsA), tacrolimus ( FK506) or SRL as monotherapies or in different combinations.	cyclosporine A,163,177,Chemical/Drug	CsA,180,183,Chemical/Drug	tacrolimus,186,196,Chemical/Drug	FK506,199,204,Chemical/Drug	SRL,209,212,Chemical/Drug	"[{""token"": ""cyclosporine A"", ""start_span"": 163, ""end_span"": 177, ""type"": ""Chemical/Drug""}, {""token"": ""CsA"", ""start_span"": 180, ""end_span"": 183, ""type"": ""Chemical/Drug""}, {""token"": ""tacrolimus"", ""start_span"": 186, ""end_span"": 196, ""type"": ""Chemical/Drug""}, {""token"": ""FK506"", ""start_span"": 199, ""end_span"": 204, ""type"": ""Chemical/Drug""}, {""token"": ""SRL"", ""start_span"": 209, ""end_span"": 212, ""type"": ""Chemical/Drug""}]"	train
A further deterioration was seen when CsA was combined with either FK506 or SRL, whereas the GFR remained unchanged in the group treated with FK506 plus SRL when compared with treatment with any of the single substances.	CsA,38,41,Chemical/Drug	FK506,67,72,Chemical/Drug	SRL,76,79,Chemical/Drug	FK506,142,147,Chemical/Drug	SRL,153,156,Chemical/Drug	"[{""token"": ""CsA"", ""start_span"": 38, ""end_span"": 41, ""type"": ""Chemical/Drug""}, {""token"": ""FK506"", ""start_span"": 67, ""end_span"": 72, ""type"": ""Chemical/Drug""}, {""token"": ""SRL"", ""start_span"": 76, ""end_span"": 79, ""type"": ""Chemical/Drug""}, {""token"": ""FK506"", ""start_span"": 142, ""end_span"": 147, ""type"": ""Chemical/Drug""}, {""token"": ""SRL"", ""start_span"": 153, ""end_span"": 156, ""type"": ""Chemical/Drug""}]"	train
A single MPEP ( 5 mg / kg ip) injection reduced the basal extracellular dopamine level in the striatum, as well as dopamine release stimulated either by methamphetamine ( 10 mg / kg sc) or by intrastriatally administered veratridine ( 100 microM).	MPEP,9,13,Chemical/Drug	dopamine,72,80,Chemical/Drug	dopamine,115,123,Chemical/Drug	methamphetamine,153,168,Chemical/Drug	veratridine,221,232,Chemical/Drug	"[{""token"": ""MPEP"", ""start_span"": 9, ""end_span"": 13, ""type"": ""Chemical/Drug""}, {""token"": ""dopamine"", ""start_span"": 72, ""end_span"": 80, ""type"": ""Chemical/Drug""}, {""token"": ""dopamine"", ""start_span"": 115, ""end_span"": 123, ""type"": ""Chemical/Drug""}, {""token"": ""methamphetamine"", ""start_span"": 153, ""end_span"": 168, ""type"": ""Chemical/Drug""}, {""token"": ""veratridine"", ""start_span"": 221, ""end_span"": 232, ""type"": ""Chemical/Drug""}]"	train
The present study was designed to evaluate two endogenous and one synthetic neuroactive steroid that positively modulate the gamma - aminobutyric acid ( GABA ( A)) receptor against the increase in sensitivity to the convulsant effects of cocaine engendered by repeated cocaine administration ( seizure kindling).	steroid,88,95,Chemical/Drug	gamma - aminobutyric acid,125,150,Chemical/Drug	GABA,153,157,Chemical/Drug	cocaine,238,245,Chemical/Drug	cocaine,269,276,Chemical/Drug	"[{""token"": ""steroid"", ""start_span"": 88, ""end_span"": 95, ""type"": ""Chemical/Drug""}, {""token"": ""gamma - aminobutyric acid"", ""start_span"": 125, ""end_span"": 150, ""type"": ""Chemical/Drug""}, {""token"": ""GABA"", ""start_span"": 153, ""end_span"": 157, ""type"": ""Chemical/Drug""}, {""token"": ""cocaine"", ""start_span"": 238, ""end_span"": 245, ""type"": ""Chemical/Drug""}, {""token"": ""cocaine"", ""start_span"": 269, ""end_span"": 276, ""type"": ""Chemical/Drug""}]"	train
Depletion of dopamine in the striatum was also antagonized when LY274614 was given after the injection of amphetamine; LY274614 protected when given up to 4 hr after but not when given 8 or 24 hr after amphetamine.	dopamine,13,21,Chemical/Drug	LY274614,64,72,Chemical/Drug	amphetamine,106,117,Chemical/Drug	LY274614,119,127,Chemical/Drug	amphetamine,202,213,Chemical/Drug	"[{""token"": ""dopamine"", ""start_span"": 13, ""end_span"": 21, ""type"": ""Chemical/Drug""}, {""token"": ""LY274614"", ""start_span"": 64, ""end_span"": 72, ""type"": ""Chemical/Drug""}, {""token"": ""amphetamine"", ""start_span"": 106, ""end_span"": 117, ""type"": ""Chemical/Drug""}, {""token"": ""LY274614"", ""start_span"": 119, ""end_span"": 127, ""type"": ""Chemical/Drug""}, {""token"": ""amphetamine"", ""start_span"": 202, ""end_span"": 213, ""type"": ""Chemical/Drug""}]"	train
The data strengthen the evidence that the neurotoxic effect of amphetamine and related compounds toward nigrostriatal dopamine neurons involves NMDA receptors and that LY274614 is an NMDA receptor antagonist with long - lasting in vivo effects in rats.	amphetamine,63,74,Chemical/Drug	dopamine,118,126,Chemical/Drug	NMDA,144,148,Chemical/Drug	LY274614,168,176,Chemical/Drug	NMDA,183,187,Chemical/Drug	"[{""token"": ""amphetamine"", ""start_span"": 63, ""end_span"": 74, ""type"": ""Chemical/Drug""}, {""token"": ""dopamine"", ""start_span"": 118, ""end_span"": 126, ""type"": ""Chemical/Drug""}, {""token"": ""NMDA"", ""start_span"": 144, ""end_span"": 148, ""type"": ""Chemical/Drug""}, {""token"": ""LY274614"", ""start_span"": 168, ""end_span"": 176, ""type"": ""Chemical/Drug""}, {""token"": ""NMDA"", ""start_span"": 183, ""end_span"": 187, ""type"": ""Chemical/Drug""}]"	train
When CPA, diazepam or 2PAM was given immediately after DFP - atropine, these treatments prevented, delayed or shortened the occurrence of serious signs of poisoning.	CPA,5,8,Chemical/Drug	diazepam,10,18,Chemical/Drug	2PAM,22,26,Chemical/Drug	DFP,55,58,Chemical/Drug	atropine,61,69,Chemical/Drug	"[{""token"": ""CPA"", ""start_span"": 5, ""end_span"": 8, ""type"": ""Chemical/Drug""}, {""token"": ""diazepam"", ""start_span"": 10, ""end_span"": 18, ""type"": ""Chemical/Drug""}, {""token"": ""2PAM"", ""start_span"": 22, ""end_span"": 26, ""type"": ""Chemical/Drug""}, {""token"": ""DFP"", ""start_span"": 55, ""end_span"": 58, ""type"": ""Chemical/Drug""}, {""token"": ""atropine"", ""start_span"": 61, ""end_span"": 69, ""type"": ""Chemical/Drug""}]"	train
In conclusion, CPA, diazepam and 2PAM in combination with atropine prevented the occurrence of serious signs of poisoning and thus reduced the toxicity of DFP in rat.	CPA,15,18,Chemical/Drug	diazepam,20,28,Chemical/Drug	2PAM,33,37,Chemical/Drug	atropine,58,66,Chemical/Drug	DFP,155,158,Chemical/Drug	"[{""token"": ""CPA"", ""start_span"": 15, ""end_span"": 18, ""type"": ""Chemical/Drug""}, {""token"": ""diazepam"", ""start_span"": 20, ""end_span"": 28, ""type"": ""Chemical/Drug""}, {""token"": ""2PAM"", ""start_span"": 33, ""end_span"": 37, ""type"": ""Chemical/Drug""}, {""token"": ""atropine"", ""start_span"": 58, ""end_span"": 66, ""type"": ""Chemical/Drug""}, {""token"": ""DFP"", ""start_span"": 155, ""end_span"": 158, ""type"": ""Chemical/Drug""}]"	train
STUDY DESIGN: We combined paclitaxel, melphalan and high - dose cyclophosphamide, thiotepa, and carboplatin in a triple sequential high - dose regimen for patients with metastatic breast cancer.	paclitaxel,26,36,Chemical/Drug	melphalan,38,47,Chemical/Drug	cyclophosphamide,64,80,Chemical/Drug	thiotepa,82,90,Chemical/Drug	carboplatin,96,107,Chemical/Drug	"[{""token"": ""paclitaxel"", ""start_span"": 26, ""end_span"": 36, ""type"": ""Chemical/Drug""}, {""token"": ""melphalan"", ""start_span"": 38, ""end_span"": 47, ""type"": ""Chemical/Drug""}, {""token"": ""cyclophosphamide"", ""start_span"": 64, ""end_span"": 80, ""type"": ""Chemical/Drug""}, {""token"": ""thiotepa"", ""start_span"": 82, ""end_span"": 90, ""type"": ""Chemical/Drug""}, {""token"": ""carboplatin"", ""start_span"": 96, ""end_span"": 107, ""type"": ""Chemical/Drug""}]"	train
The finding that cocaine - and BE - induced seizures differ in several respects suggests more than one mechanism for cocaine - induced seizures and emphasizes the importance of a cocaine metabolite, BE.	cocaine,17,24,Chemical/Drug	BE,31,33,Chemical/Drug	cocaine,117,124,Chemical/Drug	cocaine,179,186,Chemical/Drug	BE,199,201,Chemical/Drug	"[{""token"": ""cocaine"", ""start_span"": 17, ""end_span"": 24, ""type"": ""Chemical/Drug""}, {""token"": ""BE"", ""start_span"": 31, ""end_span"": 33, ""type"": ""Chemical/Drug""}, {""token"": ""cocaine"", ""start_span"": 117, ""end_span"": 124, ""type"": ""Chemical/Drug""}, {""token"": ""cocaine"", ""start_span"": 179, ""end_span"": 186, ""type"": ""Chemical/Drug""}, {""token"": ""BE"", ""start_span"": 199, ""end_span"": 201, ""type"": ""Chemical/Drug""}]"	train
Fewer subjects reported adverse events following treatment with desipramine alone than when receiving desipramine with cinacalcet ( 33 versus 86%), the most frequent of which ( nausea and headache) have been reported for patients treated with either desipramine or cinacalcet.	desipramine,64,75,Chemical/Drug	desipramine,102,113,Chemical/Drug	cinacalcet,119,129,Chemical/Drug	desipramine,250,261,Chemical/Drug	cinacalcet,265,275,Chemical/Drug	"[{""token"": ""desipramine"", ""start_span"": 64, ""end_span"": 75, ""type"": ""Chemical/Drug""}, {""token"": ""desipramine"", ""start_span"": 102, ""end_span"": 113, ""type"": ""Chemical/Drug""}, {""token"": ""cinacalcet"", ""start_span"": 119, ""end_span"": 129, ""type"": ""Chemical/Drug""}, {""token"": ""desipramine"", ""start_span"": 250, ""end_span"": 261, ""type"": ""Chemical/Drug""}, {""token"": ""cinacalcet"", ""start_span"": 265, ""end_span"": 275, ""type"": ""Chemical/Drug""}]"	train
The ACTIVE - W ( Atrial Fibrillation Clopidogrel Trial with Irbesartan for Prevention of Vascular Events) study has demonstrated that warfarin is superior to platelet therapy ( clopidogrel plus aspirin) in the prevention af embolic events.	Clopidogrel,37,48,Chemical/Drug	Irbesartan,60,70,Chemical/Drug	warfarin,134,142,Chemical/Drug	clopidogrel,177,188,Chemical/Drug	aspirin,194,201,Chemical/Drug	"[{""token"": ""Clopidogrel"", ""start_span"": 37, ""end_span"": 48, ""type"": ""Chemical/Drug""}, {""token"": ""Irbesartan"", ""start_span"": 60, ""end_span"": 70, ""type"": ""Chemical/Drug""}, {""token"": ""warfarin"", ""start_span"": 134, ""end_span"": 142, ""type"": ""Chemical/Drug""}, {""token"": ""clopidogrel"", ""start_span"": 177, ""end_span"": 188, ""type"": ""Chemical/Drug""}, {""token"": ""aspirin"", ""start_span"": 194, ""end_span"": 201, ""type"": ""Chemical/Drug""}]"	train
