Sentence	entity_1	json	split
Selegiline - induced postural hypotension in Parkinson ' s disease: a longitudinal study on the effects of drug withdrawal.	Selegiline,0,10,Chemical/Drug	"[{""token"": ""Selegiline"", ""start_span"": 0, ""end_span"": 10, ""type"": ""Chemical/Drug""}]"	train
The aims of this study were to confirm our previous findings in a separate cohort of patients and to determine the time course of the cardiovascular consequences of stopping selegiline in the expectation that this might shed light on the mechanisms by which the drug causes orthostatic hypotension.	selegiline,174,184,Chemical/Drug	"[{""token"": ""selegiline"", ""start_span"": 174, ""end_span"": 184, ""type"": ""Chemical/Drug""}]"	train
METHODS: The cardiovascular responses to standing and head - up tilt were studied repeatedly in PD patients receiving selegiline and as the drug was withdrawn.	selegiline,118,128,Chemical/Drug	"[{""token"": ""selegiline"", ""start_span"": 118, ""end_span"": 128, ""type"": ""Chemical/Drug""}]"	train
RESULTS: Head - up tilt caused systolic orthostatic hypotension which was marked in six of 20 PD patients on selegiline, one of whom lost consciousness with unrecordable blood pressures.	selegiline,109,119,Chemical/Drug	"[{""token"": ""selegiline"", ""start_span"": 109, ""end_span"": 119, ""type"": ""Chemical/Drug""}]"	train
Orthostatic hypotension was ameliorated 4 days after withdrawal of selegiline and totally abolished 7 days after discontinuation of the drug.	selegiline,67,77,Chemical/Drug	"[{""token"": ""selegiline"", ""start_span"": 67, ""end_span"": 77, ""type"": ""Chemical/Drug""}]"	train
Stopping selegiline also significantly reduced the supine systolic and diastolic blood pressures consistent with a previously undescribed supine pressor action.	selegiline,9,19,Chemical/Drug	"[{""token"": ""selegiline"", ""start_span"": 9, ""end_span"": 19, ""type"": ""Chemical/Drug""}]"	train
Picloxydine irrigations appeared to have a lower incidence of erosive cystitis but further studies would have to be performed before it could be recommended for use in urological procedures.	Picloxydine,0,11,Chemical/Drug	"[{""token"": ""Picloxydine"", ""start_span"": 0, ""end_span"": 11, ""type"": ""Chemical/Drug""}]"	train
Angioedema due to ACE inhibitors: common and inadequately diagnosed.	ACE inhibitors,18,32,Chemical/Drug	"[{""token"": ""ACE inhibitors"", ""start_span"": 18, ""end_span"": 32, ""type"": ""Chemical/Drug""}]"	train
Effect of fucoidan treatment on collagenase - induced intracerebral hemorrhage in rats.	fucoidan,10,18,Chemical/Drug	"[{""token"": ""fucoidan"", ""start_span"": 10, ""end_span"": 18, ""type"": ""Chemical/Drug""}]"	train
We tested the sulfated polysaccharide fucoidan, which has been reported to reduce inflammatory brain damage, in a rat model of intracerebral hemorrhage induced by injection of bacterial collagenase into the caudate nucleus.	fucoidan,38,46,Chemical/Drug	"[{""token"": ""fucoidan"", ""start_span"": 38, ""end_span"": 46, ""type"": ""Chemical/Drug""}]"	train
Rats were treated with seven day intravenous infusion of fucoidan ( 30 micrograms h - 1) or vehicle.	fucoidan,57,65,Chemical/Drug	"[{""token"": ""fucoidan"", ""start_span"": 57, ""end_span"": 65, ""type"": ""Chemical/Drug""}]"	train
Fucoidan - treated rats exhibited evidence of impaired blood clotting and hemodilution, had larger hematomas, and tended to have less inflammation in the vicinity of the hematoma after three days.	Fucoidan,0,8,Chemical/Drug	"[{""token"": ""Fucoidan"", ""start_span"": 0, ""end_span"": 8, ""type"": ""Chemical/Drug""}]"	train
Accumulation of atracurium in the intravenous line led to recurarization after flushing the line in the recovery room.	atracurium,16,26,Chemical/Drug	"[{""token"": ""atracurium"", ""start_span"": 16, ""end_span"": 26, ""type"": ""Chemical/Drug""}]"	train
The marked vasodilator and negative inotropic effects of propofol are disadvantages in frail elderly patients.	propofol,57,65,Chemical/Drug	"[{""token"": ""propofol"", ""start_span"": 57, ""end_span"": 65, ""type"": ""Chemical/Drug""}]"	train
METHODS: Forty - nine patients with advanced NSCLC were included, 38 of whom were age > / = 70 years and 11 were age < 70 years but who had some contraindication to receiving cisplatin.	cisplatin,175,184,Chemical/Drug	"[{""token"": ""cisplatin"", ""start_span"": 175, ""end_span"": 184, ""type"": ""Chemical/Drug""}]"	train
