Sentence	entity_1	entity_2	entity_3	entity_4	json	split
The present study was undertaken to investigate the effects of TET and FAN on the experimental thrombosis induced by collagen plus epinephrine ( EP) in mice, and platelet aggregation and blood coagulation in vitro.	TET,63,66,Chemical/Drug	FAN,71,74,Chemical/Drug	epinephrine,131,142,Chemical/Drug	EP,145,147,Chemical/Drug	"[{""token"": ""TET"", ""start_span"": 63, ""end_span"": 66, ""type"": ""Chemical/Drug""}, {""token"": ""FAN"", ""start_span"": 71, ""end_span"": 74, ""type"": ""Chemical/Drug""}, {""token"": ""epinephrine"", ""start_span"": 131, ""end_span"": 142, ""type"": ""Chemical/Drug""}, {""token"": ""EP"", ""start_span"": 145, ""end_span"": 147, ""type"": ""Chemical/Drug""}]"	train
In the in vivo study, the administration ( 50 mg / kg, i. p.) of TET and FAN in mice showed the inhibition of thrombosis by 55% and 35%, respectively, while acetylsalicylic acid ( ASA, 50 mg / kg, i. p.), a positive control, showed only 30% inhibition.	TET,65,68,Chemical/Drug	FAN,73,76,Chemical/Drug	acetylsalicylic acid,157,177,Chemical/Drug	ASA,180,183,Chemical/Drug	"[{""token"": ""TET"", ""start_span"": 65, ""end_span"": 68, ""type"": ""Chemical/Drug""}, {""token"": ""FAN"", ""start_span"": 73, ""end_span"": 76, ""type"": ""Chemical/Drug""}, {""token"": ""acetylsalicylic acid"", ""start_span"": 157, ""end_span"": 177, ""type"": ""Chemical/Drug""}, {""token"": ""ASA"", ""start_span"": 180, ""end_span"": 183, ""type"": ""Chemical/Drug""}]"	train
Recent reports indicate that single agent therapy with vinorelbine ( VNB) or gemcitabine ( GEM) may obtain a response rate of 20 - 30% in elderly patients, with acceptable toxicity and improvement in symptoms and quality of life.	vinorelbine,55,66,Chemical/Drug	VNB,69,72,Chemical/Drug	gemcitabine,77,88,Chemical/Drug	GEM,91,94,Chemical/Drug	"[{""token"": ""vinorelbine"", ""start_span"": 55, ""end_span"": 66, ""type"": ""Chemical/Drug""}, {""token"": ""VNB"", ""start_span"": 69, ""end_span"": 72, ""type"": ""Chemical/Drug""}, {""token"": ""gemcitabine"", ""start_span"": 77, ""end_span"": 88, ""type"": ""Chemical/Drug""}, {""token"": ""GEM"", ""start_span"": 91, ""end_span"": 94, ""type"": ""Chemical/Drug""}]"	train
NRA0160 has negligible affinity for the human cloned dopamine D3 receptor ( Ki = 39 nM), rat serotonin ( 5 - HT) 2A receptors ( Ki = 180 nM) and rat alpha1 adrenoceptor ( Ki = 237 nM).	NRA0160,0,7,Chemical/Drug	dopamine,53,61,Chemical/Drug	serotonin,93,102,Chemical/Drug	5 - HT,105,111,Chemical/Drug	"[{""token"": ""NRA0160"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Chemical/Drug""}, {""token"": ""dopamine"", ""start_span"": 53, ""end_span"": 61, ""type"": ""Chemical/Drug""}, {""token"": ""serotonin"", ""start_span"": 93, ""end_span"": 102, ""type"": ""Chemical/Drug""}, {""token"": ""5 - HT"", ""start_span"": 105, ""end_span"": 111, ""type"": ""Chemical/Drug""}]"	train
NRA0160 and clozapine antagonized locomotor hyperactivity induced by methamphetamine ( MAP) in mice.	NRA0160,0,7,Chemical/Drug	clozapine,12,21,Chemical/Drug	methamphetamine,69,84,Chemical/Drug	MAP,87,90,Chemical/Drug	"[{""token"": ""NRA0160"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Chemical/Drug""}, {""token"": ""clozapine"", ""start_span"": 12, ""end_span"": 21, ""type"": ""Chemical/Drug""}, {""token"": ""methamphetamine"", ""start_span"": 69, ""end_span"": 84, ""type"": ""Chemical/Drug""}, {""token"": ""MAP"", ""start_span"": 87, ""end_span"": 90, ""type"": ""Chemical/Drug""}]"	train
NRA0160 and clozapine significantly shortened the phencyclidine ( PCP) - induced prolonged swimming latency in rats in a water maze task.	NRA0160,0,7,Chemical/Drug	clozapine,12,21,Chemical/Drug	phencyclidine,50,63,Chemical/Drug	PCP,66,69,Chemical/Drug	"[{""token"": ""NRA0160"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Chemical/Drug""}, {""token"": ""clozapine"", ""start_span"": 12, ""end_span"": 21, ""type"": ""Chemical/Drug""}, {""token"": ""phencyclidine"", ""start_span"": 50, ""end_span"": 63, ""type"": ""Chemical/Drug""}, {""token"": ""PCP"", ""start_span"": 66, ""end_span"": 69, ""type"": ""Chemical/Drug""}]"	train
When activating the ( Na, K) - ATPase with its substrate ATP, no changes in Km and Vmax values were observed in NO - deficient rats.	Na,22,24,Chemical/Drug	K,26,27,Chemical/Drug	ATP,31,34,Chemical/Drug	NO,112,114,Chemical/Drug	"[{""token"": ""Na"", ""start_span"": 22, ""end_span"": 24, ""type"": ""Chemical/Drug""}, {""token"": ""K"", ""start_span"": 26, ""end_span"": 27, ""type"": ""Chemical/Drug""}, {""token"": ""ATP"", ""start_span"": 31, ""end_span"": 34, ""type"": ""Chemical/Drug""}, {""token"": ""NO"", ""start_span"": 112, ""end_span"": 114, ""type"": ""Chemical/Drug""}]"	train
After recovery from hypertension, the activity of ( Na, K) - ATPase increased, due to higher affinity of the ATP - binding site, as revealed from the lowered Km value for ATP.	Na,52,54,Chemical/Drug	K,56,57,Chemical/Drug	ATP,61,64,Chemical/Drug	ATP,109,112,Chemical/Drug	"[{""token"": ""Na"", ""start_span"": 52, ""end_span"": 54, ""type"": ""Chemical/Drug""}, {""token"": ""K"", ""start_span"": 56, ""end_span"": 57, ""type"": ""Chemical/Drug""}, {""token"": ""ATP"", ""start_span"": 61, ""end_span"": 64, ""type"": ""Chemical/Drug""}, {""token"": ""ATP"", ""start_span"": 109, ""end_span"": 112, ""type"": ""Chemical/Drug""}]"	train
In the present paper the authors describe 2 female patients who developed incontinence secondary to the selective serotonin reuptake inhibitors paroxetine and sertraline, as well as a third who developed this side effect on venlafaxine.	serotonin,114,123,Chemical/Drug	paroxetine,144,154,Chemical/Drug	sertraline,159,169,Chemical/Drug	venlafaxine,224,235,Chemical/Drug	"[{""token"": ""serotonin"", ""start_span"": 114, ""end_span"": 123, ""type"": ""Chemical/Drug""}, {""token"": ""paroxetine"", ""start_span"": 144, ""end_span"": 154, ""type"": ""Chemical/Drug""}, {""token"": ""sertraline"", ""start_span"": 159, ""end_span"": 169, ""type"": ""Chemical/Drug""}, {""token"": ""venlafaxine"", ""start_span"": 224, ""end_span"": 235, ""type"": ""Chemical/Drug""}]"	train
Two mouse lines were selectively bred according to their sensitivity ( BS line) or resistance ( BR line) to seizures induced by a single i. p. injection of methyl beta - carboline - 3 - carboxylate ( beta - CCM), an inverse agonist of the GABA ( A) receptor benzodiazepine site.	methyl beta - carboline - 3 - carboxylate,156,197,Chemical/Drug	beta - CCM,200,210,Chemical/Drug	GABA,239,243,Chemical/Drug	benzodiazepine,258,272,Chemical/Drug	"[{""token"": ""methyl beta - carboline - 3 - carboxylate"", ""start_span"": 156, ""end_span"": 197, ""type"": ""Chemical/Drug""}, {""token"": ""beta - CCM"", ""start_span"": 200, ""end_span"": 210, ""type"": ""Chemical/Drug""}, {""token"": ""GABA"", ""start_span"": 239, ""end_span"": 243, ""type"": ""Chemical/Drug""}, {""token"": ""benzodiazepine"", ""start_span"": 258, ""end_span"": 272, ""type"": ""Chemical/Drug""}]"	train
