Sentence	entity_1	json	split
The Cdc6 protein is ubiquitinated in vivo for proteolysis in Saccharomyces cerevisiae.	Cdc6,4,8,Gene_or_gene_product	"[{""token"": ""Cdc6"", ""start_span"": 4, ""end_span"": 8, ""type"": ""Gene_or_gene_product""}]"	train
The Saccharomyces cerevisiae Cdc6 protein is necessary for the formation of pre - replicative complexes that are required for firing DNA replication at origins at the beginning of S phase.	Cdc6,29,33,Gene_or_gene_product	"[{""token"": ""Cdc6"", ""start_span"": 29, ""end_span"": 33, ""type"": ""Gene_or_gene_product""}]"	train
Cdc6p protein levels oscillate during the cell cycle.	Cdc6p,0,5,Gene_or_gene_product	"[{""token"": ""Cdc6p"", ""start_span"": 0, ""end_span"": 5, ""type"": ""Gene_or_gene_product""}]"	train
The activity of the transcription factor NF - kappaB is thought to be regulated mainly through cytoplasmic retention by IkappaB molecules.	IkappaB,120,127,Gene_or_gene_product	"[{""token"": ""IkappaB"", ""start_span"": 120, ""end_span"": 127, ""type"": ""Gene_or_gene_product""}]"	train
Here we present evidence of a second mechanism of regulation acting on NF - kappaB after release from IkappaB.	IkappaB,102,109,Gene_or_gene_product	"[{""token"": ""IkappaB"", ""start_span"": 102, ""end_span"": 109, ""type"": ""Gene_or_gene_product""}]"	train
Cloning and characterization of retinol dehydrogenase transcripts expressed in human epidermal keratinocytes.	retinol dehydrogenase,32,53,Gene_or_gene_product	"[{""token"": ""retinol dehydrogenase"", ""start_span"": 32, ""end_span"": 53, ""type"": ""Gene_or_gene_product""}]"	train
Our work describes the first member of the RDH family found in epidermis.	RDH,43,46,Gene_or_gene_product	"[{""token"": ""RDH"", ""start_span"": 43, ""end_span"": 46, ""type"": ""Gene_or_gene_product""}]"	train
It encodes a protein that, using NAD + as a preferred cofactor, utilizes free and CRBP - bound all - trans - retinol and steroids as substrates.	CRBP,82,86,Gene_or_gene_product	"[{""token"": ""CRBP"", ""start_span"": 82, ""end_span"": 86, ""type"": ""Gene_or_gene_product""}]"	train
Peptidoglycan - and lipoteichoic acid - induced cell activation is mediated by toll - like receptor 2.	toll - like receptor 2,79,101,Gene_or_gene_product	"[{""token"": ""toll - like receptor 2"", ""start_span"": 79, ""end_span"": 101, ""type"": ""Gene_or_gene_product""}]"	train
Recently, lipopolysaccharide ( LPS), a major biologically active agent of Gram - negative bacteria, was shown to mediate cellular activation by a member of the human Toll - like receptor family, Toll - like receptor ( TLR) 2.	Toll - like receptor,166,186,Gene_or_gene_product	"[{""token"": ""Toll - like receptor"", ""start_span"": 166, ""end_span"": 186, ""type"": ""Gene_or_gene_product""}]"	train
Like LPS, sPGN and LTA bind to the glycosylphosphatidylinositol - anchored membrane protein CD14 and induce activation of the transcription factor NF - kappaB in host cells like macrophages.	CD14,92,96,Gene_or_gene_product	"[{""token"": ""CD14"", ""start_span"": 92, ""end_span"": 96, ""type"": ""Gene_or_gene_product""}]"	train
In contrast to LPS signaling, activation of TLR2 by sPGN and LTA does not require serum.	TLR2,44,48,Gene_or_gene_product	"[{""token"": ""TLR2"", ""start_span"": 44, ""end_span"": 48, ""type"": ""Gene_or_gene_product""}]"	train
These findings identify TLR2 as a signal transducer for sPGN and LTA in addition to LPS.	TLR2,24,28,Gene_or_gene_product	"[{""token"": ""TLR2"", ""start_span"": 24, ""end_span"": 28, ""type"": ""Gene_or_gene_product""}]"	train
Glycoprotein reglucosylation and nucleotide sugar utilization in the secretory pathway: identification of a nucleoside diphosphatase in the endoplasmic reticulum.	nucleoside diphosphatase,108,132,Gene_or_gene_product	"[{""token"": ""nucleoside diphosphatase"", ""start_span"": 108, ""end_span"": 132, ""type"": ""Gene_or_gene_product""}]"	train
By eliminating UDP, which is an inhibitory product of the UDP - Glc: glycoprotein glucosyltransferase, it is likely to promote reglucosylation reactions involved in glycoprotein folding and quality control in the ER.	glycoprotein glucosyltransferase,69,101,Gene_or_gene_product	"[{""token"": ""glycoprotein glucosyltransferase"", ""start_span"": 69, ""end_span"": 101, ""type"": ""Gene_or_gene_product""}]"	train
Overproduction of human Myt1 kinase induces a G2 cell cycle delay by interfering with the intracellular trafficking of Cdc2 - cyclin B1 complexes.	Myt1,24,28,Gene_or_gene_product	"[{""token"": ""Myt1"", ""start_span"": 24, ""end_span"": 28, ""type"": ""Gene_or_gene_product""}]"	train
Throughout interphase, human Myt1 localizes to the endoplasmic reticulum and Golgi complex, whereas Cdc2 - cyclin B1 complexes shuttle between the nucleus and the cytoplasm.	Myt1,29,33,Gene_or_gene_product	"[{""token"": ""Myt1"", ""start_span"": 29, ""end_span"": 33, ""type"": ""Gene_or_gene_product""}]"	train
The COOH - terminal 63 amino acids of Myt1 were identified as a Cdc2 - cyclin B1 interaction domain.	Myt1,38,42,Gene_or_gene_product	"[{""token"": ""Myt1"", ""start_span"": 38, ""end_span"": 42, ""type"": ""Gene_or_gene_product""}]"	train
We now report the identification and characterization of a novel IRAK - like molecule.	IRAK,65,69,Gene_or_gene_product	"[{""token"": ""IRAK"", ""start_span"": 65, ""end_span"": 69, ""type"": ""Gene_or_gene_product""}]"	train
In addition, we show for the first time that members of the IRAK family are indispensable elements of lipopolysaccharide signal transduction.	IRAK,60,64,Gene_or_gene_product	"[{""token"": ""IRAK"", ""start_span"": 60, ""end_span"": 64, ""type"": ""Gene_or_gene_product""}]"	train
However, the molecular mechanism by which A20 exerts this effect is still unclear.	A20,42,45,Gene_or_gene_product	"[{""token"": ""A20"", ""start_span"": 42, ""end_span"": 45, ""type"": ""Gene_or_gene_product""}]"	train
MAO ( monoamine oxidase) A and B are key isoenzymes that degrade biogenic and dietary amines.	B,31,32,Gene_or_gene_product	"[{""token"": ""B"", ""start_span"": 31, ""end_span"": 32, ""type"": ""Gene_or_gene_product""}]"	train
In contrast, MAO B KO mice do not exhibit aggression and only levels of PEA are increased.	MAO B,13,18,Gene_or_gene_product	"[{""token"": ""MAO B"", ""start_span"": 13, ""end_span"": 18, ""type"": ""Gene_or_gene_product""}]"	train
The stabilization of beta - catenin is a key regulatory step during cell fate changes and transformations to tumor cells.	beta - catenin,21,35,Gene_or_gene_product	"[{""token"": ""beta - catenin"", ""start_span"": 21, ""end_span"": 35, ""type"": ""Gene_or_gene_product""}]"	train
Phosphorylation of Ser - 241 is essential for the activity of 3 - phosphoinositide - dependent protein kinase - 1: identification of five sites of phosphorylation in vivo.	3 - phosphoinositide - dependent protein kinase - 1,62,113,Gene_or_gene_product	"[{""token"": ""3 - phosphoinositide - dependent protein kinase - 1"", ""start_span"": 62, ""end_span"": 113, ""type"": ""Gene_or_gene_product""}]"	train
Ser - 241, unlike the other phosphorylation sites on PDK1, was resistant to dephosphorylation by protein phosphatase 2A ( 1).	PDK1,53,57,Gene_or_gene_product	"[{""token"": ""PDK1"", ""start_span"": 53, ""end_span"": 57, ""type"": ""Gene_or_gene_product""}]"	train
Post - translational acetylation of histone H4 N - terminal tail in chromatin has been associated with several nuclear processes including transcription.	histone H4,36,46,Gene_or_gene_product	"[{""token"": ""histone H4"", ""start_span"": 36, ""end_span"": 46, ""type"": ""Gene_or_gene_product""}]"	train
