Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	json	split
In endothelial cells this mechanism involves phosphorylation of the RelA subunit of NF - kappaB through a pathway involving activation of protein kinase Czeta ( PKCzeta) and p21 ( ras).	RelA,68,72,Gene_or_gene_product	protein kinase Czeta,138,158,Gene_or_gene_product	PKCzeta,161,168,Gene_or_gene_product	p21,174,177,Gene_or_gene_product	ras,180,183,Gene_or_gene_product	"[{""token"": ""RelA"", ""start_span"": 68, ""end_span"": 72, ""type"": ""Gene_or_gene_product""}, {""token"": ""protein kinase Czeta"", ""start_span"": 138, ""end_span"": 158, ""type"": ""Gene_or_gene_product""}, {""token"": ""PKCzeta"", ""start_span"": 161, ""end_span"": 168, ""type"": ""Gene_or_gene_product""}, {""token"": ""p21"", ""start_span"": 174, ""end_span"": 177, ""type"": ""Gene_or_gene_product""}, {""token"": ""ras"", ""start_span"": 180, ""end_span"": 183, ""type"": ""Gene_or_gene_product""}]"	train
The interleukin - 1 receptor - associated kinase ( IRAK) was first described as a signal transducer for interleukin - 1 ( IL - 1) and has later been implicated in signal transduction of other members of the Toll / IL - 1 receptor family.	interleukin - 1 receptor - associated kinase,4,48,Gene_or_gene_product	IRAK,51,55,Gene_or_gene_product	interleukin - 1,104,119,Gene_or_gene_product	IL - 1,122,128,Gene_or_gene_product	Toll / IL - 1 receptor,207,229,Gene_or_gene_product	"[{""token"": ""interleukin - 1 receptor - associated kinase"", ""start_span"": 4, ""end_span"": 48, ""type"": ""Gene_or_gene_product""}, {""token"": ""IRAK"", ""start_span"": 51, ""end_span"": 55, ""type"": ""Gene_or_gene_product""}, {""token"": ""interleukin - 1"", ""start_span"": 104, ""end_span"": 119, ""type"": ""Gene_or_gene_product""}, {""token"": ""IL - 1"", ""start_span"": 122, ""end_span"": 128, ""type"": ""Gene_or_gene_product""}, {""token"": ""Toll / IL - 1 receptor"", ""start_span"": 207, ""end_span"": 229, ""type"": ""Gene_or_gene_product""}]"	train
The zinc finger protein A20 inhibits TNF - induced NF - kappaB - dependent gene expression by interfering with an RIP - or TRAF2 - mediated transactivation signal and directly binds to a novel NF - kappaB - inhibiting protein ABIN.	A20,24,27,Gene_or_gene_product	TNF,37,40,Gene_or_gene_product	RIP,114,117,Gene_or_gene_product	TRAF2,123,128,Gene_or_gene_product	ABIN,226,230,Gene_or_gene_product	"[{""token"": ""A20"", ""start_span"": 24, ""end_span"": 27, ""type"": ""Gene_or_gene_product""}, {""token"": ""TNF"", ""start_span"": 37, ""end_span"": 40, ""type"": ""Gene_or_gene_product""}, {""token"": ""RIP"", ""start_span"": 114, ""end_span"": 117, ""type"": ""Gene_or_gene_product""}, {""token"": ""TRAF2"", ""start_span"": 123, ""end_span"": 128, ""type"": ""Gene_or_gene_product""}, {""token"": ""ABIN"", ""start_span"": 226, ""end_span"": 230, ""type"": ""Gene_or_gene_product""}]"	train
The zinc finger protein A20 is a tumor necrosis factor ( TNF) - and interleukin 1 ( IL - 1) - inducible protein that negatively regulates nuclear factor - kappa B ( NF - kappaB) - dependent gene expression.	A20,24,27,Gene_or_gene_product	tumor necrosis factor,33,54,Gene_or_gene_product	TNF,57,60,Gene_or_gene_product	interleukin 1,68,81,Gene_or_gene_product	IL - 1,84,90,Gene_or_gene_product	"[{""token"": ""A20"", ""start_span"": 24, ""end_span"": 27, ""type"": ""Gene_or_gene_product""}, {""token"": ""tumor necrosis factor"", ""start_span"": 33, ""end_span"": 54, ""type"": ""Gene_or_gene_product""}, {""token"": ""TNF"", ""start_span"": 57, ""end_span"": 60, ""type"": ""Gene_or_gene_product""}, {""token"": ""interleukin 1"", ""start_span"": 68, ""end_span"": 81, ""type"": ""Gene_or_gene_product""}, {""token"": ""IL - 1"", ""start_span"": 84, ""end_span"": 90, ""type"": ""Gene_or_gene_product""}]"	train
These results demonstrate that A20 inhibits NF - kappaB - dependent gene expression by interfering with a novel TNF - induced and RIP - or TRAF2 - mediated pathway that is different from the NIK - IkappaB kinase pathway and that is specifically involved in the transactivation of NF - kappaB.	A20,31,34,Gene_or_gene_product	TNF,112,115,Gene_or_gene_product	RIP,130,133,Gene_or_gene_product	TRAF2,139,144,Gene_or_gene_product	NIK,191,194,Gene_or_gene_product	"[{""token"": ""A20"", ""start_span"": 31, ""end_span"": 34, ""type"": ""Gene_or_gene_product""}, {""token"": ""TNF"", ""start_span"": 112, ""end_span"": 115, ""type"": ""Gene_or_gene_product""}, {""token"": ""RIP"", ""start_span"": 130, ""end_span"": 133, ""type"": ""Gene_or_gene_product""}, {""token"": ""TRAF2"", ""start_span"": 139, ""end_span"": 144, ""type"": ""Gene_or_gene_product""}, {""token"": ""NIK"", ""start_span"": 191, ""end_span"": 194, ""type"": ""Gene_or_gene_product""}]"	train
Via yeast two - hybrid screening, we found that A20 binds to a novel protein, ABIN, which mimics the NF - kappaB inhibiting effects of A20 upon overexpression, suggesting that the effect of A20 is mediated by its interaction with this NF - kappaB inhibiting protein, ABIN.	A20,48,51,Gene_or_gene_product	ABIN,78,82,Gene_or_gene_product	A20,135,138,Gene_or_gene_product	A20,190,193,Gene_or_gene_product	ABIN,267,271,Gene_or_gene_product	"[{""token"": ""A20"", ""start_span"": 48, ""end_span"": 51, ""type"": ""Gene_or_gene_product""}, {""token"": ""ABIN"", ""start_span"": 78, ""end_span"": 82, ""type"": ""Gene_or_gene_product""}, {""token"": ""A20"", ""start_span"": 135, ""end_span"": 138, ""type"": ""Gene_or_gene_product""}, {""token"": ""A20"", ""start_span"": 190, ""end_span"": 193, ""type"": ""Gene_or_gene_product""}, {""token"": ""ABIN"", ""start_span"": 267, ""end_span"": 271, ""type"": ""Gene_or_gene_product""}]"	train
The TAK1 - NLK - MAPK - related pathway antagonizes signalling between beta - catenin and transcription factor TCF.	TAK1,4,8,Gene_or_gene_product	NLK,11,14,Gene_or_gene_product	MAPK,17,21,Gene_or_gene_product	beta - catenin,71,85,Gene_or_gene_product	TCF,111,114,Gene_or_gene_product	"[{""token"": ""TAK1"", ""start_span"": 4, ""end_span"": 8, ""type"": ""Gene_or_gene_product""}, {""token"": ""NLK"", ""start_span"": 11, ""end_span"": 14, ""type"": ""Gene_or_gene_product""}, {""token"": ""MAPK"", ""start_span"": 17, ""end_span"": 21, ""type"": ""Gene_or_gene_product""}, {""token"": ""beta - catenin"", ""start_span"": 71, ""end_span"": 85, ""type"": ""Gene_or_gene_product""}, {""token"": ""TCF"", ""start_span"": 111, ""end_span"": 114, ""type"": ""Gene_or_gene_product""}]"	train
NuA4, an essential transcription adaptor / histone H4 acetyltransferase complex containing Esa1p and the ATM - related cofactor Tra1p.	transcription adaptor,19,40,Gene_or_gene_product	histone H4 acetyltransferase,43,71,Gene_or_gene_product	Esa1p,91,96,Gene_or_gene_product	ATM,105,108,Gene_or_gene_product	Tra1p,128,133,Gene_or_gene_product	"[{""token"": ""transcription adaptor"", ""start_span"": 19, ""end_span"": 40, ""type"": ""Gene_or_gene_product""}, {""token"": ""histone H4 acetyltransferase"", ""start_span"": 43, ""end_span"": 71, ""type"": ""Gene_or_gene_product""}, {""token"": ""Esa1p"", ""start_span"": 91, ""end_span"": 96, ""type"": ""Gene_or_gene_product""}, {""token"": ""ATM"", ""start_span"": 105, ""end_span"": 108, ""type"": ""Gene_or_gene_product""}, {""token"": ""Tra1p"", ""start_span"": 128, ""end_span"": 133, ""type"": ""Gene_or_gene_product""}]"	train
Additionally, we have identified another subunit of the complex as the product of TRA1, an ATM - related essential gene homologous to human TRRAP, an essential cofactor for c - Myc - and E2F - mediated oncogenic transformation.	TRA1,82,86,Gene_or_gene_product	ATM,91,94,Gene_or_gene_product	TRRAP,140,145,Gene_or_gene_product	c - Myc,173,180,Gene_or_gene_product	E2F,187,190,Gene_or_gene_product	"[{""token"": ""TRA1"", ""start_span"": 82, ""end_span"": 86, ""type"": ""Gene_or_gene_product""}, {""token"": ""ATM"", ""start_span"": 91, ""end_span"": 94, ""type"": ""Gene_or_gene_product""}, {""token"": ""TRRAP"", ""start_span"": 140, ""end_span"": 145, ""type"": ""Gene_or_gene_product""}, {""token"": ""c - Myc"", ""start_span"": 173, ""end_span"": 180, ""type"": ""Gene_or_gene_product""}, {""token"": ""E2F"", ""start_span"": 187, ""end_span"": 190, ""type"": ""Gene_or_gene_product""}]"	train
Here we show evidence that tyrosine ( Tyr190 in Xenopus MPK1 / ERK2) phosphorylation of MAPK by MAPKK is necessary and sufficient for the dissociation of the MAPKK - MAPK complex, and that the dissociation of the complex is required for the nuclear translocation of MAPK.	MPK1,56,60,Gene_or_gene_product	ERK2,63,67,Gene_or_gene_product	MAPK,88,92,Gene_or_gene_product	MAPKK,96,101,Gene_or_gene_product	MAPK,158,162,Gene_or_gene_product	"[{""token"": ""MPK1"", ""start_span"": 56, ""end_span"": 60, ""type"": ""Gene_or_gene_product""}, {""token"": ""ERK2"", ""start_span"": 63, ""end_span"": 67, ""type"": ""Gene_or_gene_product""}, {""token"": ""MAPK"", ""start_span"": 88, ""end_span"": 92, ""type"": ""Gene_or_gene_product""}, {""token"": ""MAPKK"", ""start_span"": 96, ""end_span"": 101, ""type"": ""Gene_or_gene_product""}, {""token"": ""MAPK"", ""start_span"": 158, ""end_span"": 162, ""type"": ""Gene_or_gene_product""}]"	train
