Sentence	entity_1	json	split
The activity of the transcription factor NF - kappaB is thought to be regulated mainly through cytoplasmic retention by IkappaB molecules.	cytoplasmic,95,106,Cellular_component	"[{""token"": ""cytoplasmic"", ""start_span"": 95, ""end_span"": 106, ""type"": ""Cellular_component""}]"	train
Overexpressed TRAF2 or TRAF6 activate JNK, p38, or IKK in the absence of extracellular stimulation.	extracellular,73,86,Cellular_component	"[{""token"": ""extracellular"", ""start_span"": 73, ""end_span"": 86, ""type"": ""Cellular_component""}]"	train
Like LPS, sPGN and LTA bind to the glycosylphosphatidylinositol - anchored membrane protein CD14 and induce activation of the transcription factor NF - kappaB in host cells like macrophages.	membrane,75,83,Cellular_component	"[{""token"": ""membrane"", ""start_span"": 75, ""end_span"": 83, ""type"": ""Cellular_component""}]"	train
Coexpression together with membrane CD14 enhances sPGN signal transmission through TLR2.	membrane,27,35,Cellular_component	"[{""token"": ""membrane"", ""start_span"": 27, ""end_span"": 35, ""type"": ""Cellular_component""}]"	train
Glycoprotein reglucosylation and nucleotide sugar utilization in the secretory pathway: identification of a nucleoside diphosphatase in the endoplasmic reticulum.	endoplasmic reticulum,140,161,Cellular_component	"[{""token"": ""endoplasmic reticulum"", ""start_span"": 140, ""end_span"": 161, ""type"": ""Cellular_component""}]"	train
We describe here the identification, purification and characterization of an ER enzyme that hydrolyzes UDP to UMP.	ER,77,79,Cellular_component	"[{""token"": ""ER"", ""start_span"": 77, ""end_span"": 79, ""type"": ""Cellular_component""}]"	train
This nucleoside diphosphatase is a ubiquitously expressed, soluble 45 kDa glycoprotein devoid of transmembrane domains and KDEL - related ER localization sequences.	ER,138,140,Cellular_component	"[{""token"": ""ER"", ""start_span"": 138, ""end_span"": 140, ""type"": ""Cellular_component""}]"	train
By eliminating UDP, which is an inhibitory product of the UDP - Glc: glycoprotein glucosyltransferase, it is likely to promote reglucosylation reactions involved in glycoprotein folding and quality control in the ER.	ER,213,215,Cellular_component	"[{""token"": ""ER"", ""start_span"": 213, ""end_span"": 215, ""type"": ""Cellular_component""}]"	train
Overproduction of human Myt1 kinase induces a G2 cell cycle delay by interfering with the intracellular trafficking of Cdc2 - cyclin B1 complexes.	intracellular,90,103,Cellular_component	"[{""token"": ""intracellular"", ""start_span"": 90, ""end_span"": 103, ""type"": ""Cellular_component""}]"	train
These results suggest that the docking of Cdc2 - cyclin B1 complexes to the COOH terminus of Myt1 facilitates the phosphorylation of Cdc2 by Myt1 and that overproduction of Myt1 perturbs cell cycle progression by sequestering Cdc2 - cyclin B1 complexes in the cytoplasm.	cytoplasm,260,269,Cellular_component	"[{""token"": ""cytoplasm"", ""start_span"": 260, ""end_span"": 269, ""type"": ""Cellular_component""}]"	train
We show that A20 does not inhibit TNF - induced nuclear translocation and DNA binding of NF - kappaB, although it completely prevents the TNF - induced activation of an NF - kappaB - dependent reporter gene, as well as TNF - induced IL - 6 and granulocyte macrophage - colony stimulating factor gene expression.	nuclear,48,55,Cellular_component	"[{""token"": ""nuclear"", ""start_span"": 48, ""end_span"": 55, ""type"": ""Cellular_component""}]"	train
Wnt stabilizes cytosolic beta - catenin, which then binds to TCF and activates gene transcription.	cytosolic,15,24,Cellular_component	"[{""token"": ""cytosolic"", ""start_span"": 15, ""end_span"": 24, ""type"": ""Cellular_component""}]"	train
We report the purification and characterization of a native multisubunit complex ( NuA4) from yeast that acetylates nucleosomal histone H4.	nucleosomal,116,127,Cellular_component	"[{""token"": ""nucleosomal"", ""start_span"": 116, ""end_span"": 127, ""type"": ""Cellular_component""}]"	train
Finally, the ability of NuA4 to stimulate GAL4 - VP16 - driven transcription from chromatin templates in vitro is also lost in the temperature - sensitive esa1 mutant.	chromatin,82,91,Cellular_component	"[{""token"": ""chromatin"", ""start_span"": 82, ""end_span"": 91, ""type"": ""Cellular_component""}]"	train
The function of the essential Esa1 protein as the HAT subunit of NuA4 and the presence of Tra1p, a putative transcription activator - interacting subunit, supports an essential link between nuclear H4 acetylation, transcriptional regulation and cell cycle control.	nuclear,190,197,Cellular_component	"[{""token"": ""nuclear"", ""start_span"": 190, ""end_span"": 197, ""type"": ""Cellular_component""}]"	train
Two co - existing mechanisms for nuclear import of MAP kinase: passive diffusion of a monomer and active transport of a dimer.	nuclear,33,40,Cellular_component	"[{""token"": ""nuclear"", ""start_span"": 33, ""end_span"": 40, ""type"": ""Cellular_component""}]"	train
Here we show evidence that tyrosine ( Tyr190 in Xenopus MPK1 / ERK2) phosphorylation of MAPK by MAPKK is necessary and sufficient for the dissociation of the MAPKK - MAPK complex, and that the dissociation of the complex is required for the nuclear translocation of MAPK.	nuclear,241,248,Cellular_component	"[{""token"": ""nuclear"", ""start_span"": 241, ""end_span"": 248, ""type"": ""Cellular_component""}]"	train
These results suggest that monomeric and dimeric forms of MAPK enter the nucleus by passive diffusion and active transport mechanisms, respectively.	nucleus,73,80,Cellular_component	"[{""token"": ""nucleus"", ""start_span"": 73, ""end_span"": 80, ""type"": ""Cellular_component""}]"	train
Regulated nuclear localisation of the yeast transcription factor Ace2p controls expression of chitinase ( CTS1) in Saccharomyces cerevisiae.	nuclear,10,17,Cellular_component	"[{""token"": ""nuclear"", ""start_span"": 10, ""end_span"": 17, ""type"": ""Cellular_component""}]"	train
Nuclear localisation of Ace2p is restricted to late M and early G phases of the mitotic cell cycle.	Nuclear,0,7,Cellular_component	"[{""token"": ""Nuclear"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Cellular_component""}]"	train
We show here that this nuclear localisation is directly associated with regulation of CTS1 expression.	nuclear,23,30,Cellular_component	"[{""token"": ""nuclear"", ""start_span"": 23, ""end_span"": 30, ""type"": ""Cellular_component""}]"	train
Using a version of Ace2p tagged with a c - myc epitope, we show that the protein is excluded from the nucleus of cells during most phases of the mitotic cell cycle.	nucleus,102,109,Cellular_component	"[{""token"": ""nucleus"", ""start_span"": 102, ""end_span"": 109, ""type"": ""Cellular_component""}]"	train
A mutant derivative in which one threonine and two serine residues, which are candidate phosphorylation sites, were replaced by alanine ( to mimic constitutive dephosphorylation) is localised in the nucleus throughout the cell cycle.	nucleus,199,206,Cellular_component	"[{""token"": ""nucleus"", ""start_span"": 199, ""end_span"": 206, ""type"": ""Cellular_component""}]"	train
Ace2p is therefore controlled throughout the cell cycle at three levels: transcription, nuclear localisation, and proteolysis.	nuclear,88,95,Cellular_component	"[{""token"": ""nuclear"", ""start_span"": 88, ""end_span"": 95, ""type"": ""Cellular_component""}]"	train
In its inactive state, NF - kappaB is constitutively present in the cytoplasm as a p50 - p65 heterodimer bound to its inhibitory protein IkappaB.	cytoplasm,68,77,Cellular_component	"[{""token"": ""cytoplasm"", ""start_span"": 68, ""end_span"": 77, ""type"": ""Cellular_component""}]"	train
Proinflammatory cytokines, such as tumor necrosis factor ( TNF), activate NF - kappaB by stimulating the activity of the IkappaB kinases ( IKKs) which phosphorylate IkappaBalpha on serine residues 32 and 36, targeting it for rapid degradation by the 26 S proteasome.	26 S proteasome,250,265,Cellular_component	"[{""token"": ""26 S proteasome"", ""start_span"": 250, ""end_span"": 265, ""type"": ""Cellular_component""}]"	train
