Sentence	entity_1	entity_2	entity_3	json	split
UDP is generated in the lumen of the endoplasmic reticulum ( ER) as a product of the UDP - glucose - dependent glycoprotein reglucosylation in the calnexin / calreticulin cycle.	lumen,24,29,Cellular_component	endoplasmic reticulum,37,58,Cellular_component	ER,61,63,Cellular_component	"[{""token"": ""lumen"", ""start_span"": 24, ""end_span"": 29, ""type"": ""Cellular_component""}, {""token"": ""endoplasmic reticulum"", ""start_span"": 37, ""end_span"": 58, ""type"": ""Cellular_component""}, {""token"": ""ER"", ""start_span"": 61, ""end_span"": 63, ""type"": ""Cellular_component""}]"	train
The isolated cDNA clone designated pVTR1 predicted a type II membrane protein with 19 amino acids of cytoplasmic domain, 26 amino acids of transmembrane region, and a catalytic domain with 308 amino acids.	membrane,61,69,Cellular_component	cytoplasmic,101,112,Cellular_component	transmembrane,139,152,Cellular_component	"[{""token"": ""membrane"", ""start_span"": 61, ""end_span"": 69, ""type"": ""Cellular_component""}, {""token"": ""cytoplasmic"", ""start_span"": 101, ""end_span"": 112, ""type"": ""Cellular_component""}, {""token"": ""transmembrane"", ""start_span"": 139, ""end_span"": 152, ""type"": ""Cellular_component""}]"	train
The yeast spindle pole body ( SPB) component Spc110p ( Nuf1p) undergoes specific serine / threonine phosphorylation as the mitotic spindle apparatus forms, and this phosphorylation persists until cells enter anaphase.	spindle pole body,10,27,Cellular_component	SPB,30,33,Cellular_component	spindle apparatus,131,148,Cellular_component	"[{""token"": ""spindle pole body"", ""start_span"": 10, ""end_span"": 27, ""type"": ""Cellular_component""}, {""token"": ""SPB"", ""start_span"": 30, ""end_span"": 33, ""type"": ""Cellular_component""}, {""token"": ""spindle apparatus"", ""start_span"": 131, ""end_span"": 148, ""type"": ""Cellular_component""}]"	train
Although primarily cytoplasmic, Cdc25C accumulated in the nuclei of leptomycin B ( LMB) - treated cells, indicating that Cdc25C is actively exported out of the nucleus.	cytoplasmic,19,30,Cellular_component	nuclei,58,64,Cellular_component	nucleus,160,167,Cellular_component	"[{""token"": ""cytoplasmic"", ""start_span"": 19, ""end_span"": 30, ""type"": ""Cellular_component""}, {""token"": ""nuclei"", ""start_span"": 58, ""end_span"": 64, ""type"": ""Cellular_component""}, {""token"": ""nucleus"", ""start_span"": 160, ""end_span"": 167, ""type"": ""Cellular_component""}]"	train
The kinetochore checkpoint pathway, involving the Mad1, Mad2, Mad3, Bub1, Bub3 and Mps1 proteins, prevents anaphase entry and mitotic exit by inhibiting the anaphase promoting complex activator Cdc20 in response to monopolar attachment of sister kinetochores to spindle fibres.	kinetochore,4,15,Cellular_component	kinetochores,246,258,Cellular_component	spindle fibres,262,276,Cellular_component	"[{""token"": ""kinetochore"", ""start_span"": 4, ""end_span"": 15, ""type"": ""Cellular_component""}, {""token"": ""kinetochores"", ""start_span"": 246, ""end_span"": 258, ""type"": ""Cellular_component""}, {""token"": ""spindle fibres"", ""start_span"": 262, ""end_span"": 276, ""type"": ""Cellular_component""}]"	train
p107 / p130 deficiency triggered a dramatic loss of E2F4 nuclear localization as well as transcriptional derepression, which is suggested by nucleosome mapping studies to be the result of localized hyperacetylation of nucleosomes proximal to E2F - binding sites.	nuclear,57,64,Cellular_component	nucleosome,141,151,Cellular_component	nucleosomes,218,229,Cellular_component	"[{""token"": ""nuclear"", ""start_span"": 57, ""end_span"": 64, ""type"": ""Cellular_component""}, {""token"": ""nucleosome"", ""start_span"": 141, ""end_span"": 151, ""type"": ""Cellular_component""}, {""token"": ""nucleosomes"", ""start_span"": 218, ""end_span"": 229, ""type"": ""Cellular_component""}]"	train
CLIP - 170 / Restin belongs to a family of conserved microtubule ( MT) - associated proteins, which are important for MT organization and functions.	microtubule,53,64,Cellular_component	MT,67,69,Cellular_component	MT,118,120,Cellular_component	"[{""token"": ""microtubule"", ""start_span"": 53, ""end_span"": 64, ""type"": ""Cellular_component""}, {""token"": ""MT"", ""start_span"": 67, ""end_span"": 69, ""type"": ""Cellular_component""}, {""token"": ""MT"", ""start_span"": 118, ""end_span"": 120, ""type"": ""Cellular_component""}]"	train
Here we present evidence that purified peroxisomal membranes contain both monocarboxylate transporter 1 ( MCT 1) and MCT 2 and that along with peroxisomal lactate dehydrogenase ( pLDH) form a Peroxisomal Lactate Shuttle.	peroxisomal membranes,39,60,Cellular_component	peroxisomal,143,154,Cellular_component	Peroxisomal,192,203,Cellular_component	"[{""token"": ""peroxisomal membranes"", ""start_span"": 39, ""end_span"": 60, ""type"": ""Cellular_component""}, {""token"": ""peroxisomal"", ""start_span"": 143, ""end_span"": 154, ""type"": ""Cellular_component""}, {""token"": ""Peroxisomal"", ""start_span"": 192, ""end_span"": 203, ""type"": ""Cellular_component""}]"	train
Recent results of analyses by immunoelectron microscopy of their distribution pattern are presented which demonstrate that glucose trimming is not restricted to the endoplasmic reticulum ( ER) but additionally is a function accommodated by the Golgi apparatus.	endoplasmic reticulum,165,186,Cellular_component	ER,189,191,Cellular_component	Golgi apparatus,244,259,Cellular_component	"[{""token"": ""endoplasmic reticulum"", ""start_span"": 165, ""end_span"": 186, ""type"": ""Cellular_component""}, {""token"": ""ER"", ""start_span"": 189, ""end_span"": 191, ""type"": ""Cellular_component""}, {""token"": ""Golgi apparatus"", ""start_span"": 244, ""end_span"": 259, ""type"": ""Cellular_component""}]"	train
In yeast and mammalian cells, the spindle assembly checkpoint proteins Mad1p and Mad2p localize to the nuclear pore complex ( NPC) during interphase.	spindle,34,41,Cellular_component	nuclear pore complex,103,123,Cellular_component	NPC,126,129,Cellular_component	"[{""token"": ""spindle"", ""start_span"": 34, ""end_span"": 41, ""type"": ""Cellular_component""}, {""token"": ""nuclear pore complex"", ""start_span"": 103, ""end_span"": 123, ""type"": ""Cellular_component""}, {""token"": ""NPC"", ""start_span"": 126, ""end_span"": 129, ""type"": ""Cellular_component""}]"	train
