Sentence	entity_1	entity_2	json	split
Nucleotide sequence accession and contextual data availability 16S rRNA amplicon and shotgun metagenomic data are publicly available under SRA Bioproject PRJNA248084 ( https: / / www. ncbi. nlm. nih. gov / bioproject / PRJNA248084 /).	amplicon,72,80,Library_source	shotgun metagenomic,85,104,Library_source	"[{""token"": ""amplicon"", ""start_span"": 72, ""end_span"": 80, ""type"": ""Library_source""}, {""token"": ""shotgun metagenomic"", ""start_span"": 85, ""end_span"": 104, ""type"": ""Library_source""}]"	test
The 16S and 18S rRNA amplicons were prepared according to the Illumina 16S Metagenomic Sequencing Library Preparation guide [ 19] and as described previously [ 20].	amplicons,21,30,Library_source	16S Metagenomic,71,86,Library_source	"[{""token"": ""amplicons"", ""start_span"": 21, ""end_span"": 30, ""type"": ""Library_source""}, {""token"": ""16S Metagenomic"", ""start_span"": 71, ""end_span"": 86, ""type"": ""Library_source""}]"	test
Library preparation, metagenomic sequencing Illumina shotgun DNA library construction and sequencing was conducted by the Beijing Genomic Institute at Shenzhen, China.	metagenomic,21,32,Library_source	shotgun,53,60,Library_source	"[{""token"": ""metagenomic"", ""start_span"": 21, ""end_span"": 32, ""type"": ""Library_source""}, {""token"": ""shotgun"", ""start_span"": 53, ""end_span"": 60, ""type"": ""Library_source""}]"	train
Assembly and binning of metagenomes For the five metagenomes representing each mm of mat, Illumina HiSeq GSIIx paired - end sequencing was performed by the DOE Joint Genome Institute.	metagenomes,24,35,Library_source	metagenomes,49,60,Library_source	"[{""token"": ""metagenomes"", ""start_span"": 24, ""end_span"": 35, ""type"": ""Library_source""}, {""token"": ""metagenomes"", ""start_span"": 49, ""end_span"": 60, ""type"": ""Library_source""}]"	train
Illumina adapter overhang nucleotide sequences are added to the partial 16S rRNA gene - specific amplicons, which were the further processed employing the 16S Metagenomic Sequencing Library Preparation Protocol ( Part # 15044223 Rev. BIllumina; see also below).	amplicons,97,106,Library_source	16S Metagenomic,155,170,Library_source	"[{""token"": ""amplicons"", ""start_span"": 97, ""end_span"": 106, ""type"": ""Library_source""}, {""token"": ""16S Metagenomic"", ""start_span"": 155, ""end_span"": 170, ""type"": ""Library_source""}]"	train
MAG metagenome assembled genome, R1 single - stage reactor, R2 acidogenic reactor of the two - stage, R3 methanogenic reactor of the two - stage The H2 utilization efficiency was calculated as previously described [ 15], using the following Eq. ( 1): 1 \ documentclass [ 12pt] { minimal} \ usepackage { amsmath} \ usepackage { wasysym} \ usepackage { amsfonts} \ usepackage { amssymb} \ usepackage { amsbsy} \ usepackage { mathrsfs} \ usepackage { upgreek} \ setlength { \ oddsidemargin} { - 69pt} \ begin { document} $ $ { H} _ 2 \ \ mathrm { utilization} \ \ mathrm { efficiency} = \ frac { { \ mathrm { H}} _ 2 \ \ mathrm { in} \ mathrm { jected} \ \ left ( \ raisebox { 1ex} { $ \ mathrm { mL} $} \! \ left / \! \ raisebox { - 1ex} { $ \ mathrm { L} \ bullet \ mathrm { day} $} \ right. \ right) - { \ mathrm { H}} _ 2 \ kern0. 5em \ mathrm { in} \ \ mathrm { biogas} \ \ left ( \ raisebox { 1ex} { $ \ mathrm { mL} $} \! \ left / \! \ raisebox { - 1ex} { $ \ mathrm { L} \ bullet \ mathrm { day} $} \ right. \ right)} { { \ mathrm { H}} _ 2 \ \ mathrm { in} \ mathrm { jected} \ \ left ( \ raisebox { 1ex} { $ \ mathrm { mL} $} \! \ left / \! \ raisebox { - 1ex} { $ \ mathrm { L} \ bullet \ mathrm { day} $} \ right. \ right)} \ times 100 $ $ \ end { document} H2utilization efficiency = H2injectedmLLdayH2in biogasmLLdayH2injectedmLLday100 The CO2 conversion efficiency was calculated as follows ( 2): 2 \ documentclass [ 12pt] { minimal} \ usepackage { amsmath} \ usepackage { wasysym} \ usepackage { amsfonts} \ usepackage { amssymb} \ usepackage { amsbsy} \ usepackage { mathrsfs} \ usepackage { upgreek} \ setlength { \ oddsidemargin} { - 69pt} \ begin { document} $ $ { \ mathrm { CO}} _ 2 \ \ mathrm { conversion} \ \ mathrm { efficiency} = \ frac { \ overline { { \ mathrm { CO}} _ 2} \ \ mathrm { phaseI} \ \ left ( \ raisebox { 1ex} { $ \ mathrm { mL} $} \! \ left / \! \ raisebox { - 1ex} { $ \ mathrm { L} \ bullet \ mathrm { day} $} \ right. \ right) - { \ mathrm { CO}} _ 2 \ kern0. 5em \ mathrm { in} \ \ mathrm { biogas} \ \ mathrm { phase} \ \ mathrm { II} \ \ left ( \ raisebox { 1ex} { $ \ mathrm { mL} $} \! \ left / \! \ raisebox { - 1ex} { $ \ mathrm { L} \ bullet \ mathrm { day} $} \ right. \ right)} { \ overline { { \ mathrm { CO}} _ 2} \ \ mathrm { phaseI} \ \ left ( \ raisebox { 1ex} { $ \ mathrm { mL} $} \! \ left / \! \ raisebox { - 1ex} { $ \ mathrm { L} \ bullet \ mathrm { day} $} \ right. \ right)} \ times 100 $ $ \ end { document} CO2conversion efficiency = CO2phaseImLLdayCO2in biogas phaseIImLLdayCO2phaseImLLday100 Sample collection For metatranscriptomic analyses, triplicate samples ( ~ 30mL each) were collected from R1 and R3 at steady - state reactor operation of phase I ( i. e., period with stable biogas production with a daily variation lower than 10% for at least 5days), and after 1week from the H2 injection ( phase II).	metagenome,4,14,Library_source	metatranscriptomic,2584,2602,Library_source	"[{""token"": ""metagenome"", ""start_span"": 4, ""end_span"": 14, ""type"": ""Library_source""}, {""token"": ""metatranscriptomic"", ""start_span"": 2584, ""end_span"": 2602, ""type"": ""Library_source""}]"	train
Materials and Methods Metagenome Preparation and Genome Binning Metagenome sequencing and genome binning was performed essentially as detailed by Kirkegaard et al. ( 2016).	Metagenome,22,32,Library_source	Metagenome,64,74,Library_source	"[{""token"": ""Metagenome"", ""start_span"": 22, ""end_span"": 32, ""type"": ""Library_source""}, {""token"": ""Metagenome"", ""start_span"": 64, ""end_span"": 74, ""type"": ""Library_source""}]"	train
16S Ribosomal RNA Gene Amplicons Preparation and Illumine MISEQ and Data Analysis By LG1 batch, library of 16S rRNA gene amplicons was prepared by IGA Technology Services ( Udine, Italy) through amplification of the V3V4 hypervariable region.	Amplicons,23,32,Library_source	amplicons,121,130,Library_source	"[{""token"": ""Amplicons"", ""start_span"": 23, ""end_span"": 32, ""type"": ""Library_source""}, {""token"": ""amplicons"", ""start_span"": 121, ""end_span"": 130, ""type"": ""Library_source""}]"	train
Sequencing, Quality Filtering and Taxonomic Assignment of 16S Amplicons 16S rRNA genes were sequenced from the FW106 and FW301 metagenomes at the University of Oklahoma using an Illumina MiSeq machine based on the method described in Caporaso et al. ( 2012) and adapted from Caporaso et al. ( 2011).	Amplicons,62,71,Library_source	metagenomes,127,138,Library_source	"[{""token"": ""Amplicons"", ""start_span"": 62, ""end_span"": 71, ""type"": ""Library_source""}, {""token"": ""metagenomes"", ""start_span"": 127, ""end_span"": 138, ""type"": ""Library_source""}]"	train
Subsequently, samples underwent 16S rRNA amplicon sequencing and WMS, as described below.	amplicon,41,49,Library_source	WMS,65,68,Library_source	"[{""token"": ""amplicon"", ""start_span"": 41, ""end_span"": 49, ""type"": ""Library_source""}, {""token"": ""WMS"", ""start_span"": 65, ""end_span"": 68, ""type"": ""Library_source""}]"	train
