Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	json	split
No antibacterial activity was observed against Escherichia coli, Pseudomonas aeruginosa, Bacillus subtilis or Candida albicans, but inhibitory activity was observed against Penicillium citrinum.	Escherichia coli,47,63,Organism/Species	Pseudomonas aeruginosa,65,87,Organism/Species	Bacillus subtilis,89,106,Organism/Species	Candida albicans,110,126,Organism/Species	Penicillium citrinum,173,193,Organism/Species	"[{""token"": ""Escherichia coli"", ""start_span"": 47, ""end_span"": 63, ""type"": ""Organism/Species""}, {""token"": ""Pseudomonas aeruginosa"", ""start_span"": 65, ""end_span"": 87, ""type"": ""Organism/Species""}, {""token"": ""Bacillus subtilis"", ""start_span"": 89, ""end_span"": 106, ""type"": ""Organism/Species""}, {""token"": ""Candida albicans"", ""start_span"": 110, ""end_span"": 126, ""type"": ""Organism/Species""}, {""token"": ""Penicillium citrinum"", ""start_span"": 173, ""end_span"": 193, ""type"": ""Organism/Species""}]"	train
The expanding cassava brown streak disease ( CBSD) epidemic in East Africa is caused by two ipomoviruses ( genus Ipomovirus; Potyviridae), namely, Cassava brown streak virus ( CBSV), and Ugandan cassava brown streak virus ( UCBSV) that was described recently.	cassava,14,21,Organism/Species	Cassava brown streak virus,147,173,Organism/Species	CBSV,176,180,Organism/Species	Ugandan cassava brown streak virus,187,221,Organism/Species	UCBSV,224,229,Organism/Species	"[{""token"": ""cassava"", ""start_span"": 14, ""end_span"": 21, ""type"": ""Organism/Species""}, {""token"": ""Cassava brown streak virus"", ""start_span"": 147, ""end_span"": 173, ""type"": ""Organism/Species""}, {""token"": ""CBSV"", ""start_span"": 176, ""end_span"": 180, ""type"": ""Organism/Species""}, {""token"": ""Ugandan cassava brown streak virus"", ""start_span"": 187, ""end_span"": 221, ""type"": ""Organism/Species""}, {""token"": ""UCBSV"", ""start_span"": 224, ""end_span"": 229, ""type"": ""Organism/Species""}]"	train
To determine the importance of these host genes in controlling VV infections, mouse single - gene knockouts of RNase L and PKR and double - knockout mice were studied following intratracheal infection with VV, VVDeltaK3L, or VVDeltaE3L.	VV,63,65,Organism/Species	mouse,78,83,Organism/Species	mice,149,153,Organism/Species	VV,206,208,Organism/Species	VVDeltaK3L,210,220,Organism/Species	"[{""token"": ""VV"", ""start_span"": 63, ""end_span"": 65, ""type"": ""Organism/Species""}, {""token"": ""mouse"", ""start_span"": 78, ""end_span"": 83, ""type"": ""Organism/Species""}, {""token"": ""mice"", ""start_span"": 149, ""end_span"": 153, ""type"": ""Organism/Species""}, {""token"": ""VV"", ""start_span"": 206, ""end_span"": 208, ""type"": ""Organism/Species""}, {""token"": ""VVDeltaK3L"", ""start_span"": 210, ""end_span"": 220, ""type"": ""Organism/Species""}]"	train
A lateral flow immunoassay ( LFI) was developed to identify and diagnose foot - and - mouth disease virus ( FMDV) serotypes O, A and Asia 1.	foot - and - mouth disease virus,73,105,Organism/Species	FMDV,108,112,Organism/Species	O,124,125,Organism/Species	A,127,128,Organism/Species	Asia 1,133,139,Organism/Species	"[{""token"": ""foot - and - mouth disease virus"", ""start_span"": 73, ""end_span"": 105, ""type"": ""Organism/Species""}, {""token"": ""FMDV"", ""start_span"": 108, ""end_span"": 112, ""type"": ""Organism/Species""}, {""token"": ""O"", ""start_span"": 124, ""end_span"": 125, ""type"": ""Organism/Species""}, {""token"": ""A"", ""start_span"": 127, ""end_span"": 128, ""type"": ""Organism/Species""}, {""token"": ""Asia 1"", ""start_span"": 133, ""end_span"": 139, ""type"": ""Organism/Species""}]"	train
Hepatitis B virus ( HBV) and hepatitis delta virus ( HDV) interplay was investigated by examining liver and serum samples from 21 coinfected and 22 HBV - monoinfected patients with chronic liver disease.	Hepatitis B virus,0,17,Organism/Species	HBV,20,23,Organism/Species	hepatitis delta virus,29,50,Organism/Species	HDV,53,56,Organism/Species	HBV,148,151,Organism/Species	"[{""token"": ""Hepatitis B virus"", ""start_span"": 0, ""end_span"": 17, ""type"": ""Organism/Species""}, {""token"": ""HBV"", ""start_span"": 20, ""end_span"": 23, ""type"": ""Organism/Species""}, {""token"": ""hepatitis delta virus"", ""start_span"": 29, ""end_span"": 50, ""type"": ""Organism/Species""}, {""token"": ""HDV"", ""start_span"": 53, ""end_span"": 56, ""type"": ""Organism/Species""}, {""token"": ""HBV"", ""start_span"": 148, ""end_span"": 151, ""type"": ""Organism/Species""}]"	train
Junin virus ( JUNV) and Lassa virus ( LASV) can both cause significant outbreaks of severe and often fatal human disease throughout their respective areas of endemicity.	Junin virus,0,11,Organism/Species	JUNV,14,18,Organism/Species	Lassa virus,24,35,Organism/Species	LASV,38,42,Organism/Species	human,107,112,Organism/Species	"[{""token"": ""Junin virus"", ""start_span"": 0, ""end_span"": 11, ""type"": ""Organism/Species""}, {""token"": ""JUNV"", ""start_span"": 14, ""end_span"": 18, ""type"": ""Organism/Species""}, {""token"": ""Lassa virus"", ""start_span"": 24, ""end_span"": 35, ""type"": ""Organism/Species""}, {""token"": ""LASV"", ""start_span"": 38, ""end_span"": 42, ""type"": ""Organism/Species""}, {""token"": ""human"", ""start_span"": 107, ""end_span"": 112, ""type"": ""Organism/Species""}]"	train
Here, we study how brown trout [ Salmo trutta ( L.)] respond to variations in ice - cover duration and competition with Arctic charr [ Salvelinus alpinus ( L.)], by linking laboratory - derived physiological performance and field data on variation in abundance among and within natural brown trout populations.	brown trout,19,30,Organism/Species	Salmo trutta,33,45,Organism/Species	Arctic charr,120,132,Organism/Species	Salvelinus alpinus,135,153,Organism/Species	brown trout,286,297,Organism/Species	"[{""token"": ""brown trout"", ""start_span"": 19, ""end_span"": 30, ""type"": ""Organism/Species""}, {""token"": ""Salmo trutta"", ""start_span"": 33, ""end_span"": 45, ""type"": ""Organism/Species""}, {""token"": ""Arctic charr"", ""start_span"": 120, ""end_span"": 132, ""type"": ""Organism/Species""}, {""token"": ""Salvelinus alpinus"", ""start_span"": 135, ""end_span"": 153, ""type"": ""Organism/Species""}, {""token"": ""brown trout"", ""start_span"": 286, ""end_span"": 297, ""type"": ""Organism/Species""}]"	train
Purified gp120s from four SIVmac and SIVsm strains bound jacalin strongly in an enzyme - linked immunosorbent assay, while nine different HIV - 1 gp120s, two SIVcpz gp120s, and 128 - to - 139 - substituted SIVmac239 gp120 did not bind jacalin.	SIVmac,26,32,Organism/Species	SIVsm,37,42,Organism/Species	HIV - 1,138,145,Organism/Species	SIVcpz,158,164,Organism/Species	SIVmac239,206,215,Organism/Species	"[{""token"": ""SIVmac"", ""start_span"": 26, ""end_span"": 32, ""type"": ""Organism/Species""}, {""token"": ""SIVsm"", ""start_span"": 37, ""end_span"": 42, ""type"": ""Organism/Species""}, {""token"": ""HIV - 1"", ""start_span"": 138, ""end_span"": 145, ""type"": ""Organism/Species""}, {""token"": ""SIVcpz"", ""start_span"": 158, ""end_span"": 164, ""type"": ""Organism/Species""}, {""token"": ""SIVmac239"", ""start_span"": 206, ""end_span"": 215, ""type"": ""Organism/Species""}]"	valid
In this study, we examined the preference and performance of a herbivorous leafminer ( Liriomyza huidobrensis) and its parasitic wasp ( Opius dissitus) on three tomato genotypes: a wild - type ( WT) plant, a JA biosynthesis ( spr2) mutant, and a JA - overexpression 35S:: prosys plant.	leafminer,75,84,Organism/Species	Liriomyza huidobrensis,87,109,Organism/Species	wasp,129,133,Organism/Species	Opius dissitus,136,150,Organism/Species	tomato,161,167,Organism/Species	"[{""token"": ""leafminer"", ""start_span"": 75, ""end_span"": 84, ""type"": ""Organism/Species""}, {""token"": ""Liriomyza huidobrensis"", ""start_span"": 87, ""end_span"": 109, ""type"": ""Organism/Species""}, {""token"": ""wasp"", ""start_span"": 129, ""end_span"": 133, ""type"": ""Organism/Species""}, {""token"": ""Opius dissitus"", ""start_span"": 136, ""end_span"": 150, ""type"": ""Organism/Species""}, {""token"": ""tomato"", ""start_span"": 161, ""end_span"": 167, ""type"": ""Organism/Species""}]"	valid
Strain YC6903 ( T) was related most closely to Nocardioides pyridinolyticus OS4 ( T) ( 97. 0% 16S rRNA gene sequence similarity), Nocardioides dokdonensis FR1436 ( T) ( 96. 6%), Nocardioides aquiterrae GW - 9 ( T) ( 96. 6%) and Nocardioides hankookensis DS - 30 ( T) ( 96. 6%).	YC6903,7,13,Organism/Species	Nocardioides pyridinolyticus OS4,47,79,Organism/Species	Nocardioides dokdonensis FR1436,130,161,Organism/Species	Nocardioides aquiterrae GW - 9,178,208,Organism/Species	Nocardioides hankookensis DS - 30,228,261,Organism/Species	"[{""token"": ""YC6903"", ""start_span"": 7, ""end_span"": 13, ""type"": ""Organism/Species""}, {""token"": ""Nocardioides pyridinolyticus OS4"", ""start_span"": 47, ""end_span"": 79, ""type"": ""Organism/Species""}, {""token"": ""Nocardioides dokdonensis FR1436"", ""start_span"": 130, ""end_span"": 161, ""type"": ""Organism/Species""}, {""token"": ""Nocardioides aquiterrae GW - 9"", ""start_span"": 178, ""end_span"": 208, ""type"": ""Organism/Species""}, {""token"": ""Nocardioides hankookensis DS - 30"", ""start_span"": 228, ""end_span"": 261, ""type"": ""Organism/Species""}]"	test
