Flavobacterium sinopsychrotolerans sp. nov., isolated from a glacier.	[]
An aerobic, Gram - negative, yellow - pigmented bacterial strain, designated 0533 ( T), was isolated from frozen soil from the China No. 1 glacier.	[]
Phylogenetic analysis of the 16S rRNA gene sequence demonstrated that strain 0533 ( T) was a member of the genus Flavobacterium and exhibited 97. 1 - 98. 7% 16S rRNA sequence similarity with its nearest phylogenetic neighbours.	[]
Strain 0533 ( T) exhibited phenotypic and chemotaxonomic characteristics common to the genus Flavobacterium: menaquinone - 6 ( MK - 6) was the predominant quinone and iso - C ( 15: 0), C ( 17: 1) omega6c, anteiso - C ( 15: 0), iso - C ( 15: 0) 3 - OH, C ( 15: 1) omega6c, iso - C ( 16: 0) 3 - OH, summed feature 3 ( comprising C ( 16: 1) omega7c and / or C ( 16: 1) omega6c), iso - C ( 15: 1) G and iso - C ( 17: 0) 3 - OH were the major fatty acids ( > 5%).	[]
The DNA G + C content was 32. 5 mol%.	[]
On the basis of phenotypic and genotypic data, a novel species, Flavobacterium sinopsychrotolerans sp. nov., is proposed.	[]
The type strain is 0533 ( T) ( = CGMCC 1. 8704 ( T) = JCM 16398 ( T)).	[]
Litoreibacter albidus gen. nov., sp. nov. and Litoreibacter janthinus sp. nov., members of the class Alphaproteobacteria isolated from the seashore.	"Litoreibacter albidus	0	21	Organism/Species"	"Litoreibacter janthinus	46	69	Organism/Species"	"[{""token"": ""Litoreibacter albidus"", ""start_span"": 0, ""end_span"": 21, ""type"": ""Organism/Species""}, {""token"": ""Litoreibacter janthinus"", ""start_span"": 46, ""end_span"": 69, ""type"": ""Organism/Species""}]"
Two Gram - negative, strictly aerobic, non - motile bacteria designated strains KMM 3851 ( T) and KMM 3842 ( T) were respectively isolated from a marine snail specimen ( Umbonium costatum) and from surrounding sediments collected simultaneously from the shore of the Sea of Japan.	"KMM 3851	80	88	Organism/Species"	"KMM 3842	98	106	Organism/Species"	"Umbonium costatum	170	187	Organism/Species"	"[{""token"": ""KMM 3851"", ""start_span"": 80, ""end_span"": 88, ""type"": ""Organism/Species""}, {""token"": ""KMM 3842"", ""start_span"": 98, ""end_span"": 106, ""type"": ""Organism/Species""}, {""token"": ""Umbonium costatum"", ""start_span"": 170, ""end_span"": 187, ""type"": ""Organism/Species""}]"
Phylogenetic analysis based on 16S rRNA gene sequences showed that strains KMM 3851 ( T) and KMM 3842 ( T) were affiliated with the Roseobacter lineage of the class Alphaproteobacteria as a separate phylogenetic line adjacent to the members of the genus Thalassobacter.	"KMM 3851	75	83	Organism/Species"	"KMM 3842	93	101	Organism/Species"	"[{""token"": ""KMM 3851"", ""start_span"": 75, ""end_span"": 83, ""type"": ""Organism/Species""}, {""token"": ""KMM 3842"", ""start_span"": 93, ""end_span"": 101, ""type"": ""Organism/Species""}]"
These novel isolates shared 98. 5% 16S rRNA gene sequence similarity and 15% DNA - DNA relatedness.	[]
