Sentence	entity_1	entity_2	entity_3	json	split
Scardovia wiggsiae sp. nov., isolated from the human oral cavity and clinical material, and emended descriptions of the genus Scardovia and Scardovia inopinata.	Scardovia wiggsiae,0,18,Organism/Species	human,47,52,Organism/Species	Scardovia inopinata,140,159,Organism/Species	"[{""token"": ""Scardovia wiggsiae"", ""start_span"": 0, ""end_span"": 18, ""type"": ""Organism/Species""}, {""token"": ""human"", ""start_span"": 47, ""end_span"": 52, ""type"": ""Organism/Species""}, {""token"": ""Scardovia inopinata"", ""start_span"": 140, ""end_span"": 159, ""type"": ""Organism/Species""}]"	train
Its phylogenetic position was in the genus Marinobacterium and the closest related species were Marinobacterium sediminicola, Marinobacterium maritimum and Marinobacterium stanieri; the isolate exhibited 16S rRNA gene sequence similarities of 97. 5 - 98. 0% with the type strains of these species.	Marinobacterium sediminicola,96,124,Organism/Species	Marinobacterium maritimum,126,151,Organism/Species	Marinobacterium stanieri,156,180,Organism/Species	"[{""token"": ""Marinobacterium sediminicola"", ""start_span"": 96, ""end_span"": 124, ""type"": ""Organism/Species""}, {""token"": ""Marinobacterium maritimum"", ""start_span"": 126, ""end_span"": 151, ""type"": ""Organism/Species""}, {""token"": ""Marinobacterium stanieri"", ""start_span"": 156, ""end_span"": 180, ""type"": ""Organism/Species""}]"	train
Strains T - 11 ( T) and E - 112 ( T) therefore represent two novel species, for which the names Anoxybacillus tengchongensis sp. nov.	T - 11,8,14,Organism/Species	E - 112,24,31,Organism/Species	Anoxybacillus tengchongensis,96,124,Organism/Species	"[{""token"": ""T - 11"", ""start_span"": 8, ""end_span"": 14, ""type"": ""Organism/Species""}, {""token"": ""E - 112"", ""start_span"": 24, ""end_span"": 31, ""type"": ""Organism/Species""}, {""token"": ""Anoxybacillus tengchongensis"", ""start_span"": 96, ""end_span"": 124, ""type"": ""Organism/Species""}]"	train
It exhibited highest 16S rRNA gene sequence similarity ( 93. 4%) with Clostridiisalibacter paucivorans 37HS60 ( T), 91. 8% with Thermohalobacter berrensis CTT3 ( T) and 91. 7% with Caloranaerobacter azorensis MV1087 ( T).	Clostridiisalibacter paucivorans,70,102,Organism/Species	Thermohalobacter berrensis,128,154,Organism/Species	Caloranaerobacter azorensis,181,208,Organism/Species	"[{""token"": ""Clostridiisalibacter paucivorans"", ""start_span"": 70, ""end_span"": 102, ""type"": ""Organism/Species""}, {""token"": ""Thermohalobacter berrensis"", ""start_span"": 128, ""end_span"": 154, ""type"": ""Organism/Species""}, {""token"": ""Caloranaerobacter azorensis"", ""start_span"": 181, ""end_span"": 208, ""type"": ""Organism/Species""}]"	train
In the present study we explore the diversity of dinoflagellates in Lake Baikal by identifying and analyzing dinoflagellate sequences for 18S rDNA and ITS - 2 from total DNA extracted from three species of endemic Baikalian sponges ( Baikalospongia intermedia, Baikalospongia recta and Lubomirskia incrustans).	Baikalospongia intermedia,234,259,Organism/Species	Baikalospongia recta,261,281,Organism/Species	Lubomirskia incrustans,286,308,Organism/Species	"[{""token"": ""Baikalospongia intermedia"", ""start_span"": 234, ""end_span"": 259, ""type"": ""Organism/Species""}, {""token"": ""Baikalospongia recta"", ""start_span"": 261, ""end_span"": 281, ""type"": ""Organism/Species""}, {""token"": ""Lubomirskia incrustans"", ""start_span"": 286, ""end_span"": 308, ""type"": ""Organism/Species""}]"	train
* The cadmium ( Cd) over - accumulating rice ( Oryza sativa) cv Cho - Ko - Koku was previously shown to have an enhanced rate of root - to - shoot Cd translocation.	rice,40,44,Organism/Species	Oryza sativa,47,59,Organism/Species	cv Cho - Ko - Koku,61,79,Organism/Species	"[{""token"": ""rice"", ""start_span"": 40, ""end_span"": 44, ""type"": ""Organism/Species""}, {""token"": ""Oryza sativa"", ""start_span"": 47, ""end_span"": 59, ""type"": ""Organism/Species""}, {""token"": ""cv Cho - Ko - Koku"", ""start_span"": 61, ""end_span"": 79, ""type"": ""Organism/Species""}]"	train
Mud crab dicistrovirus ( MCDV), a newly identified single - stranded positive RNA virus, is an important pathogen that causes serious economic losses to mud crab aquaculture.	Mud crab dicistrovirus,0,22,Organism/Species	MCDV,25,29,Organism/Species	mud crab,153,161,Organism/Species	"[{""token"": ""Mud crab dicistrovirus"", ""start_span"": 0, ""end_span"": 22, ""type"": ""Organism/Species""}, {""token"": ""MCDV"", ""start_span"": 25, ""end_span"": 29, ""type"": ""Organism/Species""}, {""token"": ""mud crab"", ""start_span"": 153, ""end_span"": 161, ""type"": ""Organism/Species""}]"	train
Levels of competitive interference at nest - sites in the wild were high for Gouldian, but not long - tailed finches, and interference frequency was inversely related to Gouldian finch reproductive success.	Gouldian,77,85,Organism/Species	long - tailed finches,95,116,Organism/Species	Gouldian finch,170,184,Organism/Species	"[{""token"": ""Gouldian"", ""start_span"": 77, ""end_span"": 85, ""type"": ""Organism/Species""}, {""token"": ""long - tailed finches"", ""start_span"": 95, ""end_span"": 116, ""type"": ""Organism/Species""}, {""token"": ""Gouldian finch"", ""start_span"": 170, ""end_span"": 184, ""type"": ""Organism/Species""}]"	train
Phylogenetic analyses identified three lineages within Morchella: a basal monotypic lineage represented by Morchella rufobrunnea, and two sister clades comprising the black morels ( Elata Clade, 26 species) and yellow morels ( Esculenta Clade, 16 species).	Morchella rufobrunnea,107,128,Organism/Species	black morels,167,179,Organism/Species	yellow morels,211,224,Organism/Species	"[{""token"": ""Morchella rufobrunnea"", ""start_span"": 107, ""end_span"": 128, ""type"": ""Organism/Species""}, {""token"": ""black morels"", ""start_span"": 167, ""end_span"": 179, ""type"": ""Organism/Species""}, {""token"": ""yellow morels"", ""start_span"": 211, ""end_span"": 224, ""type"": ""Organism/Species""}]"	train
Mixed infections with CBSV and UCBSV were detected in many cassava plants in the areas surveyed.	CBSV,22,26,Organism/Species	UCBSV,31,36,Organism/Species	cassava,59,66,Organism/Species	"[{""token"": ""CBSV"", ""start_span"": 22, ""end_span"": 26, ""type"": ""Organism/Species""}, {""token"": ""UCBSV"", ""start_span"": 31, ""end_span"": 36, ""type"": ""Organism/Species""}, {""token"": ""cassava"", ""start_span"": 59, ""end_span"": 66, ""type"": ""Organism/Species""}]"	train
