Sentence	entity_1	json	split
Methanoregula formicica sp. nov., a methane - producing archaeon isolated from methanogenic sludge.	Methanoregula formicica,0,23,Organism/Species	"[{""token"": ""Methanoregula formicica"", ""start_span"": 0, ""end_span"": 23, ""type"": ""Organism/Species""}]"	train
The closest relative based on both 16S rRNA and mcrA gene sequences was Methanoregula boonei 6A8 ( T) ( 96. 3% 16S rRNA gene sequence similarity, 85. 4% deduced McrA amino acid sequence similarity).	Methanoregula boonei 6A8,72,96,Organism/Species	"[{""token"": ""Methanoregula boonei 6A8"", ""start_span"": 72, ""end_span"": 96, ""type"": ""Organism/Species""}]"	train
The percentage of 16S rRNA gene sequence similarity indicates that strain SMSP ( T) and Methanoregula boonei 6A8 ( T) represent different species within the same genus.	Methanoregula boonei 6A8,88,112,Organism/Species	"[{""token"": ""Methanoregula boonei 6A8"", ""start_span"": 88, ""end_span"": 112, ""type"": ""Organism/Species""}]"	train
Based on these genetic and phenotypic properties, we propose that strain SMSP ( T) represents a novel species of the genus Methanoregula, for which we propose the name Methanoregula formicica sp. nov., with the type strain SMSP ( T) ( = NBRC 105244 ( T) = DSM 22288 ( T)).	Methanoregula formicica,168,191,Organism/Species	"[{""token"": ""Methanoregula formicica"", ""start_span"": 168, ""end_span"": 191, ""type"": ""Organism/Species""}]"	train
Characterizing the role of the microtubule binding protein Bim1 in Cryptococcus neoformans.	Cryptococcus neoformans,67,90,Organism/Species	"[{""token"": ""Cryptococcus neoformans"", ""start_span"": 67, ""end_span"": 90, ""type"": ""Organism/Species""}]"	train
Here we identify and characterize a C. neoformans homolog of the Saccharomyces cerevisiae BIM1 gene, and establish the importance of BIM1 for proper filamentous growth of C. neoformans.	Saccharomyces cerevisiae,65,89,Organism/Species	"[{""token"": ""Saccharomyces cerevisiae"", ""start_span"": 65, ""end_span"": 89, ""type"": ""Organism/Species""}]"	train
A Gram - reaction - positive bacterial strain of the genus Serinicoccus, designated MCCC 1A05965 ( T), was isolated from a deep - sea ( 5368 m) sediment of the Indian Ocean.	MCCC 1A05965,84,96,Organism/Species	"[{""token"": ""MCCC 1A05965"", ""start_span"": 84, ""end_span"": 96, ""type"": ""Organism/Species""}]"	train
Comparison of 16S rRNA gene sequences revealed that the isolate shared 97. 6% sequence similarity with Serinicoccus marinus JC1078 ( T), the type strain of the only described species of the genus Serinicoccus.	Serinicoccus marinus,103,123,Organism/Species	"[{""token"": ""Serinicoccus marinus"", ""start_span"": 103, ""end_span"": 123, ""type"": ""Organism/Species""}]"	train
Other characteristics of strain MCCC 1A05965 ( T) were consistent with those of the genus Serinicoccus.	MCCC 1A05965,32,44,Organism/Species	"[{""token"": ""MCCC 1A05965"", ""start_span"": 32, ""end_span"": 44, ""type"": ""Organism/Species""}]"	train
Strain MCCC 1A05965 ( T) ( = 0714S6 - 1 ( T) = DSM 21363 ( T) = CGMCC 4. 5582 ( T)) is assigned as the type strain of a novel species, for which the name Serinicoccus profundi sp. nov.	MCCC 1A05965,7,19,Organism/Species	"[{""token"": ""MCCC 1A05965"", ""start_span"": 7, ""end_span"": 19, ""type"": ""Organism/Species""}]"	train
Proposal of Mingxiaea gen. nov. for the anamorphic basidiomycetous yeast species in the Bulleribasidium clade ( Tremellales) based on molecular phylogenetic analysis, with six new combinations and four novel species.	yeast,67,72,Organism/Species	"[{""token"": ""yeast"", ""start_span"": 67, ""end_span"": 72, ""type"": ""Organism/Species""}]"	train
The distinction and monophyletic property of the basidiomycetous yeast species in the Bulleribasidium clade of the order Tremellales was resolved by molecular phylogenetic analysis based on the combined sequences of the 18S rRNA gene, internal transcribed spacer ( ITS) region including 5. 8S rRNA gene and 26S rRNA gene D1 / D2 domain.	yeast,65,70,Organism/Species	"[{""token"": ""yeast"", ""start_span"": 65, ""end_span"": 70, ""type"": ""Organism/Species""}]"	train
The addition to the clade of new anamorphic species identified among ballistoconidium - forming yeasts isolated from China confirmed and strengthened the separation of this clade from other clades or lineages in the order Tremellales.	yeasts,96,102,Organism/Species	"[{""token"": ""yeasts"", ""start_span"": 96, ""end_span"": 102, ""type"": ""Organism/Species""}]"	train
Four novel species in the new genus were identified among 16 ballistoconidium - forming yeast strains isolated from plant leaves collected in Hainan province, southern China, by D1 / D2 and ITS sequence analyses.	yeast,88,93,Organism/Species	"[{""token"": ""yeast"", ""start_span"": 88, ""end_span"": 93, ""type"": ""Organism/Species""}]"	train
Six strains of anaerobic, pleomorphic Gram - positive bacilli, isolated from the human oral cavity and an infected arm wound, were subjected to a comprehensive range of phenotypic and genotypic tests and were found to comprise a homogeneous group.	human,81,86,Organism/Species	"[{""token"": ""human"", ""start_span"": 81, ""end_span"": 86, ""type"": ""Organism/Species""}]"	train
