Sentence	entity_1	entity_2	entity_3	json	split
Analysis of TGF - beta RII mRNA expression by RNase protection, with comparison of cells from the chronic, accelerated and blast phases of CML, showed no change in TGF - beta RII transcript levels during disease progression.	TGF - beta RII,12,26,Gene_or_gene_product	RNase,46,51,Gene_or_gene_product	TGF - beta RII,164,178,Gene_or_gene_product	"[{""token"": ""TGF - beta RII"", ""start_span"": 12, ""end_span"": 26, ""type"": ""Gene_or_gene_product""}, {""token"": ""RNase"", ""start_span"": 46, ""end_span"": 51, ""type"": ""Gene_or_gene_product""}, {""token"": ""TGF - beta RII"", ""start_span"": 164, ""end_span"": 178, ""type"": ""Gene_or_gene_product""}]"	train
METHODS: The effect of insulin on VEGF expression in vivo was examined by in situ hybridization studies of rat retinal VEGF transcripts.	insulin,23,30,Gene_or_gene_product	VEGF,34,38,Gene_or_gene_product	VEGF,119,123,Gene_or_gene_product	"[{""token"": ""insulin"", ""start_span"": 23, ""end_span"": 30, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 34, ""end_span"": 38, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 119, ""end_span"": 123, ""type"": ""Gene_or_gene_product""}]"	train
The capacity of insulin to stimulate the VEGF promoter linked to a luciferase reporter gene was characterized in transient transfection assays.	insulin,16,23,Gene_or_gene_product	VEGF,41,45,Gene_or_gene_product	luciferase,67,77,Gene_or_gene_product	"[{""token"": ""insulin"", ""start_span"": 16, ""end_span"": 23, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 41, ""end_span"": 45, ""type"": ""Gene_or_gene_product""}, {""token"": ""luciferase"", ""start_span"": 67, ""end_span"": 77, ""type"": ""Gene_or_gene_product""}]"	train
In vitro, insulin increased VEGF mRNA levels in human RPE cells and enhanced VEGF promoter activity without affecting transcript stability.	insulin,10,17,Gene_or_gene_product	VEGF,28,32,Gene_or_gene_product	VEGF,77,81,Gene_or_gene_product	"[{""token"": ""insulin"", ""start_span"": 10, ""end_span"": 17, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 28, ""end_span"": 32, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 77, ""end_span"": 81, ""type"": ""Gene_or_gene_product""}]"	train
CONCLUSIONS: Insulin increases VEGF mRNA and secreted protein levels in RPE cells through enhanced transcription of the VEGF gene.	Insulin,13,20,Gene_or_gene_product	VEGF,31,35,Gene_or_gene_product	VEGF,120,124,Gene_or_gene_product	"[{""token"": ""Insulin"", ""start_span"": 13, ""end_span"": 20, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 31, ""end_span"": 35, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 120, ""end_span"": 124, ""type"": ""Gene_or_gene_product""}]"	train
LMP1 of Epstein - Barr virus induces proliferation of primary mouse embryonic fibroblasts and cooperatively transforms the cells with a p16 - insensitive CDK4 oncogene.	LMP1,0,4,Gene_or_gene_product	p16,136,139,Gene_or_gene_product	CDK4,154,158,Gene_or_gene_product	"[{""token"": ""LMP1"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Gene_or_gene_product""}, {""token"": ""p16"", ""start_span"": 136, ""end_span"": 139, ""type"": ""Gene_or_gene_product""}, {""token"": ""CDK4"", ""start_span"": 154, ""end_span"": 158, ""type"": ""Gene_or_gene_product""}]"	train
Furthermore, LMP1 cooperates with a p16 - insensitive CDK4 ( R24C) oncogene in transforming MEF cells.	LMP1,13,17,Gene_or_gene_product	p16,36,39,Gene_or_gene_product	CDK4,54,58,Gene_or_gene_product	"[{""token"": ""LMP1"", ""start_span"": 13, ""end_span"": 17, ""type"": ""Gene_or_gene_product""}, {""token"": ""p16"", ""start_span"": 36, ""end_span"": 39, ""type"": ""Gene_or_gene_product""}, {""token"": ""CDK4"", ""start_span"": 54, ""end_span"": 58, ""type"": ""Gene_or_gene_product""}]"	train
Autotaxin ( ATX), a potent tumor motogen, augments invasive and metastatic potential of ras - transformed cells.	Autotaxin,0,9,Gene_or_gene_product	ATX,12,15,Gene_or_gene_product	ras,88,91,Gene_or_gene_product	"[{""token"": ""Autotaxin"", ""start_span"": 0, ""end_span"": 9, ""type"": ""Gene_or_gene_product""}, {""token"": ""ATX"", ""start_span"": 12, ""end_span"": 15, ""type"": ""Gene_or_gene_product""}, {""token"": ""ras"", ""start_span"": 88, ""end_span"": 91, ""type"": ""Gene_or_gene_product""}]"	train
In order to study whether ATX expression affects motility - dependent processes such as invasion and metastasis, we stably transfected full - length ATX cDNA into two non - expressing cell lines, parental and ras - transformed NIH3T3 ( clone7) cells.	ATX,26,29,Gene_or_gene_product	ATX,149,152,Gene_or_gene_product	ras,209,212,Gene_or_gene_product	"[{""token"": ""ATX"", ""start_span"": 26, ""end_span"": 29, ""type"": ""Gene_or_gene_product""}, {""token"": ""ATX"", ""start_span"": 149, ""end_span"": 152, ""type"": ""Gene_or_gene_product""}, {""token"": ""ras"", ""start_span"": 209, ""end_span"": 212, ""type"": ""Gene_or_gene_product""}]"	train
Combination of ATX expression with ras transformation produced cells with greatly amplified tumorigenesis and metastatic potential compared to ras - transformed controls.	ATX,15,18,Gene_or_gene_product	ras,35,38,Gene_or_gene_product	ras,143,146,Gene_or_gene_product	"[{""token"": ""ATX"", ""start_span"": 15, ""end_span"": 18, ""type"": ""Gene_or_gene_product""}, {""token"": ""ras"", ""start_span"": 35, ""end_span"": 38, ""type"": ""Gene_or_gene_product""}, {""token"": ""ras"", ""start_span"": 143, ""end_span"": 146, ""type"": ""Gene_or_gene_product""}]"	train
