Sentence	entity_1	entity_2	json	split
Microsatellite regions in the type II transforming growth factor - beta receptor ( TGF - beta RII) gene appear to be targets for mutation in some cancers displaying microsatellite instability ( replication error phenotype, RER +).	type II transforming growth factor - beta receptor,30,80,Gene_or_gene_product	TGF - beta RII,83,97,Gene_or_gene_product	"[{""token"": ""type II transforming growth factor - beta receptor"", ""start_span"": 30, ""end_span"": 80, ""type"": ""Gene_or_gene_product""}, {""token"": ""TGF - beta RII"", ""start_span"": 83, ""end_span"": 97, ""type"": ""Gene_or_gene_product""}]"	train
Furthermore, TGF - beta RII mutations in RER + tumors have been associated with decreased TGF - beta RII mRNA levels.	TGF - beta RII,13,27,Gene_or_gene_product	TGF - beta RII,90,104,Gene_or_gene_product	"[{""token"": ""TGF - beta RII"", ""start_span"": 13, ""end_span"": 27, ""type"": ""Gene_or_gene_product""}, {""token"": ""TGF - beta RII"", ""start_span"": 90, ""end_span"": 104, ""type"": ""Gene_or_gene_product""}]"	train
N - glycosylation of glucose transporter - 1 ( Glut - 1) is associated with increased transporter affinity for glucose in human leukemic cells.	glucose transporter - 1,21,44,Gene_or_gene_product	Glut - 1,47,55,Gene_or_gene_product	"[{""token"": ""glucose transporter - 1"", ""start_span"": 21, ""end_span"": 44, ""type"": ""Gene_or_gene_product""}, {""token"": ""Glut - 1"", ""start_span"": 47, ""end_span"": 55, ""type"": ""Gene_or_gene_product""}]"	train
We tested the hypothesis that vascular endothelial growth factor ( VEGF), an endothelial cell mitogen and a major regulator of angiogenesis, is upregulated in response to low heart rate and consequential increased stroke volume.	vascular endothelial growth factor,30,64,Gene_or_gene_product	VEGF,67,71,Gene_or_gene_product	"[{""token"": ""vascular endothelial growth factor"", ""start_span"": 30, ""end_span"": 64, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 67, ""end_span"": 71, ""type"": ""Gene_or_gene_product""}]"	train
One such factor, vascular endothelial growth factor ( VEGF), is considered to exert a potent angiogenic activity, as indicated by immunohistochemical and molecular evidence.	vascular endothelial growth factor,17,51,Gene_or_gene_product	VEGF,54,58,Gene_or_gene_product	"[{""token"": ""vascular endothelial growth factor"", ""start_span"": 17, ""end_span"": 51, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 54, ""end_span"": 58, ""type"": ""Gene_or_gene_product""}]"	train
In this study we investigated the serum VEGF level ( s - VEGF) in patients with renal cell carcinoma ( RCC).	VEGF,40,44,Gene_or_gene_product	VEGF,57,61,Gene_or_gene_product	"[{""token"": ""VEGF"", ""start_span"": 40, ""end_span"": 44, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 57, ""end_span"": 61, ""type"": ""Gene_or_gene_product""}]"	train
The results indicate that tumor tissue of RCC liberates VEGF into the systemic blood flow and that s - VEGF is a possible marker for RCC.	VEGF,56,60,Gene_or_gene_product	VEGF,103,107,Gene_or_gene_product	"[{""token"": ""VEGF"", ""start_span"": 56, ""end_span"": 60, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 103, ""end_span"": 107, ""type"": ""Gene_or_gene_product""}]"	train
Insulin - induced vascular endothelial growth factor expression in retina.	Insulin,0,7,Gene_or_gene_product	vascular endothelial growth factor,18,52,Gene_or_gene_product	"[{""token"": ""Insulin"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Gene_or_gene_product""}, {""token"": ""vascular endothelial growth factor"", ""start_span"": 18, ""end_span"": 52, ""type"": ""Gene_or_gene_product""}]"	train
Vascular endothelial growth factor ( VEGF) is known to be operative in the pathogenesis of diabetic retinopathy.	Vascular endothelial growth factor,0,34,Gene_or_gene_product	VEGF,37,41,Gene_or_gene_product	"[{""token"": ""Vascular endothelial growth factor"", ""start_span"": 0, ""end_span"": 34, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 37, ""end_span"": 41, ""type"": ""Gene_or_gene_product""}]"	train
The current study was conducted to characterize the effect of insulin on retinal VEGF gene expression in vitro and in vivo.	insulin,62,69,Gene_or_gene_product	VEGF,81,85,Gene_or_gene_product	"[{""token"": ""insulin"", ""start_span"": 62, ""end_span"": 69, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 81, ""end_span"": 85, ""type"": ""Gene_or_gene_product""}]"	train
Conditioned media from insulin - treated RPE cells were assayed for VEGF protein and capillary endothelial cell proliferation.	insulin,23,30,Gene_or_gene_product	VEGF,68,72,Gene_or_gene_product	"[{""token"": ""insulin"", ""start_span"": 23, ""end_span"": 30, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 68, ""end_span"": 72, ""type"": ""Gene_or_gene_product""}]"	train
RESULTS: Insulin increased VEGF mRNA levels in the ganglion, inner nuclear, and RPE cell layers.	Insulin,9,16,Gene_or_gene_product	VEGF,27,31,Gene_or_gene_product	"[{""token"": ""Insulin"", ""start_span"": 9, ""end_span"": 16, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 27, ""end_span"": 31, ""type"": ""Gene_or_gene_product""}]"	train
Insulin treatment also increased VEGF protein levels in conditioned RPE cell media in a dose - dependent manner with a median effective concentration of 5 nM.	Insulin,0,7,Gene_or_gene_product	VEGF,33,37,Gene_or_gene_product	"[{""token"": ""Insulin"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 33, ""end_span"": 37, ""type"": ""Gene_or_gene_product""}]"	train
The insulin - conditioned RPE cell media stimulated capillary endothelial cell proliferation, an effect that was completely blocked by anti - VEGF neutralizing antibody.	insulin,4,11,Gene_or_gene_product	VEGF,142,146,Gene_or_gene_product	"[{""token"": ""insulin"", ""start_span"": 4, ""end_span"": 11, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 142, ""end_span"": 146, ""type"": ""Gene_or_gene_product""}]"	train
