Sentence	entity_1	entity_2	entity_3	entity_4	json	split
The ras - transformed, ATX - secreting subclones had enhanced motility to ATX as chemoattractant, but there was little difference in the motility responses of NIH3T3 cells transfected with atx, an inactive mutant gene, or empty vector.	ras,4,7,Gene_or_gene_product	ATX,23,26,Gene_or_gene_product	ATX,74,77,Gene_or_gene_product	atx,189,192,Gene_or_gene_product	"[{""token"": ""ras"", ""start_span"": 4, ""end_span"": 7, ""type"": ""Gene_or_gene_product""}, {""token"": ""ATX"", ""start_span"": 23, ""end_span"": 26, ""type"": ""Gene_or_gene_product""}, {""token"": ""ATX"", ""start_span"": 74, ""end_span"": 77, ""type"": ""Gene_or_gene_product""}, {""token"": ""atx"", ""start_span"": 189, ""end_span"": 192, ""type"": ""Gene_or_gene_product""}]"	train
Tumor necrosis factor alpha ( TNF - alpha), Fas ligand, and Bcl - 2, are measured with immunohistochemistry.	Tumor necrosis factor alpha,0,27,Gene_or_gene_product	TNF - alpha,30,41,Gene_or_gene_product	Fas ligand,44,54,Gene_or_gene_product	Bcl - 2,60,67,Gene_or_gene_product	"[{""token"": ""Tumor necrosis factor alpha"", ""start_span"": 0, ""end_span"": 27, ""type"": ""Gene_or_gene_product""}, {""token"": ""TNF - alpha"", ""start_span"": 30, ""end_span"": 41, ""type"": ""Gene_or_gene_product""}, {""token"": ""Fas ligand"", ""start_span"": 44, ""end_span"": 54, ""type"": ""Gene_or_gene_product""}, {""token"": ""Bcl - 2"", ""start_span"": 60, ""end_span"": 67, ""type"": ""Gene_or_gene_product""}]"	train
Alpha - melanocyte - stimulating hormone modulates activation of NF - kappa B and AP - 1 and secretion of interleukin - 8 in human dermal fibroblasts.	Alpha - melanocyte - stimulating hormone,0,40,Gene_or_gene_product	NF - kappa B,65,77,Gene_or_gene_product	AP - 1,82,88,Gene_or_gene_product	interleukin - 8,106,121,Gene_or_gene_product	"[{""token"": ""Alpha - melanocyte - stimulating hormone"", ""start_span"": 0, ""end_span"": 40, ""type"": ""Gene_or_gene_product""}, {""token"": ""NF - kappa B"", ""start_span"": 65, ""end_span"": 77, ""type"": ""Gene_or_gene_product""}, {""token"": ""AP - 1"", ""start_span"": 82, ""end_span"": 88, ""type"": ""Gene_or_gene_product""}, {""token"": ""interleukin - 8"", ""start_span"": 106, ""end_span"": 121, ""type"": ""Gene_or_gene_product""}]"	train
By use of electric mobility shift assays, we demonstrate that alpha - MSH ( 10 ( - 6) to 10 ( - 14) M) activates AP - 1 in human dermal fibroblasts, whereas coincubation with interleukin - 1 beta ( IL - 1 beta) results in suppression of its activation.	alpha - MSH,62,73,Gene_or_gene_product	AP - 1,113,119,Gene_or_gene_product	interleukin - 1 beta,175,195,Gene_or_gene_product	IL - 1 beta,198,209,Gene_or_gene_product	"[{""token"": ""alpha - MSH"", ""start_span"": 62, ""end_span"": 73, ""type"": ""Gene_or_gene_product""}, {""token"": ""AP - 1"", ""start_span"": 113, ""end_span"": 119, ""type"": ""Gene_or_gene_product""}, {""token"": ""interleukin - 1 beta"", ""start_span"": 175, ""end_span"": 195, ""type"": ""Gene_or_gene_product""}, {""token"": ""IL - 1 beta"", ""start_span"": 198, ""end_span"": 209, ""type"": ""Gene_or_gene_product""}]"	train
alpha - MSH alone had little effect, whereas coincubation with IL - 1 beta led to marked downregulation of IL - 8 secretion ( at most 288 + / - 152 ng / mL) when compared to treatment with IL - 1 beta alone ( 919 + / - 157 ng / mL).	alpha - MSH,0,11,Gene_or_gene_product	IL - 1 beta,63,74,Gene_or_gene_product	IL - 8,107,113,Gene_or_gene_product	IL - 1 beta,189,200,Gene_or_gene_product	"[{""token"": ""alpha - MSH"", ""start_span"": 0, ""end_span"": 11, ""type"": ""Gene_or_gene_product""}, {""token"": ""IL - 1 beta"", ""start_span"": 63, ""end_span"": 74, ""type"": ""Gene_or_gene_product""}, {""token"": ""IL - 8"", ""start_span"": 107, ""end_span"": 113, ""type"": ""Gene_or_gene_product""}, {""token"": ""IL - 1 beta"", ""start_span"": 189, ""end_span"": 200, ""type"": ""Gene_or_gene_product""}]"	train
In order to study their relation to the metastatic profile and survival, we evaluated the association between pretreatment serum levels of S - 100beta, IL - 6, IL - 10 and IL - 12 and metastatic site and survival in 50 patients with advanced melanoma who were to receive chemoimmunotherapy.	S - 100beta,139,150,Gene_or_gene_product	IL - 6,152,158,Gene_or_gene_product	IL - 10,160,167,Gene_or_gene_product	IL - 12,172,179,Gene_or_gene_product	"[{""token"": ""S - 100beta"", ""start_span"": 139, ""end_span"": 150, ""type"": ""Gene_or_gene_product""}, {""token"": ""IL - 6"", ""start_span"": 152, ""end_span"": 158, ""type"": ""Gene_or_gene_product""}, {""token"": ""IL - 10"", ""start_span"": 160, ""end_span"": 167, ""type"": ""Gene_or_gene_product""}, {""token"": ""IL - 12"", ""start_span"": 172, ""end_span"": 179, ""type"": ""Gene_or_gene_product""}]"	train
TEL is a member of the ETS family of transcription factors that interacts with the mSin3 and SMRT corepressors to regulate transcription.	TEL,0,3,Gene_or_gene_product	ETS,23,26,Gene_or_gene_product	mSin3,83,88,Gene_or_gene_product	SMRT,93,97,Gene_or_gene_product	"[{""token"": ""TEL"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Gene_or_gene_product""}, {""token"": ""ETS"", ""start_span"": 23, ""end_span"": 26, ""type"": ""Gene_or_gene_product""}, {""token"": ""mSin3"", ""start_span"": 83, ""end_span"": 88, ""type"": ""Gene_or_gene_product""}, {""token"": ""SMRT"", ""start_span"": 93, ""end_span"": 97, ""type"": ""Gene_or_gene_product""}]"	train
To begin to explain the morphology of Ras - plus TEL - expressing cells, we demonstrated that the endogenous matrix metalloproteinase stromelysin - 1 was repressed by TEL.	Ras,38,41,Gene_or_gene_product	TEL,49,52,Gene_or_gene_product	matrix metalloproteinase stromelysin - 1,109,149,Gene_or_gene_product	TEL,167,170,Gene_or_gene_product	"[{""token"": ""Ras"", ""start_span"": 38, ""end_span"": 41, ""type"": ""Gene_or_gene_product""}, {""token"": ""TEL"", ""start_span"": 49, ""end_span"": 52, ""type"": ""Gene_or_gene_product""}, {""token"": ""matrix metalloproteinase stromelysin - 1"", ""start_span"": 109, ""end_span"": 149, ""type"": ""Gene_or_gene_product""}, {""token"": ""TEL"", ""start_span"": 167, ""end_span"": 170, ""type"": ""Gene_or_gene_product""}]"	train
We further show that in extracts from caspase - 3 - deficient MCF - 7 cells, procaspase - 9 processing is strongly impaired after stimulation with either cytochrome c or recombinant caspase - 8.	caspase - 3,38,49,Gene_or_gene_product	procaspase - 9,77,91,Gene_or_gene_product	cytochrome c,154,166,Gene_or_gene_product	caspase - 8,182,193,Gene_or_gene_product	"[{""token"": ""caspase - 3"", ""start_span"": 38, ""end_span"": 49, ""type"": ""Gene_or_gene_product""}, {""token"": ""procaspase - 9"", ""start_span"": 77, ""end_span"": 91, ""type"": ""Gene_or_gene_product""}, {""token"": ""cytochrome c"", ""start_span"": 154, ""end_span"": 166, ""type"": ""Gene_or_gene_product""}, {""token"": ""caspase - 8"", ""start_span"": 182, ""end_span"": 193, ""type"": ""Gene_or_gene_product""}]"	train
PROCEDURE: To investigate the effect of p75 expression in NB, we transfected the p75 cDNA into SH - SY5Y cells, an NB cell line lacking expression of both p75 and TrkA.	p75,40,43,Gene_or_gene_product	p75,81,84,Gene_or_gene_product	p75,155,158,Gene_or_gene_product	TrkA,163,167,Gene_or_gene_product	"[{""token"": ""p75"", ""start_span"": 40, ""end_span"": 43, ""type"": ""Gene_or_gene_product""}, {""token"": ""p75"", ""start_span"": 81, ""end_span"": 84, ""type"": ""Gene_or_gene_product""}, {""token"": ""p75"", ""start_span"": 155, ""end_span"": 158, ""type"": ""Gene_or_gene_product""}, {""token"": ""TrkA"", ""start_span"": 163, ""end_span"": 167, ""type"": ""Gene_or_gene_product""}]"	train
However, additional transfection of TrkA into SY5Y - p75 cells resulted in a significantly reduced rate of apoptosis even in the absence of NGF.	TrkA,36,40,Gene_or_gene_product	SY5Y,46,50,Gene_or_gene_product	p75,53,56,Gene_or_gene_product	NGF,140,143,Gene_or_gene_product	"[{""token"": ""TrkA"", ""start_span"": 36, ""end_span"": 40, ""type"": ""Gene_or_gene_product""}, {""token"": ""SY5Y"", ""start_span"": 46, ""end_span"": 50, ""type"": ""Gene_or_gene_product""}, {""token"": ""p75"", ""start_span"": 53, ""end_span"": 56, ""type"": ""Gene_or_gene_product""}, {""token"": ""NGF"", ""start_span"": 140, ""end_span"": 143, ""type"": ""Gene_or_gene_product""}]"	train
TES2 mediates the interaction with tumor necrosis factor receptor - associated death domain protein ( TRADD) and plays a key role in transactivating NF - kappa B and AP - 1.	tumor necrosis factor receptor - associated death domain,35,91,Gene_or_gene_product	TRADD,102,107,Gene_or_gene_product	NF - kappa B,149,161,Gene_or_gene_product	AP - 1,166,172,Gene_or_gene_product	"[{""token"": ""tumor necrosis factor receptor - associated death domain"", ""start_span"": 35, ""end_span"": 91, ""type"": ""Gene_or_gene_product""}, {""token"": ""TRADD"", ""start_span"": 102, ""end_span"": 107, ""type"": ""Gene_or_gene_product""}, {""token"": ""NF - kappa B"", ""start_span"": 149, ""end_span"": 161, ""type"": ""Gene_or_gene_product""}, {""token"": ""AP - 1"", ""start_span"": 166, ""end_span"": 172, ""type"": ""Gene_or_gene_product""}]"	train
