Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	json	split
To examine the mechanisms by which insulin regulates VEGF expression, human retinal pigment epithelial ( RPE) cells were exposed to insulin, and VEGF mRNA levels were quantified with RNase protection assays ( RPAs).	insulin,35,42,Gene_or_gene_product	VEGF,53,57,Gene_or_gene_product	insulin,132,139,Gene_or_gene_product	VEGF,145,149,Gene_or_gene_product	RNase,183,188,Gene_or_gene_product	"[{""token"": ""insulin"", ""start_span"": 35, ""end_span"": 42, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 53, ""end_span"": 57, ""type"": ""Gene_or_gene_product""}, {""token"": ""insulin"", ""start_span"": 132, ""end_span"": 139, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 145, ""end_span"": 149, ""type"": ""Gene_or_gene_product""}, {""token"": ""RNase"", ""start_span"": 183, ""end_span"": 188, ""type"": ""Gene_or_gene_product""}]"	train
At protein level, VEGF - B and C, Flt - 1, and KDR were not detectable in tissue lysates, whereas VEGF - A was increased in stages III and IV.	VEGF - B,18,26,Gene_or_gene_product	C,31,32,Gene_or_gene_product	Flt - 1,34,41,Gene_or_gene_product	KDR,47,50,Gene_or_gene_product	VEGF - A,98,106,Gene_or_gene_product	"[{""token"": ""VEGF - B"", ""start_span"": 18, ""end_span"": 26, ""type"": ""Gene_or_gene_product""}, {""token"": ""C"", ""start_span"": 31, ""end_span"": 32, ""type"": ""Gene_or_gene_product""}, {""token"": ""Flt - 1"", ""start_span"": 34, ""end_span"": 41, ""type"": ""Gene_or_gene_product""}, {""token"": ""KDR"", ""start_span"": 47, ""end_span"": 50, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF - A"", ""start_span"": 98, ""end_span"": 106, ""type"": ""Gene_or_gene_product""}]"	train
Brn - 3a, a member of the POU gene family ( so - called because of the similarity with the group of transcription factors Pit, Oct, and Unc), was found in neuronal cells engaged in the transcription activity of the p1 and p2 promoters of the most powerful antiapoptotic gene, namely, Bcl - 2.	Brn - 3a,0,8,Gene_or_gene_product	Pit,122,125,Gene_or_gene_product	Oct,127,130,Gene_or_gene_product	Unc,136,139,Gene_or_gene_product	Bcl - 2,284,291,Gene_or_gene_product	"[{""token"": ""Brn - 3a"", ""start_span"": 0, ""end_span"": 8, ""type"": ""Gene_or_gene_product""}, {""token"": ""Pit"", ""start_span"": 122, ""end_span"": 125, ""type"": ""Gene_or_gene_product""}, {""token"": ""Oct"", ""start_span"": 127, ""end_span"": 130, ""type"": ""Gene_or_gene_product""}, {""token"": ""Unc"", ""start_span"": 136, ""end_span"": 139, ""type"": ""Gene_or_gene_product""}, {""token"": ""Bcl - 2"", ""start_span"": 284, ""end_span"": 291, ""type"": ""Gene_or_gene_product""}]"	train
In cultured b. END5 cells the tumor necrosis factor alpha - induced up - regulation of intercellular adhesion molecule 1 and vascular cell adhesion molecule 1 was reduced in ECs that were preincubated with basic fibroblast growth factor or vascular endothelial growth factor.	tumor necrosis factor alpha,30,57,Gene_or_gene_product	intercellular adhesion molecule 1,87,120,Gene_or_gene_product	vascular cell adhesion molecule 1,125,158,Gene_or_gene_product	basic fibroblast growth factor,206,236,Gene_or_gene_product	vascular endothelial growth factor,240,274,Gene_or_gene_product	"[{""token"": ""tumor necrosis factor alpha"", ""start_span"": 30, ""end_span"": 57, ""type"": ""Gene_or_gene_product""}, {""token"": ""intercellular adhesion molecule 1"", ""start_span"": 87, ""end_span"": 120, ""type"": ""Gene_or_gene_product""}, {""token"": ""vascular cell adhesion molecule 1"", ""start_span"": 125, ""end_span"": 158, ""type"": ""Gene_or_gene_product""}, {""token"": ""basic fibroblast growth factor"", ""start_span"": 206, ""end_span"": 236, ""type"": ""Gene_or_gene_product""}, {""token"": ""vascular endothelial growth factor"", ""start_span"": 240, ""end_span"": 274, ""type"": ""Gene_or_gene_product""}]"	train
This potentiation is accompanied by up - regulation of the expression of VEGF receptors ( kinase insert domain - containing receptor [ KDR] and fms - like tyrosine kinase [ Flt - 1]).	VEGF,73,77,Gene_or_gene_product	kinase insert domain - containing receptor,90,132,Gene_or_gene_product	KDR,135,138,Gene_or_gene_product	fms - like tyrosine kinase,144,170,Gene_or_gene_product	Flt - 1,173,180,Gene_or_gene_product	"[{""token"": ""VEGF"", ""start_span"": 73, ""end_span"": 77, ""type"": ""Gene_or_gene_product""}, {""token"": ""kinase insert domain - containing receptor"", ""start_span"": 90, ""end_span"": 132, ""type"": ""Gene_or_gene_product""}, {""token"": ""KDR"", ""start_span"": 135, ""end_span"": 138, ""type"": ""Gene_or_gene_product""}, {""token"": ""fms - like tyrosine kinase"", ""start_span"": 144, ""end_span"": 170, ""type"": ""Gene_or_gene_product""}, {""token"": ""Flt - 1"", ""start_span"": 173, ""end_span"": 180, ""type"": ""Gene_or_gene_product""}]"	train
To investigate this possibility, we studied the influence of bovine lactoferrin on Fas - mediated apoptosis with regard to expression of Fas, activation of caspase - 8 and caspase - 3, and DNA fragmentation in the colon mucosa of AOM - treated rats.	lactoferrin,68,79,Gene_or_gene_product	Fas,83,86,Gene_or_gene_product	Fas,137,140,Gene_or_gene_product	caspase - 8,156,167,Gene_or_gene_product	caspase - 3,172,183,Gene_or_gene_product	"[{""token"": ""lactoferrin"", ""start_span"": 68, ""end_span"": 79, ""type"": ""Gene_or_gene_product""}, {""token"": ""Fas"", ""start_span"": 83, ""end_span"": 86, ""type"": ""Gene_or_gene_product""}, {""token"": ""Fas"", ""start_span"": 137, ""end_span"": 140, ""type"": ""Gene_or_gene_product""}, {""token"": ""caspase - 8"", ""start_span"": 156, ""end_span"": 167, ""type"": ""Gene_or_gene_product""}, {""token"": ""caspase - 3"", ""start_span"": 172, ""end_span"": 183, ""type"": ""Gene_or_gene_product""}]"	train
In the embryonic stem cells homozygous for these hypomorphic Apc alleles, the level of the APC protein was inversely correlated with both the beta - catenin accumulation and beta - catenin / T - cell factor transcriptional activity.	Apc,61,64,Gene_or_gene_product	APC,91,94,Gene_or_gene_product	beta - catenin,142,156,Gene_or_gene_product	beta - catenin,174,188,Gene_or_gene_product	T - cell factor,191,206,Gene_or_gene_product	"[{""token"": ""Apc"", ""start_span"": 61, ""end_span"": 64, ""type"": ""Gene_or_gene_product""}, {""token"": ""APC"", ""start_span"": 91, ""end_span"": 94, ""type"": ""Gene_or_gene_product""}, {""token"": ""beta - catenin"", ""start_span"": 142, ""end_span"": 156, ""type"": ""Gene_or_gene_product""}, {""token"": ""beta - catenin"", ""start_span"": 174, ""end_span"": 188, ""type"": ""Gene_or_gene_product""}, {""token"": ""T - cell factor"", ""start_span"": 191, ""end_span"": 206, ""type"": ""Gene_or_gene_product""}]"	train
These results demonstrate that functional collaboration exists between p18 and Men1 and suggest that Men1 may regulate additional factor ( s) that interact with p18 and p27 differently.	p18,71,74,Gene_or_gene_product	Men1,79,83,Gene_or_gene_product	Men1,101,105,Gene_or_gene_product	p18,161,164,Gene_or_gene_product	p27,169,172,Gene_or_gene_product	"[{""token"": ""p18"", ""start_span"": 71, ""end_span"": 74, ""type"": ""Gene_or_gene_product""}, {""token"": ""Men1"", ""start_span"": 79, ""end_span"": 83, ""type"": ""Gene_or_gene_product""}, {""token"": ""Men1"", ""start_span"": 101, ""end_span"": 105, ""type"": ""Gene_or_gene_product""}, {""token"": ""p18"", ""start_span"": 161, ""end_span"": 164, ""type"": ""Gene_or_gene_product""}, {""token"": ""p27"", ""start_span"": 169, ""end_span"": 172, ""type"": ""Gene_or_gene_product""}]"	train
The v - Src - transformed MEFs deficient in SWAP - 70 were unable to grow in soft agar while those expressing SWAP70 readily formed colonies, suggesting that SWAP - 70 is required for anchorage independent growth of v - Src transformed MEFs.	v - Src,4,11,Gene_or_gene_product	SWAP - 70,44,53,Gene_or_gene_product	SWAP70,110,116,Gene_or_gene_product	SWAP - 70,158,167,Gene_or_gene_product	v - Src,216,223,Gene_or_gene_product	"[{""token"": ""v - Src"", ""start_span"": 4, ""end_span"": 11, ""type"": ""Gene_or_gene_product""}, {""token"": ""SWAP - 70"", ""start_span"": 44, ""end_span"": 53, ""type"": ""Gene_or_gene_product""}, {""token"": ""SWAP70"", ""start_span"": 110, ""end_span"": 116, ""type"": ""Gene_or_gene_product""}, {""token"": ""SWAP - 70"", ""start_span"": 158, ""end_span"": 167, ""type"": ""Gene_or_gene_product""}, {""token"": ""v - Src"", ""start_span"": 216, ""end_span"": 223, ""type"": ""Gene_or_gene_product""}]"	train
Consequently, we examined by immunohistochemistry, using the avidin - biotin - peroxidase method, Bcl - xL, Bax, and p53 expression in 56 samples of primary oral squamous cell carcinoma and in 22 matched pairs of primary and metastatic tumors.	avidin,61,67,Gene_or_gene_product	peroxidase,79,89,Gene_or_gene_product	Bcl - xL,98,106,Gene_or_gene_product	Bax,108,111,Gene_or_gene_product	p53,117,120,Gene_or_gene_product	"[{""token"": ""avidin"", ""start_span"": 61, ""end_span"": 67, ""type"": ""Gene_or_gene_product""}, {""token"": ""peroxidase"", ""start_span"": 79, ""end_span"": 89, ""type"": ""Gene_or_gene_product""}, {""token"": ""Bcl - xL"", ""start_span"": 98, ""end_span"": 106, ""type"": ""Gene_or_gene_product""}, {""token"": ""Bax"", ""start_span"": 108, ""end_span"": 111, ""type"": ""Gene_or_gene_product""}, {""token"": ""p53"", ""start_span"": 117, ""end_span"": 120, ""type"": ""Gene_or_gene_product""}]"	train
