Sentence	entity_1	entity_2	entity_3	json	split
The activity of the transcription factor NF - kappaB is thought to be regulated mainly through cytoplasmic retention by IkappaB molecules.	NF - kappaB,41,52,Complex	cytoplasmic,95,106,Cellular_component	IkappaB,120,127,Gene_or_gene_product	"[{""token"": ""NF - kappaB"", ""start_span"": 41, ""end_span"": 52, ""type"": ""Complex""}, {""token"": ""cytoplasmic"", ""start_span"": 95, ""end_span"": 106, ""type"": ""Cellular_component""}, {""token"": ""IkappaB"", ""start_span"": 120, ""end_span"": 127, ""type"": ""Gene_or_gene_product""}]"	train
The active form of vitamin A for normal epidermal homeostasis is retinoic acid ( RA).	vitamin A,19,28,Chemical	retinoic acid,65,78,Chemical	RA,81,83,Chemical	"[{""token"": ""vitamin A"", ""start_span"": 19, ""end_span"": 28, ""type"": ""Chemical""}, {""token"": ""retinoic acid"", ""start_span"": 65, ""end_span"": 78, ""type"": ""Chemical""}, {""token"": ""RA"", ""start_span"": 81, ""end_span"": 83, ""type"": ""Chemical""}]"	train
Retinoic acid controls the expression of retinoid - responsive genes via interactions of the retinoic acid / nuclear receptor complexes at specific DNA sequences in their control regions.	Retinoic acid,0,13,Chemical	retinoid,41,49,Chemical	retinoic acid / nuclear receptor,93,125,Complex	"[{""token"": ""Retinoic acid"", ""start_span"": 0, ""end_span"": 13, ""type"": ""Chemical""}, {""token"": ""retinoid"", ""start_span"": 41, ""end_span"": 49, ""type"": ""Chemical""}, {""token"": ""retinoic acid / nuclear receptor"", ""start_span"": 93, ""end_span"": 125, ""type"": ""Complex""}]"	train
Following the uptake of plasma retinol, epidermal keratinocytes synthesize retinoic acid via two sequential reactions with retinaldehyde as an intermediate.	retinol,31,38,Chemical	retinoic acid,75,88,Chemical	retinaldehyde,123,136,Chemical	"[{""token"": ""retinol"", ""start_span"": 31, ""end_span"": 38, ""type"": ""Chemical""}, {""token"": ""retinoic acid"", ""start_span"": 75, ""end_span"": 88, ""type"": ""Chemical""}, {""token"": ""retinaldehyde"", ""start_span"": 123, ""end_span"": 136, ""type"": ""Chemical""}]"	train
It encodes a protein that, using NAD + as a preferred cofactor, utilizes free and CRBP - bound all - trans - retinol and steroids as substrates.	NAD +,33,38,Chemical	CRBP,82,86,Gene_or_gene_product	all - trans - retinol,95,116,Chemical	"[{""token"": ""NAD +"", ""start_span"": 33, ""end_span"": 38, ""type"": ""Chemical""}, {""token"": ""CRBP"", ""start_span"": 82, ""end_span"": 86, ""type"": ""Gene_or_gene_product""}, {""token"": ""all - trans - retinol"", ""start_span"": 95, ""end_span"": 116, ""type"": ""Chemical""}]"	train
TNF - alpha also enhances the binding of native TRAF2 to MEKK1 and stimulates the kinase activity of the latter.	TNF - alpha,0,11,Gene_or_gene_product	TRAF2,48,53,Gene_or_gene_product	MEKK1,57,62,Gene_or_gene_product	"[{""token"": ""TNF - alpha"", ""start_span"": 0, ""end_span"": 11, ""type"": ""Gene_or_gene_product""}, {""token"": ""TRAF2"", ""start_span"": 48, ""end_span"": 53, ""type"": ""Gene_or_gene_product""}, {""token"": ""MEKK1"", ""start_span"": 57, ""end_span"": 62, ""type"": ""Gene_or_gene_product""}]"	train
Peptidoglycan - and lipoteichoic acid - induced cell activation is mediated by toll - like receptor 2.	Peptidoglycan,0,13,Chemical	lipoteichoic acid,20,37,Chemical	toll - like receptor 2,79,101,Gene_or_gene_product	"[{""token"": ""Peptidoglycan"", ""start_span"": 0, ""end_span"": 13, ""type"": ""Chemical""}, {""token"": ""lipoteichoic acid"", ""start_span"": 20, ""end_span"": 37, ""type"": ""Chemical""}, {""token"": ""toll - like receptor 2"", ""start_span"": 79, ""end_span"": 101, ""type"": ""Gene_or_gene_product""}]"	train
Recently, lipopolysaccharide ( LPS), a major biologically active agent of Gram - negative bacteria, was shown to mediate cellular activation by a member of the human Toll - like receptor family, Toll - like receptor ( TLR) 2.	lipopolysaccharide,10,28,Chemical	LPS,31,34,Chemical	Toll - like receptor,166,186,Gene_or_gene_product	"[{""token"": ""lipopolysaccharide"", ""start_span"": 10, ""end_span"": 28, ""type"": ""Chemical""}, {""token"": ""LPS"", ""start_span"": 31, ""end_span"": 34, ""type"": ""Chemical""}, {""token"": ""Toll - like receptor"", ""start_span"": 166, ""end_span"": 186, ""type"": ""Gene_or_gene_product""}]"	train
We describe here the identification, purification and characterization of an ER enzyme that hydrolyzes UDP to UMP.	ER,77,79,Cellular_component	UDP,103,106,Chemical	UMP,110,113,Chemical	"[{""token"": ""ER"", ""start_span"": 77, ""end_span"": 79, ""type"": ""Cellular_component""}, {""token"": ""UDP"", ""start_span"": 103, ""end_span"": 106, ""type"": ""Chemical""}, {""token"": ""UMP"", ""start_span"": 110, ""end_span"": 113, ""type"": ""Chemical""}]"	train
This nucleoside diphosphatase is a ubiquitously expressed, soluble 45 kDa glycoprotein devoid of transmembrane domains and KDEL - related ER localization sequences.	nucleoside diphosphatase,5,29,Gene_or_gene_product	KDEL,123,127,Gene_or_gene_product	ER,138,140,Cellular_component	"[{""token"": ""nucleoside diphosphatase"", ""start_span"": 5, ""end_span"": 29, ""type"": ""Gene_or_gene_product""}, {""token"": ""KDEL"", ""start_span"": 123, ""end_span"": 127, ""type"": ""Gene_or_gene_product""}, {""token"": ""ER"", ""start_span"": 138, ""end_span"": 140, ""type"": ""Cellular_component""}]"	train
