Sentence	entity_1	json	split
Recently, we found that therapy with selegiline and L - dopa was associated with selective systolic orthostatic hypotension which was abolished by withdrawal of selegiline.	systolic orthostatic hypotension,91,123,Disease/Disorder	"[{""token"": ""systolic orthostatic hypotension"", ""start_span"": 91, ""end_span"": 123, ""type"": ""Disease/Disorder""}]"	train
The aims of this study were to confirm our previous findings in a separate cohort of patients and to determine the time course of the cardiovascular consequences of stopping selegiline in the expectation that this might shed light on the mechanisms by which the drug causes orthostatic hypotension.	orthostatic hypotension,274,297,Disease/Disorder	"[{""token"": ""orthostatic hypotension"", ""start_span"": 274, ""end_span"": 297, ""type"": ""Disease/Disorder""}]"	train
METHODS: The cardiovascular responses to standing and head - up tilt were studied repeatedly in PD patients receiving selegiline and as the drug was withdrawn.	PD,96,98,Disease/Disorder	"[{""token"": ""PD"", ""start_span"": 96, ""end_span"": 98, ""type"": ""Disease/Disorder""}]"	train
A lesser degree of orthostatic hypotension occurred with standing.	orthostatic hypotension,19,42,Disease/Disorder	"[{""token"": ""orthostatic hypotension"", ""start_span"": 19, ""end_span"": 42, ""type"": ""Disease/Disorder""}]"	train
Orthostatic hypotension was ameliorated 4 days after withdrawal of selegiline and totally abolished 7 days after discontinuation of the drug.	Orthostatic hypotension,0,23,Disease/Disorder	"[{""token"": ""Orthostatic hypotension"", ""start_span"": 0, ""end_span"": 23, ""type"": ""Disease/Disorder""}]"	train
Stopping selegiline also significantly reduced the supine systolic and diastolic blood pressures consistent with a previously undescribed supine pressor action.	reduced the supine systolic and diastolic blood pressures,39,96,Disease/Disorder	"[{""token"": ""reduced the supine systolic and diastolic blood pressures"", ""start_span"": 39, ""end_span"": 96, ""type"": ""Disease/Disorder""}]"	train
CONCLUSION: This study confirms our previous finding that selegiline in combination with L - dopa is associated with selective orthostatic hypotension.	orthostatic hypotension,127,150,Disease/Disorder	"[{""token"": ""orthostatic hypotension"", ""start_span"": 127, ""end_span"": 150, ""type"": ""Disease/Disorder""}]"	train
The results have shown that the degradation product p - choloroaniline is not a significant factor in chlorhexidine - digluconate associated erosive cystitis.	cystitis,149,157,Disease/Disorder	"[{""token"": ""cystitis"", ""start_span"": 149, ""end_span"": 157, ""type"": ""Disease/Disorder""}]"	train
A high percentage of kanamycin - colistin and povidone - iodine irrigations were associated with erosive cystitis and suggested a possible complication with human usage.	cystitis,105,113,Disease/Disorder	"[{""token"": ""cystitis"", ""start_span"": 105, ""end_span"": 113, ""type"": ""Disease/Disorder""}]"	train
Picloxydine irrigations appeared to have a lower incidence of erosive cystitis but further studies would have to be performed before it could be recommended for use in urological procedures.	cystitis,70,78,Disease/Disorder	"[{""token"": ""cystitis"", ""start_span"": 70, ""end_span"": 78, ""type"": ""Disease/Disorder""}]"	train
In the in vivo study, the administration ( 50 mg / kg, i. p.) of TET and FAN in mice showed the inhibition of thrombosis by 55% and 35%, respectively, while acetylsalicylic acid ( ASA, 50 mg / kg, i. p.), a positive control, showed only 30% inhibition.	thrombosis,110,120,Disease/Disorder	"[{""token"": ""thrombosis"", ""start_span"": 110, ""end_span"": 120, ""type"": ""Disease/Disorder""}]"	train
In the vitro human platelet aggregations induced by the agonists used in tests, TET and FAN showed the inhibitions dose dependently.	platelet aggregations,19,40,Disease/Disorder	"[{""token"": ""platelet aggregations"", ""start_span"": 19, ""end_span"": 40, ""type"": ""Disease/Disorder""}]"	train
Angioedema due to ACE inhibitors: common and inadequately diagnosed.	Angioedema,0,10,Disease/Disorder	"[{""token"": ""Angioedema"", ""start_span"": 0, ""end_span"": 10, ""type"": ""Disease/Disorder""}]"	train
The estimated incidence of angioedema during angiotensin - converting enzyme ( ACE) inhibitor treatment is between 1 and 7 per thousand patients.	angioedema,27,37,Disease/Disorder	"[{""token"": ""angioedema"", ""start_span"": 27, ""end_span"": 37, ""type"": ""Disease/Disorder""}]"	train
This paper attempts to examine and compare prevalence rates and symptom patterns of DSM substance - induced and other mood disorders.	mood disorders,118,132,Disease/Disorder	"[{""token"": ""mood disorders"", ""start_span"": 118, ""end_span"": 132, ""type"": ""Disease/Disorder""}]"	train
The prevalence rate for CIMD was 12% at baseline.	CIMD,24,28,Disease/Disorder	"[{""token"": ""CIMD"", ""start_span"": 24, ""end_span"": 28, ""type"": ""Disease/Disorder""}]"	train
These findings suggest some validity for the new DSM - IV diagnosis of CIMD, but also suggest that it requires further specification and replication.	CIMD,71,75,Disease/Disorder	"[{""token"": ""CIMD"", ""start_span"": 71, ""end_span"": 75, ""type"": ""Disease/Disorder""}]"	train
Effect of fucoidan treatment on collagenase - induced intracerebral hemorrhage in rats.	intracerebral hemorrhage,54,78,Disease/Disorder	"[{""token"": ""intracerebral hemorrhage"", ""start_span"": 54, ""end_span"": 78, ""type"": ""Disease/Disorder""}]"	train
The hematoma was assessed in vivo by magnetic resonance imaging.	hematoma,4,12,Disease/Disorder	"[{""token"": ""hematoma"", ""start_span"": 4, ""end_span"": 12, ""type"": ""Disease/Disorder""}]"	train
They showed significantly more rapid improvement of motor function in the first week following hemorrhage and better memory retention in the passive avoidance test.	hemorrhage,95,105,Disease/Disorder	"[{""token"": ""hemorrhage"", ""start_span"": 95, ""end_span"": 105, ""type"": ""Disease/Disorder""}]"	train
Investigation of more specific anti - inflammatory agents and hemodiluting agents are warranted in intracerebral hemorrhage.	intracerebral hemorrhage,99,123,Disease/Disorder	"[{""token"": ""intracerebral hemorrhage"", ""start_span"": 99, ""end_span"": 123, ""type"": ""Disease/Disorder""}]"	train
Circumstances leading to this event and the mechanisms enabling a neuromuscular blockade to occur, following the administration of a small dose of relaxant, are discussed.	neuromuscular blockade,66,88,Disease/Disorder	"[{""token"": ""neuromuscular blockade"", ""start_span"": 66, ""end_span"": 88, ""type"": ""Disease/Disorder""}]"	train
We investigated the safety and efficacy of adding different doses of ephedrine to propofol in order to obtund the hypotensive response.	hypotensive,114,125,Disease/Disorder	"[{""token"": ""hypotensive"", ""start_span"": 114, ""end_span"": 125, ""type"": ""Disease/Disorder""}]"	train
The addition of ephedrine to propofol appears to be an effective method of obtunding the hypotensive response to propofol at all doses used in this study.	hypotensive,89,100,Disease/Disorder	"[{""token"": ""hypotensive"", ""start_span"": 89, ""end_span"": 100, ""type"": ""Disease/Disorder""}]"	train
However, marked tachycardia associated with the use of ephedrine in combination with propofol occurred in the majority of patients, occasionally reaching high levels in individual patients.	tachycardia,16,27,Disease/Disorder	"[{""token"": ""tachycardia"", ""start_span"": 16, ""end_span"": 27, ""type"": ""Disease/Disorder""}]"	train
Gemcitabine plus vinorelbine in nonsmall cell lung carcinoma patients age 70 years or older or patients who cannot receive cisplatin.	nonsmall cell lung carcinoma,32,60,Disease/Disorder	"[{""token"": ""nonsmall cell lung carcinoma"", ""start_span"": 32, ""end_span"": 60, ""type"": ""Disease/Disorder""}]"	train
Recent reports indicate that single agent therapy with vinorelbine ( VNB) or gemcitabine ( GEM) may obtain a response rate of 20 - 30% in elderly patients, with acceptable toxicity and improvement in symptoms and quality of life.	toxicity,172,180,Disease/Disorder	"[{""token"": ""toxicity"", ""start_span"": 172, ""end_span"": 180, ""type"": ""Disease/Disorder""}]"	train
METHODS: Forty - nine patients with advanced NSCLC were included, 38 of whom were age > / = 70 years and 11 were age < 70 years but who had some contraindication to receiving cisplatin.	NSCLC,45,50,Disease/Disorder	"[{""token"": ""NSCLC"", ""start_span"": 45, ""end_span"": 50, ""type"": ""Disease/Disorder""}]"	train
All patients were evaluable for response and toxicity.	toxicity,45,53,Disease/Disorder	"[{""token"": ""toxicity"", ""start_span"": 45, ""end_span"": 53, ""type"": ""Disease/Disorder""}]"	train
Toxicity was mild.	Toxicity,0,8,Disease/Disorder	"[{""token"": ""Toxicity"", ""start_span"": 0, ""end_span"": 8, ""type"": ""Disease/Disorder""}]"	train
The median age of those patients developing Grade 3 - 4 neutropenia was significantly higher than that of the remaining patients ( 75 years vs. 72 years; P = 0. 047).	neutropenia,56,67,Disease/Disorder	"[{""token"": ""neutropenia"", ""start_span"": 56, ""end_span"": 67, ""type"": ""Disease/Disorder""}]"	train
This age group had an increased risk of myelosuppression.	myelosuppression,40,56,Disease/Disorder	"[{""token"": ""myelosuppression"", ""start_span"": 40, ""end_span"": 56, ""type"": ""Disease/Disorder""}]"	train
NRA0160 and clozapine antagonized locomotor hyperactivity induced by methamphetamine ( MAP) in mice.	hyperactivity,44,57,Disease/Disorder	"[{""token"": ""hyperactivity"", ""start_span"": 44, ""end_span"": 57, ""type"": ""Disease/Disorder""}]"	train
NRA0160 and clozapine significantly induced catalepsy in rats, although their effects did not exceed 50% induction even at the highest dose given.	catalepsy,44,53,Disease/Disorder	"[{""token"": ""catalepsy"", ""start_span"": 44, ""end_span"": 53, ""type"": ""Disease/Disorder""}]"	train
Warfarin - induced artery calcification is accelerated by growth and vitamin D.	artery calcification,19,39,Disease/Disorder	"[{""token"": ""artery calcification"", ""start_span"": 19, ""end_span"": 39, ""type"": ""Disease/Disorder""}]"	train
The first series of experiments examined the influence of age and growth status on artery calcification in Warfarin - treated rats.	artery calcification,83,103,Disease/Disorder	"[{""token"": ""artery calcification"", ""start_span"": 83, ""end_span"": 103, ""type"": ""Disease/Disorder""}]"	train
In contrast, no artery calcification could be detected in 10 - month - old adult rats even after 4 weeks of Warfarin treatment.	artery calcification,16,36,Disease/Disorder	"[{""token"": ""artery calcification"", ""start_span"": 16, ""end_span"": 36, ""type"": ""Disease/Disorder""}]"	train
To directly examine the importance of growth to Warfarin - induced artery calcification in animals of the same age, 20 - day - old rats were fed for 2 weeks either an ad libitum diet or a 6 - g / d restricted diet that maintains weight but prevents growth.	artery calcification,67,87,Disease/Disorder	"[{""token"": ""artery calcification"", ""start_span"": 67, ""end_span"": 87, ""type"": ""Disease/Disorder""}]"	train
This observation suggests that increased susceptibility to Warfarin - induced artery calcification could be related to higher serum phosphate levels.	artery calcification,78,98,Disease/Disorder	"[{""token"": ""artery calcification"", ""start_span"": 78, ""end_span"": 98, ""type"": ""Disease/Disorder""}]"	train
The second set of experiments examined the possible synergy between vitamin D and Warfarin in artery calcification.	artery calcification,94,114,Disease/Disorder	"[{""token"": ""artery calcification"", ""start_span"": 94, ""end_span"": 114, ""type"": ""Disease/Disorder""}]"	train
High doses of vitamin D are known to cause calcification of the artery media in as little as 3 to 4 days.	calcification of the artery,43,70,Disease/Disorder	"[{""token"": ""calcification of the artery"", ""start_span"": 43, ""end_span"": 70, ""type"": ""Disease/Disorder""}]"	train
High doses of the vitamin K antagonist Warfarin are also known to cause calcification of the artery media, but at treatment times of 2 weeks or longer yet not at 1 week.	calcification of the artery,72,99,Disease/Disorder	"[{""token"": ""calcification of the artery"", ""start_span"": 72, ""end_span"": 99, ""type"": ""Disease/Disorder""}]"	train
In the current study, we investigated the synergy between these 2 treatments and found that concurrent Warfarin administration dramatically increased the extent of calcification in the media of vitamin D - treated rats at 3 and 4 days.	calcification,164,177,Disease/Disorder	"[{""token"": ""calcification"", ""start_span"": 164, ""end_span"": 177, ""type"": ""Disease/Disorder""}]"	train
Because Warfarin treatment had no effect on the elevation in serum calcium produced by vitamin D, the synergy between Warfarin and vitamin D is probably best explained by the hypothesis that Warfarin inhibits the activity of matrix Gla protein as a calcification inhibitor.	calcification,249,262,Disease/Disorder	"[{""token"": ""calcification"", ""start_span"": 249, ""end_span"": 262, ""type"": ""Disease/Disorder""}]"	train
High levels of matrix Gla protein are found at sites of artery calcification in rats treated with vitamin D plus Warfarin, and chemical analysis showed that the protein that accumulated was indeed not gamma - carboxylated.	artery calcification,56,76,Disease/Disorder	"[{""token"": ""artery calcification"", ""start_span"": 56, ""end_span"": 76, ""type"": ""Disease/Disorder""}]"	train
Apomorphine, a nonselective dopamine agonist, was selected due to its biphasic behavioral effects, its ability to induce hypothermia, and to produce distinct changes to dopamine turnover in the rodent brain.	hypothermia,121,132,Disease/Disorder	"[{""token"": ""hypothermia"", ""start_span"": 121, ""end_span"": 132, ""type"": ""Disease/Disorder""}]"	train
In rats, detection of apomorphine - induced hyperactivity was facilitated by a period of acclimatization to the test conditions.	hyperactivity,44,57,Disease/Disorder	"[{""token"": ""hyperactivity"", ""start_span"": 44, ""end_span"": 57, ""type"": ""Disease/Disorder""}]"	train
Moreover, test conditions can impact upon other physiological responses to apomorphine such as drug - induced hypothermia.	hypothermia,110,121,Disease/Disorder	"[{""token"": ""hypothermia"", ""start_span"": 110, ""end_span"": 121, ""type"": ""Disease/Disorder""}]"	train
Hemolysis of human erythrocytes induced by tamoxifen is related to disruption of membrane structure.	Hemolysis,0,9,Disease/Disorder	"[{""token"": ""Hemolysis"", ""start_span"": 0, ""end_span"": 9, ""type"": ""Disease/Disorder""}]"	train
This work evaluates the effects of TAM on isolated human erythrocytes, attempting to identify the underlying mechanisms on TAM - induced hemolytic anemia and the involvement of biomembranes in its cytostatic action mechanisms.	hemolytic anemia,137,153,Disease/Disorder	"[{""token"": ""hemolytic anemia"", ""start_span"": 137, ""end_span"": 153, ""type"": ""Disease/Disorder""}]"	train
TAM induces hemolysis of erythrocytes as a function of concentration.	hemolysis,12,21,Disease/Disorder	"[{""token"": ""hemolysis"", ""start_span"": 12, ""end_span"": 21, ""type"": ""Disease/Disorder""}]"	train
This was further evidenced by absence of oxygen consumption and hemoglobin oxidation both determined in parallel with TAM - induced hemolysis.	hemolysis,132,141,Disease/Disorder	"[{""token"": ""hemolysis"", ""start_span"": 132, ""end_span"": 141, ""type"": ""Disease/Disorder""}]"	train
These effects suggest that the protection from hemolysis by tocopherols is related to a decreased TAM incorporation in condensed membranes and the structural damage of the erythrocyte membrane is consequently avoided.	hemolysis,47,56,Disease/Disorder	"[{""token"": ""hemolysis"", ""start_span"": 47, ""end_span"": 56, ""type"": ""Disease/Disorder""}]"	train
Therefore, TAM - induced hemolysis results from a structural perturbation of red cell membrane, leading to changes in the framework of the erythrocyte membrane and its cytoskeleton caused by its high partition in the membrane.	hemolysis,25,34,Disease/Disorder	"[{""token"": ""hemolysis"", ""start_span"": 25, ""end_span"": 34, ""type"": ""Disease/Disorder""}]"	train
These defects explain the abnormal erythrocyte shape and decreased mechanical stability promoted by TAM, resulting in hemolytic anemia.	hemolytic anemia,118,134,Disease/Disorder	"[{""token"": ""hemolytic anemia"", ""start_span"": 118, ""end_span"": 134, ""type"": ""Disease/Disorder""}]"	train
Changes of sodium and ATP affinities of the cardiac ( Na, K) - ATPase during and after nitric oxide deficient hypertension.	hypertension,110,122,Disease/Disorder	"[{""token"": ""hypertension"", ""start_span"": 110, ""end_span"": 122, ""type"": ""Disease/Disorder""}]"	train
Inhibition of NO synthesis induces sustained hypertension.	hypertension,45,57,Disease/Disorder	"[{""token"": ""hypertension"", ""start_span"": 45, ""end_span"": 57, ""type"": ""Disease/Disorder""}]"	train
In several models of hypertension, elevation of intracellular sodium level was documented in cardiac tissue.	hypertension,21,33,Disease/Disorder	"[{""token"": ""hypertension"", ""start_span"": 21, ""end_span"": 33, ""type"": ""Disease/Disorder""}]"	train
To assess the molecular basis of disturbances in transmembraneous transport of Na +, we studied the response of cardiac ( Na, K) - ATPase to NO - deficient hypertension induced in rats by NO - synthase inhibition with 40 mg / kg / day N ( G) - nitro - L - arginine methyl ester ( L - NAME) for 4 four weeks.	hypertension,156,168,Disease/Disorder	"[{""token"": ""hypertension"", ""start_span"": 156, ""end_span"": 168, ""type"": ""Disease/Disorder""}]"	train
After recovery from hypertension, the activity of ( Na, K) - ATPase increased, due to higher affinity of the ATP - binding site, as revealed from the lowered Km value for ATP.	hypertension,20,32,Disease/Disorder	"[{""token"": ""hypertension"", ""start_span"": 20, ""end_span"": 32, ""type"": ""Disease/Disorder""}]"	train
Effects of long - term pretreatment with isoproterenol on bromocriptine - induced tachycardia in conscious rats.	tachycardia,82,93,Disease/Disorder	"[{""token"": ""tachycardia"", ""start_span"": 82, ""end_span"": 93, ""type"": ""Disease/Disorder""}]"	train
It has been shown that bromocriptine - induced tachycardia, which persisted after adrenalectomy, is ( i) mediated by central dopamine D2 receptor activation and ( ii) reduced by 5 - day isoproterenol pretreatment, supporting therefore the hypothesis that this effect is dependent on sympathetic outflow to the heart.	tachycardia,47,58,Disease/Disorder	"[{""token"": ""tachycardia"", ""start_span"": 47, ""end_span"": 58, ""type"": ""Disease/Disorder""}]"	train
This study was conducted to examine whether prolonged pretreatment with isoproterenol could abolish bromocriptine - induced tachycardia in conscious rats.	tachycardia,124,135,Disease/Disorder	"[{""token"": ""tachycardia"", ""start_span"": 124, ""end_span"": 135, ""type"": ""Disease/Disorder""}]"	train
Isoproterenol pretreatment for 15 days caused cardiac hypertrophy without affecting baseline blood pressure and heart rate.	cardiac hypertrophy,46,65,Disease/Disorder	"[{""token"": ""cardiac hypertrophy"", ""start_span"": 46, ""end_span"": 65, ""type"": ""Disease/Disorder""}]"	train
