Sentence	entity_1	entity_2	json	split
Selegiline - induced postural hypotension in Parkinson ' s disease: a longitudinal study on the effects of drug withdrawal.	postural hypotension,21,41,Disease/Disorder	Parkinson ' s disease,45,66,Disease/Disorder	"[{""token"": ""postural hypotension"", ""start_span"": 21, ""end_span"": 41, ""type"": ""Disease/Disorder""}, {""token"": ""Parkinson ' s disease"", ""start_span"": 45, ""end_span"": 66, ""type"": ""Disease/Disorder""}]"	train
RESULTS: Head - up tilt caused systolic orthostatic hypotension which was marked in six of 20 PD patients on selegiline, one of whom lost consciousness with unrecordable blood pressures.	systolic orthostatic hypotension,31,63,Disease/Disorder	PD,94,96,Disease/Disorder	"[{""token"": ""systolic orthostatic hypotension"", ""start_span"": 31, ""end_span"": 63, ""type"": ""Disease/Disorder""}, {""token"": ""PD"", ""start_span"": 94, ""end_span"": 96, ""type"": ""Disease/Disorder""}]"	train
Effects of tetrandrine and fangchinoline on experimental thrombosis in mice and human platelet aggregation.	thrombosis,57,67,Disease/Disorder	platelet aggregation,86,106,Disease/Disorder	"[{""token"": ""thrombosis"", ""start_span"": 57, ""end_span"": 67, ""type"": ""Disease/Disorder""}, {""token"": ""platelet aggregation"", ""start_span"": 86, ""end_span"": 106, ""type"": ""Disease/Disorder""}]"	train
Cocaine - induced mood disorder: prevalence rates and psychiatric symptoms in an outpatient cocaine - dependent sample.	mood disorder,18,31,Disease/Disorder	psychiatric,54,65,Disease/Disorder	"[{""token"": ""mood disorder"", ""start_span"": 18, ""end_span"": 31, ""type"": ""Disease/Disorder""}, {""token"": ""psychiatric"", ""start_span"": 54, ""end_span"": 65, ""type"": ""Disease/Disorder""}]"	train
Introduction of the DSM - IV diagnosis of CIMD did not substantially affect rates of the other depressive disorders.	CIMD,42,46,Disease/Disorder	depressive disorders,95,115,Disease/Disorder	"[{""token"": ""CIMD"", ""start_span"": 42, ""end_span"": 46, ""type"": ""Disease/Disorder""}, {""token"": ""depressive disorders"", ""start_span"": 95, ""end_span"": 115, ""type"": ""Disease/Disorder""}]"	train
Patients with CIMD had symptom severity levels between those of patients with and without a mood disorder.	CIMD,14,18,Disease/Disorder	mood disorder,92,105,Disease/Disorder	"[{""token"": ""CIMD"", ""start_span"": 14, ""end_span"": 18, ""type"": ""Disease/Disorder""}, {""token"": ""mood disorder"", ""start_span"": 92, ""end_span"": 105, ""type"": ""Disease/Disorder""}]"	train
Inflammatory cells are postulated to mediate some of the brain damage following ischemic stroke.	brain damage,57,69,Disease/Disorder	ischemic stroke,80,95,Disease/Disorder	"[{""token"": ""brain damage"", ""start_span"": 57, ""end_span"": 69, ""type"": ""Disease/Disorder""}, {""token"": ""ischemic stroke"", ""start_span"": 80, ""end_span"": 95, ""type"": ""Disease/Disorder""}]"	train
We tested the sulfated polysaccharide fucoidan, which has been reported to reduce inflammatory brain damage, in a rat model of intracerebral hemorrhage induced by injection of bacterial collagenase into the caudate nucleus.	brain damage,95,107,Disease/Disorder	intracerebral hemorrhage,127,151,Disease/Disorder	"[{""token"": ""brain damage"", ""start_span"": 95, ""end_span"": 107, ""type"": ""Disease/Disorder""}, {""token"": ""intracerebral hemorrhage"", ""start_span"": 127, ""end_span"": 151, ""type"": ""Disease/Disorder""}]"	train
Due to the risk of this tachycardia inducing myocardial ischemia, we would not recommend the use in elderly patients of any of the ephedrine / propofol / mixtures studied.	tachycardia,24,35,Disease/Disorder	myocardial ischemia,45,64,Disease/Disorder	"[{""token"": ""tachycardia"", ""start_span"": 24, ""end_span"": 35, ""type"": ""Disease/Disorder""}, {""token"": ""myocardial ischemia"", ""start_span"": 45, ""end_span"": 64, ""type"": ""Disease/Disorder""}]"	train
In the current study the efficacy and toxicity of the combination of GEM and VNB in elderly patients with advanced NSCLC or those with some contraindication to receiving cisplatin were assessed.	toxicity,38,46,Disease/Disorder	NSCLC,115,120,Disease/Disorder	"[{""token"": ""toxicity"", ""start_span"": 38, ""end_span"": 46, ""type"": ""Disease/Disorder""}, {""token"": ""NSCLC"", ""start_span"": 115, ""end_span"": 120, ""type"": ""Disease/Disorder""}]"	train
Three patients with severe neutropenia ( 6%) died of sepsis.	neutropenia,27,38,Disease/Disorder	sepsis,53,59,Disease/Disorder	"[{""token"": ""neutropenia"", ""start_span"": 27, ""end_span"": 38, ""type"": ""Disease/Disorder""}, {""token"": ""sepsis"", ""start_span"": 53, ""end_span"": 59, ""type"": ""Disease/Disorder""}]"	train
New chemotherapy combinations with higher activity and lower toxicity are needed for elderly patients with advanced NSCLC.	toxicity,61,69,Disease/Disorder	NSCLC,116,121,Disease/Disorder	"[{""token"": ""toxicity"", ""start_span"": 61, ""end_span"": 69, ""type"": ""Disease/Disorder""}, {""token"": ""NSCLC"", ""start_span"": 116, ""end_span"": 121, ""type"": ""Disease/Disorder""}]"	train
The present studies demonstrate that growth and vitamin D treatment enhance the extent of artery calcification in rats given sufficient doses of Warfarin to inhibit gamma - carboxylation of matrix Gla protein, a calcification inhibitor known to be expressed by smooth muscle cells and macrophages in the artery wall.	artery calcification,90,110,Disease/Disorder	calcification,212,225,Disease/Disorder	"[{""token"": ""artery calcification"", ""start_span"": 90, ""end_span"": 110, ""type"": ""Disease/Disorder""}, {""token"": ""calcification"", ""start_span"": 212, ""end_span"": 225, ""type"": ""Disease/Disorder""}]"	train
Treatment for 2 weeks with Warfarin caused massive focal calcification of the artery media in 20 - day - old rats and less extensive focal calcification in 42 - day - old rats.	calcification of the artery,57,84,Disease/Disorder	calcification,139,152,Disease/Disorder	"[{""token"": ""calcification of the artery"", ""start_span"": 57, ""end_span"": 84, ""type"": ""Disease/Disorder""}, {""token"": ""calcification"", ""start_span"": 139, ""end_span"": 152, ""type"": ""Disease/Disorder""}]"	train
Concurrent treatment of both dietary groups with Warfarin produced massive focal calcification of the artery media in the ad libitum - fed rats but no detectable artery calcification in the restricted - diet, growth - inhibited group.	calcification of the artery,81,108,Disease/Disorder	artery calcification,162,182,Disease/Disorder	"[{""token"": ""calcification of the artery"", ""start_span"": 81, ""end_span"": 108, ""type"": ""Disease/Disorder""}, {""token"": ""artery calcification"", ""start_span"": 162, ""end_span"": 182, ""type"": ""Disease/Disorder""}]"	train
There was a close parallel between the effect of vitamin D dose on artery calcification and the effect of vitamin D dose on the elevation of serum calcium, which suggests that vitamin D may induce artery calcification through its effect on serum calcium.	artery calcification,67,87,Disease/Disorder	artery calcification,197,217,Disease/Disorder	"[{""token"": ""artery calcification"", ""start_span"": 67, ""end_span"": 87, ""type"": ""Disease/Disorder""}, {""token"": ""artery calcification"", ""start_span"": 197, ""end_span"": 217, ""type"": ""Disease/Disorder""}]"	train
These observations indicate that although the gamma - carboxyglutamate residues of matrix Gla protein are apparently required for its function as a calcification inhibitor, they are not required for its accumulation at calcification sites.	calcification,148,161,Disease/Disorder	calcification,219,232,Disease/Disorder	"[{""token"": ""calcification"", ""start_span"": 148, ""end_span"": 161, ""type"": ""Disease/Disorder""}, {""token"": ""calcification"", ""start_span"": 219, ""end_span"": 232, ""type"": ""Disease/Disorder""}]"	train
Tamoxifen ( TAM), the antiestrogenic drug most widely prescribed in the chemotherapy of breast cancer, induces changes in normal discoid shape of erythrocytes and hemolytic anemia.	breast cancer,88,101,Disease/Disorder	hemolytic anemia,163,179,Disease/Disorder	"[{""token"": ""breast cancer"", ""start_span"": 88, ""end_span"": 101, ""type"": ""Disease/Disorder""}, {""token"": ""hemolytic anemia"", ""start_span"": 163, ""end_span"": 179, ""type"": ""Disease/Disorder""}]"	train
The extension of hemolysis is variable with erythrocyte samples, but 12. 5 microM TAM induces total hemolysis of all tested suspensions.	hemolysis,17,26,Disease/Disorder	hemolysis,100,109,Disease/Disorder	"[{""token"": ""hemolysis"", ""start_span"": 17, ""end_span"": 26, ""type"": ""Disease/Disorder""}, {""token"": ""hemolysis"", ""start_span"": 100, ""end_span"": 109, ""type"": ""Disease/Disorder""}]"	train
The hemolytic effect of TAM is prevented by low concentrations of alpha - tocopherol ( alpha - T) and alpha - tocopherol acetate ( alpha - TAc) ( inactivated functional hydroxyl) indicating that TAM - induced hemolysis is not related to oxidative membrane damage.	hemolytic,4,13,Disease/Disorder	hemolysis,209,218,Disease/Disorder	"[{""token"": ""hemolytic"", ""start_span"": 4, ""end_span"": 13, ""type"": ""Disease/Disorder""}, {""token"": ""hemolysis"", ""start_span"": 209, ""end_span"": 218, ""type"": ""Disease/Disorder""}]"	train
Hemolysis caused by TAM was not preceded by the leakage of K ( +) from the cells, also excluding a colloid - osmotic type mechanism of hemolysis, according to the effects on osmotic fragility curves.	Hemolysis,0,9,Disease/Disorder	hemolysis,135,144,Disease/Disorder	"[{""token"": ""Hemolysis"", ""start_span"": 0, ""end_span"": 9, ""type"": ""Disease/Disorder""}, {""token"": ""hemolysis"", ""start_span"": 135, ""end_span"": 144, ""type"": ""Disease/Disorder""}]"	train
Inhibition of NO - synthase induced a reversible hypertension accompanied by depressed Na + - extrusion from cardiac cells as a consequence of deteriorated Na + - binding properties of the ( Na, K) - ATPase.	hypertension,49,61,Disease/Disorder	depressed,77,86,Disease/Disorder	"[{""token"": ""hypertension"", ""start_span"": 49, ""end_span"": 61, ""type"": ""Disease/Disorder""}, {""token"": ""depressed"", ""start_span"": 77, ""end_span"": 86, ""type"": ""Disease/Disorder""}]"	train
