Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	json	split
Minor side effects included nausea ( thirteen patients), emesis ( eight of the thirteen patients with nausea), clumsiness ( evident as ataxic movements in ten patients), and dysphoric reaction ( one patient).	nausea,28,34,Disease/Disorder	emesis,57,63,Disease/Disorder	nausea,102,108,Disease/Disorder	clumsiness,111,121,Disease/Disorder	ataxic movements,135,151,Disease/Disorder	dysphoric reaction,174,192,Disease/Disorder	"[{""token"": ""nausea"", ""start_span"": 28, ""end_span"": 34, ""type"": ""Disease/Disorder""}, {""token"": ""emesis"", ""start_span"": 57, ""end_span"": 63, ""type"": ""Disease/Disorder""}, {""token"": ""nausea"", ""start_span"": 102, ""end_span"": 108, ""type"": ""Disease/Disorder""}, {""token"": ""clumsiness"", ""start_span"": 111, ""end_span"": 121, ""type"": ""Disease/Disorder""}, {""token"": ""ataxic movements"", ""start_span"": 135, ""end_span"": 151, ""type"": ""Disease/Disorder""}, {""token"": ""dysphoric reaction"", ""start_span"": 174, ""end_span"": 192, ""type"": ""Disease/Disorder""}]"	train
These 13 included cases of malignant hypertension, thrombotic microangiopathy, lupus nephritis, Henoch - Schonlein nephritis, crescentic glomerulonephritis, and cocaine - related acute renal failure.	malignant hypertension,27,49,Disease/Disorder	thrombotic microangiopathy,51,77,Disease/Disorder	lupus nephritis,79,94,Disease/Disorder	Henoch - Schonlein nephritis,96,124,Disease/Disorder	glomerulonephritis,137,155,Disease/Disorder	acute renal failure,179,198,Disease/Disorder	"[{""token"": ""malignant hypertension"", ""start_span"": 27, ""end_span"": 49, ""type"": ""Disease/Disorder""}, {""token"": ""thrombotic microangiopathy"", ""start_span"": 51, ""end_span"": 77, ""type"": ""Disease/Disorder""}, {""token"": ""lupus nephritis"", ""start_span"": 79, ""end_span"": 94, ""type"": ""Disease/Disorder""}, {""token"": ""Henoch - Schonlein nephritis"", ""start_span"": 96, ""end_span"": 124, ""type"": ""Disease/Disorder""}, {""token"": ""glomerulonephritis"", ""start_span"": 137, ""end_span"": 155, ""type"": ""Disease/Disorder""}, {""token"": ""acute renal failure"", ""start_span"": 179, ""end_span"": 198, ""type"": ""Disease/Disorder""}]"	train
Cervical and inguinal lymph node biopsies showed the features of severe necrotising lymphadenitis, associated with erythrophagocytosis and prominent eosinophilic infiltrates, without viral inclusion bodies, suggestive of an adverse drug reaction. A week later, fulminant drug - induced hepatitis, associated with the presence of anti - nuclear autoantibodies ( but not with other markers of autoimmunity), and accompanied by multi - organ failure and sepsis, supervened.	lymphadenitis,84,97,Disease/Disorder	adverse drug reaction,224,245,Disease/Disorder	drug - induced hepatitis,271,295,Disease/Disorder	autoimmunity,391,403,Disease/Disorder	multi - organ failure,425,446,Disease/Disorder	sepsis,451,457,Disease/Disorder	"[{""token"": ""lymphadenitis"", ""start_span"": 84, ""end_span"": 97, ""type"": ""Disease/Disorder""}, {""token"": ""adverse drug reaction"", ""start_span"": 224, ""end_span"": 245, ""type"": ""Disease/Disorder""}, {""token"": ""drug - induced hepatitis"", ""start_span"": 271, ""end_span"": 295, ""type"": ""Disease/Disorder""}, {""token"": ""autoimmunity"", ""start_span"": 391, ""end_span"": 403, ""type"": ""Disease/Disorder""}, {""token"": ""multi - organ failure"", ""start_span"": 425, ""end_span"": 446, ""type"": ""Disease/Disorder""}, {""token"": ""sepsis"", ""start_span"": 451, ""end_span"": 457, ""type"": ""Disease/Disorder""}]"	train
These findings suggest that overgrowth of the exencephalic neural tissue causes the altered distribution patterns of vessels, subsequent peripheral circulatory failure and / or hemorrhaging in various parts of the exencephalic head, leading to the multiple modes of tissue reduction during transformation from exencephaly to anencephaly.	exencephalic,46,58,Disease/Disorder	circulatory failure,148,167,Disease/Disorder	hemorrhaging,177,189,Disease/Disorder	exencephalic,214,226,Disease/Disorder	exencephaly,310,321,Disease/Disorder	anencephaly,325,336,Disease/Disorder	"[{""token"": ""exencephalic"", ""start_span"": 46, ""end_span"": 58, ""type"": ""Disease/Disorder""}, {""token"": ""circulatory failure"", ""start_span"": 148, ""end_span"": 167, ""type"": ""Disease/Disorder""}, {""token"": ""hemorrhaging"", ""start_span"": 177, ""end_span"": 189, ""type"": ""Disease/Disorder""}, {""token"": ""exencephalic"", ""start_span"": 214, ""end_span"": 226, ""type"": ""Disease/Disorder""}, {""token"": ""exencephaly"", ""start_span"": 310, ""end_span"": 321, ""type"": ""Disease/Disorder""}, {""token"": ""anencephaly"", ""start_span"": 325, ""end_span"": 336, ""type"": ""Disease/Disorder""}]"	train
BACKGROUND: A 72 - year - old white man with underlying human immunodeficiency virus, atrial fibrillation, coronary artery disease, and hyperlipidemia presented with generalized pain, fatigue, and dark orange urine for 3 days.	human immunodeficiency virus,56,84,Disease/Disorder	atrial fibrillation,86,105,Disease/Disorder	coronary artery disease,107,130,Disease/Disorder	hyperlipidemia,136,150,Disease/Disorder	pain,178,182,Disease/Disorder	fatigue,184,191,Disease/Disorder	"[{""token"": ""human immunodeficiency virus"", ""start_span"": 56, ""end_span"": 84, ""type"": ""Disease/Disorder""}, {""token"": ""atrial fibrillation"", ""start_span"": 86, ""end_span"": 105, ""type"": ""Disease/Disorder""}, {""token"": ""coronary artery disease"", ""start_span"": 107, ""end_span"": 130, ""type"": ""Disease/Disorder""}, {""token"": ""hyperlipidemia"", ""start_span"": 136, ""end_span"": 150, ""type"": ""Disease/Disorder""}, {""token"": ""pain"", ""start_span"": 178, ""end_span"": 182, ""type"": ""Disease/Disorder""}, {""token"": ""fatigue"", ""start_span"": 184, ""end_span"": 191, ""type"": ""Disease/Disorder""}]"	train
Grade 3 - 4 adverse effects included myelosuppression, fatigue, somnolence / depressed mood, neuropathy and dyspnea.	myelosuppression,37,53,Disease/Disorder	fatigue,55,62,Disease/Disorder	somnolence,64,74,Disease/Disorder	depressed mood,77,91,Disease/Disorder	neuropathy,93,103,Disease/Disorder	dyspnea,108,115,Disease/Disorder	"[{""token"": ""myelosuppression"", ""start_span"": 37, ""end_span"": 53, ""type"": ""Disease/Disorder""}, {""token"": ""fatigue"", ""start_span"": 55, ""end_span"": 62, ""type"": ""Disease/Disorder""}, {""token"": ""somnolence"", ""start_span"": 64, ""end_span"": 74, ""type"": ""Disease/Disorder""}, {""token"": ""depressed mood"", ""start_span"": 77, ""end_span"": 91, ""type"": ""Disease/Disorder""}, {""token"": ""neuropathy"", ""start_span"": 93, ""end_span"": 103, ""type"": ""Disease/Disorder""}, {""token"": ""dyspnea"", ""start_span"": 108, ""end_span"": 115, ""type"": ""Disease/Disorder""}]"	train
Sulfonamides were associated with anencephaly ( adjusted OR [ AOR] = 3. 4; 95% confidence interval [ CI], 1. 3 - 8. 8), hypoplastic left heart syndrome ( AOR = 3. 2; 95% CI, 1. 3 - 7. 6), coarctation of the aorta ( AOR = 2. 7; 95% CI, 1. 3 - 5. 6), choanal atresia ( AOR = 8. 0; 95% CI, 2. 7 - 23. 5), transverse limb deficiency ( AOR = 2. 5; 95% CI, 1. 0 - 5. 9), and diaphragmatic hernia ( AOR = 2. 4; 95% CI, 1. 1 - 5. 4).	anencephaly,34,45,Disease/Disorder	hypoplastic left heart syndrome,120,151,Disease/Disorder	coarctation of the aorta,188,212,Disease/Disorder	choanal atresia,249,264,Disease/Disorder	transverse limb deficiency,302,328,Disease/Disorder	diaphragmatic hernia,369,389,Disease/Disorder	"[{""token"": ""anencephaly"", ""start_span"": 34, ""end_span"": 45, ""type"": ""Disease/Disorder""}, {""token"": ""hypoplastic left heart syndrome"", ""start_span"": 120, ""end_span"": 151, ""type"": ""Disease/Disorder""}, {""token"": ""coarctation of the aorta"", ""start_span"": 188, ""end_span"": 212, ""type"": ""Disease/Disorder""}, {""token"": ""choanal atresia"", ""start_span"": 249, ""end_span"": 264, ""type"": ""Disease/Disorder""}, {""token"": ""transverse limb deficiency"", ""start_span"": 302, ""end_span"": 328, ""type"": ""Disease/Disorder""}, {""token"": ""diaphragmatic hernia"", ""start_span"": 369, ""end_span"": 389, ""type"": ""Disease/Disorder""}]"	train
Nitrofurantoins were associated with anophthalmia or microphthalmos ( AOR = 3. 7; 95% CI, 1. 1 - 12. 2), hypoplastic left heart syndrome ( AOR = 4. 2; 95% CI, 1. 9 - 9. 1), atrial septal defects ( AOR = 1. 9; 95% CI, 1. 1 - 3. 4), and cleft lip with cleft palate ( AOR = 2. 1; 95% CI, 1. 2 - 3. 9).	anophthalmia,37,49,Disease/Disorder	microphthalmos,53,67,Disease/Disorder	hypoplastic left heart syndrome,105,136,Disease/Disorder	atrial septal defects,173,194,Disease/Disorder	cleft lip,235,244,Disease/Disorder	cleft palate,250,262,Disease/Disorder	"[{""token"": ""anophthalmia"", ""start_span"": 37, ""end_span"": 49, ""type"": ""Disease/Disorder""}, {""token"": ""microphthalmos"", ""start_span"": 53, ""end_span"": 67, ""type"": ""Disease/Disorder""}, {""token"": ""hypoplastic left heart syndrome"", ""start_span"": 105, ""end_span"": 136, ""type"": ""Disease/Disorder""}, {""token"": ""atrial septal defects"", ""start_span"": 173, ""end_span"": 194, ""type"": ""Disease/Disorder""}, {""token"": ""cleft lip"", ""start_span"": 235, ""end_span"": 244, ""type"": ""Disease/Disorder""}, {""token"": ""cleft palate"", ""start_span"": 250, ""end_span"": 262, ""type"": ""Disease/Disorder""}]"	train
Less frequent toxic effects included thrombocytopenia, anemia, nausea, mild alopecia, phlebitis, and mucositis.	thrombocytopenia,37,53,Disease/Disorder	anemia,55,61,Disease/Disorder	nausea,63,69,Disease/Disorder	alopecia,76,84,Disease/Disorder	phlebitis,86,95,Disease/Disorder	mucositis,101,110,Disease/Disorder	"[{""token"": ""thrombocytopenia"", ""start_span"": 37, ""end_span"": 53, ""type"": ""Disease/Disorder""}, {""token"": ""anemia"", ""start_span"": 55, ""end_span"": 61, ""type"": ""Disease/Disorder""}, {""token"": ""nausea"", ""start_span"": 63, ""end_span"": 69, ""type"": ""Disease/Disorder""}, {""token"": ""alopecia"", ""start_span"": 76, ""end_span"": 84, ""type"": ""Disease/Disorder""}, {""token"": ""phlebitis"", ""start_span"": 86, ""end_span"": 95, ""type"": ""Disease/Disorder""}, {""token"": ""mucositis"", ""start_span"": 101, ""end_span"": 110, ""type"": ""Disease/Disorder""}]"	train
The low incidence of cerebral haemorrhage as a cause of death in patients with Parkinson ' s disease may reflect the hypotensive effect of levodopa and a hypotensive mechanism due to reduced noradrenaline levels in the parkinsonian brain.	cerebral haemorrhage,21,41,Disease/Disorder	death,56,61,Disease/Disorder	Parkinson ' s disease,79,100,Disease/Disorder	hypotensive,117,128,Disease/Disorder	hypotensive,154,165,Disease/Disorder	parkinsonian,219,231,Disease/Disorder	"[{""token"": ""cerebral haemorrhage"", ""start_span"": 21, ""end_span"": 41, ""type"": ""Disease/Disorder""}, {""token"": ""death"", ""start_span"": 56, ""end_span"": 61, ""type"": ""Disease/Disorder""}, {""token"": ""Parkinson ' s disease"", ""start_span"": 79, ""end_span"": 100, ""type"": ""Disease/Disorder""}, {""token"": ""hypotensive"", ""start_span"": 117, ""end_span"": 128, ""type"": ""Disease/Disorder""}, {""token"": ""hypotensive"", ""start_span"": 154, ""end_span"": 165, ""type"": ""Disease/Disorder""}, {""token"": ""parkinsonian"", ""start_span"": 219, ""end_span"": 231, ""type"": ""Disease/Disorder""}]"	train
