Sentence	entity_1	entity_2	entity_3	json	split
OBJECTIVES: The United Kingdom Parkinson ' s Disease Research Group ( UKPDRG) trial found an increased mortality in patients with Parkinson ' s disease ( PD) randomized to receive 10 mg selegiline per day and L - dopa compared with those taking L - dopa alone.	Parkinson ' s Disease,31,52,Disease/Disorder	Parkinson ' s disease,130,151,Disease/Disorder	PD,154,156,Disease/Disorder	"[{""token"": ""Parkinson ' s Disease"", ""start_span"": 31, ""end_span"": 52, ""type"": ""Disease/Disorder""}, {""token"": ""Parkinson ' s disease"", ""start_span"": 130, ""end_span"": 151, ""type"": ""Disease/Disorder""}, {""token"": ""PD"", ""start_span"": 154, ""end_span"": 156, ""type"": ""Disease/Disorder""}]"	train
The present study was undertaken to investigate the effects of TET and FAN on the experimental thrombosis induced by collagen plus epinephrine ( EP) in mice, and platelet aggregation and blood coagulation in vitro.	thrombosis,95,105,Disease/Disorder	platelet aggregation,162,182,Disease/Disorder	blood coagulation,187,204,Disease/Disorder	"[{""token"": ""thrombosis"", ""start_span"": 95, ""end_span"": 105, ""type"": ""Disease/Disorder""}, {""token"": ""platelet aggregation"", ""start_span"": 162, ""end_span"": 182, ""type"": ""Disease/Disorder""}, {""token"": ""blood coagulation"", ""start_span"": 187, ""end_span"": 204, ""type"": ""Disease/Disorder""}]"	train
Intracerebral hemorrhage is associated with more inflammation than ischemic stroke.	Intracerebral hemorrhage,0,24,Disease/Disorder	inflammation,49,61,Disease/Disorder	ischemic stroke,67,82,Disease/Disorder	"[{""token"": ""Intracerebral hemorrhage"", ""start_span"": 0, ""end_span"": 24, ""type"": ""Disease/Disorder""}, {""token"": ""inflammation"", ""start_span"": 49, ""end_span"": 61, ""type"": ""Disease/Disorder""}, {""token"": ""ischemic stroke"", ""start_span"": 67, ""end_span"": 82, ""type"": ""Disease/Disorder""}]"	train
Acute white matter edema and eventual neuronal loss in the striatum adjacent to the hematoma did not differ between the two groups.	white matter edema,6,24,Disease/Disorder	neuronal loss,38,51,Disease/Disorder	hematoma,84,92,Disease/Disorder	"[{""token"": ""white matter edema"", ""start_span"": 6, ""end_span"": 24, ""type"": ""Disease/Disorder""}, {""token"": ""neuronal loss"", ""start_span"": 38, ""end_span"": 51, ""type"": ""Disease/Disorder""}, {""token"": ""hematoma"", ""start_span"": 84, ""end_span"": 92, ""type"": ""Disease/Disorder""}]"	train
A respiratory arrest with severe desaturation and bradycardia occurred.	respiratory arrest,2,20,Disease/Disorder	desaturation,33,45,Disease/Disorder	bradycardia,50,61,Disease/Disorder	"[{""token"": ""respiratory arrest"", ""start_span"": 2, ""end_span"": 20, ""type"": ""Disease/Disorder""}, {""token"": ""desaturation"", ""start_span"": 33, ""end_span"": 45, ""type"": ""Disease/Disorder""}, {""token"": ""bradycardia"", ""start_span"": 50, ""end_span"": 61, ""type"": ""Disease/Disorder""}]"	train
BACKGROUND: Although the prevalence of nonsmall cell lung carcinoma ( NSCLC) is high among elderly patients, few data are available regarding the efficacy and toxicity of chemotherapy in this group of patients.	nonsmall cell lung carcinoma,39,67,Disease/Disorder	NSCLC,70,75,Disease/Disorder	toxicity,159,167,Disease/Disorder	"[{""token"": ""nonsmall cell lung carcinoma"", ""start_span"": 39, ""end_span"": 67, ""type"": ""Disease/Disorder""}, {""token"": ""NSCLC"", ""start_span"": 70, ""end_span"": 75, ""type"": ""Disease/Disorder""}, {""token"": ""toxicity"", ""start_span"": 159, ""end_span"": 167, ""type"": ""Disease/Disorder""}]"	train
Six patients ( 12%) had World Health Organization Grade 3 - 4 neutropenia, 2 patients ( 4%) had Grade 3 - 4 thrombocytopenia, and 2 patients ( 4%) had Grade 3 neurotoxicity.	neutropenia,62,73,Disease/Disorder	thrombocytopenia,108,124,Disease/Disorder	neurotoxicity,159,172,Disease/Disorder	"[{""token"": ""neutropenia"", ""start_span"": 62, ""end_span"": 73, ""type"": ""Disease/Disorder""}, {""token"": ""thrombocytopenia"", ""start_span"": 108, ""end_span"": 124, ""type"": ""Disease/Disorder""}, {""token"": ""neurotoxicity"", ""start_span"": 159, ""end_span"": 172, ""type"": ""Disease/Disorder""}]"	train
Although the explanation for the association between artery calcification and growth status cannot be determined from the present study, there was a relationship between higher serum phosphate and susceptibility to artery calcification, with 30% higher levels of serum phosphate in young, ad libitum - fed rats compared with either of the groups that was resistant to Warfarin - induced artery calcification, ie, the 10 - month - old rats and the restricted - diet, growth - inhibited young rats.	artery calcification,53,73,Disease/Disorder	artery calcification,215,235,Disease/Disorder	artery calcification,387,407,Disease/Disorder	"[{""token"": ""artery calcification"", ""start_span"": 53, ""end_span"": 73, ""type"": ""Disease/Disorder""}, {""token"": ""artery calcification"", ""start_span"": 215, ""end_span"": 235, ""type"": ""Disease/Disorder""}, {""token"": ""artery calcification"", ""start_span"": 387, ""end_span"": 407, ""type"": ""Disease/Disorder""}]"	train
Bromocriptine - induced hypotension was unaffected by isoproterenol pretreatment, while tachycardia was reversed to significant bradycardia, an effect that was partly reduced by i. v. domperidone ( 0. 5 mg / kg).	hypotension,24,35,Disease/Disorder	tachycardia,88,99,Disease/Disorder	bradycardia,128,139,Disease/Disorder	"[{""token"": ""hypotension"", ""start_span"": 24, ""end_span"": 35, ""type"": ""Disease/Disorder""}, {""token"": ""tachycardia"", ""start_span"": 88, ""end_span"": 99, ""type"": ""Disease/Disorder""}, {""token"": ""bradycardia"", ""start_span"": 128, ""end_span"": 139, ""type"": ""Disease/Disorder""}]"	train
The following were measured: spontaneous pain, pain evoked by punctate and brush stimuli ( VAS), and areas of brush - evoked and punctate - evoked hyperalgesia.	pain,41,45,Disease/Disorder	pain,47,51,Disease/Disorder	hyperalgesia,147,159,Disease/Disorder	"[{""token"": ""pain"", ""start_span"": 41, ""end_span"": 45, ""type"": ""Disease/Disorder""}, {""token"": ""pain"", ""start_span"": 47, ""end_span"": 51, ""type"": ""Disease/Disorder""}, {""token"": ""hyperalgesia"", ""start_span"": 147, ""end_span"": 159, ""type"": ""Disease/Disorder""}]"	train
