Sentence	entity_1	json	split
We used oligonucleotide microarrays to monitor ( in vitro) differential gene expression in group A streptococci during pharyngeal cell adherence, the first overt infection stage.	group A streptococci,91,111,Organism	"[{""token"": ""group A streptococci"", ""start_span"": 91, ""end_span"": 111, ""type"": ""Organism""}]"	train
Neighbor clustering provides a more comprehensive view of the molecular responses of streptococci during pharyngeal cell adherence.	streptococci,85,97,Organism	"[{""token"": ""streptococci"", ""start_span"": 85, ""end_span"": 97, ""type"": ""Organism""}]"	train
The ability of all bacterial pathogens to infect the human host depends upon coordinated regulation of diverse gene sets that are required for survival in host environments.	human,53,58,Organism	"[{""token"": ""human"", ""start_span"": 53, ""end_span"": 58, ""type"": ""Organism""}]"	train
Although recent microarray studies have highlighted the molecular responses of streptococci in relevant host conditions [ 8 - 10], characterizing differentially expressed loci during pharyngeal cell adherence is critical for understanding the molecular basis for host colonization.	streptococci,79,91,Organism	"[{""token"": ""streptococci"", ""start_span"": 79, ""end_span"": 91, ""type"": ""Organism""}]"	train
Although the mechanisms mediating these responses are not known, the results of these studies indicate that streptococci sense and, on a transcriptional level, respond to various signals and cues in the pharyngeal cell environment.	streptococci,108,120,Organism	"[{""token"": ""streptococci"", ""start_span"": 108, ""end_span"": 120, ""type"": ""Organism""}]"	train
Streptococci elaborate several factors implicated in infection, including surface - exposed adhesins and secreted toxigenic proteins ( reviewed in [ 7, 14, 24]).	Streptococci,0,12,Organism	"[{""token"": ""Streptococci"", ""start_span"": 0, ""end_span"": 12, ""type"": ""Organism""}]"	train
Streptolysin O is a cytotoxin that damages human tissue and increases host cell cytotoxicity [ 7, 25].	human,43,48,Organism	"[{""token"": ""human"", ""start_span"": 43, ""end_span"": 48, ""type"": ""Organism""}]"	train
The resulting cellular damage, particularly to polymorphonuclear leukocytes [ 26], decreases internalization and subsequent intracellular killing of streptococci [ 27].	streptococci,149,161,Organism	"[{""token"": ""streptococci"", ""start_span"": 149, ""end_span"": 161, ""type"": ""Organism""}]"	train
Based on its downregulation during adherence, we infer that slo was transcribed during pre - adherence associations, perhaps, as previously reported, to protect streptococci from phagocytic killing in vivo [ 27].	streptococci,161,173,Organism	"[{""token"": ""streptococci"", ""start_span"": 161, ""end_span"": 173, ""type"": ""Organism""}]"	train
However, once adhered, our data suggest that streptococci downregulate production of this cytotoxin, presumably to prevent further host tissue destruction that could interfere with adherence.	streptococci,45,57,Organism	"[{""token"": ""streptococci"", ""start_span"": 45, ""end_span"": 57, ""type"": ""Organism""}]"	train
Furthermore, SpeB abolishes internalization ( following adherence) of certain streptococcal strains by epithelial cells ( including Detroit 562 cells), a process mediated in part by the fibronectin - binding protein F [ 34, 35].	streptococcal strains,78,99,Organism	"[{""token"": ""streptococcal strains"", ""start_span"": 78, ""end_span"": 99, ""type"": ""Organism""}]"	train
We observed significant upregulation of the gene spy0130, encoding a protein recently found to be associated with the production of surface - exposed pili on strain SF370 [ 36].	SF370,165,170,Organism	"[{""token"": ""SF370"", ""start_span"": 165, ""end_span"": 170, ""type"": ""Organism""}]"	train
SF370 contains one inducible prophage ( 370. 1) and three defective prophages ( 370. 2, 370. 3, and 370. 4) that produce no infectious phage [ 39].	SF370,0,5,Organism	"[{""token"": ""SF370"", ""start_span"": 0, ""end_span"": 5, ""type"": ""Organism""}]"	train
We observed no significant difference in adherence between the wild - type ( SF370) and mutant strains ( Figure 1B), indicating that SpeH is not involved directly in attachment to the pharyngeal cell.	SF370,77,82,Organism	"[{""token"": ""SF370"", ""start_span"": 77, ""end_span"": 82, ""type"": ""Organism""}]"	train
