Sentence	entity_1	entity_2	json	split
We undertook the present study to understand and to assess more accurately the genome - wide transcriptional responses of streptococci during one of the earliest recognized stages of infection, namely adherence to human pharyngeal cells.	streptococci,122,134,Organism	human,214,219,Organism	"[{""token"": ""streptococci"", ""start_span"": 122, ""end_span"": 134, ""type"": ""Organism""}, {""token"": ""human"", ""start_span"": 214, ""end_span"": 219, ""type"": ""Organism""}]"	train
Although few studies have examined gene expression patterns during adherence, SpeB production ( as detected by Western blot analysis) decreases during co - culture with human peripheral blood mononuclear cells [ 30] and in a mouse infection model [ 31].	human,169,174,Organism	mouse,225,230,Organism	"[{""token"": ""human"", ""start_span"": 169, ""end_span"": 174, ""type"": ""Organism""}, {""token"": ""mouse"", ""start_span"": 225, ""end_span"": 230, ""type"": ""Organism""}]"	train
To determine if SpeH plays a direct role in the adherence process, we created a deletion mutant in strain SF370 ( SF370DeltaspeH), which was confirmed by PCR ( unpublished data) and RT - PCR ( Figure 1A) and tested in vitro for adherence to human pharyngeal cells.	SF370,106,111,Organism	human,241,246,Organism	"[{""token"": ""SF370"", ""start_span"": 106, ""end_span"": 111, ""type"": ""Organism""}, {""token"": ""human"", ""start_span"": 241, ""end_span"": 246, ""type"": ""Organism""}]"	train
Recently, it was reported that the four genes spanning spy0127 - 0130 encode, and are responsible for, the formation of surface - localized, trypsin - resistant pili that induce protective immunity against a lethal dose of group A streptococci in a mouse model of infection [ 36].	group A streptococci,223,243,Organism	mouse,249,254,Organism	"[{""token"": ""group A streptococci"", ""start_span"": 223, ""end_span"": 243, ""type"": ""Organism""}, {""token"": ""mouse"", ""start_span"": 249, ""end_span"": 254, ""type"": ""Organism""}]"	train
The genes spy1724, spy1722, spy1721, and spy1719 share transcriptional order and predicted function with homologs in the nusA - infB protein biosynthesis operon of Bacillus subtilis and Escherichia coli [ 51].	Bacillus subtilis,164,181,Organism	Escherichia coli,186,202,Organism	"[{""token"": ""Bacillus subtilis"", ""start_span"": 164, ""end_span"": 181, ""type"": ""Organism""}, {""token"": ""Escherichia coli"", ""start_span"": 186, ""end_span"": 202, ""type"": ""Organism""}]"	train
Nonetheless, neighbor clustering provided a more comprehensive view of the transcriptome of group A streptococci during adherence to human pharyngeal cells, a critical step in the infection program of this organism.	group A streptococci,92,112,Organism	human,133,138,Organism	"[{""token"": ""group A streptococci"", ""start_span"": 92, ""end_span"": 112, ""type"": ""Organism""}, {""token"": ""human"", ""start_span"": 133, ""end_span"": 138, ""type"": ""Organism""}]"	train
A recent study has shown that expression of mfa1 is repressed in the presence of some common oral plaque bacteria such as S. gordonii, Streptococcus sanguinis and Streptococcus mitis ( Park et al., 2006).	Streptococcus sanguinis,135,158,Organism	Streptococcus mitis,163,182,Organism	"[{""token"": ""Streptococcus sanguinis"", ""start_span"": 135, ""end_span"": 158, ""type"": ""Organism""}, {""token"": ""Streptococcus mitis"", ""start_span"": 163, ""end_span"": 182, ""type"": ""Organism""}]"	train
Whereas the attenuation of BCG is due mainly to loss of the ESAT - 6 secretion system, ESX - 1, the reason why H37Ra is attenuated remained unknown.	BCG,27,30,Organism	H37Ra,111,116,Organism	"[{""token"": ""BCG"", ""start_span"": 27, ""end_span"": 30, ""type"": ""Organism""}, {""token"": ""H37Ra"", ""start_span"": 111, ""end_span"": 116, ""type"": ""Organism""}]"	train
"Only H37Ra "" knock - ins "" that carried an integrated cosmid with the wild - type phoP gene from M. tuberculosis H37Rv showed changes in colony morphology, increased virulence, ESAT - 6 secretion, and induction of specific T cell responses, whereas other H37Ra constructs did not."	H37Ra,5,10,Organism	H37Ra,255,260,Organism	"[{""token"": ""H37Ra"", ""start_span"": 5, ""end_span"": 10, ""type"": ""Organism""}, {""token"": ""H37Ra"", ""start_span"": 255, ""end_span"": 260, ""type"": ""Organism""}]"	train
125 years of intense research on the major human pathogen Mycobacterium tuberculosis have passed since its discovery by Robert Koch, resulting in a huge body of knowledge.	human,43,48,Organism	Mycobacterium tuberculosis,58,84,Organism	"[{""token"": ""human"", ""start_span"": 43, ""end_span"": 48, ""type"": ""Organism""}, {""token"": ""Mycobacterium tuberculosis"", ""start_span"": 58, ""end_span"": 84, ""type"": ""Organism""}]"	train
