Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	entity_9	entity_10	json	split
It is found that all complex formations are enthalpically favored, and the stability of the H - bonds comes in the order of S1 - H2... N2 > N2 - H2... S1 > N3 - H3B... O1.	H,92,93,Chemical/Drug	S1,124,126,Chemical/Drug	H2,129,131,Chemical/Drug	N2,135,137,Chemical/Drug	N2,140,142,Chemical/Drug	H2,145,147,Chemical/Drug	S1,151,153,Chemical/Drug	N3,156,158,Chemical/Drug	H3B,161,164,Chemical/Drug	O1,168,170,Chemical/Drug	"[{""token"": ""H"", ""start_span"": 92, ""end_span"": 93, ""type"": ""Chemical/Drug""}, {""token"": ""S1"", ""start_span"": 124, ""end_span"": 126, ""type"": ""Chemical/Drug""}, {""token"": ""H2"", ""start_span"": 129, ""end_span"": 131, ""type"": ""Chemical/Drug""}, {""token"": ""N2"", ""start_span"": 135, ""end_span"": 137, ""type"": ""Chemical/Drug""}, {""token"": ""N2"", ""start_span"": 140, ""end_span"": 142, ""type"": ""Chemical/Drug""}, {""token"": ""H2"", ""start_span"": 145, ""end_span"": 147, ""type"": ""Chemical/Drug""}, {""token"": ""S1"", ""start_span"": 151, ""end_span"": 153, ""type"": ""Chemical/Drug""}, {""token"": ""N3"", ""start_span"": 156, ""end_span"": 158, ""type"": ""Chemical/Drug""}, {""token"": ""H3B"", ""start_span"": 161, ""end_span"": 164, ""type"": ""Chemical/Drug""}, {""token"": ""O1"", ""start_span"": 168, ""end_span"": 170, ""type"": ""Chemical/Drug""}]"	train
Arachidonate, docosahexaenoate, eicosapentaenoate and cholesterol levels were reduced in presence of H ( 2) O ( 2) and oxidized lipid products ( isoprostanes, neuroprostanes 5 ( S) - HETE, 20 - HETE, 7 - ketocholesterol, 27 - hydroxycholesterol and resolvin D1) were rapidly released in the fish muscle.	Arachidonate,0,12,Chemical/Drug	docosahexaenoate,14,30,Chemical/Drug	eicosapentaenoate,32,49,Chemical/Drug	cholesterol,54,65,Chemical/Drug	isoprostanes,145,157,Chemical/Drug	neuroprostanes,159,173,Chemical/Drug	20 - HETE,189,198,Chemical/Drug	7 - ketocholesterol,200,219,Chemical/Drug	27 - hydroxycholesterol,221,244,Chemical/Drug	resolvin D1,249,260,Chemical/Drug	"[{""token"": ""Arachidonate"", ""start_span"": 0, ""end_span"": 12, ""type"": ""Chemical/Drug""}, {""token"": ""docosahexaenoate"", ""start_span"": 14, ""end_span"": 30, ""type"": ""Chemical/Drug""}, {""token"": ""eicosapentaenoate"", ""start_span"": 32, ""end_span"": 49, ""type"": ""Chemical/Drug""}, {""token"": ""cholesterol"", ""start_span"": 54, ""end_span"": 65, ""type"": ""Chemical/Drug""}, {""token"": ""isoprostanes"", ""start_span"": 145, ""end_span"": 157, ""type"": ""Chemical/Drug""}, {""token"": ""neuroprostanes"", ""start_span"": 159, ""end_span"": 173, ""type"": ""Chemical/Drug""}, {""token"": ""20 - HETE"", ""start_span"": 189, ""end_span"": 198, ""type"": ""Chemical/Drug""}, {""token"": ""7 - ketocholesterol"", ""start_span"": 200, ""end_span"": 219, ""type"": ""Chemical/Drug""}, {""token"": ""27 - hydroxycholesterol"", ""start_span"": 221, ""end_span"": 244, ""type"": ""Chemical/Drug""}, {""token"": ""resolvin D1"", ""start_span"": 249, ""end_span"": 260, ""type"": ""Chemical/Drug""}]"	train
A series of novel glycopyranosyl azides were synthesised wherein the carbohydrate moiety was peracylated with four acetyl, propionyl, butanoyl, pentanoyl ( valeryl) or 3 - methylbutanoyl ( isovaleryl) ester linked groups.	glycopyranosyl azides,18,39,Chemical/Drug	carbohydrate,69,81,Chemical/Drug	acetyl,115,121,Chemical/Drug	propionyl,123,132,Chemical/Drug	butanoyl,134,142,Chemical/Drug	pentanoyl,144,153,Chemical/Drug	valeryl,156,163,Chemical/Drug	3 - methylbutanoyl,168,186,Chemical/Drug	isovaleryl,189,199,Chemical/Drug	ester,201,206,Chemical/Drug	"[{""token"": ""glycopyranosyl azides"", ""start_span"": 18, ""end_span"": 39, ""type"": ""Chemical/Drug""}, {""token"": ""carbohydrate"", ""start_span"": 69, ""end_span"": 81, ""type"": ""Chemical/Drug""}, {""token"": ""acetyl"", ""start_span"": 115, ""end_span"": 121, ""type"": ""Chemical/Drug""}, {""token"": ""propionyl"", ""start_span"": 123, ""end_span"": 132, ""type"": ""Chemical/Drug""}, {""token"": ""butanoyl"", ""start_span"": 134, ""end_span"": 142, ""type"": ""Chemical/Drug""}, {""token"": ""pentanoyl"", ""start_span"": 144, ""end_span"": 153, ""type"": ""Chemical/Drug""}, {""token"": ""valeryl"", ""start_span"": 156, ""end_span"": 163, ""type"": ""Chemical/Drug""}, {""token"": ""3 - methylbutanoyl"", ""start_span"": 168, ""end_span"": 186, ""type"": ""Chemical/Drug""}, {""token"": ""isovaleryl"", ""start_span"": 189, ""end_span"": 199, ""type"": ""Chemical/Drug""}, {""token"": ""ester"", ""start_span"": 201, ""end_span"": 206, ""type"": ""Chemical/Drug""}]"	train
Salivary TDM of valproic acid is probably not helpful, whereas for clonazepam, eslicarbazepine acetate, felbamate, pregabalin, retigabine, rufinamide, stiripentol, tiagabine, and vigabatrin, the data are sparse or nonexistent.	valproic acid,16,29,Chemical/Drug	clonazepam,67,77,Chemical/Drug	eslicarbazepine acetate,79,102,Chemical/Drug	felbamate,104,113,Chemical/Drug	pregabalin,115,125,Chemical/Drug	retigabine,127,137,Chemical/Drug	rufinamide,139,149,Chemical/Drug	stiripentol,151,162,Chemical/Drug	tiagabine,164,173,Chemical/Drug	vigabatrin,179,189,Chemical/Drug	"[{""token"": ""valproic acid"", ""start_span"": 16, ""end_span"": 29, ""type"": ""Chemical/Drug""}, {""token"": ""clonazepam"", ""start_span"": 67, ""end_span"": 77, ""type"": ""Chemical/Drug""}, {""token"": ""eslicarbazepine acetate"", ""start_span"": 79, ""end_span"": 102, ""type"": ""Chemical/Drug""}, {""token"": ""felbamate"", ""start_span"": 104, ""end_span"": 113, ""type"": ""Chemical/Drug""}, {""token"": ""pregabalin"", ""start_span"": 115, ""end_span"": 125, ""type"": ""Chemical/Drug""}, {""token"": ""retigabine"", ""start_span"": 127, ""end_span"": 137, ""type"": ""Chemical/Drug""}, {""token"": ""rufinamide"", ""start_span"": 139, ""end_span"": 149, ""type"": ""Chemical/Drug""}, {""token"": ""stiripentol"", ""start_span"": 151, ""end_span"": 162, ""type"": ""Chemical/Drug""}, {""token"": ""tiagabine"", ""start_span"": 164, ""end_span"": 173, ""type"": ""Chemical/Drug""}, {""token"": ""vigabatrin"", ""start_span"": 179, ""end_span"": 189, ""type"": ""Chemical/Drug""}]"	train
The mean metal concentrations in the Ulva tissue from the river and the lake decreased in the following order: Mn > Zn > Cr > Cu > Co and Mn > Cr > Zn > Cu > Co, respectively.	Mn,111,113,Chemical/Drug	Zn,116,118,Chemical/Drug	Cr,121,123,Chemical/Drug	Cu,126,128,Chemical/Drug	Co,131,133,Chemical/Drug	Mn,138,140,Chemical/Drug	Cr,143,145,Chemical/Drug	Zn,148,150,Chemical/Drug	Cu,153,155,Chemical/Drug	Co,158,160,Chemical/Drug	"[{""token"": ""Mn"", ""start_span"": 111, ""end_span"": 113, ""type"": ""Chemical/Drug""}, {""token"": ""Zn"", ""start_span"": 116, ""end_span"": 118, ""type"": ""Chemical/Drug""}, {""token"": ""Cr"", ""start_span"": 121, ""end_span"": 123, ""type"": ""Chemical/Drug""}, {""token"": ""Cu"", ""start_span"": 126, ""end_span"": 128, ""type"": ""Chemical/Drug""}, {""token"": ""Co"", ""start_span"": 131, ""end_span"": 133, ""type"": ""Chemical/Drug""}, {""token"": ""Mn"", ""start_span"": 138, ""end_span"": 140, ""type"": ""Chemical/Drug""}, {""token"": ""Cr"", ""start_span"": 143, ""end_span"": 145, ""type"": ""Chemical/Drug""}, {""token"": ""Zn"", ""start_span"": 148, ""end_span"": 150, ""type"": ""Chemical/Drug""}, {""token"": ""Cu"", ""start_span"": 153, ""end_span"": 155, ""type"": ""Chemical/Drug""}, {""token"": ""Co"", ""start_span"": 158, ""end_span"": 160, ""type"": ""Chemical/Drug""}]"	train
CUI - 3IIb - 3 - 2 mainly comprised GalA, GlcA, Ara, Gal and Rha, and it consisted of 4 - linked GalA, terminal Araf, 4 - or 5 - linked / 3, 4 - or 3, 5 - branched Ara, terminal Gal, and 2 - linked / 2, 4 - branched Rha.	GalA,36,40,Chemical/Drug	GlcA,42,46,Chemical/Drug	Ara,48,51,Chemical/Drug	Gal,53,56,Chemical/Drug	Rha,61,64,Chemical/Drug	GalA,97,101,Chemical/Drug	Araf,112,116,Chemical/Drug	Ara,164,167,Chemical/Drug	Gal,178,181,Chemical/Drug	Rha,216,219,Chemical/Drug	"[{""token"": ""GalA"", ""start_span"": 36, ""end_span"": 40, ""type"": ""Chemical/Drug""}, {""token"": ""GlcA"", ""start_span"": 42, ""end_span"": 46, ""type"": ""Chemical/Drug""}, {""token"": ""Ara"", ""start_span"": 48, ""end_span"": 51, ""type"": ""Chemical/Drug""}, {""token"": ""Gal"", ""start_span"": 53, ""end_span"": 56, ""type"": ""Chemical/Drug""}, {""token"": ""Rha"", ""start_span"": 61, ""end_span"": 64, ""type"": ""Chemical/Drug""}, {""token"": ""GalA"", ""start_span"": 97, ""end_span"": 101, ""type"": ""Chemical/Drug""}, {""token"": ""Araf"", ""start_span"": 112, ""end_span"": 116, ""type"": ""Chemical/Drug""}, {""token"": ""Ara"", ""start_span"": 164, ""end_span"": 167, ""type"": ""Chemical/Drug""}, {""token"": ""Gal"", ""start_span"": 178, ""end_span"": 181, ""type"": ""Chemical/Drug""}, {""token"": ""Rha"", ""start_span"": 216, ""end_span"": 219, ""type"": ""Chemical/Drug""}]"	train
A copper complex, [ ( PV - tmpa) Cu ( II)] ( ClO4) 2 ( 1) [ PV - tmpa = bis ( pyrid - 2 - ylmethyl) { [ 6 - ( pivalamido) pyrid - 2 - yl] methyl} amine], acts as a more efficient catalyst for the four - electron reduction of O2 by decamethylferrocene ( Fc *) in the presence of trifluoroacetic acid ( CF3COOH) in acetone as compared with the corresponding copper complex without a pivalamido group, [ ( tmpa) Cu ( II)] ( ClO4) 2 ( 2) ( tmpa = tris ( 2 - pyridylmethyl) amine).	copper,2,8,Chemical/Drug	PV - tmpa,22,31,Chemical/Drug	O2,225,227,Chemical/Drug	decamethylferrocene,231,250,Chemical/Drug	trifluoroacetic acid,278,298,Chemical/Drug	CF3COOH,301,308,Chemical/Drug	acetone,313,320,Chemical/Drug	copper,356,362,Chemical/Drug	pivalamido,381,391,Chemical/Drug	tmpa,403,407,Chemical/Drug	"[{""token"": ""copper"", ""start_span"": 2, ""end_span"": 8, ""type"": ""Chemical/Drug""}, {""token"": ""PV - tmpa"", ""start_span"": 22, ""end_span"": 31, ""type"": ""Chemical/Drug""}, {""token"": ""O2"", ""start_span"": 225, ""end_span"": 227, ""type"": ""Chemical/Drug""}, {""token"": ""decamethylferrocene"", ""start_span"": 231, ""end_span"": 250, ""type"": ""Chemical/Drug""}, {""token"": ""trifluoroacetic acid"", ""start_span"": 278, ""end_span"": 298, ""type"": ""Chemical/Drug""}, {""token"": ""CF3COOH"", ""start_span"": 301, ""end_span"": 308, ""type"": ""Chemical/Drug""}, {""token"": ""acetone"", ""start_span"": 313, ""end_span"": 320, ""type"": ""Chemical/Drug""}, {""token"": ""copper"", ""start_span"": 356, ""end_span"": 362, ""type"": ""Chemical/Drug""}, {""token"": ""pivalamido"", ""start_span"": 381, ""end_span"": 391, ""type"": ""Chemical/Drug""}, {""token"": ""tmpa"", ""start_span"": 403, ""end_span"": 407, ""type"": ""Chemical/Drug""}]"	train
This study concentrates specifically on rare - earth phosphate glasses, ( R2O3) x ( R ' 2O3) y ( P2O5) 1 - ( x + y), where ( R, R ') denotes ( Ce, Er) or ( La, Nd) co - doping and the total rare - earth composition corresponds to a range between metaphosphate, RP3O9, and ultraphosphate, RP5O14.	rare - earth phosphate,40,62,Chemical/Drug	Ce,143,145,Chemical/Drug	Er,147,149,Chemical/Drug	La,156,158,Chemical/Drug	Nd,160,162,Chemical/Drug	rare - earth,190,202,Chemical/Drug	metaphosphate,246,259,Chemical/Drug	RP3O9,261,266,Chemical/Drug	ultraphosphate,272,286,Chemical/Drug	RP5O14,288,294,Chemical/Drug	"[{""token"": ""rare - earth phosphate"", ""start_span"": 40, ""end_span"": 62, ""type"": ""Chemical/Drug""}, {""token"": ""Ce"", ""start_span"": 143, ""end_span"": 145, ""type"": ""Chemical/Drug""}, {""token"": ""Er"", ""start_span"": 147, ""end_span"": 149, ""type"": ""Chemical/Drug""}, {""token"": ""La"", ""start_span"": 156, ""end_span"": 158, ""type"": ""Chemical/Drug""}, {""token"": ""Nd"", ""start_span"": 160, ""end_span"": 162, ""type"": ""Chemical/Drug""}, {""token"": ""rare - earth"", ""start_span"": 190, ""end_span"": 202, ""type"": ""Chemical/Drug""}, {""token"": ""metaphosphate"", ""start_span"": 246, ""end_span"": 259, ""type"": ""Chemical/Drug""}, {""token"": ""RP3O9"", ""start_span"": 261, ""end_span"": 266, ""type"": ""Chemical/Drug""}, {""token"": ""ultraphosphate"", ""start_span"": 272, ""end_span"": 286, ""type"": ""Chemical/Drug""}, {""token"": ""RP5O14"", ""start_span"": 288, ""end_span"": 294, ""type"": ""Chemical/Drug""}]"	train
For the preparation of hydrogel microspheres based on hydroxyethyl starch - hydroxyethyl methacrylate ( HES - HEMA), hydroxyethyl starch - methacrylate ( HES - MA), and hydroxyethyl starch - polyethylene glycol methacrylate ( HES - P ( EG) 6MA), polyethylene glycol 12, 000 ( PEG 12, 000) was used as second polymer.	hydroxyethyl,54,66,Chemical/Drug	hydroxyethyl methacrylate,76,101,Chemical/Drug	HES - HEMA,104,114,Chemical/Drug	hydroxyethyl,117,129,Chemical/Drug	methacrylate,139,151,Chemical/Drug	HES - MA,154,162,Chemical/Drug	hydroxyethyl,169,181,Chemical/Drug	polyethylene glycol methacrylate,191,223,Chemical/Drug	polyethylene glycol,246,265,Chemical/Drug	PEG,276,279,Chemical/Drug	"[{""token"": ""hydroxyethyl"", ""start_span"": 54, ""end_span"": 66, ""type"": ""Chemical/Drug""}, {""token"": ""hydroxyethyl methacrylate"", ""start_span"": 76, ""end_span"": 101, ""type"": ""Chemical/Drug""}, {""token"": ""HES - HEMA"", ""start_span"": 104, ""end_span"": 114, ""type"": ""Chemical/Drug""}, {""token"": ""hydroxyethyl"", ""start_span"": 117, ""end_span"": 129, ""type"": ""Chemical/Drug""}, {""token"": ""methacrylate"", ""start_span"": 139, ""end_span"": 151, ""type"": ""Chemical/Drug""}, {""token"": ""HES - MA"", ""start_span"": 154, ""end_span"": 162, ""type"": ""Chemical/Drug""}, {""token"": ""hydroxyethyl"", ""start_span"": 169, ""end_span"": 181, ""type"": ""Chemical/Drug""}, {""token"": ""polyethylene glycol methacrylate"", ""start_span"": 191, ""end_span"": 223, ""type"": ""Chemical/Drug""}, {""token"": ""polyethylene glycol"", ""start_span"": 246, ""end_span"": 265, ""type"": ""Chemical/Drug""}, {""token"": ""PEG"", ""start_span"": 276, ""end_span"": 279, ""type"": ""Chemical/Drug""}]"	train
A total of 42 rats were divided into 7 groups as each composed of 6 rats: ( 1) intact, ( 2) 40 mg / kg agomelatine, ( 3) 140 mg / kg N - acetylcysteine ( NAC), ( 4) 2 g / kg paracetamol, ( 5) 2 g / kg paracetamol + 140 mg / kg NAC, ( 6) 2 g / kg paracetamol + 20 mg / kg agomelatine, and ( 7) 2 g / kg paracetamol + 40 mg / kg agomelatine groups.	agomelatine,103,114,Chemical/Drug	N - acetylcysteine,133,151,Chemical/Drug	NAC,154,157,Chemical/Drug	paracetamol,174,185,Chemical/Drug	paracetamol,201,212,Chemical/Drug	NAC,227,230,Chemical/Drug	paracetamol,246,257,Chemical/Drug	agomelatine,271,282,Chemical/Drug	paracetamol,302,313,Chemical/Drug	agomelatine,327,338,Chemical/Drug	"[{""token"": ""agomelatine"", ""start_span"": 103, ""end_span"": 114, ""type"": ""Chemical/Drug""}, {""token"": ""N - acetylcysteine"", ""start_span"": 133, ""end_span"": 151, ""type"": ""Chemical/Drug""}, {""token"": ""NAC"", ""start_span"": 154, ""end_span"": 157, ""type"": ""Chemical/Drug""}, {""token"": ""paracetamol"", ""start_span"": 174, ""end_span"": 185, ""type"": ""Chemical/Drug""}, {""token"": ""paracetamol"", ""start_span"": 201, ""end_span"": 212, ""type"": ""Chemical/Drug""}, {""token"": ""NAC"", ""start_span"": 227, ""end_span"": 230, ""type"": ""Chemical/Drug""}, {""token"": ""paracetamol"", ""start_span"": 246, ""end_span"": 257, ""type"": ""Chemical/Drug""}, {""token"": ""agomelatine"", ""start_span"": 271, ""end_span"": 282, ""type"": ""Chemical/Drug""}, {""token"": ""paracetamol"", ""start_span"": 302, ""end_span"": 313, ""type"": ""Chemical/Drug""}, {""token"": ""agomelatine"", ""start_span"": 327, ""end_span"": 338, ""type"": ""Chemical/Drug""}]"	train
