Sentence	entity_1	entity_2	entity_3	entity_4	json	split
Although some of the physicochemical and biopharmaceutical properties of IMC are already known, in order to establish a feasible comparison between IMC and F - IMC, the behavior of the former was also investigated in the same conditions as for F - IMC.	IMC,73,76,Chemical/Drug	IMC,148,151,Chemical/Drug	F - IMC,156,163,Chemical/Drug	F - IMC,244,251,Chemical/Drug	"[{""token"": ""IMC"", ""start_span"": 73, ""end_span"": 76, ""type"": ""Chemical/Drug""}, {""token"": ""IMC"", ""start_span"": 148, ""end_span"": 151, ""type"": ""Chemical/Drug""}, {""token"": ""F - IMC"", ""start_span"": 156, ""end_span"": 163, ""type"": ""Chemical/Drug""}, {""token"": ""F - IMC"", ""start_span"": 244, ""end_span"": 251, ""type"": ""Chemical/Drug""}]"	train
Three new furostanol saponins ( 1 - 3), including a polyhydroxyl saponin, were isolated from the rhizomes of Tupistra chinensis.	furostanol,10,20,Chemical/Drug	saponins,21,29,Chemical/Drug	polyhydroxyl,52,64,Chemical/Drug	saponin,65,72,Chemical/Drug	"[{""token"": ""furostanol"", ""start_span"": 10, ""end_span"": 20, ""type"": ""Chemical/Drug""}, {""token"": ""saponins"", ""start_span"": 21, ""end_span"": 29, ""type"": ""Chemical/Drug""}, {""token"": ""polyhydroxyl"", ""start_span"": 52, ""end_span"": 64, ""type"": ""Chemical/Drug""}, {""token"": ""saponin"", ""start_span"": 65, ""end_span"": 72, ""type"": ""Chemical/Drug""}]"	train
Two new discovered C - geranylated flavonoids tomentomimulol ( 1) and mimulone B ( 2) were isolated from the methanol extract of Paulownia tomentosa ( Thunb).	C - geranylated flavonoids,19,45,Chemical/Drug	tomentomimulol,46,60,Chemical/Drug	mimulone B,70,80,Chemical/Drug	methanol,109,117,Chemical/Drug	"[{""token"": ""C - geranylated flavonoids"", ""start_span"": 19, ""end_span"": 45, ""type"": ""Chemical/Drug""}, {""token"": ""tomentomimulol"", ""start_span"": 46, ""end_span"": 60, ""type"": ""Chemical/Drug""}, {""token"": ""mimulone B"", ""start_span"": 70, ""end_span"": 80, ""type"": ""Chemical/Drug""}, {""token"": ""methanol"", ""start_span"": 109, ""end_span"": 117, ""type"": ""Chemical/Drug""}]"	train
The optimal formulation with the best self - microemulsifying and solubilization ability consisted of 40% ( w / w) of ethyl linoleate and oleic acid ( 2: 1), 35% ( w / w) Tween - 80 and 25% ( w / w) glycerol.	ethyl linoleate,118,133,Chemical/Drug	oleic acid,138,148,Chemical/Drug	Tween - 80,171,181,Chemical/Drug	glycerol,199,207,Chemical/Drug	"[{""token"": ""ethyl linoleate"", ""start_span"": 118, ""end_span"": 133, ""type"": ""Chemical/Drug""}, {""token"": ""oleic acid"", ""start_span"": 138, ""end_span"": 148, ""type"": ""Chemical/Drug""}, {""token"": ""Tween - 80"", ""start_span"": 171, ""end_span"": 181, ""type"": ""Chemical/Drug""}, {""token"": ""glycerol"", ""start_span"": 199, ""end_span"": 207, ""type"": ""Chemical/Drug""}]"	train
Serum concentrations of total cholesterol, triglycerides, low - density lipoprotein cholesterol and high - density lipoprotein cholesterol, together with anthropometric parameters and high - sensitivity C - reactive protein were measured before and after each treatment period.	cholesterol,30,41,Chemical/Drug	triglycerides,43,56,Chemical/Drug	cholesterol,84,95,Chemical/Drug	cholesterol,127,138,Chemical/Drug	"[{""token"": ""cholesterol"", ""start_span"": 30, ""end_span"": 41, ""type"": ""Chemical/Drug""}, {""token"": ""triglycerides"", ""start_span"": 43, ""end_span"": 56, ""type"": ""Chemical/Drug""}, {""token"": ""cholesterol"", ""start_span"": 84, ""end_span"": 95, ""type"": ""Chemical/Drug""}, {""token"": ""cholesterol"", ""start_span"": 127, ""end_span"": 138, ""type"": ""Chemical/Drug""}]"	train
However, curcuminoids were not found to affect serum levels of total cholesterol, low - density lipoprotein cholesterol, high - density lipoprotein cholesterol, and high - sensitivity C - reactive protein ( p > 0. 05).	curcuminoids,9,21,Chemical/Drug	cholesterol,69,80,Chemical/Drug	cholesterol,108,119,Chemical/Drug	cholesterol,148,159,Chemical/Drug	"[{""token"": ""curcuminoids"", ""start_span"": 9, ""end_span"": 21, ""type"": ""Chemical/Drug""}, {""token"": ""cholesterol"", ""start_span"": 69, ""end_span"": 80, ""type"": ""Chemical/Drug""}, {""token"": ""cholesterol"", ""start_span"": 108, ""end_span"": 119, ""type"": ""Chemical/Drug""}, {""token"": ""cholesterol"", ""start_span"": 148, ""end_span"": 159, ""type"": ""Chemical/Drug""}]"	train
Levels of glutathione and activities of superoxide dismutase, catalase and glutathione peroxidase were significantly increased, while activity of glutathione reductase remained unchanged in both the tissues after MC treatment.	glutathione,10,21,Chemical/Drug	superoxide,40,50,Chemical/Drug	glutathione,75,86,Chemical/Drug	glutathione,146,157,Chemical/Drug	"[{""token"": ""glutathione"", ""start_span"": 10, ""end_span"": 21, ""type"": ""Chemical/Drug""}, {""token"": ""superoxide"", ""start_span"": 40, ""end_span"": 50, ""type"": ""Chemical/Drug""}, {""token"": ""glutathione"", ""start_span"": 75, ""end_span"": 86, ""type"": ""Chemical/Drug""}, {""token"": ""glutathione"", ""start_span"": 146, ""end_span"": 157, ""type"": ""Chemical/Drug""}]"	train
Flax is an important crop plant grown mainly for its fiber and seeds, which are also rich in omega - 3 fatty acids and valuable antioxidants derived from the terpenoid pathways including carotenoids, tocochromanols and sterols.	omega - 3 fatty acids,93,114,Chemical/Drug	terpenoid,158,167,Chemical/Drug	tocochromanols,200,214,Chemical/Drug	sterols,219,226,Chemical/Drug	"[{""token"": ""omega - 3 fatty acids"", ""start_span"": 93, ""end_span"": 114, ""type"": ""Chemical/Drug""}, {""token"": ""terpenoid"", ""start_span"": 158, ""end_span"": 167, ""type"": ""Chemical/Drug""}, {""token"": ""tocochromanols"", ""start_span"": 200, ""end_span"": 214, ""type"": ""Chemical/Drug""}, {""token"": ""sterols"", ""start_span"": 219, ""end_span"": 226, ""type"": ""Chemical/Drug""}]"	train
Both QNT3 - 18 and QNT3 - 20 did not show cytotoxicity at effective concentration range ( 0. 4 micro M) against keratinocyte cells and QNT3 - 18 was more retained than QNT3 - 20 in the skin instead of permeating through the skin.	QNT3 - 18,5,14,Chemical/Drug	QNT3 - 20,19,28,Chemical/Drug	QNT3 - 18,135,144,Chemical/Drug	QNT3 - 20,168,177,Chemical/Drug	"[{""token"": ""QNT3 - 18"", ""start_span"": 5, ""end_span"": 14, ""type"": ""Chemical/Drug""}, {""token"": ""QNT3 - 20"", ""start_span"": 19, ""end_span"": 28, ""type"": ""Chemical/Drug""}, {""token"": ""QNT3 - 18"", ""start_span"": 135, ""end_span"": 144, ""type"": ""Chemical/Drug""}, {""token"": ""QNT3 - 20"", ""start_span"": 168, ""end_span"": 177, ""type"": ""Chemical/Drug""}]"	train
Aerial parts were extracted with methanol and partitioned between water and subsequently n - hexane, ethyl acetate and n - butanol.	methanol,33,41,Chemical/Drug	n - hexane,89,99,Chemical/Drug	ethyl acetate,101,114,Chemical/Drug	n - butanol,119,130,Chemical/Drug	"[{""token"": ""methanol"", ""start_span"": 33, ""end_span"": 41, ""type"": ""Chemical/Drug""}, {""token"": ""n - hexane"", ""start_span"": 89, ""end_span"": 99, ""type"": ""Chemical/Drug""}, {""token"": ""ethyl acetate"", ""start_span"": 101, ""end_span"": 114, ""type"": ""Chemical/Drug""}, {""token"": ""n - butanol"", ""start_span"": 119, ""end_span"": 130, ""type"": ""Chemical/Drug""}]"	train
