Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	entity_9	json	split
In situ C - C bond cleavage of vicinal diol following by the lactolisation resulted from separated treatment of Arjunolic acid ( 1), 24 - hydroxytormentic acid ( 2) and 3 - O - beta - D - glucopyranosylsitost ( 3) with sodium periodate and silica gel in dried THF according to the strategic position of hydroxyl functions in the molecule.	C - C,8,13,Chemical/Drug	vicinal diol,31,43,Chemical/Drug	Arjunolic acid,112,126,Chemical/Drug	24 - hydroxytormentic acid,133,159,Chemical/Drug	3 - O - beta - D - glucopyranosylsitost,169,208,Chemical/Drug	sodium periodate,219,235,Chemical/Drug	silica gel,240,250,Chemical/Drug	THF,260,263,Chemical/Drug	hydroxyl,303,311,Chemical/Drug	"[{""token"": ""C - C"", ""start_span"": 8, ""end_span"": 13, ""type"": ""Chemical/Drug""}, {""token"": ""vicinal diol"", ""start_span"": 31, ""end_span"": 43, ""type"": ""Chemical/Drug""}, {""token"": ""Arjunolic acid"", ""start_span"": 112, ""end_span"": 126, ""type"": ""Chemical/Drug""}, {""token"": ""24 - hydroxytormentic acid"", ""start_span"": 133, ""end_span"": 159, ""type"": ""Chemical/Drug""}, {""token"": ""3 - O - beta - D - glucopyranosylsitost"", ""start_span"": 169, ""end_span"": 208, ""type"": ""Chemical/Drug""}, {""token"": ""sodium periodate"", ""start_span"": 219, ""end_span"": 235, ""type"": ""Chemical/Drug""}, {""token"": ""silica gel"", ""start_span"": 240, ""end_span"": 250, ""type"": ""Chemical/Drug""}, {""token"": ""THF"", ""start_span"": 260, ""end_span"": 263, ""type"": ""Chemical/Drug""}, {""token"": ""hydroxyl"", ""start_span"": 303, ""end_span"": 311, ""type"": ""Chemical/Drug""}]"	train
As the high oxidizability of 7 - DHC may lead to systemic oxidative stress in SLOS patients, we report here lipid biomarkers of oxidative stress in a Dhcr7 - KO mouse model of SLOS, including oxysterols, isoprostanes ( IsoPs), and neuroprostanes ( NeuroPs) that are formed from the oxidation of 7 - DHC, arachidonic acid and docosahexaenoic acid, respectively.	7 - DHC,29,36,Chemical/Drug	oxysterols,192,202,Chemical/Drug	isoprostanes,204,216,Chemical/Drug	IsoPs,219,224,Chemical/Drug	neuroprostanes,231,245,Chemical/Drug	NeuroPs,248,255,Chemical/Drug	7 - DHC,295,302,Chemical/Drug	arachidonic acid,304,320,Chemical/Drug	docosahexaenoic acid,325,345,Chemical/Drug	"[{""token"": ""7 - DHC"", ""start_span"": 29, ""end_span"": 36, ""type"": ""Chemical/Drug""}, {""token"": ""oxysterols"", ""start_span"": 192, ""end_span"": 202, ""type"": ""Chemical/Drug""}, {""token"": ""isoprostanes"", ""start_span"": 204, ""end_span"": 216, ""type"": ""Chemical/Drug""}, {""token"": ""IsoPs"", ""start_span"": 219, ""end_span"": 224, ""type"": ""Chemical/Drug""}, {""token"": ""neuroprostanes"", ""start_span"": 231, ""end_span"": 245, ""type"": ""Chemical/Drug""}, {""token"": ""NeuroPs"", ""start_span"": 248, ""end_span"": 255, ""type"": ""Chemical/Drug""}, {""token"": ""7 - DHC"", ""start_span"": 295, ""end_span"": 302, ""type"": ""Chemical/Drug""}, {""token"": ""arachidonic acid"", ""start_span"": 304, ""end_span"": 320, ""type"": ""Chemical/Drug""}, {""token"": ""docosahexaenoic acid"", ""start_span"": 325, ""end_span"": 345, ""type"": ""Chemical/Drug""}]"	train
Embryos were exposed from 4 to 52 h post - fertilization ( hpf) to a selection of known embryotoxic / teratogen compounds ( valproic acid, retinoic acid, caffeine, sodium salicylate, glucose, hydroxyurea, methoxyacetic acid, boric acid and paraoxon - methyl) over a concentration range.	valproic acid,124,137,Chemical/Drug	retinoic acid,139,152,Chemical/Drug	caffeine,154,162,Chemical/Drug	sodium salicylate,164,181,Chemical/Drug	glucose,183,190,Chemical/Drug	hydroxyurea,192,203,Chemical/Drug	methoxyacetic acid,205,223,Chemical/Drug	boric acid,225,235,Chemical/Drug	paraoxon - methyl,240,257,Chemical/Drug	"[{""token"": ""valproic acid"", ""start_span"": 124, ""end_span"": 137, ""type"": ""Chemical/Drug""}, {""token"": ""retinoic acid"", ""start_span"": 139, ""end_span"": 152, ""type"": ""Chemical/Drug""}, {""token"": ""caffeine"", ""start_span"": 154, ""end_span"": 162, ""type"": ""Chemical/Drug""}, {""token"": ""sodium salicylate"", ""start_span"": 164, ""end_span"": 181, ""type"": ""Chemical/Drug""}, {""token"": ""glucose"", ""start_span"": 183, ""end_span"": 190, ""type"": ""Chemical/Drug""}, {""token"": ""hydroxyurea"", ""start_span"": 192, ""end_span"": 203, ""type"": ""Chemical/Drug""}, {""token"": ""methoxyacetic acid"", ""start_span"": 205, ""end_span"": 223, ""type"": ""Chemical/Drug""}, {""token"": ""boric acid"", ""start_span"": 225, ""end_span"": 235, ""type"": ""Chemical/Drug""}, {""token"": ""paraoxon - methyl"", ""start_span"": 240, ""end_span"": 257, ""type"": ""Chemical/Drug""}]"	train
The extension of the linear alkyl chain with an aromatic ring in benzylparaben further augments the adipogenic ability, whereas 4 - hydroxybenzoic acid, the common metabolite of all parabens, and the structurally related benzoic acid ( without the OH group) are inactive in promoting 3T3 - L1 adipocyte differentiation; ( 3) parabens activate glucocorticoid receptor and / or peroxisome proliferator - activated receptor gamma in 3T3 - L1 preadipocytes; however, no direct binding to, or modulation of, the ligand binding domain of the glucocorticoid receptor by parabens was detected by glucocorticoid receptor competitor assays; and lastly, ( 4) parabens, butyl - and benzylparaben in particular, also promote adipose conversion of human adipose - derived multipotent stromal cells.	benzylparaben,65,78,Chemical/Drug	4 - hydroxybenzoic acid,128,151,Chemical/Drug	parabens,182,190,Chemical/Drug	benzoic acid,221,233,Chemical/Drug	OH,248,250,Chemical/Drug	parabens,325,333,Chemical/Drug	parabens,563,571,Chemical/Drug	parabens,648,656,Chemical/Drug	butyl - and benzylparaben,658,683,Chemical/Drug	"[{""token"": ""benzylparaben"", ""start_span"": 65, ""end_span"": 78, ""type"": ""Chemical/Drug""}, {""token"": ""4 - hydroxybenzoic acid"", ""start_span"": 128, ""end_span"": 151, ""type"": ""Chemical/Drug""}, {""token"": ""parabens"", ""start_span"": 182, ""end_span"": 190, ""type"": ""Chemical/Drug""}, {""token"": ""benzoic acid"", ""start_span"": 221, ""end_span"": 233, ""type"": ""Chemical/Drug""}, {""token"": ""OH"", ""start_span"": 248, ""end_span"": 250, ""type"": ""Chemical/Drug""}, {""token"": ""parabens"", ""start_span"": 325, ""end_span"": 333, ""type"": ""Chemical/Drug""}, {""token"": ""parabens"", ""start_span"": 563, ""end_span"": 571, ""type"": ""Chemical/Drug""}, {""token"": ""parabens"", ""start_span"": 648, ""end_span"": 656, ""type"": ""Chemical/Drug""}, {""token"": ""butyl - and benzylparaben"", ""start_span"": 658, ""end_span"": 683, ""type"": ""Chemical/Drug""}]"	train
SOD levels of serum and hippocampus tissue were significantly increased and MDA levels were significantly decreased in the PTU + Vit E and PTU + L - T4 + Vit E groups than the PTU and PTU + L - T4 groups.	MDA,76,79,Chemical/Drug	PTU,123,126,Chemical/Drug	Vit E,129,134,Chemical/Drug	PTU,139,142,Chemical/Drug	L - T4,145,151,Chemical/Drug	Vit E,154,159,Chemical/Drug	PTU,176,179,Chemical/Drug	PTU,184,187,Chemical/Drug	L - T4,190,196,Chemical/Drug	"[{""token"": ""MDA"", ""start_span"": 76, ""end_span"": 79, ""type"": ""Chemical/Drug""}, {""token"": ""PTU"", ""start_span"": 123, ""end_span"": 126, ""type"": ""Chemical/Drug""}, {""token"": ""Vit E"", ""start_span"": 129, ""end_span"": 134, ""type"": ""Chemical/Drug""}, {""token"": ""PTU"", ""start_span"": 139, ""end_span"": 142, ""type"": ""Chemical/Drug""}, {""token"": ""L - T4"", ""start_span"": 145, ""end_span"": 151, ""type"": ""Chemical/Drug""}, {""token"": ""Vit E"", ""start_span"": 154, ""end_span"": 159, ""type"": ""Chemical/Drug""}, {""token"": ""PTU"", ""start_span"": 176, ""end_span"": 179, ""type"": ""Chemical/Drug""}, {""token"": ""PTU"", ""start_span"": 184, ""end_span"": 187, ""type"": ""Chemical/Drug""}, {""token"": ""L - T4"", ""start_span"": 190, ""end_span"": 196, ""type"": ""Chemical/Drug""}]"	train
Nine compounds were elucidated as caffeic acid - 3 - O - glucoside ( 1), caffeic acid ( 2), luteolin - 7 - O - glucoside ( 3), apigenin - 7 - O - glucoside ( 4), rosmarinic acid - 3 - O - glucoside ( 5), rosmarinic acid ( 6), luteolin ( 7), apigenin ( 8), and chrysoeriol ( 9).	caffeic acid - 3 - O - glucoside,34,66,Chemical/Drug	caffeic acid,73,85,Chemical/Drug	luteolin - 7 - O - glucoside,92,120,Chemical/Drug	apigenin - 7 - O - glucoside,127,155,Chemical/Drug	rosmarinic acid - 3 - O - glucoside,162,197,Chemical/Drug	rosmarinic acid,204,219,Chemical/Drug	luteolin,226,234,Chemical/Drug	apigenin,241,249,Chemical/Drug	chrysoeriol,260,271,Chemical/Drug	"[{""token"": ""caffeic acid - 3 - O - glucoside"", ""start_span"": 34, ""end_span"": 66, ""type"": ""Chemical/Drug""}, {""token"": ""caffeic acid"", ""start_span"": 73, ""end_span"": 85, ""type"": ""Chemical/Drug""}, {""token"": ""luteolin - 7 - O - glucoside"", ""start_span"": 92, ""end_span"": 120, ""type"": ""Chemical/Drug""}, {""token"": ""apigenin - 7 - O - glucoside"", ""start_span"": 127, ""end_span"": 155, ""type"": ""Chemical/Drug""}, {""token"": ""rosmarinic acid - 3 - O - glucoside"", ""start_span"": 162, ""end_span"": 197, ""type"": ""Chemical/Drug""}, {""token"": ""rosmarinic acid"", ""start_span"": 204, ""end_span"": 219, ""type"": ""Chemical/Drug""}, {""token"": ""luteolin"", ""start_span"": 226, ""end_span"": 234, ""type"": ""Chemical/Drug""}, {""token"": ""apigenin"", ""start_span"": 241, ""end_span"": 249, ""type"": ""Chemical/Drug""}, {""token"": ""chrysoeriol"", ""start_span"": 260, ""end_span"": 271, ""type"": ""Chemical/Drug""}]"	train
The explicit - hydrogen version of the transferable potentials for phase equilibria ( TraPPE - EH) force field is extended to various substituted benzenes through the parametrization of the exocyclic groups - F, - Cl, - Br, - C = N, and - OH and to polycyclic aromatic hydrocarbons through the parametrization of the aromatic linker carbon atom for multiple rings.	hydrogen,15,23,Chemical/Drug	benzenes,146,154,Chemical/Drug	F,209,210,Chemical/Drug	Cl,214,216,Chemical/Drug	Br,220,222,Chemical/Drug	C = N,226,231,Chemical/Drug	OH,239,241,Chemical/Drug	polycyclic aromatic hydrocarbons,249,281,Chemical/Drug	carbon,333,339,Chemical/Drug	"[{""token"": ""hydrogen"", ""start_span"": 15, ""end_span"": 23, ""type"": ""Chemical/Drug""}, {""token"": ""benzenes"", ""start_span"": 146, ""end_span"": 154, ""type"": ""Chemical/Drug""}, {""token"": ""F"", ""start_span"": 209, ""end_span"": 210, ""type"": ""Chemical/Drug""}, {""token"": ""Cl"", ""start_span"": 214, ""end_span"": 216, ""type"": ""Chemical/Drug""}, {""token"": ""Br"", ""start_span"": 220, ""end_span"": 222, ""type"": ""Chemical/Drug""}, {""token"": ""C = N"", ""start_span"": 226, ""end_span"": 231, ""type"": ""Chemical/Drug""}, {""token"": ""OH"", ""start_span"": 239, ""end_span"": 241, ""type"": ""Chemical/Drug""}, {""token"": ""polycyclic aromatic hydrocarbons"", ""start_span"": 249, ""end_span"": 281, ""type"": ""Chemical/Drug""}, {""token"": ""carbon"", ""start_span"": 333, ""end_span"": 339, ""type"": ""Chemical/Drug""}]"	train
In this work, the effects of 2 - ITX, 4 - isopropylthioxanthon ( 4 - ITX), 2, 4 - diethylthio xanthone ( 2, 4 - diethyl - TX), 2 - chlorothioxanthone ( 2 - chloro - TX), and 1 - chloro - 4 - propoxythioxanthone ( 1 - chloro - 4 - propoxy - TX) on steroidogenesis and androgen and estrogen receptor - mediated transcription activation have been studied using human H295R adrenocarcinoma cells and yeast hormone bioassays, respectively.	2 - ITX,29,36,Chemical/Drug	4 - isopropylthioxanthon,38,62,Chemical/Drug	4 - ITX,65,72,Chemical/Drug	2 - chlorothioxanthone,127,149,Chemical/Drug	2 - chloro - TX,152,167,Chemical/Drug	1 - chloro - 4 - propoxythioxanthone,174,210,Chemical/Drug	1 - chloro - 4 - propoxy - TX,213,242,Chemical/Drug	androgen,267,275,Chemical/Drug	estrogen,280,288,Chemical/Drug	"[{""token"": ""2 - ITX"", ""start_span"": 29, ""end_span"": 36, ""type"": ""Chemical/Drug""}, {""token"": ""4 - isopropylthioxanthon"", ""start_span"": 38, ""end_span"": 62, ""type"": ""Chemical/Drug""}, {""token"": ""4 - ITX"", ""start_span"": 65, ""end_span"": 72, ""type"": ""Chemical/Drug""}, {""token"": ""2 - chlorothioxanthone"", ""start_span"": 127, ""end_span"": 149, ""type"": ""Chemical/Drug""}, {""token"": ""2 - chloro - TX"", ""start_span"": 152, ""end_span"": 167, ""type"": ""Chemical/Drug""}, {""token"": ""1 - chloro - 4 - propoxythioxanthone"", ""start_span"": 174, ""end_span"": 210, ""type"": ""Chemical/Drug""}, {""token"": ""1 - chloro - 4 - propoxy - TX"", ""start_span"": 213, ""end_span"": 242, ""type"": ""Chemical/Drug""}, {""token"": ""androgen"", ""start_span"": 267, ""end_span"": 275, ""type"": ""Chemical/Drug""}, {""token"": ""estrogen"", ""start_span"": 280, ""end_span"": 288, ""type"": ""Chemical/Drug""}]"	train
The Schiff bases of 2 - iso - propyl - 5 - methyl - phenol ( thymol / 1a), 2 - tert - butyl - 5 - methyl - phenol ( 1b) and 5 - iso - propyl - 2 - methyl - phenol ( carvacrol / 1c) exhibited much better antioxidant activity than thymol and carvacrol in DPPH assay.	Schiff bases,4,16,Chemical/Drug	2 - iso - propyl - 5 - methyl - phenol,20,58,Chemical/Drug	thymol,61,67,Chemical/Drug	2 - tert - butyl - 5 - methyl - phenol,75,113,Chemical/Drug	5 - iso - propyl - 2 - methyl - phenol,124,162,Chemical/Drug	carvacrol,165,174,Chemical/Drug	thymol,229,235,Chemical/Drug	carvacrol,240,249,Chemical/Drug	DPPH,253,257,Chemical/Drug	"[{""token"": ""Schiff bases"", ""start_span"": 4, ""end_span"": 16, ""type"": ""Chemical/Drug""}, {""token"": ""2 - iso - propyl - 5 - methyl - phenol"", ""start_span"": 20, ""end_span"": 58, ""type"": ""Chemical/Drug""}, {""token"": ""thymol"", ""start_span"": 61, ""end_span"": 67, ""type"": ""Chemical/Drug""}, {""token"": ""2 - tert - butyl - 5 - methyl - phenol"", ""start_span"": 75, ""end_span"": 113, ""type"": ""Chemical/Drug""}, {""token"": ""5 - iso - propyl - 2 - methyl - phenol"", ""start_span"": 124, ""end_span"": 162, ""type"": ""Chemical/Drug""}, {""token"": ""carvacrol"", ""start_span"": 165, ""end_span"": 174, ""type"": ""Chemical/Drug""}, {""token"": ""thymol"", ""start_span"": 229, ""end_span"": 235, ""type"": ""Chemical/Drug""}, {""token"": ""carvacrol"", ""start_span"": 240, ""end_span"": 249, ""type"": ""Chemical/Drug""}, {""token"": ""DPPH"", ""start_span"": 253, ""end_span"": 257, ""type"": ""Chemical/Drug""}]"	train
The gas phase structures of the deprotonated 2 ' - deoxymononucleotides including 2 ' - deoxyadenosine - 5 ' - monophosphate ( dA5 ' p), 2 ' - deoxycytidine - 5 ' - monophosphate ( dC5 ' p), 2 ' - deoxyguanosine - 5 ' - monophosphate ( dG5 ' p), and thymidine - 5 ' - monophosphate ( T5 ' p) are examined via infrared multiple photon dissociation ( IRMPD) action spectroscopy and theoretical electronic structure calculations.	2 ' - deoxymononucleotides,45,71,Chemical/Drug	2 ' - deoxyadenosine - 5 ' - monophosphate,82,124,Chemical/Drug	dA5 ' p,127,134,Chemical/Drug	2 ' - deoxycytidine - 5 ' - monophosphate,137,178,Chemical/Drug	dC5 ' p,181,188,Chemical/Drug	2 ' - deoxyguanosine - 5 ' - monophosphate,191,233,Chemical/Drug	dG5 ' p,236,243,Chemical/Drug	thymidine - 5 ' - monophosphate,250,281,Chemical/Drug	T5 ' p,284,290,Chemical/Drug	"[{""token"": ""2 ' - deoxymononucleotides"", ""start_span"": 45, ""end_span"": 71, ""type"": ""Chemical/Drug""}, {""token"": ""2 ' - deoxyadenosine - 5 ' - monophosphate"", ""start_span"": 82, ""end_span"": 124, ""type"": ""Chemical/Drug""}, {""token"": ""dA5 ' p"", ""start_span"": 127, ""end_span"": 134, ""type"": ""Chemical/Drug""}, {""token"": ""2 ' - deoxycytidine - 5 ' - monophosphate"", ""start_span"": 137, ""end_span"": 178, ""type"": ""Chemical/Drug""}, {""token"": ""dC5 ' p"", ""start_span"": 181, ""end_span"": 188, ""type"": ""Chemical/Drug""}, {""token"": ""2 ' - deoxyguanosine - 5 ' - monophosphate"", ""start_span"": 191, ""end_span"": 233, ""type"": ""Chemical/Drug""}, {""token"": ""dG5 ' p"", ""start_span"": 236, ""end_span"": 243, ""type"": ""Chemical/Drug""}, {""token"": ""thymidine - 5 ' - monophosphate"", ""start_span"": 250, ""end_span"": 281, ""type"": ""Chemical/Drug""}, {""token"": ""T5 ' p"", ""start_span"": 284, ""end_span"": 290, ""type"": ""Chemical/Drug""}]"	train
