Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	json	split
Based on germination in the presence of exogenous ABA, the ABI1 and ABI2 phosphatases act at or upstream of the ERA1 farnesyl transferase and the ABI3 and ABI5 transcription factors act at or downstream of ERA1.	ABI1,59,63,Protein	ABI2,68,72,Protein	ERA1,112,116,Protein	ABI3,146,150,Protein	ABI5,155,159,Protein	ERA1,206,210,Protein	"[{""token"": ""ABI1"", ""start_span"": 59, ""end_span"": 63, ""type"": ""Protein""}, {""token"": ""ABI2"", ""start_span"": 68, ""end_span"": 72, ""type"": ""Protein""}, {""token"": ""ERA1"", ""start_span"": 112, ""end_span"": 116, ""type"": ""Protein""}, {""token"": ""ABI3"", ""start_span"": 146, ""end_span"": 150, ""type"": ""Protein""}, {""token"": ""ABI5"", ""start_span"": 155, ""end_span"": 159, ""type"": ""Protein""}, {""token"": ""ERA1"", ""start_span"": 206, ""end_span"": 210, ""type"": ""Protein""}]"	train
Its activation is controlled by the Rac GTPase and relies on the coordinated cooperation of the E3 - ligase complex SCF ( betaTrCP), composed by Skp - 1 / Cullin - 1, Rbx / Roc1, and the beta - TrCP proteins.	betaTrCP,122,130,Protein	Skp - 1,145,152,Protein	Cullin - 1,155,165,Protein	Rbx,167,170,Protein	Roc1,173,177,Protein	beta - TrCP,187,198,Protein	"[{""token"": ""betaTrCP"", ""start_span"": 122, ""end_span"": 130, ""type"": ""Protein""}, {""token"": ""Skp - 1"", ""start_span"": 145, ""end_span"": 152, ""type"": ""Protein""}, {""token"": ""Cullin - 1"", ""start_span"": 155, ""end_span"": 165, ""type"": ""Protein""}, {""token"": ""Rbx"", ""start_span"": 167, ""end_span"": 170, ""type"": ""Protein""}, {""token"": ""Roc1"", ""start_span"": 173, ""end_span"": 177, ""type"": ""Protein""}, {""token"": ""beta - TrCP"", ""start_span"": 187, ""end_span"": 198, ""type"": ""Protein""}]"	train
Using suppressive subtractive hybridization, we identified overexpression of genes known to be associated with extracellular matrix remodeling, including collagen III, tissue inhibitor of metalloproteinases I, dermatopontin, matrix Gla protein ( MGP) and tenascin C.	collagen III,154,166,Protein	tissue inhibitor of metalloproteinases I,168,208,Protein	dermatopontin,210,223,Protein	matrix Gla protein,225,243,Protein	MGP,246,249,Protein	tenascin C,255,265,Protein	"[{""token"": ""collagen III"", ""start_span"": 154, ""end_span"": 166, ""type"": ""Protein""}, {""token"": ""tissue inhibitor of metalloproteinases I"", ""start_span"": 168, ""end_span"": 208, ""type"": ""Protein""}, {""token"": ""dermatopontin"", ""start_span"": 210, ""end_span"": 223, ""type"": ""Protein""}, {""token"": ""matrix Gla protein"", ""start_span"": 225, ""end_span"": 243, ""type"": ""Protein""}, {""token"": ""MGP"", ""start_span"": 246, ""end_span"": 249, ""type"": ""Protein""}, {""token"": ""tenascin C"", ""start_span"": 255, ""end_span"": 265, ""type"": ""Protein""}]"	train
Although the effects of NUB1 on p53 depend on NEDDylation and the murine double minute 2 ( Mdm2) E3 - ligase, the cooperation of NEDD8 with ubiquitin is required.	NUB1,24,28,Protein	p53,32,35,Protein	murine double minute 2,66,88,Protein	Mdm2,91,95,Protein	NEDD8,129,134,Protein	ubiquitin,140,149,Protein	"[{""token"": ""NUB1"", ""start_span"": 24, ""end_span"": 28, ""type"": ""Protein""}, {""token"": ""p53"", ""start_span"": 32, ""end_span"": 35, ""type"": ""Protein""}, {""token"": ""murine double minute 2"", ""start_span"": 66, ""end_span"": 88, ""type"": ""Protein""}, {""token"": ""Mdm2"", ""start_span"": 91, ""end_span"": 95, ""type"": ""Protein""}, {""token"": ""NEDD8"", ""start_span"": 129, ""end_span"": 134, ""type"": ""Protein""}, {""token"": ""ubiquitin"", ""start_span"": 140, ""end_span"": 149, ""type"": ""Protein""}]"	train
Confocal microscopy reveals native SUMO1, SAE1, and Ubc9 ( the enzymes that activate and conjugate SUMO1) at PM where SUMO1 and expressed human K2P1 are demonstrated to colocalize.	SUMO1,35,40,Protein	SAE1,42,46,Protein	Ubc9,52,56,Protein	SUMO1,99,104,Protein	SUMO1,118,123,Protein	K2P1,144,148,Protein	"[{""token"": ""SUMO1"", ""start_span"": 35, ""end_span"": 40, ""type"": ""Protein""}, {""token"": ""SAE1"", ""start_span"": 42, ""end_span"": 46, ""type"": ""Protein""}, {""token"": ""Ubc9"", ""start_span"": 52, ""end_span"": 56, ""type"": ""Protein""}, {""token"": ""SUMO1"", ""start_span"": 99, ""end_span"": 104, ""type"": ""Protein""}, {""token"": ""SUMO1"", ""start_span"": 118, ""end_span"": 123, ""type"": ""Protein""}, {""token"": ""K2P1"", ""start_span"": 144, ""end_span"": 148, ""type"": ""Protein""}]"	train
We demonstrated that proBTC is cleaved by ADAM10 to produce BTC - CTF, which then undergoes intramembrane processing by presenilin - 1 - and / or presenilin - 2 - dependent gamma - secretase to generate an intracellular - domain fragment ( BTC - ICD).	proBTC,21,27,Protein	ADAM10,42,48,Protein	BTC,60,63,Protein	presenilin - 1,120,134,Protein	presenilin - 2,146,160,Protein	BTC,240,243,Protein	"[{""token"": ""proBTC"", ""start_span"": 21, ""end_span"": 27, ""type"": ""Protein""}, {""token"": ""ADAM10"", ""start_span"": 42, ""end_span"": 48, ""type"": ""Protein""}, {""token"": ""BTC"", ""start_span"": 60, ""end_span"": 63, ""type"": ""Protein""}, {""token"": ""presenilin - 1"", ""start_span"": 120, ""end_span"": 134, ""type"": ""Protein""}, {""token"": ""presenilin - 2"", ""start_span"": 146, ""end_span"": 160, ""type"": ""Protein""}, {""token"": ""BTC"", ""start_span"": 240, ""end_span"": 243, ""type"": ""Protein""}]"	train
Similarly, the palmitoylases Porcupine and Raspberry increase the activities of Wingless ( Wg) and the EGF - ligand Spitz ( Spi), respectively.	Porcupine,29,38,Protein	Raspberry,43,52,Protein	Wingless,80,88,Protein	Wg,91,93,Protein	Spitz,116,121,Protein	Spi,124,127,Protein	"[{""token"": ""Porcupine"", ""start_span"": 29, ""end_span"": 38, ""type"": ""Protein""}, {""token"": ""Raspberry"", ""start_span"": 43, ""end_span"": 52, ""type"": ""Protein""}, {""token"": ""Wingless"", ""start_span"": 80, ""end_span"": 88, ""type"": ""Protein""}, {""token"": ""Wg"", ""start_span"": 91, ""end_span"": 93, ""type"": ""Protein""}, {""token"": ""Spitz"", ""start_span"": 116, ""end_span"": 121, ""type"": ""Protein""}, {""token"": ""Spi"", ""start_span"": 124, ""end_span"": 127, ""type"": ""Protein""}]"	train
p120 and beta - catenin, but not E - cadherin, are GlcNAcylated; the GlcNAcylation of p120 and beta - catenin might play roles in the decrease of cell surface E - cadherin.	p120,0,4,Protein	beta - catenin,9,23,Protein	E - cadherin,33,45,Protein	p120,86,90,Protein	beta - catenin,95,109,Protein	E - cadherin,159,171,Protein	"[{""token"": ""p120"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Protein""}, {""token"": ""beta - catenin"", ""start_span"": 9, ""end_span"": 23, ""type"": ""Protein""}, {""token"": ""E - cadherin"", ""start_span"": 33, ""end_span"": 45, ""type"": ""Protein""}, {""token"": ""p120"", ""start_span"": 86, ""end_span"": 90, ""type"": ""Protein""}, {""token"": ""beta - catenin"", ""start_span"": 95, ""end_span"": 109, ""type"": ""Protein""}, {""token"": ""E - cadherin"", ""start_span"": 159, ""end_span"": 171, ""type"": ""Protein""}]"	train
Our results suggest the following: ( i) type I and type II t - PA are N - glycosylated in an identical way at Asn - 117 and Asn - 448, when isolated from the same cell line; ( ii) Asn - 117 is predominantly associated with oligomannose - type structures in all cases; ( iii) Asn - 184 and Asn - 448 are predominantly associated with complex - type structures when t - PA is isolated from fibroblast cells, but with both complex - and oligomannose - type structures when isolated from melanoma cells; ( iv) fibroblast cell derived t - PA is associated with both neutral and sialylated oligosaccharides, while melanoma cell derived t - PA is also associated with sulfated oligosaccharides, which are located exclusively at Asn - 448 of type II t - PA; ( v) no complex - type structures occur in common between t - PA from the two cell lines.	t - PA,59,65,Protein	t - PA,364,370,Protein	t - PA,530,536,Protein	t - PA,630,636,Protein	t - PA,742,748,Protein	t - PA,808,814,Protein	"[{""token"": ""t - PA"", ""start_span"": 59, ""end_span"": 65, ""type"": ""Protein""}, {""token"": ""t - PA"", ""start_span"": 364, ""end_span"": 370, ""type"": ""Protein""}, {""token"": ""t - PA"", ""start_span"": 530, ""end_span"": 536, ""type"": ""Protein""}, {""token"": ""t - PA"", ""start_span"": 630, ""end_span"": 636, ""type"": ""Protein""}, {""token"": ""t - PA"", ""start_span"": 742, ""end_span"": 748, ""type"": ""Protein""}, {""token"": ""t - PA"", ""start_span"": 808, ""end_span"": 814, ""type"": ""Protein""}]"	train
Yap1p export is inhibited in both rna1 - 1 and prp20 ( RanGNRF) mutant strains, but Yap1p rapidly accumulates at the nuclear periphery after shifting rna1 - 1, but not other mutant cells to the non - permissive temperature.	Yap1p,0,5,Protein	rna1 - 1,34,42,Protein	prp20,47,52,Protein	RanGNRF,55,62,Protein	Yap1p,84,89,Protein	rna1 - 1,150,158,Protein	"[{""token"": ""Yap1p"", ""start_span"": 0, ""end_span"": 5, ""type"": ""Protein""}, {""token"": ""rna1 - 1"", ""start_span"": 34, ""end_span"": 42, ""type"": ""Protein""}, {""token"": ""prp20"", ""start_span"": 47, ""end_span"": 52, ""type"": ""Protein""}, {""token"": ""RanGNRF"", ""start_span"": 55, ""end_span"": 62, ""type"": ""Protein""}, {""token"": ""Yap1p"", ""start_span"": 84, ""end_span"": 89, ""type"": ""Protein""}, {""token"": ""rna1 - 1"", ""start_span"": 150, ""end_span"": 158, ""type"": ""Protein""}]"	train
