Examples for such aberrated genes are MGMT, DAPK, p14ARF, p15INK4b, p16INK4a, BRCA1, CDH13 and APAF - 1 ( 17 - 19).	"MGMT	38	42	Protein"	"DAPK	44	48	Protein"	"p14ARF	50	56	Protein"	"p15INK4b	58	66	Protein"	"p16INK4a	68	76	Protein"	"BRCA1	78	83	Protein"	"CDH13	85	90	Protein"	"APAF - 1	95	103	Protein"	"[{""token"": ""MGMT"", ""start_span"": 38, ""end_span"": 42, ""type"": ""Protein""}, {""token"": ""DAPK"", ""start_span"": 44, ""end_span"": 48, ""type"": ""Protein""}, {""token"": ""p14ARF"", ""start_span"": 50, ""end_span"": 56, ""type"": ""Protein""}, {""token"": ""p15INK4b"", ""start_span"": 58, ""end_span"": 66, ""type"": ""Protein""}, {""token"": ""p16INK4a"", ""start_span"": 68, ""end_span"": 76, ""type"": ""Protein""}, {""token"": ""BRCA1"", ""start_span"": 78, ""end_span"": 83, ""type"": ""Protein""}, {""token"": ""CDH13"", ""start_span"": 85, ""end_span"": 90, ""type"": ""Protein""}, {""token"": ""APAF - 1"", ""start_span"": 95, ""end_span"": 103, ""type"": ""Protein""}]"
To this end, we did not detect a significant difference in DNMT ( DNMT1, DNMT3A and DNMT3B) or MBP ( MBD1, MBD2, MBD4 and MeCP) mRNA expression between IRF - 4 - positive and - negative cells ( Figure 5D).	"DNMT1	66	71	Protein"	"DNMT3A	73	79	Protein"	"DNMT3B	84	90	Protein"	"MBD1	101	105	Protein"	"MBD2	107	111	Protein"	"MBD4	113	117	Protein"	"MeCP	122	126	Protein"	"IRF - 4	152	159	Protein"	"[{""token"": ""DNMT1"", ""start_span"": 66, ""end_span"": 71, ""type"": ""Protein""}, {""token"": ""DNMT3A"", ""start_span"": 73, ""end_span"": 79, ""type"": ""Protein""}, {""token"": ""DNMT3B"", ""start_span"": 84, ""end_span"": 90, ""type"": ""Protein""}, {""token"": ""MBD1"", ""start_span"": 101, ""end_span"": 105, ""type"": ""Protein""}, {""token"": ""MBD2"", ""start_span"": 107, ""end_span"": 111, ""type"": ""Protein""}, {""token"": ""MBD4"", ""start_span"": 113, ""end_span"": 117, ""type"": ""Protein""}, {""token"": ""MeCP"", ""start_span"": 122, ""end_span"": 126, ""type"": ""Protein""}, {""token"": ""IRF - 4"", ""start_span"": 152, ""end_span"": 159, ""type"": ""Protein""}]"
Functionally, LMP1 can rescue CD40 - deficient mice and restore immunoglobulin ( Ig) class switching, most likely because LMP1 recruits similar TRAF molecules, TRAFs 1 / 2 / 3 / 5 and TRAF6, through the C - terminal activation regions 1 and 2 domains, respectively.	"LMP1	14	18	Protein"	"CD40	30	34	Protein"	"LMP1	122	126	Protein"	"TRAFs 1	160	167	Protein"	"2	170	171	Protein"	"3	174	175	Protein"	"5	178	179	Protein"	"TRAF6	184	189	Protein"	"[{""token"": ""LMP1"", ""start_span"": 14, ""end_span"": 18, ""type"": ""Protein""}, {""token"": ""CD40"", ""start_span"": 30, ""end_span"": 34, ""type"": ""Protein""}, {""token"": ""LMP1"", ""start_span"": 122, ""end_span"": 126, ""type"": ""Protein""}, {""token"": ""TRAFs 1"", ""start_span"": 160, ""end_span"": 167, ""type"": ""Protein""}, {""token"": ""2"", ""start_span"": 170, ""end_span"": 171, ""type"": ""Protein""}, {""token"": ""3"", ""start_span"": 174, ""end_span"": 175, ""type"": ""Protein""}, {""token"": ""5"", ""start_span"": 178, ""end_span"": 179, ""type"": ""Protein""}, {""token"": ""TRAF6"", ""start_span"": 184, ""end_span"": 189, ""type"": ""Protein""}]"
( A and B) Immunoblot analysis of purified B cells ( CD19 +) from the spleens of WT and LMP1 transgenic mice for Akt signaling, probing for ( A) activated pAkt and downstream targets, including inactivated pGSK3alpha / beta, and ( B) activated p - mTOR, and total levels of FoxO1.	"CD19	53	57	Protein"	"LMP1	88	92	Protein"	"Akt	113	116	Protein"	"pAkt	155	159	Protein"	"pGSK3alpha	206	216	Protein"	"beta	219	223	Protein"	"p - mTOR	244	252	Protein"	"FoxO1	274	279	Protein"	"[{""token"": ""CD19"", ""start_span"": 53, ""end_span"": 57, ""type"": ""Protein""}, {""token"": ""LMP1"", ""start_span"": 88, ""end_span"": 92, ""type"": ""Protein""}, {""token"": ""Akt"", ""start_span"": 113, ""end_span"": 116, ""type"": ""Protein""}, {""token"": ""pAkt"", ""start_span"": 155, ""end_span"": 159, ""type"": ""Protein""}, {""token"": ""pGSK3alpha"", ""start_span"": 206, ""end_span"": 216, ""type"": ""Protein""}, {""token"": ""beta"", ""start_span"": 219, ""end_span"": 223, ""type"": ""Protein""}, {""token"": ""p - mTOR"", ""start_span"": 244, ""end_span"": 252, ""type"": ""Protein""}, {""token"": ""FoxO1"", ""start_span"": 274, ""end_span"": 279, ""type"": ""Protein""}]"
Runx3 is required for Eomes and perforin expression, and both Eomes and Runx3 bind at thePrf1locus; in contrast, perforin expression is unaffected in T - bet - deficient cells.	"Runx3	0	5	Protein"	"Eomes	22	27	Protein"	"perforin	32	40	Protein"	"Eomes	62	67	Protein"	"Runx3	72	77	Protein"	"thePrf1locus	86	98	Protein"	"perforin	113	121	Protein"	"T - bet	150	157	Protein"	"[{""token"": ""Runx3"", ""start_span"": 0, ""end_span"": 5, ""type"": ""Protein""}, {""token"": ""Eomes"", ""start_span"": 22, ""end_span"": 27, ""type"": ""Protein""}, {""token"": ""perforin"", ""start_span"": 32, ""end_span"": 40, ""type"": ""Protein""}, {""token"": ""Eomes"", ""start_span"": 62, ""end_span"": 67, ""type"": ""Protein""}, {""token"": ""Runx3"", ""start_span"": 72, ""end_span"": 77, ""type"": ""Protein""}, {""token"": ""thePrf1locus"", ""start_span"": 86, ""end_span"": 98, ""type"": ""Protein""}, {""token"": ""perforin"", ""start_span"": 113, ""end_span"": 121, ""type"": ""Protein""}, {""token"": ""T - bet"", ""start_span"": 150, ""end_span"": 157, ""type"": ""Protein""}]"
Because ( a) Runx3 appeared necessary for Eomes induction ( Fig. 3 A), ( b) the kinetics of Eomes expression paralleled those of perforin expression ( Fig. 2), and ( c) overexpression of Eo - VP16 in either WT or T - bet - deficient T cells led to an increase in both perforin and IFN - gamma expression ( Fig. 2, B and D), we asked whether CTL differentiation was also potentially regulated by a feed - forward loop involving these same two classes of Runx and T - box transcription factors.	"Runx3	13	18	Protein"	"Eomes	42	47	Protein"	"Eomes	92	97	Protein"	"perforin	129	137	Protein"	"Eo - VP16	187	196	Protein"	"T - bet	213	220	Protein"	"perforin	268	276	Protein"	"IFN - gamma	281	292	Protein"	"[{""token"": ""Runx3"", ""start_span"": 13, ""end_span"": 18, ""type"": ""Protein""}, {""token"": ""Eomes"", ""start_span"": 42, ""end_span"": 47, ""type"": ""Protein""}, {""token"": ""Eomes"", ""start_span"": 92, ""end_span"": 97, ""type"": ""Protein""}, {""token"": ""perforin"", ""start_span"": 129, ""end_span"": 137, ""type"": ""Protein""}, {""token"": ""Eo - VP16"", ""start_span"": 187, ""end_span"": 196, ""type"": ""Protein""}, {""token"": ""T - bet"", ""start_span"": 213, ""end_span"": 220, ""type"": ""Protein""}, {""token"": ""perforin"", ""start_span"": 268, ""end_span"": 276, ""type"": ""Protein""}, {""token"": ""IFN - gamma"", ""start_span"": 281, ""end_span"": 292, ""type"": ""Protein""}]"
Because of the limited number of CD8 + T cells in these mice, and because we saw no difference between Runx3 - / - CD8 + CD4 - SP and CD8 + CD4 + DP cells in our previous experiments, we used total Runx3 - / - CD8 + T cells without further fractionation as recipients for retroviral transduction.	"CD8	33	36	Protein"	"Runx3	103	108	Protein"	"CD8	115	118	Protein"	"CD4	121	124	Protein"	"CD8	134	137	Protein"	"CD4	140	143	Protein"	"Runx3	198	203	Protein"	"CD8	210	213	Protein"	"[{""token"": ""CD8"", ""start_span"": 33, ""end_span"": 36, ""type"": ""Protein""}, {""token"": ""Runx3"", ""start_span"": 103, ""end_span"": 108, ""type"": ""Protein""}, {""token"": ""CD8"", ""start_span"": 115, ""end_span"": 118, ""type"": ""Protein""}, {""token"": ""CD4"", ""start_span"": 121, ""end_span"": 124, ""type"": ""Protein""}, {""token"": ""CD8"", ""start_span"": 134, ""end_span"": 137, ""type"": ""Protein""}, {""token"": ""CD4"", ""start_span"": 140, ""end_span"": 143, ""type"": ""Protein""}, {""token"": ""Runx3"", ""start_span"": 198, ""end_span"": 203, ""type"": ""Protein""}, {""token"": ""CD8"", ""start_span"": 210, ""end_span"": 213, ""type"": ""Protein""}]"
Rather, T - bet and Eomes were involved in regulating granzyme B and perforin expression, respectively: up - regulation of T - bet and Eomes mRNA and protein closely preceded up - regulation of Gzmb and Prf1 mRNA and protein, respectively.	"T - bet	8	15	Protein"	"Eomes	20	25	Protein"	"granzyme B	54	64	Protein"	"perforin	69	77	Protein"	"T - bet	123	130	Protein"	"Eomes	135	140	Protein"	"Gzmb	194	198	Protein"	"Prf1	203	207	Protein"	"[{""token"": ""T - bet"", ""start_span"": 8, ""end_span"": 15, ""type"": ""Protein""}, {""token"": ""Eomes"", ""start_span"": 20, ""end_span"": 25, ""type"": ""Protein""}, {""token"": ""granzyme B"", ""start_span"": 54, ""end_span"": 64, ""type"": ""Protein""}, {""token"": ""perforin"", ""start_span"": 69, ""end_span"": 77, ""type"": ""Protein""}, {""token"": ""T - bet"", ""start_span"": 123, ""end_span"": 130, ""type"": ""Protein""}, {""token"": ""Eomes"", ""start_span"": 135, ""end_span"": 140, ""type"": ""Protein""}, {""token"": ""Gzmb"", ""start_span"": 194, ""end_span"": 198, ""type"": ""Protein""}, {""token"": ""Prf1"", ""start_span"": 203, ""end_span"": 207, ""type"": ""Protein""}]"
Because conventional Eomes - deficient mice die before precursor cells can be isolated for bone marrow transfers ( 27) and because T cells conditionally deficient in Eomes have only recently been described ( 9), we were unable to introduce Runx3 into Eomes - deficient CD8 + T cells to test formally whether Eomes cooperated with Runx3 to induce perforin expression.	"Eomes	21	26	Protein"	"Eomes	166	171	Protein"	"Runx3	240	245	Protein"	"Eomes	251	256	Protein"	"CD8	269	272	Protein"	"Eomes	308	313	Protein"	"Runx3	330	335	Protein"	"perforin	346	354	Protein"	"[{""token"": ""Eomes"", ""start_span"": 21, ""end_span"": 26, ""type"": ""Protein""}, {""token"": ""Eomes"", ""start_span"": 166, ""end_span"": 171, ""type"": ""Protein""}, {""token"": ""Runx3"", ""start_span"": 240, ""end_span"": 245, ""type"": ""Protein""}, {""token"": ""Eomes"", ""start_span"": 251, ""end_span"": 256, ""type"": ""Protein""}, {""token"": ""CD8"", ""start_span"": 269, ""end_span"": 272, ""type"": ""Protein""}, {""token"": ""Eomes"", ""start_span"": 308, ""end_span"": 313, ""type"": ""Protein""}, {""token"": ""Runx3"", ""start_span"": 330, ""end_span"": 335, ""type"": ""Protein""}, {""token"": ""perforin"", ""start_span"": 346, ""end_span"": 354, ""type"": ""Protein""}]"
AP - 1 activation requires Fos ( c - Fos, FosB, Fra - 1, Fra - 2) and Jun ( c - Jun, v - Jun, JunB, JunD) through the formation of homo - and hetero - dimers [ 16, 17], and regulates transcription of a broad range of genes involved in immune responses [ 18 - 21].	"c - Fos	33	40	Protein"	"FosB	42	46	Protein"	"Fra - 1	48	55	Protein"	"Fra - 2	57	64	Protein"	"c - Jun	76	83	Protein"	"v - Jun	85	92	Protein"	"JunB	94	98	Protein"	"JunD	100	104	Protein"	"[{""token"": ""c - Fos"", ""start_span"": 33, ""end_span"": 40, ""type"": ""Protein""}, {""token"": ""FosB"", ""start_span"": 42, ""end_span"": 46, ""type"": ""Protein""}, {""token"": ""Fra - 1"", ""start_span"": 48, ""end_span"": 55, ""type"": ""Protein""}, {""token"": ""Fra - 2"", ""start_span"": 57, ""end_span"": 64, ""type"": ""Protein""}, {""token"": ""c - Jun"", ""start_span"": 76, ""end_span"": 83, ""type"": ""Protein""}, {""token"": ""v - Jun"", ""start_span"": 85, ""end_span"": 92, ""type"": ""Protein""}, {""token"": ""JunB"", ""start_span"": 94, ""end_span"": 98, ""type"": ""Protein""}, {""token"": ""JunD"", ""start_span"": 100, ""end_span"": 104, ""type"": ""Protein""}]"
