Sentence	entity_1	entity_2	entity_3	json	split
The active form of vitamin A for normal epidermal homeostasis is retinoic acid ( RA).	vitamin A,19,28,Chemical	retinoic acid,65,78,Chemical	RA,81,83,Chemical	"[{""token"": ""vitamin A"", ""start_span"": 19, ""end_span"": 28, ""type"": ""Chemical""}, {""token"": ""retinoic acid"", ""start_span"": 65, ""end_span"": 78, ""type"": ""Chemical""}, {""token"": ""RA"", ""start_span"": 81, ""end_span"": 83, ""type"": ""Chemical""}]"	train
Following the uptake of plasma retinol, epidermal keratinocytes synthesize retinoic acid via two sequential reactions with retinaldehyde as an intermediate.	retinol,31,38,Chemical	retinoic acid,75,88,Chemical	retinaldehyde,123,136,Chemical	"[{""token"": ""retinol"", ""start_span"": 31, ""end_span"": 38, ""type"": ""Chemical""}, {""token"": ""retinoic acid"", ""start_span"": 75, ""end_span"": 88, ""type"": ""Chemical""}, {""token"": ""retinaldehyde"", ""start_span"": 123, ""end_span"": 136, ""type"": ""Chemical""}]"	train
In contrast to LPS signaling, activation of TLR2 by sPGN and LTA does not require serum.	LPS,15,18,Chemical	sPGN,52,56,Chemical	LTA,61,64,Chemical	"[{""token"": ""LPS"", ""start_span"": 15, ""end_span"": 18, ""type"": ""Chemical""}, {""token"": ""sPGN"", ""start_span"": 52, ""end_span"": 56, ""type"": ""Chemical""}, {""token"": ""LTA"", ""start_span"": 61, ""end_span"": 64, ""type"": ""Chemical""}]"	train
These findings identify TLR2 as a signal transducer for sPGN and LTA in addition to LPS.	sPGN,56,60,Chemical	LTA,65,68,Chemical	LPS,84,87,Chemical	"[{""token"": ""sPGN"", ""start_span"": 56, ""end_span"": 60, ""type"": ""Chemical""}, {""token"": ""LTA"", ""start_span"": 65, ""end_span"": 68, ""type"": ""Chemical""}, {""token"": ""LPS"", ""start_span"": 84, ""end_span"": 87, ""type"": ""Chemical""}]"	train
MAO A KO mice have elevated brain levels of 5 - HT, NE and DA and manifest aggressive behavior similar to men with a deletion of MAO A.	5 - HT,44,50,Chemical	NE,52,54,Chemical	DA,59,61,Chemical	"[{""token"": ""5 - HT"", ""start_span"": 44, ""end_span"": 50, ""type"": ""Chemical""}, {""token"": ""NE"", ""start_span"": 52, ""end_span"": 54, ""type"": ""Chemical""}, {""token"": ""DA"", ""start_span"": 59, ""end_span"": 61, ""type"": ""Chemical""}]"	train
Mutation of Ser - 241 to Ala abolished PDK1 activity, whereas mutation of the other phosphorylation sites individually to Ala did not affect PDK1 activity.	Ser - 241,12,21,Chemical	Ala,25,28,Chemical	Ala,122,125,Chemical	"[{""token"": ""Ser - 241"", ""start_span"": 12, ""end_span"": 21, ""type"": ""Chemical""}, {""token"": ""Ala"", ""start_span"": 25, ""end_span"": 28, ""type"": ""Chemical""}, {""token"": ""Ala"", ""start_span"": 122, ""end_span"": 125, ""type"": ""Chemical""}]"	train
A mutant derivative in which one threonine and two serine residues, which are candidate phosphorylation sites, were replaced by alanine ( to mimic constitutive dephosphorylation) is localised in the nucleus throughout the cell cycle.	threonine,33,42,Chemical	serine,51,57,Chemical	alanine,128,135,Chemical	"[{""token"": ""threonine"", ""start_span"": 33, ""end_span"": 42, ""type"": ""Chemical""}, {""token"": ""serine"", ""start_span"": 51, ""end_span"": 57, ""type"": ""Chemical""}, {""token"": ""alanine"", ""start_span"": 128, ""end_span"": 135, ""type"": ""Chemical""}]"	train
Incubation of oocytes expressing either transporter with phorbol 12 - myristate 13 - acetate ( PMA) inhibited ascorbate transport activity.	phorbol 12 - myristate 13 - acetate,57,92,Chemical	PMA,95,98,Chemical	ascorbate,110,119,Chemical	"[{""token"": ""phorbol 12 - myristate 13 - acetate"", ""start_span"": 57, ""end_span"": 92, ""type"": ""Chemical""}, {""token"": ""PMA"", ""start_span"": 95, ""end_span"": 98, ""type"": ""Chemical""}, {""token"": ""ascorbate"", ""start_span"": 110, ""end_span"": 119, ""type"": ""Chemical""}]"	train
Pig - n, a mammalian homologue of yeast Mcd4p, is involved in transferring phosphoethanolamine to the first mannose of the glycosylphosphatidylinositol.	phosphoethanolamine,75,94,Chemical	mannose,108,115,Chemical	glycosylphosphatidylinositol,123,151,Chemical	"[{""token"": ""phosphoethanolamine"", ""start_span"": 75, ""end_span"": 94, ""type"": ""Chemical""}, {""token"": ""mannose"", ""start_span"": 108, ""end_span"": 115, ""type"": ""Chemical""}, {""token"": ""glycosylphosphatidylinositol"", ""start_span"": 123, ""end_span"": 151, ""type"": ""Chemical""}]"	train
In the Pig - n knockout cells, the first mannose in the GPI precursors was not modified by phosphoethanolamine.	mannose,41,48,Chemical	GPI,56,59,Chemical	phosphoethanolamine,91,110,Chemical	"[{""token"": ""mannose"", ""start_span"": 41, ""end_span"": 48, ""type"": ""Chemical""}, {""token"": ""GPI"", ""start_span"": 56, ""end_span"": 59, ""type"": ""Chemical""}, {""token"": ""phosphoethanolamine"", ""start_span"": 91, ""end_span"": 110, ""type"": ""Chemical""}]"	train
