Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	json	split
An inhibitor of GPI biosynthesis, YW3548 / BE49385A, inhibited transfer of phosphoethanolamine to the first mannose in mammalian cells but only slightly affected the surface expression of GPI - anchored proteins.	GPI,16,19,Chemical	YW3548,34,40,Chemical	BE49385A,43,51,Chemical	phosphoethanolamine,75,94,Chemical	mannose,108,115,Chemical	GPI,188,191,Chemical	"[{""token"": ""GPI"", ""start_span"": 16, ""end_span"": 19, ""type"": ""Chemical""}, {""token"": ""YW3548"", ""start_span"": 34, ""end_span"": 40, ""type"": ""Chemical""}, {""token"": ""BE49385A"", ""start_span"": 43, ""end_span"": 51, ""type"": ""Chemical""}, {""token"": ""phosphoethanolamine"", ""start_span"": 75, ""end_span"": 94, ""type"": ""Chemical""}, {""token"": ""mannose"", ""start_span"": 108, ""end_span"": 115, ""type"": ""Chemical""}, {""token"": ""GPI"", ""start_span"": 188, ""end_span"": 191, ""type"": ""Chemical""}]"	train
Expression of both the full - length and epitope - tagged soluble forms of the putative enzyme in human 293T cells generated core 1 beta3 - Gal - T activity that transferred galactose from UDP - Gal to GalNAcalpha1 - O - phenyl, and a synthetic glycopeptide with Thr - linked GalNAc and the product was shown to have the core 1 structure.	galactose,174,183,Chemical	UDP - Gal,189,198,Chemical	GalNAcalpha1 - O - phenyl,202,227,Chemical	Thr,263,266,Chemical	GalNAc,276,282,Chemical	core 1,321,327,Chemical	"[{""token"": ""galactose"", ""start_span"": 174, ""end_span"": 183, ""type"": ""Chemical""}, {""token"": ""UDP - Gal"", ""start_span"": 189, ""end_span"": 198, ""type"": ""Chemical""}, {""token"": ""GalNAcalpha1 - O - phenyl"", ""start_span"": 202, ""end_span"": 227, ""type"": ""Chemical""}, {""token"": ""Thr"", ""start_span"": 263, ""end_span"": 266, ""type"": ""Chemical""}, {""token"": ""GalNAc"", ""start_span"": 276, ""end_span"": 282, ""type"": ""Chemical""}, {""token"": ""core 1"", ""start_span"": 321, ""end_span"": 327, ""type"": ""Chemical""}]"	train
We have observed that four DNA - damaging agents ( cisplatin, actinomycin D, MMS, and etoposide), but not the cisplatin isomer, transplatin, which does not readily damage DNA, strongly activate JNK, p38, and extracellular signal - regulated kinase ( ERK), and strongly increase phosphorylation and ATF2 - dependent transcriptional activity.	cisplatin,51,60,Chemical	actinomycin D,62,75,Chemical	MMS,77,80,Chemical	etoposide,86,95,Chemical	cisplatin,110,119,Chemical	transplatin,128,139,Chemical	"[{""token"": ""cisplatin"", ""start_span"": 51, ""end_span"": 60, ""type"": ""Chemical""}, {""token"": ""actinomycin D"", ""start_span"": 62, ""end_span"": 75, ""type"": ""Chemical""}, {""token"": ""MMS"", ""start_span"": 77, ""end_span"": 80, ""type"": ""Chemical""}, {""token"": ""etoposide"", ""start_span"": 86, ""end_span"": 95, ""type"": ""Chemical""}, {""token"": ""cisplatin"", ""start_span"": 110, ""end_span"": 119, ""type"": ""Chemical""}, {""token"": ""transplatin"", ""start_span"": 128, ""end_span"": 139, ""type"": ""Chemical""}]"	train
U - 73122 ( a PLC inhibitor), wortmannin ( a PI3 - K inhibitor), PD 98059 ( an ERK inhibitor), Go 6976 ( a PKC inhibitor) and Bay 11 - 7082 ( a NF - kappaB inhibitor) significantly decreased LTA - stimulated oxidative burst in heterophils by 77%, 30%, 36%, 78%, and 61%, respectively.	U - 73122,0,9,Chemical	wortmannin,30,40,Chemical	PD 98059,65,73,Chemical	Go 6976,95,102,Chemical	Bay 11 - 7082,126,139,Chemical	LTA,191,194,Chemical	"[{""token"": ""U - 73122"", ""start_span"": 0, ""end_span"": 9, ""type"": ""Chemical""}, {""token"": ""wortmannin"", ""start_span"": 30, ""end_span"": 40, ""type"": ""Chemical""}, {""token"": ""PD 98059"", ""start_span"": 65, ""end_span"": 73, ""type"": ""Chemical""}, {""token"": ""Go 6976"", ""start_span"": 95, ""end_span"": 102, ""type"": ""Chemical""}, {""token"": ""Bay 11 - 7082"", ""start_span"": 126, ""end_span"": 139, ""type"": ""Chemical""}, {""token"": ""LTA"", ""start_span"": 191, ""end_span"": 194, ""type"": ""Chemical""}]"	train
It has a tightly coupled 1: 1 stoichiometry, has affinity for Li + and NH + 4 in addition to Na + and H +, and can function in multiple amiloride - sensitive exchange modes involving these cations.	Li +,62,66,Chemical	NH + 4,71,77,Chemical	Na +,93,97,Chemical	H +,102,105,Chemical	amiloride,136,145,Chemical	cations,189,196,Chemical	"[{""token"": ""Li +"", ""start_span"": 62, ""end_span"": 66, ""type"": ""Chemical""}, {""token"": ""NH + 4"", ""start_span"": 71, ""end_span"": 77, ""type"": ""Chemical""}, {""token"": ""Na +"", ""start_span"": 93, ""end_span"": 97, ""type"": ""Chemical""}, {""token"": ""H +"", ""start_span"": 102, ""end_span"": 105, ""type"": ""Chemical""}, {""token"": ""amiloride"", ""start_span"": 136, ""end_span"": 145, ""type"": ""Chemical""}, {""token"": ""cations"", ""start_span"": 189, ""end_span"": 196, ""type"": ""Chemical""}]"	train
Disaccharides prepared by cleavage of heparin and N - deacetylated chondroitin 6 - sulfate with nitrous acid were used to demonstrate a new sulfatase that catalyzed the removal of the 2 - O - sulfate substituents from GlcA but not IdoA residues.	heparin,38,45,Chemical	chondroitin 6 - sulfate,67,90,Chemical	nitrous acid,96,108,Chemical	2 - O - sulfate,184,199,Chemical	GlcA,218,222,Chemical	IdoA,231,235,Chemical	"[{""token"": ""heparin"", ""start_span"": 38, ""end_span"": 45, ""type"": ""Chemical""}, {""token"": ""chondroitin 6 - sulfate"", ""start_span"": 67, ""end_span"": 90, ""type"": ""Chemical""}, {""token"": ""nitrous acid"", ""start_span"": 96, ""end_span"": 108, ""type"": ""Chemical""}, {""token"": ""2 - O - sulfate"", ""start_span"": 184, ""end_span"": 199, ""type"": ""Chemical""}, {""token"": ""GlcA"", ""start_span"": 218, ""end_span"": 222, ""type"": ""Chemical""}, {""token"": ""IdoA"", ""start_span"": 231, ""end_span"": 235, ""type"": ""Chemical""}]"	train
We showed that the recombinant UMP - CMP kinase phosphorylated CMP, dCMP, and UMP with highest efficiency and dUMP, AMP, and dAMP with lower efficiency.	CMP,37,40,Chemical	dCMP,68,72,Chemical	UMP,78,81,Chemical	dUMP,110,114,Chemical	AMP,116,119,Chemical	dAMP,125,129,Chemical	"[{""token"": ""CMP"", ""start_span"": 37, ""end_span"": 40, ""type"": ""Chemical""}, {""token"": ""dCMP"", ""start_span"": 68, ""end_span"": 72, ""type"": ""Chemical""}, {""token"": ""UMP"", ""start_span"": 78, ""end_span"": 81, ""type"": ""Chemical""}, {""token"": ""dUMP"", ""start_span"": 110, ""end_span"": 114, ""type"": ""Chemical""}, {""token"": ""AMP"", ""start_span"": 116, ""end_span"": 119, ""type"": ""Chemical""}, {""token"": ""dAMP"", ""start_span"": 125, ""end_span"": 129, ""type"": ""Chemical""}]"	valid
Three water molecules bind in place of the C alpha - and C beta - hydroxyl and carboxyl groups of isocitrate, while sulfate binds in place of the C gamma - carboxyl group.	water,6,11,Chemical	hydroxyl,66,74,Chemical	carboxyl,79,87,Chemical	isocitrate,98,108,Chemical	sulfate,116,123,Chemical	carboxyl,156,164,Chemical	"[{""token"": ""water"", ""start_span"": 6, ""end_span"": 11, ""type"": ""Chemical""}, {""token"": ""hydroxyl"", ""start_span"": 66, ""end_span"": 74, ""type"": ""Chemical""}, {""token"": ""carboxyl"", ""start_span"": 79, ""end_span"": 87, ""type"": ""Chemical""}, {""token"": ""isocitrate"", ""start_span"": 98, ""end_span"": 108, ""type"": ""Chemical""}, {""token"": ""sulfate"", ""start_span"": 116, ""end_span"": 123, ""type"": ""Chemical""}, {""token"": ""carboxyl"", ""start_span"": 156, ""end_span"": 164, ""type"": ""Chemical""}]"	valid
Serine 927 resides in a conserved motif ( Asp - Ser ( 927) - Gly - Val - Glu - Thr - Ser ( 932)) homologous to the IKK target sequence in IkappaBalpha.	Serine 927,0,10,Chemical	Asp,42,45,Chemical	Gly,61,64,Chemical	Val,67,70,Chemical	Glu,73,76,Chemical	Thr,79,82,Chemical	"[{""token"": ""Serine 927"", ""start_span"": 0, ""end_span"": 10, ""type"": ""Chemical""}, {""token"": ""Asp"", ""start_span"": 42, ""end_span"": 45, ""type"": ""Chemical""}, {""token"": ""Gly"", ""start_span"": 61, ""end_span"": 64, ""type"": ""Chemical""}, {""token"": ""Val"", ""start_span"": 67, ""end_span"": 70, ""type"": ""Chemical""}, {""token"": ""Glu"", ""start_span"": 73, ""end_span"": 76, ""type"": ""Chemical""}, {""token"": ""Thr"", ""start_span"": 79, ""end_span"": 82, ""type"": ""Chemical""}]"	test
The heterologous expression of HFRC1 in the yeast revealed the multisubstrate specific transport activity of HFRC1 ( for UDP - N - acetylglucosamine ( UDP - GlcNAc), UDP - glucose ( UDP - Glc), and GDP - mannose ( GDP - Man), with apparent K ( m) values of 8. 0, 2. 1, and 0. 14 microm, respectively).	UDP - N - acetylglucosamine,121,148,Chemical	UDP - GlcNAc,151,163,Chemical	UDP - glucose,166,179,Chemical	UDP - Glc,182,191,Chemical	GDP - mannose,198,211,Chemical	GDP - Man,214,223,Chemical	"[{""token"": ""UDP - N - acetylglucosamine"", ""start_span"": 121, ""end_span"": 148, ""type"": ""Chemical""}, {""token"": ""UDP - GlcNAc"", ""start_span"": 151, ""end_span"": 163, ""type"": ""Chemical""}, {""token"": ""UDP - glucose"", ""start_span"": 166, ""end_span"": 179, ""type"": ""Chemical""}, {""token"": ""UDP - Glc"", ""start_span"": 182, ""end_span"": 191, ""type"": ""Chemical""}, {""token"": ""GDP - mannose"", ""start_span"": 198, ""end_span"": 211, ""type"": ""Chemical""}, {""token"": ""GDP - Man"", ""start_span"": 214, ""end_span"": 223, ""type"": ""Chemical""}]"	test
