Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	json	split
NK - DC ( C - E) or NK - K562 ( F - H) conjugate formation was measured by flow cytometry, at the following ratios ( NK / DC or NK / K562): 1: 5 ( C and F); 1: 1 ( D and G); and 5: 1 ( E and H).	NK,0,2,Anatomy	DC,5,7,Anatomy	NK,20,22,Anatomy	K562,25,29,Anatomy	NK,117,119,Anatomy	DC,122,124,Anatomy	NK,128,130,Anatomy	K562,133,137,Anatomy	"[{""token"": ""NK"", ""start_span"": 0, ""end_span"": 2, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 5, ""end_span"": 7, ""type"": ""Anatomy""}, {""token"": ""NK"", ""start_span"": 20, ""end_span"": 22, ""type"": ""Anatomy""}, {""token"": ""K562"", ""start_span"": 25, ""end_span"": 29, ""type"": ""Anatomy""}, {""token"": ""NK"", ""start_span"": 117, ""end_span"": 119, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 122, ""end_span"": 124, ""type"": ""Anatomy""}, {""token"": ""NK"", ""start_span"": 128, ""end_span"": 130, ""type"": ""Anatomy""}, {""token"": ""K562"", ""start_span"": 133, ""end_span"": 137, ""type"": ""Anatomy""}]"	train
Cultured iDCs were incubated alone ( A, D, and G); with activated NK cells at an NK / DC ratio of 1: 5 ( B, E, and H); with activated NK cells ( NK / DC; 1: 5) separated in trans - wells ( C and F); or with activated NK cells and 10 mug / ml of a neutralizing antibody for TNF - alpha ( I).	iDCs,9,13,Anatomy	NK cells,66,74,Anatomy	NK,81,83,Anatomy	DC,86,88,Anatomy	NK cells,134,142,Anatomy	NK,145,147,Anatomy	DC,150,152,Anatomy	NK cells,217,225,Anatomy	"[{""token"": ""iDCs"", ""start_span"": 9, ""end_span"": 13, ""type"": ""Anatomy""}, {""token"": ""NK cells"", ""start_span"": 66, ""end_span"": 74, ""type"": ""Anatomy""}, {""token"": ""NK"", ""start_span"": 81, ""end_span"": 83, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 86, ""end_span"": 88, ""type"": ""Anatomy""}, {""token"": ""NK cells"", ""start_span"": 134, ""end_span"": 142, ""type"": ""Anatomy""}, {""token"": ""NK"", ""start_span"": 145, ""end_span"": 147, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 150, ""end_span"": 152, ""type"": ""Anatomy""}, {""token"": ""NK cells"", ""start_span"": 217, ""end_span"": 225, ""type"": ""Anatomy""}]"	train
RT - PCR analyses of total RNA from ovaries ( O), embryos ( E), from male and female larvae ( L), male soma ( head plus thorax, MS) and female soma ( head plus thorax, FS).	ovaries,36,43,Anatomy	embryos,50,57,Anatomy	soma,103,107,Anatomy	head,110,114,Anatomy	thorax,120,126,Anatomy	soma,143,147,Anatomy	head,150,154,Anatomy	thorax,160,166,Anatomy	"[{""token"": ""ovaries"", ""start_span"": 36, ""end_span"": 43, ""type"": ""Anatomy""}, {""token"": ""embryos"", ""start_span"": 50, ""end_span"": 57, ""type"": ""Anatomy""}, {""token"": ""soma"", ""start_span"": 103, ""end_span"": 107, ""type"": ""Anatomy""}, {""token"": ""head"", ""start_span"": 110, ""end_span"": 114, ""type"": ""Anatomy""}, {""token"": ""thorax"", ""start_span"": 120, ""end_span"": 126, ""type"": ""Anatomy""}, {""token"": ""soma"", ""start_span"": 143, ""end_span"": 147, ""type"": ""Anatomy""}, {""token"": ""head"", ""start_span"": 150, ""end_span"": 154, ""type"": ""Anatomy""}, {""token"": ""thorax"", ""start_span"": 160, ""end_span"": 166, ""type"": ""Anatomy""}]"	train
Roles of cell adhesion molecules mediating the interaction of cancer and endothelial cells in tumor angiogenesis were investigated using new in vitro and in vivo model systems with a cultured murine endothelial cell line ( F - 2) and human cultured epidermoid cancer cells ( A431).	cell,9,13,Anatomy	cancer,62,68,Anatomy	endothelial cells,73,90,Anatomy	tumor,94,99,Anatomy	endothelial cell line,199,220,Anatomy	F - 2,223,228,Anatomy	epidermoid cancer cells,249,272,Anatomy	A431,275,279,Anatomy	"[{""token"": ""cell"", ""start_span"": 9, ""end_span"": 13, ""type"": ""Anatomy""}, {""token"": ""cancer"", ""start_span"": 62, ""end_span"": 68, ""type"": ""Anatomy""}, {""token"": ""endothelial cells"", ""start_span"": 73, ""end_span"": 90, ""type"": ""Anatomy""}, {""token"": ""tumor"", ""start_span"": 94, ""end_span"": 99, ""type"": ""Anatomy""}, {""token"": ""endothelial cell line"", ""start_span"": 199, ""end_span"": 220, ""type"": ""Anatomy""}, {""token"": ""F - 2"", ""start_span"": 223, ""end_span"": 228, ""type"": ""Anatomy""}, {""token"": ""epidermoid cancer cells"", ""start_span"": 249, ""end_span"": 272, ""type"": ""Anatomy""}, {""token"": ""A431"", ""start_span"": 275, ""end_span"": 279, ""type"": ""Anatomy""}]"	train
Here, we show that NCAM - deficient beta cell tumors grew leaky blood vessels with perturbed pericyte - endothelial cell - cell interactions and deficient perivascular deposition of ECM components.	NCAM - deficient beta cell tumors,19,52,Anatomy	blood vessels,64,77,Anatomy	pericyte,93,101,Anatomy	endothelial,104,115,Anatomy	cell,116,120,Anatomy	cell,123,127,Anatomy	perivascular,155,167,Anatomy	ECM components,182,196,Anatomy	"[{""token"": ""NCAM - deficient beta cell tumors"", ""start_span"": 19, ""end_span"": 52, ""type"": ""Anatomy""}, {""token"": ""blood vessels"", ""start_span"": 64, ""end_span"": 77, ""type"": ""Anatomy""}, {""token"": ""pericyte"", ""start_span"": 93, ""end_span"": 101, ""type"": ""Anatomy""}, {""token"": ""endothelial"", ""start_span"": 104, ""end_span"": 115, ""type"": ""Anatomy""}, {""token"": ""cell"", ""start_span"": 116, ""end_span"": 120, ""type"": ""Anatomy""}, {""token"": ""cell"", ""start_span"": 123, ""end_span"": 127, ""type"": ""Anatomy""}, {""token"": ""perivascular"", ""start_span"": 155, ""end_span"": 167, ""type"": ""Anatomy""}, {""token"": ""ECM components"", ""start_span"": 182, ""end_span"": 196, ""type"": ""Anatomy""}]"	train
The B ( 1) R appeared either as cytoplasmic dots or labeling on the apical cell membrane of the cells composing the epithelia with intestinal metaplasia ( 24 / 24; 100%) and carcinoma in situ ( 10 / 10; 100%) and in the epithelial cells of adenomas.	cytoplasmic,32,43,Anatomy	apical cell membrane,68,88,Anatomy	cells,96,101,Anatomy	epithelia,116,125,Anatomy	intestinal metaplasia,131,152,Anatomy	carcinoma in situ,174,191,Anatomy	epithelial cells,220,236,Anatomy	adenomas,240,248,Anatomy	"[{""token"": ""cytoplasmic"", ""start_span"": 32, ""end_span"": 43, ""type"": ""Anatomy""}, {""token"": ""apical cell membrane"", ""start_span"": 68, ""end_span"": 88, ""type"": ""Anatomy""}, {""token"": ""cells"", ""start_span"": 96, ""end_span"": 101, ""type"": ""Anatomy""}, {""token"": ""epithelia"", ""start_span"": 116, ""end_span"": 125, ""type"": ""Anatomy""}, {""token"": ""intestinal metaplasia"", ""start_span"": 131, ""end_span"": 152, ""type"": ""Anatomy""}, {""token"": ""carcinoma in situ"", ""start_span"": 174, ""end_span"": 191, ""type"": ""Anatomy""}, {""token"": ""epithelial cells"", ""start_span"": 220, ""end_span"": 236, ""type"": ""Anatomy""}, {""token"": ""adenomas"", ""start_span"": 240, ""end_span"": 248, ""type"": ""Anatomy""}]"	train
In an attempt to identify a specific immunohistochemical profile that would distinguish HCC from metastatic carcinomas, we studied 56 HCCs, 8 cholangiocarcinomas, and 24 metastatic adenocarcinomas with monoclonal antibodies to alpha - fetoprotein ( AFP), keratin ( AE1, AE3, and CAM5. 2), Leu - M1, human milk fat globule ( HMFG - 2), tumor - associated glycoprotein - 72 ( B72. 3), epithelial specific membrane antigen ( Ber - EP4), and BCA - 225 ( CU - 18).	HCC,88,91,Anatomy	metastatic carcinomas,97,118,Anatomy	HCCs,134,138,Anatomy	cholangiocarcinomas,142,161,Anatomy	metastatic adenocarcinomas,170,196,Anatomy	tumor,335,340,Anatomy	epithelial,383,393,Anatomy	membrane,403,411,Anatomy	"[{""token"": ""HCC"", ""start_span"": 88, ""end_span"": 91, ""type"": ""Anatomy""}, {""token"": ""metastatic carcinomas"", ""start_span"": 97, ""end_span"": 118, ""type"": ""Anatomy""}, {""token"": ""HCCs"", ""start_span"": 134, ""end_span"": 138, ""type"": ""Anatomy""}, {""token"": ""cholangiocarcinomas"", ""start_span"": 142, ""end_span"": 161, ""type"": ""Anatomy""}, {""token"": ""metastatic adenocarcinomas"", ""start_span"": 170, ""end_span"": 196, ""type"": ""Anatomy""}, {""token"": ""tumor"", ""start_span"": 335, ""end_span"": 340, ""type"": ""Anatomy""}, {""token"": ""epithelial"", ""start_span"": 383, ""end_span"": 393, ""type"": ""Anatomy""}, {""token"": ""membrane"", ""start_span"": 403, ""end_span"": 411, ""type"": ""Anatomy""}]"	train
Expression of the cytolytic effectors perforin, granzyme B9, and the granule membrane protein TIA1 were examined in 24 putative NK - cell lymphomas, 18 postthymic T - cell lymphomas ( one case CD8 + CD56 + and three anaplastic large cell lymphomas ( ALCL), three T - lymphoblastic lymphomas, and 20 B - cell lymphomas.	granule membrane,69,85,Anatomy	NK - cell lymphomas,128,147,Anatomy	postthymic T - cell lymphomas,152,181,Anatomy	CD8 + CD56 +,193,205,Anatomy	anaplastic large cell lymphomas,216,247,Anatomy	ALCL,250,254,Anatomy	T - lymphoblastic lymphomas,263,290,Anatomy	B - cell lymphomas,299,317,Anatomy	"[{""token"": ""granule membrane"", ""start_span"": 69, ""end_span"": 85, ""type"": ""Anatomy""}, {""token"": ""NK - cell lymphomas"", ""start_span"": 128, ""end_span"": 147, ""type"": ""Anatomy""}, {""token"": ""postthymic T - cell lymphomas"", ""start_span"": 152, ""end_span"": 181, ""type"": ""Anatomy""}, {""token"": ""CD8 + CD56 +"", ""start_span"": 193, ""end_span"": 205, ""type"": ""Anatomy""}, {""token"": ""anaplastic large cell lymphomas"", ""start_span"": 216, ""end_span"": 247, ""type"": ""Anatomy""}, {""token"": ""ALCL"", ""start_span"": 250, ""end_span"": 254, ""type"": ""Anatomy""}, {""token"": ""T - lymphoblastic lymphomas"", ""start_span"": 263, ""end_span"": 290, ""type"": ""Anatomy""}, {""token"": ""B - cell lymphomas"", ""start_span"": 299, ""end_span"": 317, ""type"": ""Anatomy""}]"	train
A practice model that offers tertiary consultation in gastrointestinal ( GI) and liver pathology is presented that eliminates the cost and maintenance of scanners by the consultants and clients, minimizes the need for review of glass slides, facilitates clinicopathological and radiological correlation and serves the need of clients who need timely help with challenging liver and GI cases and to obtain expert opinion for dysplasia in Barrett ' s and ulcerative colitis surveillance biopsies required by the American Gastroenterology Association ( AGA).	gastrointestinal,54,70,Anatomy	GI,73,75,Anatomy	liver,81,86,Anatomy	liver,372,377,Anatomy	GI,382,384,Anatomy	dysplasia,424,433,Anatomy	ulcerative,453,463,Anatomy	biopsies,485,493,Anatomy	"[{""token"": ""gastrointestinal"", ""start_span"": 54, ""end_span"": 70, ""type"": ""Anatomy""}, {""token"": ""GI"", ""start_span"": 73, ""end_span"": 75, ""type"": ""Anatomy""}, {""token"": ""liver"", ""start_span"": 81, ""end_span"": 86, ""type"": ""Anatomy""}, {""token"": ""liver"", ""start_span"": 372, ""end_span"": 377, ""type"": ""Anatomy""}, {""token"": ""GI"", ""start_span"": 382, ""end_span"": 384, ""type"": ""Anatomy""}, {""token"": ""dysplasia"", ""start_span"": 424, ""end_span"": 433, ""type"": ""Anatomy""}, {""token"": ""ulcerative"", ""start_span"": 453, ""end_span"": 463, ""type"": ""Anatomy""}, {""token"": ""biopsies"", ""start_span"": 485, ""end_span"": 493, ""type"": ""Anatomy""}]"	valid
Compared with CSC - low tumors, CSC - high tumors exhibited increased microvessel density and blood perfusion and induced increased mobilization and tumor recruitment of bone marrow - derived endothelial progenitor cells ( EPC).	CSC - low tumors,14,30,Anatomy	CSC - high tumors,32,49,Anatomy	microvessel,70,81,Anatomy	blood,94,99,Anatomy	tumor,149,154,Anatomy	bone marrow,170,181,Anatomy	endothelial progenitor cells,192,220,Anatomy	EPC,223,226,Anatomy	"[{""token"": ""CSC - low tumors"", ""start_span"": 14, ""end_span"": 30, ""type"": ""Anatomy""}, {""token"": ""CSC - high tumors"", ""start_span"": 32, ""end_span"": 49, ""type"": ""Anatomy""}, {""token"": ""microvessel"", ""start_span"": 70, ""end_span"": 81, ""type"": ""Anatomy""}, {""token"": ""blood"", ""start_span"": 94, ""end_span"": 99, ""type"": ""Anatomy""}, {""token"": ""tumor"", ""start_span"": 149, ""end_span"": 154, ""type"": ""Anatomy""}, {""token"": ""bone marrow"", ""start_span"": 170, ""end_span"": 181, ""type"": ""Anatomy""}, {""token"": ""endothelial progenitor cells"", ""start_span"": 192, ""end_span"": 220, ""type"": ""Anatomy""}, {""token"": ""EPC"", ""start_span"": 223, ""end_span"": 226, ""type"": ""Anatomy""}]"	valid
