Sentence	entity_1	entity_2	entity_3	entity_4	json	split
For example, although aspirin is a generally well - tolerated pain reliever and is increasingly advocated as a preventative tool for heart attacks and colorectal cancer ( Vainio and Miller 2003; Werner et al. 2004), it is also linked to increased risk of gastrointestinal bleeding, cerebral hemorrhage ( Werner et al. 2004), and asthma attacks ( Jenkins et al. 2004).	heart,133,138,Anatomy	colorectal cancer,151,168,Anatomy	gastrointestinal,255,271,Anatomy	cerebral,282,290,Anatomy	"[{""token"": ""heart"", ""start_span"": 133, ""end_span"": 138, ""type"": ""Anatomy""}, {""token"": ""colorectal cancer"", ""start_span"": 151, ""end_span"": 168, ""type"": ""Anatomy""}, {""token"": ""gastrointestinal"", ""start_span"": 255, ""end_span"": 271, ""type"": ""Anatomy""}, {""token"": ""cerebral"", ""start_span"": 282, ""end_span"": 290, ""type"": ""Anatomy""}]"	train
Human use of DES was banned in the United States in 1971 after the discovery of high rates of rare, clear - cell adenocarcinomas of the vagina and cervix in DES - exposed daughters ( Herbst 1981), and later studies showed elevated breast cancer risk in women who took DES during pregnancy ( Titus - Ernstoff et al. 2001).	adenocarcinomas,113,128,Anatomy	vagina,136,142,Anatomy	cervix,147,153,Anatomy	breast cancer,231,244,Anatomy	"[{""token"": ""adenocarcinomas"", ""start_span"": 113, ""end_span"": 128, ""type"": ""Anatomy""}, {""token"": ""vagina"", ""start_span"": 136, ""end_span"": 142, ""type"": ""Anatomy""}, {""token"": ""cervix"", ""start_span"": 147, ""end_span"": 153, ""type"": ""Anatomy""}, {""token"": ""breast cancer"", ""start_span"": 231, ""end_span"": 244, ""type"": ""Anatomy""}]"	train
Tumor like Astrocytoma, Temporal lobe epilepsy, raised intra cranial tension, drug induced ( tricyclics, Propronolol etc;), meningitis and psychotic illness were shown to cause palinacousis and musical hallucinations [ 2, 3].	Tumor,0,5,Anatomy	Astrocytoma,11,22,Anatomy	Temporal lobe,24,37,Anatomy	cranial,61,68,Anatomy	"[{""token"": ""Tumor"", ""start_span"": 0, ""end_span"": 5, ""type"": ""Anatomy""}, {""token"": ""Astrocytoma"", ""start_span"": 11, ""end_span"": 22, ""type"": ""Anatomy""}, {""token"": ""Temporal lobe"", ""start_span"": 24, ""end_span"": 37, ""type"": ""Anatomy""}, {""token"": ""cranial"", ""start_span"": 61, ""end_span"": 68, ""type"": ""Anatomy""}]"	train
In November 2001 he developed cutaneous purple elevated lesions in his lower limbs that were diagnosed as KS by skin biopsy.	cutaneous purple elevated lesions,30,63,Anatomy	lower limbs,71,82,Anatomy	KS,106,108,Anatomy	skin,112,116,Anatomy	"[{""token"": ""cutaneous purple elevated lesions"", ""start_span"": 30, ""end_span"": 63, ""type"": ""Anatomy""}, {""token"": ""lower limbs"", ""start_span"": 71, ""end_span"": 82, ""type"": ""Anatomy""}, {""token"": ""KS"", ""start_span"": 106, ""end_span"": 108, ""type"": ""Anatomy""}, {""token"": ""skin"", ""start_span"": 112, ""end_span"": 116, ""type"": ""Anatomy""}]"	train
Two previous studies have shown that both resting and activated NK cells partially kill autologous DCs, as measured by 3 - 4 - h chromium release assays using high NK / DC ratios ( 11, 12).	NK cells,64,72,Anatomy	DCs,99,102,Anatomy	NK,164,166,Anatomy	DC,169,171,Anatomy	"[{""token"": ""NK cells"", ""start_span"": 64, ""end_span"": 72, ""type"": ""Anatomy""}, {""token"": ""DCs"", ""start_span"": 99, ""end_span"": 102, ""type"": ""Anatomy""}, {""token"": ""NK"", ""start_span"": 164, ""end_span"": 166, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 169, ""end_span"": 171, ""type"": ""Anatomy""}]"	train
Culturing activated NK cells with DCs at low NK / DC ratios ( 1: 5) led to increases in TNF - alpha production, which were augmented dramatically by the addition of suboptimal doses ( 10 ng / ml) of LPS ( Fig. 2 A).	NK cells,20,28,Anatomy	DCs,34,37,Anatomy	NK,45,47,Anatomy	DC,50,52,Anatomy	"[{""token"": ""NK cells"", ""start_span"": 20, ""end_span"": 28, ""type"": ""Anatomy""}, {""token"": ""DCs"", ""start_span"": 34, ""end_span"": 37, ""type"": ""Anatomy""}, {""token"": ""NK"", ""start_span"": 45, ""end_span"": 47, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 50, ""end_span"": 52, ""type"": ""Anatomy""}]"	train
Taken together these results indicate that novel mechanisms control cognate interactions between NK cells and DCs and that NK - DC contact has the potential to serve as an important control switch for both amplifying and attenuating innate immune responses in vivo.	NK cells,97,105,Anatomy	DCs,110,113,Anatomy	NK,123,125,Anatomy	DC,128,130,Anatomy	"[{""token"": ""NK cells"", ""start_span"": 97, ""end_span"": 105, ""type"": ""Anatomy""}, {""token"": ""DCs"", ""start_span"": 110, ""end_span"": 113, ""type"": ""Anatomy""}, {""token"": ""NK"", ""start_span"": 123, ""end_span"": 125, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 128, ""end_span"": 130, ""type"": ""Anatomy""}]"	train
These striking differences between death and survival of DCs upon encountering NK cells correlate precisely with our previous results on TNF - alpha and IL - 12 p40 production where increasing numbers of NK cells in the culture shifts the NK effect from potent stimulation to complete inhibition ( Fig. 2).	DCs,57,60,Anatomy	NK cells,79,87,Anatomy	NK cells,204,212,Anatomy	NK,239,241,Anatomy	"[{""token"": ""DCs"", ""start_span"": 57, ""end_span"": 60, ""type"": ""Anatomy""}, {""token"": ""NK cells"", ""start_span"": 79, ""end_span"": 87, ""type"": ""Anatomy""}, {""token"": ""NK cells"", ""start_span"": 204, ""end_span"": 212, ""type"": ""Anatomy""}, {""token"": ""NK"", ""start_span"": 239, ""end_span"": 241, ""type"": ""Anatomy""}]"	train
Activated / cultured NK cell - mediated death / survival of DCs and NK - DC conjugate formation.	NK cell,21,28,Anatomy	DCs,60,63,Anatomy	NK,68,70,Anatomy	DC,73,75,Anatomy	"[{""token"": ""NK cell"", ""start_span"": 21, ""end_span"": 28, ""type"": ""Anatomy""}, {""token"": ""DCs"", ""start_span"": 60, ""end_span"": 63, ""type"": ""Anatomy""}, {""token"": ""NK"", ""start_span"": 68, ""end_span"": 70, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 73, ""end_span"": 75, ""type"": ""Anatomy""}]"	train
NK cells can both efficiently kill and potently stimulate DCs in our model system and each of these opposing effects appear dependent on cell - to - cell contact.	NK cells,0,8,Anatomy	DCs,58,61,Anatomy	cell,137,141,Anatomy	cell,149,153,Anatomy	"[{""token"": ""NK cells"", ""start_span"": 0, ""end_span"": 8, ""type"": ""Anatomy""}, {""token"": ""DCs"", ""start_span"": 58, ""end_span"": 61, ""type"": ""Anatomy""}, {""token"": ""cell"", ""start_span"": 137, ""end_span"": 141, ""type"": ""Anatomy""}, {""token"": ""cell"", ""start_span"": 149, ""end_span"": 153, ""type"": ""Anatomy""}]"	train
