Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	json	split
The observation that AP - 3 is found in both cytosolic and membrane subcellular fractions, and that membrane - associated AP - 3 can be extracted with salts ( Dell ' Angelica et al., 1997a) is consistent with its role as a membrane coat that can be recruited from a cytosolic pool.	cytosolic,45,54,Anatomy	membrane subcellular fractions,59,89,Anatomy	membrane,100,108,Anatomy	membrane,223,231,Anatomy	cytosolic pool,266,280,Anatomy	"[{""token"": ""cytosolic"", ""start_span"": 45, ""end_span"": 54, ""type"": ""Anatomy""}, {""token"": ""membrane subcellular fractions"", ""start_span"": 59, ""end_span"": 89, ""type"": ""Anatomy""}, {""token"": ""membrane"", ""start_span"": 100, ""end_span"": 108, ""type"": ""Anatomy""}, {""token"": ""membrane"", ""start_span"": 223, ""end_span"": 231, ""type"": ""Anatomy""}, {""token"": ""cytosolic pool"", ""start_span"": 266, ""end_span"": 280, ""type"": ""Anatomy""}]"	train
( A) TNF - alpha production was measured in the supernatants from cultures of: DCs alone ( gray bars); NK + DC ( 1: 5) ( black bars).	supernatants,48,60,Anatomy	cultures,66,74,Anatomy	DCs,79,82,Anatomy	NK,103,105,Anatomy	DC,108,110,Anatomy	"[{""token"": ""supernatants"", ""start_span"": 48, ""end_span"": 60, ""type"": ""Anatomy""}, {""token"": ""cultures"", ""start_span"": 66, ""end_span"": 74, ""type"": ""Anatomy""}, {""token"": ""DCs"", ""start_span"": 79, ""end_span"": 82, ""type"": ""Anatomy""}, {""token"": ""NK"", ""start_span"": 103, ""end_span"": 105, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 108, ""end_span"": 110, ""type"": ""Anatomy""}]"	train
( C and D) Effect of increasing the NK / DC ratio ( DCs alone; NK: DC - 1: 5; 1: 1; 5: 1) on ( C) TNF - alpha and ( D) IL - 12 p40 production.	NK,36,38,Anatomy	DC,41,43,Anatomy	DCs,52,55,Anatomy	NK,63,65,Anatomy	DC,67,69,Anatomy	"[{""token"": ""NK"", ""start_span"": 36, ""end_span"": 38, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 41, ""end_span"": 43, ""type"": ""Anatomy""}, {""token"": ""DCs"", ""start_span"": 52, ""end_span"": 55, ""type"": ""Anatomy""}, {""token"": ""NK"", ""start_span"": 63, ""end_span"": 65, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 67, ""end_span"": 69, ""type"": ""Anatomy""}]"	train
( E) The effect of neutralizing IFN - gamma production was tested under the following conditions: DCs alone ( gray bars); NK + DC ( 1: 5) ( black bars); NK + DC ( 1: 5) and 10 mug / ml of blocking anti - IFN - gamma mAb ( stippled bars).	DCs,98,101,Anatomy	NK,122,124,Anatomy	DC,127,129,Anatomy	NK,153,155,Anatomy	DC,158,160,Anatomy	"[{""token"": ""DCs"", ""start_span"": 98, ""end_span"": 101, ""type"": ""Anatomy""}, {""token"": ""NK"", ""start_span"": 122, ""end_span"": 124, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 127, ""end_span"": 129, ""type"": ""Anatomy""}, {""token"": ""NK"", ""start_span"": 153, ""end_span"": 155, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 158, ""end_span"": 160, ""type"": ""Anatomy""}]"	train
The results demonstrate that NK cells kill autologous iDCs ( Fig. 3 A) at all NK / DC ratios tested after 4 h and the level of killing is similar to the lysis of K562 cells over the same time ( Fig. 3 B).	NK cells,29,37,Anatomy	iDCs,54,58,Anatomy	NK,78,80,Anatomy	DC,83,85,Anatomy	K562 cells,162,172,Anatomy	"[{""token"": ""NK cells"", ""start_span"": 29, ""end_span"": 37, ""type"": ""Anatomy""}, {""token"": ""iDCs"", ""start_span"": 54, ""end_span"": 58, ""type"": ""Anatomy""}, {""token"": ""NK"", ""start_span"": 78, ""end_span"": 80, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 83, ""end_span"": 85, ""type"": ""Anatomy""}, {""token"": ""K562 cells"", ""start_span"": 162, ""end_span"": 172, ""type"": ""Anatomy""}]"	train
NK cell mediated killing / survival of CFDA. SE - loaded iDCs ( A) and K562 cells ( B) was measured by flow cytometry over 4 h ( *) or 24 h ( *) at the indicated NK / DC ratios as described in Materials and Methods.	NK cell,0,7,Anatomy	iDCs,57,61,Anatomy	K562 cells,71,81,Anatomy	NK,162,164,Anatomy	DC,167,169,Anatomy	"[{""token"": ""NK cell"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Anatomy""}, {""token"": ""iDCs"", ""start_span"": 57, ""end_span"": 61, ""type"": ""Anatomy""}, {""token"": ""K562 cells"", ""start_span"": 71, ""end_span"": 81, ""type"": ""Anatomy""}, {""token"": ""NK"", ""start_span"": 162, ""end_span"": 164, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 167, ""end_span"": 169, ""type"": ""Anatomy""}]"	train
Our analysis revealed that NK cells bound DC ( Fig. 3 C - E) with an efficiency almost equal to that of NK cell binding to the classical NK - target, K562 ( Fig. 3 F - H).	NK cells,27,35,Anatomy	DC,42,44,Anatomy	NK cell,104,111,Anatomy	NK,137,139,Anatomy	K562,150,154,Anatomy	"[{""token"": ""NK cells"", ""start_span"": 27, ""end_span"": 35, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 42, ""end_span"": 44, ""type"": ""Anatomy""}, {""token"": ""NK cell"", ""start_span"": 104, ""end_span"": 111, ""type"": ""Anatomy""}, {""token"": ""NK"", ""start_span"": 137, ""end_span"": 139, ""type"": ""Anatomy""}, {""token"": ""K562"", ""start_span"": 150, ""end_span"": 154, ""type"": ""Anatomy""}]"	train
Binding was detectable even at the lowest NK / DC ratio tested ( 1: 5) indicating that NK - DC conjugates are formed in our other experiments measuring cytokine production and cell killing.	NK,42,44,Anatomy	DC,47,49,Anatomy	NK,87,89,Anatomy	DC,92,94,Anatomy	cell,176,180,Anatomy	"[{""token"": ""NK"", ""start_span"": 42, ""end_span"": 44, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 47, ""end_span"": 49, ""type"": ""Anatomy""}, {""token"": ""NK"", ""start_span"": 87, ""end_span"": 89, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 92, ""end_span"": 94, ""type"": ""Anatomy""}, {""token"": ""cell"", ""start_span"": 176, ""end_span"": 180, ""type"": ""Anatomy""}]"	train
Blood islands are formed in the yolk sac mesodermal area just between the visceral endodermal and ectodermal layers, which supply the red blood cells at the primary stage.	Blood islands,0,13,Anatomy	yolk sac mesodermal area,32,56,Anatomy	visceral endodermal,74,93,Anatomy	ectodermal layers,98,115,Anatomy	red blood cells,134,149,Anatomy	"[{""token"": ""Blood islands"", ""start_span"": 0, ""end_span"": 13, ""type"": ""Anatomy""}, {""token"": ""yolk sac mesodermal area"", ""start_span"": 32, ""end_span"": 56, ""type"": ""Anatomy""}, {""token"": ""visceral endodermal"", ""start_span"": 74, ""end_span"": 93, ""type"": ""Anatomy""}, {""token"": ""ectodermal layers"", ""start_span"": 98, ""end_span"": 115, ""type"": ""Anatomy""}, {""token"": ""red blood cells"", ""start_span"": 134, ""end_span"": 149, ""type"": ""Anatomy""}]"	train
The cells in blood islands are called hemangioblasts since they also differentiate into the endothelial cells of extraembryonic blood vessel structure.	cells,4,9,Anatomy	blood islands,13,26,Anatomy	hemangioblasts,38,52,Anatomy	endothelial cells,92,109,Anatomy	extraembryonic blood vessel structure,113,150,Anatomy	"[{""token"": ""cells"", ""start_span"": 4, ""end_span"": 9, ""type"": ""Anatomy""}, {""token"": ""blood islands"", ""start_span"": 13, ""end_span"": 26, ""type"": ""Anatomy""}, {""token"": ""hemangioblasts"", ""start_span"": 38, ""end_span"": 52, ""type"": ""Anatomy""}, {""token"": ""endothelial cells"", ""start_span"": 92, ""end_span"": 109, ""type"": ""Anatomy""}, {""token"": ""extraembryonic blood vessel structure"", ""start_span"": 113, ""end_span"": 150, ""type"": ""Anatomy""}]"	train
If trabeculectomy fails, another type of surgery places a drainage tube ( Molteno tube) in the eye, between the cornea and iris, which exits at the junction of the cornea and sclera.	eye,95,98,Anatomy	cornea,112,118,Anatomy	iris,123,127,Anatomy	cornea,164,170,Anatomy	sclera,175,181,Anatomy	"[{""token"": ""eye"", ""start_span"": 95, ""end_span"": 98, ""type"": ""Anatomy""}, {""token"": ""cornea"", ""start_span"": 112, ""end_span"": 118, ""type"": ""Anatomy""}, {""token"": ""iris"", ""start_span"": 123, ""end_span"": 127, ""type"": ""Anatomy""}, {""token"": ""cornea"", ""start_span"": 164, ""end_span"": 170, ""type"": ""Anatomy""}, {""token"": ""sclera"", ""start_span"": 175, ""end_span"": 181, ""type"": ""Anatomy""}]"	train
