Sentence	entity_1	entity_2	json	split
Two Plexiglas double - chamber MECs were operated as batch reactors, with a total volume of 750 ml for each chamber ( 34 by 6 by 3. 5 cm).	MECs,31,35,engineered	batch reactors,53,67,engineered	"[{""token"": ""MECs"", ""start_span"": 31, ""end_span"": 35, ""type"": ""engineered""}, {""token"": ""batch reactors"", ""start_span"": 53, ""end_span"": 67, ""type"": ""engineered""}]"	test
Following the inoculation of the reactors, seed sludge was acclimatised to the reactor environment at 30C with 1. 8g volatile solids ( VS) L1day1 organic loading rate ( OLR) and a hydraulic retention time ( HRT) of 20days for 190days.	reactors,33,41,engineered	reactor,79,86,engineered	"[{""token"": ""reactors"", ""start_span"": 33, ""end_span"": 41, ""type"": ""engineered""}, {""token"": ""reactor"", ""start_span"": 79, ""end_span"": 86, ""type"": ""engineered""}]"	test
Furthermore, at this experimental stage, batch systems were utilized to avoid potential heterogeneity of granular sludge resulting from plug - flow hydraulic regimes associated with the operation of sludge bed up - flow reactors ( Wu and Hickey, 1997).	batch systems,41,54,engineered	sludge bed up - flow reactors,199,228,engineered	"[{""token"": ""batch systems"", ""start_span"": 41, ""end_span"": 54, ""type"": ""engineered""}, {""token"": ""sludge bed up - flow reactors"", ""start_span"": 199, ""end_span"": 228, ""type"": ""engineered""}]"	test
Additional liquid samples ( 4mL) for metagenomic analyses were collected in three replicates and in three time points ( days 41, 52, and 61) at steady - state condition from R1 and R3.	R1,174,176,engineered	R3,181,183,engineered	"[{""token"": ""R1"", ""start_span"": 174, ""end_span"": 176, ""type"": ""engineered""}, {""token"": ""R3"", ""start_span"": 181, ""end_span"": 183, ""type"": ""engineered""}]"	test
Materials and methods Reactors operation and sampling Anaerobic sludge was obtained from a well - performing anaerobic lab - scale CSTR reactor that had not been exposed to any antibiotics.	Reactors,22,30,engineered	CSTR reactor,131,143,engineered	"[{""token"": ""Reactors"", ""start_span"": 22, ""end_span"": 30, ""type"": ""engineered""}, {""token"": ""CSTR reactor"", ""start_span"": 131, ""end_span"": 143, ""type"": ""engineered""}]"	test
Twelve samples collected in the bioreactor from the start - up, steady - state, overloading and recovery periods of the AnMBR process were analyzed.	bioreactor,32,42,engineered	AnMBR,120,125,engineered	"[{""token"": ""bioreactor"", ""start_span"": 32, ""end_span"": 42, ""type"": ""engineered""}, {""token"": ""AnMBR"", ""start_span"": 120, ""end_span"": 125, ""type"": ""engineered""}]"	test
On day 62 ( time point A) and day 177 ( time point B), all reactors were opened and the carbon substrate from the center of the reactors and the planktonic phase from between the wood chips were sampled.	reactors,59,67,engineered	reactors,128,136,engineered	"[{""token"": ""reactors"", ""start_span"": 59, ""end_span"": 67, ""type"": ""engineered""}, {""token"": ""reactors"", ""start_span"": 128, ""end_span"": 136, ""type"": ""engineered""}]"	test
The CSTRs were inoculated from a lab - scale digester operated at a dilution rate of 0. 125 days - 1 with the same synthetic substrate for 7 months.	CSTRs,4,9,engineered	digester,45,53,engineered	"[{""token"": ""CSTRs"", ""start_span"": 4, ""end_span"": 9, ""type"": ""engineered""}, {""token"": ""digester"", ""start_span"": 45, ""end_span"": 53, ""type"": ""engineered""}]"	test
Establishment of light and heavy oil - degrading produced water cultures Oil - free produced water from all five PW samples was combined in equal ratios and 500 mL aliquots were dispensed into five sterile, custom - made glass vessels.	PW,113,115,engineered	glass vessels,221,234,engineered	"[{""token"": ""PW"", ""start_span"": 113, ""end_span"": 115, ""type"": ""engineered""}, {""token"": ""glass vessels"", ""start_span"": 221, ""end_span"": 234, ""type"": ""engineered""}]"	test
16S rDNA sequencing of selected samples DNA samples ( from two independent replicates) collected on days 30, 37 and 50 ( phase 2), and days 178, 192 and 206 ( phase 4) from the fermenter and post - digester were selected for high throughput sequencing of the amplified 16S rDNA fragments as described by Sundberg et al. ( 2013).	fermenter,177,186,engineered	post - digester,191,206,engineered	"[{""token"": ""fermenter"", ""start_span"": 177, ""end_span"": 186, ""type"": ""engineered""}, {""token"": ""post - digester"", ""start_span"": 191, ""end_span"": 206, ""type"": ""engineered""}]"	test
