Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	entity_9	json	split
The reaction mixture ( final volume 0. 5 ml) consisted of potassium phosphate buffer ( 100 mM K2HPO4, 0. 1 mM EDTA, 5 mM DTT, 30 mM nicotinamide, pH 7. 4), [ 14C] - cholesterol ( 5 x 105 dpm) solubilized in 50 mu l of 25% ( wt / vol) beta - cyclodextrin ( final concentration 0. 8%), and 50 - 200 mu g of microsomal protein.	potassium,58,67,Chemical	phosphate,68,77,Chemical	EDTA,110,114,Chemical	DTT,121,124,Chemical	nicotinamide,132,144,Chemical	14C,158,161,Chemical	cholesterol,165,176,Chemical	cyclodextrin,241,253,Chemical	protein,316,323,Chemical	"[{""token"": ""potassium"", ""start_span"": 58, ""end_span"": 67, ""type"": ""Chemical""}, {""token"": ""phosphate"", ""start_span"": 68, ""end_span"": 77, ""type"": ""Chemical""}, {""token"": ""EDTA"", ""start_span"": 110, ""end_span"": 114, ""type"": ""Chemical""}, {""token"": ""DTT"", ""start_span"": 121, ""end_span"": 124, ""type"": ""Chemical""}, {""token"": ""nicotinamide"", ""start_span"": 132, ""end_span"": 144, ""type"": ""Chemical""}, {""token"": ""14C"", ""start_span"": 158, ""end_span"": 161, ""type"": ""Chemical""}, {""token"": ""cholesterol"", ""start_span"": 165, ""end_span"": 176, ""type"": ""Chemical""}, {""token"": ""cyclodextrin"", ""start_span"": 241, ""end_span"": 253, ""type"": ""Chemical""}, {""token"": ""protein"", ""start_span"": 316, ""end_span"": 323, ""type"": ""Chemical""}]"	train
Soleus fibers were separated and then transferred to a buffer ( 2. 77 mM K2Ca - EGTA, 7. 23 mM K2EGTA, 6. 56 mM MgCl2, 20 mM imidazole, 53. 3 mM K - MES, 20 mM taurine, 5. 3 mM ATP, 15 mM PCr, 3 mM KH2PO4, 0. 5 mM DTT [ pH 7. 1]) supplemented with 50 mu g / ml saponin and permeabilized for 30 min at 4 degrees C with gentle stirring.	EGTA,80,84,Chemical	MgCl2,112,117,Chemical	imidazole,125,134,Chemical	K,145,146,Chemical	MES,149,152,Chemical	taurine,160,167,Chemical	ATP,177,180,Chemical	PCr,188,191,Chemical	DTT,214,217,Chemical	"[{""token"": ""EGTA"", ""start_span"": 80, ""end_span"": 84, ""type"": ""Chemical""}, {""token"": ""MgCl2"", ""start_span"": 112, ""end_span"": 117, ""type"": ""Chemical""}, {""token"": ""imidazole"", ""start_span"": 125, ""end_span"": 134, ""type"": ""Chemical""}, {""token"": ""K"", ""start_span"": 145, ""end_span"": 146, ""type"": ""Chemical""}, {""token"": ""MES"", ""start_span"": 149, ""end_span"": 152, ""type"": ""Chemical""}, {""token"": ""taurine"", ""start_span"": 160, ""end_span"": 167, ""type"": ""Chemical""}, {""token"": ""ATP"", ""start_span"": 177, ""end_span"": 180, ""type"": ""Chemical""}, {""token"": ""PCr"", ""start_span"": 188, ""end_span"": 191, ""type"": ""Chemical""}, {""token"": ""DTT"", ""start_span"": 214, ""end_span"": 217, ""type"": ""Chemical""}]"	train
L - CPT I, liver - type carnitine palmitoyltransferase; MCAD, medium - chain acyl - CoA dehydrogenase; SREBP, sterol regulatory element binding protein; SCD, steroyl - CoA desaturase; FAS, fatty acid synthase; GPAT, glycerol - 3 - phosphate acyltransferase; DGAT, diacylglycerol acyltransferase	carnitine,24,33,Chemical	acyl - CoA,77,87,Chemical	sterol,110,116,Chemical	protein,144,151,Chemical	steroyl - CoA,158,171,Chemical	fatty acid,189,199,Chemical	glycerol,216,224,Chemical	phosphate,231,240,Chemical	diacylglycerol,264,278,Chemical	"[{""token"": ""carnitine"", ""start_span"": 24, ""end_span"": 33, ""type"": ""Chemical""}, {""token"": ""acyl - CoA"", ""start_span"": 77, ""end_span"": 87, ""type"": ""Chemical""}, {""token"": ""sterol"", ""start_span"": 110, ""end_span"": 116, ""type"": ""Chemical""}, {""token"": ""protein"", ""start_span"": 144, ""end_span"": 151, ""type"": ""Chemical""}, {""token"": ""steroyl - CoA"", ""start_span"": 158, ""end_span"": 171, ""type"": ""Chemical""}, {""token"": ""fatty acid"", ""start_span"": 189, ""end_span"": 199, ""type"": ""Chemical""}, {""token"": ""glycerol"", ""start_span"": 216, ""end_span"": 224, ""type"": ""Chemical""}, {""token"": ""phosphate"", ""start_span"": 231, ""end_span"": 240, ""type"": ""Chemical""}, {""token"": ""diacylglycerol"", ""start_span"": 264, ""end_span"": 278, ""type"": ""Chemical""}]"	train
Mouse R1 ES cells [ 49] were maintained on gelatin - coated plates with feeder layers of mouse embryonic fibroblasts at 37 degrees C under 5% CO2 in ES cell medium ( DMEM [ high glucose] supplemented with 15% fetal bovine serum, 0. 1 mM non - essential amino acids, 2 mM glutamine, 1 mM sodium pyruvate, 0. 1 mM 2 - mercaptoethanol, 100 U / ml penicillin, 100 mu g / ml streptomycin, 25 mu g / ml amphotericin, and 1, 000 U / ml of ESGro [ Chemicon]).	CO2,142,145,Chemical	glucose,178,185,Chemical	amino acids,253,264,Chemical	glutamine,271,280,Chemical	sodium,287,293,Chemical	pyruvate,294,302,Chemical	2 - mercaptoethanol,312,331,Chemical	penicillin,344,354,Chemical	streptomycin,370,382,Chemical	"[{""token"": ""CO2"", ""start_span"": 142, ""end_span"": 145, ""type"": ""Chemical""}, {""token"": ""glucose"", ""start_span"": 178, ""end_span"": 185, ""type"": ""Chemical""}, {""token"": ""amino acids"", ""start_span"": 253, ""end_span"": 264, ""type"": ""Chemical""}, {""token"": ""glutamine"", ""start_span"": 271, ""end_span"": 280, ""type"": ""Chemical""}, {""token"": ""sodium"", ""start_span"": 287, ""end_span"": 293, ""type"": ""Chemical""}, {""token"": ""pyruvate"", ""start_span"": 294, ""end_span"": 302, ""type"": ""Chemical""}, {""token"": ""2 - mercaptoethanol"", ""start_span"": 312, ""end_span"": 331, ""type"": ""Chemical""}, {""token"": ""penicillin"", ""start_span"": 344, ""end_span"": 354, ""type"": ""Chemical""}, {""token"": ""streptomycin"", ""start_span"": 370, ""end_span"": 382, ""type"": ""Chemical""}]"	train
Hybridization was performed in a humidified chamber in a solution containing 50% formamide, 10% dextran sulfate, 1 x Denhardt ' s solution, 0. 6 M sodium chloride, 0. 01 M Tris buffer ( pH 7. 5), 0. 001 M EDTA, 0. 05 M dithiothreitol, 0. 25% SDS, 200 mu g tRNA, and 35S - labeled cRNA probe at the final concentration of 5 x 106 cpm / ml at 55 degrees C for 16 h.	formamide,81,90,Chemical	dextran sulfate,96,111,Chemical	sodium chloride,147,162,Chemical	Tris,172,176,Chemical	EDTA,205,209,Chemical	dithiothreitol,219,233,Chemical	SDS,242,245,Chemical	tRNA,256,260,Chemical	35S,266,269,Chemical	"[{""token"": ""formamide"", ""start_span"": 81, ""end_span"": 90, ""type"": ""Chemical""}, {""token"": ""dextran sulfate"", ""start_span"": 96, ""end_span"": 111, ""type"": ""Chemical""}, {""token"": ""sodium chloride"", ""start_span"": 147, ""end_span"": 162, ""type"": ""Chemical""}, {""token"": ""Tris"", ""start_span"": 172, ""end_span"": 176, ""type"": ""Chemical""}, {""token"": ""EDTA"", ""start_span"": 205, ""end_span"": 209, ""type"": ""Chemical""}, {""token"": ""dithiothreitol"", ""start_span"": 219, ""end_span"": 233, ""type"": ""Chemical""}, {""token"": ""SDS"", ""start_span"": 242, ""end_span"": 245, ""type"": ""Chemical""}, {""token"": ""tRNA"", ""start_span"": 256, ""end_span"": 260, ""type"": ""Chemical""}, {""token"": ""35S"", ""start_span"": 266, ""end_span"": 269, ""type"": ""Chemical""}]"	train
Maple Syrup Urine Disease ( MSUD) is a genetic disorder caused by a deficiency of branched - chain keto acid dehydrogenase ( BCKDH), a mitochondrial multienzyme complex responsible for the oxidative decarboxylation of branched - chain keto acids derived from branched - chain amino acids ( BCAA), leucine, isoleucine and valine ( for review, see: [ 1]).	keto,99,103,Chemical	acid,104,108,Chemical	keto,235,239,Chemical	acids,240,245,Chemical	branched - chain amino acids,259,287,Chemical	BCAA,290,294,Chemical	leucine,297,304,Chemical	isoleucine,306,316,Chemical	valine,321,327,Chemical	"[{""token"": ""keto"", ""start_span"": 99, ""end_span"": 103, ""type"": ""Chemical""}, {""token"": ""acid"", ""start_span"": 104, ""end_span"": 108, ""type"": ""Chemical""}, {""token"": ""keto"", ""start_span"": 235, ""end_span"": 239, ""type"": ""Chemical""}, {""token"": ""acids"", ""start_span"": 240, ""end_span"": 245, ""type"": ""Chemical""}, {""token"": ""branched - chain amino acids"", ""start_span"": 259, ""end_span"": 287, ""type"": ""Chemical""}, {""token"": ""BCAA"", ""start_span"": 290, ""end_span"": 294, ""type"": ""Chemical""}, {""token"": ""leucine"", ""start_span"": 297, ""end_span"": 304, ""type"": ""Chemical""}, {""token"": ""isoleucine"", ""start_span"": 306, ""end_span"": 316, ""type"": ""Chemical""}, {""token"": ""valine"", ""start_span"": 321, ""end_span"": 327, ""type"": ""Chemical""}]"	valid
The complete reaction mixture contained ( final volume 1 ml) 30 mM potassium phosphate buffer, pH 7. 4, 0. 20 mM alpha - ketoisocaproate, 0. 40 mM CoASH, 0. 40 mM thiamin pyrophosphate, 2 mM NAD +, 2 mM dithiothreitol, 5 mM Mg2 +, approximately 250, 000 DPM of alpha - keto [ 1 - 14C] isocaproate, and 0. 10 ml of liver homogenate ( 2 - 3 mg protein).	potassium,67,76,Chemical	phosphate,77,86,Chemical	alpha - ketoisocaproate,113,136,Chemical	CoASH,147,152,Chemical	thiamin pyrophosphate,163,184,Chemical	NAD +,191,196,Chemical	dithiothreitol,203,217,Chemical	Mg2 +,224,229,Chemical	protein,342,349,Chemical	"[{""token"": ""potassium"", ""start_span"": 67, ""end_span"": 76, ""type"": ""Chemical""}, {""token"": ""phosphate"", ""start_span"": 77, ""end_span"": 86, ""type"": ""Chemical""}, {""token"": ""alpha - ketoisocaproate"", ""start_span"": 113, ""end_span"": 136, ""type"": ""Chemical""}, {""token"": ""CoASH"", ""start_span"": 147, ""end_span"": 152, ""type"": ""Chemical""}, {""token"": ""thiamin pyrophosphate"", ""start_span"": 163, ""end_span"": 184, ""type"": ""Chemical""}, {""token"": ""NAD +"", ""start_span"": 191, ""end_span"": 196, ""type"": ""Chemical""}, {""token"": ""dithiothreitol"", ""start_span"": 203, ""end_span"": 217, ""type"": ""Chemical""}, {""token"": ""Mg2 +"", ""start_span"": 224, ""end_span"": 229, ""type"": ""Chemical""}, {""token"": ""protein"", ""start_span"": 342, ""end_span"": 349, ""type"": ""Chemical""}]"	valid
The tripeptides resulting from such processing include Gly - Pro - Met, Gly - Pro - Arg, and Gly - Pro - Ala.	Gly,55,58,Chemical	Pro,61,64,Chemical	Met,67,70,Chemical	Gly,72,75,Chemical	Pro,78,81,Chemical	Arg,84,87,Chemical	Gly,93,96,Chemical	Pro,99,102,Chemical	Ala,105,108,Chemical	"[{""token"": ""Gly"", ""start_span"": 55, ""end_span"": 58, ""type"": ""Chemical""}, {""token"": ""Pro"", ""start_span"": 61, ""end_span"": 64, ""type"": ""Chemical""}, {""token"": ""Met"", ""start_span"": 67, ""end_span"": 70, ""type"": ""Chemical""}, {""token"": ""Gly"", ""start_span"": 72, ""end_span"": 75, ""type"": ""Chemical""}, {""token"": ""Pro"", ""start_span"": 78, ""end_span"": 81, ""type"": ""Chemical""}, {""token"": ""Arg"", ""start_span"": 84, ""end_span"": 87, ""type"": ""Chemical""}, {""token"": ""Gly"", ""start_span"": 93, ""end_span"": 96, ""type"": ""Chemical""}, {""token"": ""Pro"", ""start_span"": 99, ""end_span"": 102, ""type"": ""Chemical""}, {""token"": ""Ala"", ""start_span"": 105, ""end_span"": 108, ""type"": ""Chemical""}]"	test
Fifty micrograms ( 6E10 and CT15) or 5 mu g ( 22C11) of brain homogenate was loaded per lane onto 7. 5%, 10% - 20%, or 4% - 20% Tris - HCl PAGE gels ( Bio - Rad Laboratories, Hercules, California, United States) and electrophoresed for several hours in 1 x Tris - glycine - sodium dodecyl sulfate ( 1 x TG - SDS) buffer ( 6E10 and 22C11; Amresco, Solon, Ohio, United States) or 1 x Tris - tricine - SDS buffer ( CT15; Invitrogen, Carlsbad, California, United States).	Tris,128,132,Chemical	HCl,135,138,Chemical	Tris,257,261,Chemical	glycine,264,271,Chemical	sodium dodecyl sulfate,274,296,Chemical	SDS,308,311,Chemical	Tris,382,386,Chemical	tricine,389,396,Chemical	SDS,399,402,Chemical	"[{""token"": ""Tris"", ""start_span"": 128, ""end_span"": 132, ""type"": ""Chemical""}, {""token"": ""HCl"", ""start_span"": 135, ""end_span"": 138, ""type"": ""Chemical""}, {""token"": ""Tris"", ""start_span"": 257, ""end_span"": 261, ""type"": ""Chemical""}, {""token"": ""glycine"", ""start_span"": 264, ""end_span"": 271, ""type"": ""Chemical""}, {""token"": ""sodium dodecyl sulfate"", ""start_span"": 274, ""end_span"": 296, ""type"": ""Chemical""}, {""token"": ""SDS"", ""start_span"": 308, ""end_span"": 311, ""type"": ""Chemical""}, {""token"": ""Tris"", ""start_span"": 382, ""end_span"": 386, ""type"": ""Chemical""}, {""token"": ""tricine"", ""start_span"": 389, ""end_span"": 396, ""type"": ""Chemical""}, {""token"": ""SDS"", ""start_span"": 399, ""end_span"": 402, ""type"": ""Chemical""}]"	test
After hybridizing overnight at 65 degrees C in 1% BSA / 1 mM EDTA / 0. 5 M sodium phosphate buffer ( pH 7. 2) / 7% SDS [ 20], the blots were washed twice at 65 degrees C for 30 min each in 0. 1% BSA / 1 mM EDTA / 40 mM sodium phosphate buffer ( pH 7. 2) / 5% SDS before two final 30 - min washes at 65 degrees C with 1 mM EDTA / 40 mM sodium phosphate buffer ( pH 7. 2) / 1% SDS.	EDTA,61,65,Chemical	sodium phosphate,75,91,Chemical	SDS,115,118,Chemical	EDTA,206,210,Chemical	sodium phosphate,219,235,Chemical	SDS,259,262,Chemical	EDTA,322,326,Chemical	sodium phosphate,335,351,Chemical	SDS,375,378,Chemical	"[{""token"": ""EDTA"", ""start_span"": 61, ""end_span"": 65, ""type"": ""Chemical""}, {""token"": ""sodium phosphate"", ""start_span"": 75, ""end_span"": 91, ""type"": ""Chemical""}, {""token"": ""SDS"", ""start_span"": 115, ""end_span"": 118, ""type"": ""Chemical""}, {""token"": ""EDTA"", ""start_span"": 206, ""end_span"": 210, ""type"": ""Chemical""}, {""token"": ""sodium phosphate"", ""start_span"": 219, ""end_span"": 235, ""type"": ""Chemical""}, {""token"": ""SDS"", ""start_span"": 259, ""end_span"": 262, ""type"": ""Chemical""}, {""token"": ""EDTA"", ""start_span"": 322, ""end_span"": 326, ""type"": ""Chemical""}, {""token"": ""sodium phosphate"", ""start_span"": 335, ""end_span"": 351, ""type"": ""Chemical""}, {""token"": ""SDS"", ""start_span"": 375, ""end_span"": 378, ""type"": ""Chemical""}]"	test
