Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	json	split
A typical western diet contains relatively equal amounts of cholesterol and non - cholesterol sterols, mainly plant sterols, of which about 55% of the dietary cholesterol is absorbed and retained compared to ~ 1% of the dietary non - cholesterol sterols [ 1 - 3].	cholesterol,60,71,Chemical	cholesterol,82,93,Chemical	sterols,94,101,Chemical	plant sterols,110,123,Chemical	cholesterol,159,170,Chemical	cholesterol,234,245,Chemical	sterols,246,253,Chemical	"[{""token"": ""cholesterol"", ""start_span"": 60, ""end_span"": 71, ""type"": ""Chemical""}, {""token"": ""cholesterol"", ""start_span"": 82, ""end_span"": 93, ""type"": ""Chemical""}, {""token"": ""sterols"", ""start_span"": 94, ""end_span"": 101, ""type"": ""Chemical""}, {""token"": ""plant sterols"", ""start_span"": 110, ""end_span"": 123, ""type"": ""Chemical""}, {""token"": ""cholesterol"", ""start_span"": 159, ""end_span"": 170, ""type"": ""Chemical""}, {""token"": ""cholesterol"", ""start_span"": 234, ""end_span"": 245, ""type"": ""Chemical""}, {""token"": ""sterols"", ""start_span"": 246, ""end_span"": 253, ""type"": ""Chemical""}]"	train
Animals were deeply anesthetized with sodium pentobarbital ( 100 mg / kg i. p.) and transcardially perfused with a Cl - - free phosphate - buffered Na - gluconate solution containing 4% paraformaldehyde.	sodium,38,44,Chemical	pentobarbital,45,58,Chemical	Cl -,115,119,Chemical	phosphate,127,136,Chemical	buffered,139,147,Chemical	Na,148,150,Chemical	gluconate,153,162,Chemical	"[{""token"": ""sodium"", ""start_span"": 38, ""end_span"": 44, ""type"": ""Chemical""}, {""token"": ""pentobarbital"", ""start_span"": 45, ""end_span"": 58, ""type"": ""Chemical""}, {""token"": ""Cl -"", ""start_span"": 115, ""end_span"": 119, ""type"": ""Chemical""}, {""token"": ""phosphate"", ""start_span"": 127, ""end_span"": 136, ""type"": ""Chemical""}, {""token"": ""buffered"", ""start_span"": 139, ""end_span"": 147, ""type"": ""Chemical""}, {""token"": ""Na"", ""start_span"": 148, ""end_span"": 150, ""type"": ""Chemical""}, {""token"": ""gluconate"", ""start_span"": 153, ""end_span"": 162, ""type"": ""Chemical""}]"	train
Antibodies used are against AJ proteins and include E - cadherin ( E - cad), the transmembrane core protein; beta - catenin ( beta - cat), which binds E - cadherin at AJs and which can also participate as a transcription cofactor when associated with LEF - 1 / TCF proteins in the nucleus; alpha - catenin ( alpha - cat) which binds to both beta - catenin and Ajuba, a close relative of zyxin; and Ajuba, which can associate with proteins that bind to the actin cytoskeleton, as well as with Grb - 2, a mediator of the GTP nucleotide - exchange protein Sos, involved in activation of the Ras - MAPK signaling cascade.	proteins,31,39,Chemical	protein,100,107,Chemical	proteins,265,273,Chemical	proteins,430,438,Chemical	GTP,519,522,Chemical	nucleotide,523,533,Chemical	protein,545,552,Chemical	"[{""token"": ""proteins"", ""start_span"": 31, ""end_span"": 39, ""type"": ""Chemical""}, {""token"": ""protein"", ""start_span"": 100, ""end_span"": 107, ""type"": ""Chemical""}, {""token"": ""proteins"", ""start_span"": 265, ""end_span"": 273, ""type"": ""Chemical""}, {""token"": ""proteins"", ""start_span"": 430, ""end_span"": 438, ""type"": ""Chemical""}, {""token"": ""GTP"", ""start_span"": 519, ""end_span"": 522, ""type"": ""Chemical""}, {""token"": ""nucleotide"", ""start_span"": 523, ""end_span"": 533, ""type"": ""Chemical""}, {""token"": ""protein"", ""start_span"": 545, ""end_span"": 552, ""type"": ""Chemical""}]"	train
Fibers were then washed twice for 10 min each ( 2. 77 mM K2Ca - EGTA, 7. 23 mM K2EGTA, 1. 38 mM MgCl2, 20 mM imidazole, 100 mM K - MES, 20 mM taurine, 3 mM KH2PO4, 0. 5 mM DTT, 2 mg / ml BSA [ pH 7. 1]).	EGTA,64,68,Chemical	MgCl2,96,101,Chemical	imidazole,109,118,Chemical	K,127,128,Chemical	MES,131,134,Chemical	taurine,142,149,Chemical	DTT,172,175,Chemical	"[{""token"": ""EGTA"", ""start_span"": 64, ""end_span"": 68, ""type"": ""Chemical""}, {""token"": ""MgCl2"", ""start_span"": 96, ""end_span"": 101, ""type"": ""Chemical""}, {""token"": ""imidazole"", ""start_span"": 109, ""end_span"": 118, ""type"": ""Chemical""}, {""token"": ""K"", ""start_span"": 127, ""end_span"": 128, ""type"": ""Chemical""}, {""token"": ""MES"", ""start_span"": 131, ""end_span"": 134, ""type"": ""Chemical""}, {""token"": ""taurine"", ""start_span"": 142, ""end_span"": 149, ""type"": ""Chemical""}, {""token"": ""DTT"", ""start_span"": 172, ""end_span"": 175, ""type"": ""Chemical""}]"	train
Hearts were excised and placed in an ice - cold Krebs - Henseleit bicarbonate ( KHB) solution [ 118 mM NaCl, 25 mM NaHCO3, 4. 7 mM KCl, 1. 2 mM KH2PO4, 2. 5 mM CaCl2, 5. 0 mM glucose, and 100 units / L insulin ( pH 7. 4)].	bicarbonate,66,77,Chemical	NaCl,103,107,Chemical	NaHCO3,115,121,Chemical	KCl,131,134,Chemical	CaCl2,160,165,Chemical	glucose,175,182,Chemical	insulin,202,209,Chemical	"[{""token"": ""bicarbonate"", ""start_span"": 66, ""end_span"": 77, ""type"": ""Chemical""}, {""token"": ""NaCl"", ""start_span"": 103, ""end_span"": 107, ""type"": ""Chemical""}, {""token"": ""NaHCO3"", ""start_span"": 115, ""end_span"": 121, ""type"": ""Chemical""}, {""token"": ""KCl"", ""start_span"": 131, ""end_span"": 134, ""type"": ""Chemical""}, {""token"": ""CaCl2"", ""start_span"": 160, ""end_span"": 165, ""type"": ""Chemical""}, {""token"": ""glucose"", ""start_span"": 175, ""end_span"": 182, ""type"": ""Chemical""}, {""token"": ""insulin"", ""start_span"": 202, ""end_span"": 209, ""type"": ""Chemical""}]"	train
For partial extraction of the nucleoplasm according to [ 37], nuclei were resuspended in buffer 2 ( 20 mM Hepes, pH 7. 9, 1. 5 mM MgCl2, 20 mM KCl, 0. 2 mM EDTA, 25% v / v glycerine, 0. 5 mM DTT, 0. 5 mM PMSF; nuclei of 107cells / 30 mu l buffer) and incubated on ice for 30 minutes.	Hepes,106,111,Chemical	MgCl2,130,135,Chemical	KCl,143,146,Chemical	EDTA,156,160,Chemical	glycerine,172,181,Chemical	DTT,191,194,Chemical	PMSF,204,208,Chemical	"[{""token"": ""Hepes"", ""start_span"": 106, ""end_span"": 111, ""type"": ""Chemical""}, {""token"": ""MgCl2"", ""start_span"": 130, ""end_span"": 135, ""type"": ""Chemical""}, {""token"": ""KCl"", ""start_span"": 143, ""end_span"": 146, ""type"": ""Chemical""}, {""token"": ""EDTA"", ""start_span"": 156, ""end_span"": 160, ""type"": ""Chemical""}, {""token"": ""glycerine"", ""start_span"": 172, ""end_span"": 181, ""type"": ""Chemical""}, {""token"": ""DTT"", ""start_span"": 191, ""end_span"": 194, ""type"": ""Chemical""}, {""token"": ""PMSF"", ""start_span"": 204, ""end_span"": 208, ""type"": ""Chemical""}]"	train
Subsequent columns show the mean lick rate to water during testing ( +/- SEM), mean lick ratio for denatonium benzoate ( DB), PROP ( 6 - n - propylthiouracil; PR) and quinine hydrochloride ( QH) at each of two concentrations ( see Methods for details).	water,46,51,Chemical	benzoate,110,118,Chemical	PROP,126,130,Chemical	6 - n - propylthiouracil,133,157,Chemical	PR,159,161,Chemical	quinine,167,174,Chemical	hydrochloride,175,188,Chemical	"[{""token"": ""water"", ""start_span"": 46, ""end_span"": 51, ""type"": ""Chemical""}, {""token"": ""benzoate"", ""start_span"": 110, ""end_span"": 118, ""type"": ""Chemical""}, {""token"": ""PROP"", ""start_span"": 126, ""end_span"": 130, ""type"": ""Chemical""}, {""token"": ""6 - n - propylthiouracil"", ""start_span"": 133, ""end_span"": 157, ""type"": ""Chemical""}, {""token"": ""PR"", ""start_span"": 159, ""end_span"": 161, ""type"": ""Chemical""}, {""token"": ""quinine"", ""start_span"": 167, ""end_span"": 174, ""type"": ""Chemical""}, {""token"": ""hydrochloride"", ""start_span"": 175, ""end_span"": 188, ""type"": ""Chemical""}]"	train
Taste stimuli used in this experiment were made from reagent - grade chemicals: Sucrose, denatonium benzoate, 6 - n - propylthiouracil and quinine hydrochloride ( Sigma Aldrich Corp.; St. Louis, MO).	reagent,53,60,Chemical	chemicals,69,78,Chemical	Sucrose,80,87,Chemical	benzoate,100,108,Chemical	6 - n - propylthiouracil,110,134,Chemical	quinine,139,146,Chemical	hydrochloride,147,160,Chemical	"[{""token"": ""reagent"", ""start_span"": 53, ""end_span"": 60, ""type"": ""Chemical""}, {""token"": ""chemicals"", ""start_span"": 69, ""end_span"": 78, ""type"": ""Chemical""}, {""token"": ""Sucrose"", ""start_span"": 80, ""end_span"": 87, ""type"": ""Chemical""}, {""token"": ""benzoate"", ""start_span"": 100, ""end_span"": 108, ""type"": ""Chemical""}, {""token"": ""6 - n - propylthiouracil"", ""start_span"": 110, ""end_span"": 134, ""type"": ""Chemical""}, {""token"": ""quinine"", ""start_span"": 139, ""end_span"": 146, ""type"": ""Chemical""}, {""token"": ""hydrochloride"", ""start_span"": 147, ""end_span"": 160, ""type"": ""Chemical""}]"	train
A number of other proteins have been identified that interact with the XY body, including histone variants and modified histones, a testis - specific histone methyl transferase, chromobox proteins, an orphan receptor germ - cell nuclear factor, and recombination - related proteins [ 60].	proteins,18,26,Chemical	histone,90,97,Chemical	histones,120,128,Chemical	histone,150,157,Chemical	methyl,158,164,Chemical	proteins,188,196,Chemical	proteins,273,281,Chemical	"[{""token"": ""proteins"", ""start_span"": 18, ""end_span"": 26, ""type"": ""Chemical""}, {""token"": ""histone"", ""start_span"": 90, ""end_span"": 97, ""type"": ""Chemical""}, {""token"": ""histones"", ""start_span"": 120, ""end_span"": 128, ""type"": ""Chemical""}, {""token"": ""histone"", ""start_span"": 150, ""end_span"": 157, ""type"": ""Chemical""}, {""token"": ""methyl"", ""start_span"": 158, ""end_span"": 164, ""type"": ""Chemical""}, {""token"": ""proteins"", ""start_span"": 188, ""end_span"": 196, ""type"": ""Chemical""}, {""token"": ""proteins"", ""start_span"": 273, ""end_span"": 281, ""type"": ""Chemical""}]"	train
Briefly, dissected whole brains from postnatal day 21 littermates were homogenized in a buffer containing 50 mM Tris - HCl, 150 mM NaCl, 1 mM EDTA, 1% Triton X - 100, 1% sodium deoxycholate, 0. 1% SDS, and a cocktail of protease inhibitors ( Roche, http: / / www. roche. com).	Tris,112,116,Chemical	HCl,119,122,Chemical	NaCl,131,135,Chemical	EDTA,142,146,Chemical	sodium deoxycholate,170,189,Chemical	SDS,197,200,Chemical	protease inhibitors,220,239,Chemical	"[{""token"": ""Tris"", ""start_span"": 112, ""end_span"": 116, ""type"": ""Chemical""}, {""token"": ""HCl"", ""start_span"": 119, ""end_span"": 122, ""type"": ""Chemical""}, {""token"": ""NaCl"", ""start_span"": 131, ""end_span"": 135, ""type"": ""Chemical""}, {""token"": ""EDTA"", ""start_span"": 142, ""end_span"": 146, ""type"": ""Chemical""}, {""token"": ""sodium deoxycholate"", ""start_span"": 170, ""end_span"": 189, ""type"": ""Chemical""}, {""token"": ""SDS"", ""start_span"": 197, ""end_span"": 200, ""type"": ""Chemical""}, {""token"": ""protease inhibitors"", ""start_span"": 220, ""end_span"": 239, ""type"": ""Chemical""}]"	valid
