Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	json	split
They are enriched in cholesterol and sphingolipid rich lipid raft domains that are associated with proteins like acetylcholinesterase, cell surface proteins including a complement receptor, and the lipid raft proteins stomatin and flotillin, but they lack any cytoskeletal protein [ 7].	cholesterol,21,32,Chemical	sphingolipid,37,49,Chemical	lipid,55,60,Chemical	proteins,99,107,Chemical	proteins,148,156,Chemical	lipid,198,203,Chemical	proteins,209,217,Chemical	protein,273,280,Chemical	"[{""token"": ""cholesterol"", ""start_span"": 21, ""end_span"": 32, ""type"": ""Chemical""}, {""token"": ""sphingolipid"", ""start_span"": 37, ""end_span"": 49, ""type"": ""Chemical""}, {""token"": ""lipid"", ""start_span"": 55, ""end_span"": 60, ""type"": ""Chemical""}, {""token"": ""proteins"", ""start_span"": 99, ""end_span"": 107, ""type"": ""Chemical""}, {""token"": ""proteins"", ""start_span"": 148, ""end_span"": 156, ""type"": ""Chemical""}, {""token"": ""lipid"", ""start_span"": 198, ""end_span"": 203, ""type"": ""Chemical""}, {""token"": ""proteins"", ""start_span"": 209, ""end_span"": 217, ""type"": ""Chemical""}, {""token"": ""protein"", ""start_span"": 273, ""end_span"": 280, ""type"": ""Chemical""}]"	train
Protein extracts from primary keratinocytes were generated either by lysing cells in lysis buffer ( 1% NP - 40, 1% sodium deoxycholate, 20 mM Tris - Cl [ pH 7. 4], 140 mM NaCl containing 1 mM sodium vanadate, 2 mM phenylmethylsulfonyl fluoride, and protease inhibitors) or directly in Laemmli b beta uffer and boiled.	Protein,0,7,Chemical	sodium deoxycholate,115,134,Chemical	Tris,142,146,Chemical	Cl,149,151,Chemical	NaCl,171,175,Chemical	sodium vanadate,192,207,Chemical	phenylmethylsulfonyl fluoride,214,243,Chemical	protease inhibitors,249,268,Chemical	"[{""token"": ""Protein"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Chemical""}, {""token"": ""sodium deoxycholate"", ""start_span"": 115, ""end_span"": 134, ""type"": ""Chemical""}, {""token"": ""Tris"", ""start_span"": 142, ""end_span"": 146, ""type"": ""Chemical""}, {""token"": ""Cl"", ""start_span"": 149, ""end_span"": 151, ""type"": ""Chemical""}, {""token"": ""NaCl"", ""start_span"": 171, ""end_span"": 175, ""type"": ""Chemical""}, {""token"": ""sodium vanadate"", ""start_span"": 192, ""end_span"": 207, ""type"": ""Chemical""}, {""token"": ""phenylmethylsulfonyl fluoride"", ""start_span"": 214, ""end_span"": 243, ""type"": ""Chemical""}, {""token"": ""protease inhibitors"", ""start_span"": 249, ""end_span"": 268, ""type"": ""Chemical""}]"	train
They were resuspended in buffer1 ( 0. 32 M sucrose, 10 mM Tris, pH8. 0, 3 mM CaCl2, 2 mM Mg - acetate, 0. 1 mM EDTA, 0. 5% NP40, 1 mM DTT, 0. 5 mM PMSF; 1 x 107cells / 400 mu l buffer) and sonified on ice ( sonifier UP200S, dr. hielscher, 40 s, amplitude 50%, cycle 0. 5).	sucrose,43,50,Chemical	Tris,58,62,Chemical	CaCl2,77,82,Chemical	Mg,89,91,Chemical	acetate,94,101,Chemical	EDTA,111,115,Chemical	DTT,134,137,Chemical	PMSF,147,151,Chemical	"[{""token"": ""sucrose"", ""start_span"": 43, ""end_span"": 50, ""type"": ""Chemical""}, {""token"": ""Tris"", ""start_span"": 58, ""end_span"": 62, ""type"": ""Chemical""}, {""token"": ""CaCl2"", ""start_span"": 77, ""end_span"": 82, ""type"": ""Chemical""}, {""token"": ""Mg"", ""start_span"": 89, ""end_span"": 91, ""type"": ""Chemical""}, {""token"": ""acetate"", ""start_span"": 94, ""end_span"": 101, ""type"": ""Chemical""}, {""token"": ""EDTA"", ""start_span"": 111, ""end_span"": 115, ""type"": ""Chemical""}, {""token"": ""DTT"", ""start_span"": 134, ""end_span"": 137, ""type"": ""Chemical""}, {""token"": ""PMSF"", ""start_span"": 147, ""end_span"": 151, ""type"": ""Chemical""}]"	train
An equal volume of buffer 3 was added in aliquots ( 20 mM Hepes, pH 7. 9, 1. 5 mM MgCl2, 800 mM KCl, 0. 2 mM EDTA, 25% v / v glycerine, 0. 5 mM DTT, 0. 5 mM PMSF, 1% NP40, protease inhibitor cocktail ( Sigma)) and the solution was incubated while shaking for further 30 minutes on ice.	Hepes,58,63,Chemical	MgCl2,82,87,Chemical	KCl,96,99,Chemical	EDTA,109,113,Chemical	glycerine,125,134,Chemical	DTT,144,147,Chemical	PMSF,157,161,Chemical	protease inhibitor,172,190,Chemical	"[{""token"": ""Hepes"", ""start_span"": 58, ""end_span"": 63, ""type"": ""Chemical""}, {""token"": ""MgCl2"", ""start_span"": 82, ""end_span"": 87, ""type"": ""Chemical""}, {""token"": ""KCl"", ""start_span"": 96, ""end_span"": 99, ""type"": ""Chemical""}, {""token"": ""EDTA"", ""start_span"": 109, ""end_span"": 113, ""type"": ""Chemical""}, {""token"": ""glycerine"", ""start_span"": 125, ""end_span"": 134, ""type"": ""Chemical""}, {""token"": ""DTT"", ""start_span"": 144, ""end_span"": 147, ""type"": ""Chemical""}, {""token"": ""PMSF"", ""start_span"": 157, ""end_span"": 161, ""type"": ""Chemical""}, {""token"": ""protease inhibitor"", ""start_span"": 172, ""end_span"": 190, ""type"": ""Chemical""}]"	train
H2O, carcass water;% H2O, water as a percent of carcass weight; FAT, carcass fat;% FAT, fat as a percent of carcass weight; ASH, carcass ash;% ASH, ash as a percent of carcass weight; PROT, carcass protein,% PROT, protein as a percent of carcass weight.	H2O,0,3,Chemical	water,13,18,Chemical	H2O,21,24,Chemical	water,26,31,Chemical	PROT,184,188,Chemical	protein,198,205,Chemical	PROT,208,212,Chemical	protein,214,221,Chemical	"[{""token"": ""H2O"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Chemical""}, {""token"": ""water"", ""start_span"": 13, ""end_span"": 18, ""type"": ""Chemical""}, {""token"": ""H2O"", ""start_span"": 21, ""end_span"": 24, ""type"": ""Chemical""}, {""token"": ""water"", ""start_span"": 26, ""end_span"": 31, ""type"": ""Chemical""}, {""token"": ""PROT"", ""start_span"": 184, ""end_span"": 188, ""type"": ""Chemical""}, {""token"": ""protein"", ""start_span"": 198, ""end_span"": 205, ""type"": ""Chemical""}, {""token"": ""PROT"", ""start_span"": 208, ""end_span"": 212, ""type"": ""Chemical""}, {""token"": ""protein"", ""start_span"": 214, ""end_span"": 221, ""type"": ""Chemical""}]"	train
Cells, untreated or treated for 24 h with 0. 5 mu g / ml adriamycin, were lysed on the dish in a buffer consisting of 50 mM Tris ( pH 8. 0), 5 mM EDTA, 150 mM NaCl, 0. 5% Nonidet P - 40, 1 mM PMSF, 1 mM sodium vanadate, 10 mM NaF and Complete Mini Protease Inhibitors ( Roche Diagnostics) at 4 degrees C for 30 min.	adriamycin,57,67,Chemical	Tris,124,128,Chemical	EDTA,146,150,Chemical	NaCl,159,163,Chemical	PMSF,192,196,Chemical	sodium vanadate,203,218,Chemical	NaF,226,229,Chemical	Protease Inhibitors,248,267,Chemical	"[{""token"": ""adriamycin"", ""start_span"": 57, ""end_span"": 67, ""type"": ""Chemical""}, {""token"": ""Tris"", ""start_span"": 124, ""end_span"": 128, ""type"": ""Chemical""}, {""token"": ""EDTA"", ""start_span"": 146, ""end_span"": 150, ""type"": ""Chemical""}, {""token"": ""NaCl"", ""start_span"": 159, ""end_span"": 163, ""type"": ""Chemical""}, {""token"": ""PMSF"", ""start_span"": 192, ""end_span"": 196, ""type"": ""Chemical""}, {""token"": ""sodium vanadate"", ""start_span"": 203, ""end_span"": 218, ""type"": ""Chemical""}, {""token"": ""NaF"", ""start_span"": 226, ""end_span"": 229, ""type"": ""Chemical""}, {""token"": ""Protease Inhibitors"", ""start_span"": 248, ""end_span"": 267, ""type"": ""Chemical""}]"	train
In gel shift assays, Mcm4 / 6 / 7 proteins were incubated at 30 degrees C for 30 min in reaction mixtures ( 15 mu l) containing 25 mM HEPES - NaOH ( pH 7. 5), 50 mM sodium acetate, 10 mM Mg ( CH3COO) 2, 1 mM DTT, 0. 25 mu g / ml BSA, 0. 5 mM ATP - gamma - S and labeled substrates of the amount indicated.	proteins,34,42,Chemical	HEPES,134,139,Chemical	NaOH,142,146,Chemical	sodium acetate,165,179,Chemical	Mg,187,189,Chemical	CH3COO,192,198,Chemical	DTT,208,211,Chemical	ATP - gamma - S,242,257,Chemical	"[{""token"": ""proteins"", ""start_span"": 34, ""end_span"": 42, ""type"": ""Chemical""}, {""token"": ""HEPES"", ""start_span"": 134, ""end_span"": 139, ""type"": ""Chemical""}, {""token"": ""NaOH"", ""start_span"": 142, ""end_span"": 146, ""type"": ""Chemical""}, {""token"": ""sodium acetate"", ""start_span"": 165, ""end_span"": 179, ""type"": ""Chemical""}, {""token"": ""Mg"", ""start_span"": 187, ""end_span"": 189, ""type"": ""Chemical""}, {""token"": ""CH3COO"", ""start_span"": 192, ""end_span"": 198, ""type"": ""Chemical""}, {""token"": ""DTT"", ""start_span"": 208, ""end_span"": 211, ""type"": ""Chemical""}, {""token"": ""ATP - gamma - S"", ""start_span"": 242, ""end_span"": 257, ""type"": ""Chemical""}]"	test
Sequencing of Aqp2 coding region of affected mice identified a thymine to guanine ( T to G) transversion ( Figure 1A), which is predicted to lead to a valine for phenylalanine substitution at amino acid 204 of the protein ( F204V).	thymine,63,70,Chemical	guanine,74,81,Chemical	T,84,85,Chemical	G,89,90,Chemical	valine,151,157,Chemical	phenylalanine,162,175,Chemical	amino acid,192,202,Chemical	protein,214,221,Chemical	"[{""token"": ""thymine"", ""start_span"": 63, ""end_span"": 70, ""type"": ""Chemical""}, {""token"": ""guanine"", ""start_span"": 74, ""end_span"": 81, ""type"": ""Chemical""}, {""token"": ""T"", ""start_span"": 84, ""end_span"": 85, ""type"": ""Chemical""}, {""token"": ""G"", ""start_span"": 89, ""end_span"": 90, ""type"": ""Chemical""}, {""token"": ""valine"", ""start_span"": 151, ""end_span"": 157, ""type"": ""Chemical""}, {""token"": ""phenylalanine"", ""start_span"": 162, ""end_span"": 175, ""type"": ""Chemical""}, {""token"": ""amino acid"", ""start_span"": 192, ""end_span"": 202, ""type"": ""Chemical""}, {""token"": ""protein"", ""start_span"": 214, ""end_span"": 221, ""type"": ""Chemical""}]"	test
AA, amylacetate; Cin, cineol; EB, ethylbutyrate; Eu, eugenol; Pel, pelargonic acid; Val, valeric acid.	Cin,17,20,Chemical	cineol,22,28,Chemical	Eu,49,51,Chemical	eugenol,53,60,Chemical	Pel,62,65,Chemical	pelargonic acid,67,82,Chemical	Val,84,87,Chemical	valeric acid,89,101,Chemical	"[{""token"": ""Cin"", ""start_span"": 17, ""end_span"": 20, ""type"": ""Chemical""}, {""token"": ""cineol"", ""start_span"": 22, ""end_span"": 28, ""type"": ""Chemical""}, {""token"": ""Eu"", ""start_span"": 49, ""end_span"": 51, ""type"": ""Chemical""}, {""token"": ""eugenol"", ""start_span"": 53, ""end_span"": 60, ""type"": ""Chemical""}, {""token"": ""Pel"", ""start_span"": 62, ""end_span"": 65, ""type"": ""Chemical""}, {""token"": ""pelargonic acid"", ""start_span"": 67, ""end_span"": 82, ""type"": ""Chemical""}, {""token"": ""Val"", ""start_span"": 84, ""end_span"": 87, ""type"": ""Chemical""}, {""token"": ""valeric acid"", ""start_span"": 89, ""end_span"": 101, ""type"": ""Chemical""}]"	test
This domain is found in a large number of proteins, including Polycomb group ( PcG) proteins [ 18], serine threonine kinases [ 19], Eph family receptor tyrosine kinases [ 20], the p73 tumor suppressor [ 21], the RNA - binding protein Smaug [ 22], diacylglycerol kinases [ 23, 24], yeast mating type signaling proteins [ 19, 25] and ETS family transcription factors [ 26, 27].	proteins,42,50,Chemical	proteins,84,92,Chemical	serine,100,106,Chemical	threonine,107,116,Chemical	tyrosine,152,160,Chemical	protein,226,233,Chemical	diacylglycerol,247,261,Chemical	proteins,309,317,Chemical	"[{""token"": ""proteins"", ""start_span"": 42, ""end_span"": 50, ""type"": ""Chemical""}, {""token"": ""proteins"", ""start_span"": 84, ""end_span"": 92, ""type"": ""Chemical""}, {""token"": ""serine"", ""start_span"": 100, ""end_span"": 106, ""type"": ""Chemical""}, {""token"": ""threonine"", ""start_span"": 107, ""end_span"": 116, ""type"": ""Chemical""}, {""token"": ""tyrosine"", ""start_span"": 152, ""end_span"": 160, ""type"": ""Chemical""}, {""token"": ""protein"", ""start_span"": 226, ""end_span"": 233, ""type"": ""Chemical""}, {""token"": ""diacylglycerol"", ""start_span"": 247, ""end_span"": 261, ""type"": ""Chemical""}, {""token"": ""proteins"", ""start_span"": 309, ""end_span"": 317, ""type"": ""Chemical""}]"	test
