Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	json	split
Red blood cells were centrifuged and washed in isotonic buffered salt solution, collected in ice cold lysis buffer ( 20 mM Hepes, pH 7. 4, 200 mu M CaCl2, 0. 25 M sucrose, and proteinase inhibitors ( Roche)), homogenized by a loosely fitting dounce homogenizer and additional passages through a 22 gauge needle.	buffered,56,64,Chemical	salt,65,69,Chemical	Hepes,123,128,Chemical	CaCl2,148,153,Chemical	sucrose,163,170,Chemical	proteinase inhibitors,176,197,Chemical	"[{""token"": ""buffered"", ""start_span"": 56, ""end_span"": 64, ""type"": ""Chemical""}, {""token"": ""salt"", ""start_span"": 65, ""end_span"": 69, ""type"": ""Chemical""}, {""token"": ""Hepes"", ""start_span"": 123, ""end_span"": 128, ""type"": ""Chemical""}, {""token"": ""CaCl2"", ""start_span"": 148, ""end_span"": 153, ""type"": ""Chemical""}, {""token"": ""sucrose"", ""start_span"": 163, ""end_span"": 170, ""type"": ""Chemical""}, {""token"": ""proteinase inhibitors"", ""start_span"": 176, ""end_span"": 197, ""type"": ""Chemical""}]"	train
Particularly, Acdp proteins showed very strong AA homologies to the bacteria CorC protein ( 35% AA identity with 55% homology), which is involved in magnesium and cobalt efflux.	proteins,19,27,Chemical	AA,47,49,Chemical	protein,82,89,Chemical	AA,96,98,Chemical	magnesium,149,158,Chemical	cobalt,163,169,Chemical	"[{""token"": ""proteins"", ""start_span"": 19, ""end_span"": 27, ""type"": ""Chemical""}, {""token"": ""AA"", ""start_span"": 47, ""end_span"": 49, ""type"": ""Chemical""}, {""token"": ""protein"", ""start_span"": 82, ""end_span"": 89, ""type"": ""Chemical""}, {""token"": ""AA"", ""start_span"": 96, ""end_span"": 98, ""type"": ""Chemical""}, {""token"": ""magnesium"", ""start_span"": 149, ""end_span"": 158, ""type"": ""Chemical""}, {""token"": ""cobalt"", ""start_span"": 163, ""end_span"": 169, ""type"": ""Chemical""}]"	train
3, Acdp proteins showed very strong AA homology to bacteria CorC protein ( 35% AA identity with 55% homology), which is involved in magnesium and cobalt efflux [ 7].	proteins,8,16,Chemical	AA,36,38,Chemical	protein,65,72,Chemical	AA,79,81,Chemical	magnesium,132,141,Chemical	cobalt,146,152,Chemical	"[{""token"": ""proteins"", ""start_span"": 8, ""end_span"": 16, ""type"": ""Chemical""}, {""token"": ""AA"", ""start_span"": 36, ""end_span"": 38, ""type"": ""Chemical""}, {""token"": ""protein"", ""start_span"": 65, ""end_span"": 72, ""type"": ""Chemical""}, {""token"": ""AA"", ""start_span"": 79, ""end_span"": 81, ""type"": ""Chemical""}, {""token"": ""magnesium"", ""start_span"": 132, ""end_span"": 141, ""type"": ""Chemical""}, {""token"": ""cobalt"", ""start_span"": 146, ""end_span"": 152, ""type"": ""Chemical""}]"	train
The PCR reaction consisted of 1x PCR buffer ( 1. 5 mM MgCl2, 16 mM ( NH4) 2SO4, 0. 1 mM dNTPs, 67 mM Tris - HCl ( pH8. 8)) 1 mu M of each primer, water and 1. 0 units of Taq polymerase.	MgCl2,54,59,Chemical	NH4,69,72,Chemical	dNTPs,88,93,Chemical	Tris,101,105,Chemical	HCl,108,111,Chemical	water,146,151,Chemical	"[{""token"": ""MgCl2"", ""start_span"": 54, ""end_span"": 59, ""type"": ""Chemical""}, {""token"": ""NH4"", ""start_span"": 69, ""end_span"": 72, ""type"": ""Chemical""}, {""token"": ""dNTPs"", ""start_span"": 88, ""end_span"": 93, ""type"": ""Chemical""}, {""token"": ""Tris"", ""start_span"": 101, ""end_span"": 105, ""type"": ""Chemical""}, {""token"": ""HCl"", ""start_span"": 108, ""end_span"": 111, ""type"": ""Chemical""}, {""token"": ""water"", ""start_span"": 146, ""end_span"": 151, ""type"": ""Chemical""}]"	train
The pellets were washed and resuspended in storage buffer ( 0. 1 M dipotassium phosphate, 0. 05 M KCl, 1 mM DTT, 5 mM disodium EDTA, 20% glycerol, pH 7. 4) at 25 - 30 mg protein / ml.	phosphate,79,88,Chemical	KCl,98,101,Chemical	DTT,108,111,Chemical	EDTA,127,131,Chemical	glycerol,137,145,Chemical	protein,170,177,Chemical	"[{""token"": ""phosphate"", ""start_span"": 79, ""end_span"": 88, ""type"": ""Chemical""}, {""token"": ""KCl"", ""start_span"": 98, ""end_span"": 101, ""type"": ""Chemical""}, {""token"": ""DTT"", ""start_span"": 108, ""end_span"": 111, ""type"": ""Chemical""}, {""token"": ""EDTA"", ""start_span"": 127, ""end_span"": 131, ""type"": ""Chemical""}, {""token"": ""glycerol"", ""start_span"": 137, ""end_span"": 145, ""type"": ""Chemical""}, {""token"": ""protein"", ""start_span"": 170, ""end_span"": 177, ""type"": ""Chemical""}]"	train
7 alpha - hydroxycholesterol was eluted with 3 ml of n - hexane: 2 - propanol ( 80: 20 vol: vol) and further isolated by TLC on silica gel plates ( Silica gel 60, EM Science, Gibbestown, NJ, USA) with diethyl ether, and quantified by liquid scintillation counting using Ecolume ( ICN Radiochemicals Irvine, CA, USA).	7 alpha - hydroxycholesterol,0,28,Chemical	n - hexane,53,63,Chemical	2 - propanol,65,77,Chemical	silica,128,134,Chemical	Silica,148,154,Chemical	diethyl ether,201,214,Chemical	"[{""token"": ""7 alpha - hydroxycholesterol"", ""start_span"": 0, ""end_span"": 28, ""type"": ""Chemical""}, {""token"": ""n - hexane"", ""start_span"": 53, ""end_span"": 63, ""type"": ""Chemical""}, {""token"": ""2 - propanol"", ""start_span"": 65, ""end_span"": 77, ""type"": ""Chemical""}, {""token"": ""silica"", ""start_span"": 128, ""end_span"": 134, ""type"": ""Chemical""}, {""token"": ""Silica"", ""start_span"": 148, ""end_span"": 154, ""type"": ""Chemical""}, {""token"": ""diethyl ether"", ""start_span"": 201, ""end_span"": 214, ""type"": ""Chemical""}]"	train
Endolymphatic K + concentrations were normal and membrane proteins necessary for K + secretion were present, including the K + channel KCNQ1 and KCNE1, Na + / 2Cl - / K + cotransporter SLC12A2 and the gap junction GJB2.	K +,14,17,Chemical	proteins,58,66,Chemical	K +,81,84,Chemical	K +,123,126,Chemical	Na +,152,156,Chemical	K +,167,170,Chemical	"[{""token"": ""K +"", ""start_span"": 14, ""end_span"": 17, ""type"": ""Chemical""}, {""token"": ""proteins"", ""start_span"": 58, ""end_span"": 66, ""type"": ""Chemical""}, {""token"": ""K +"", ""start_span"": 81, ""end_span"": 84, ""type"": ""Chemical""}, {""token"": ""K +"", ""start_span"": 123, ""end_span"": 126, ""type"": ""Chemical""}, {""token"": ""Na +"", ""start_span"": 152, ""end_span"": 156, ""type"": ""Chemical""}, {""token"": ""K +"", ""start_span"": 167, ""end_span"": 170, ""type"": ""Chemical""}]"	train
The minor selectivity of the K + electrodes for Na + produced a nonlinearity in the calibration curve, which was closely fitted by the Nicolski equation using nonlinear curve - fitting software ( OriginLab, Northampton, MA): V = Vi + S x log ( [ K +] + A x [ Na +]), where Vi is an offset term, S is slope, A is selectivity, and [ Na +] is Na + concentration.	K +,29,32,Chemical	Na +,48,52,Chemical	K +,246,249,Chemical	Na +,259,263,Chemical	Na +,331,335,Chemical	Na +,340,344,Chemical	"[{""token"": ""K +"", ""start_span"": 29, ""end_span"": 32, ""type"": ""Chemical""}, {""token"": ""Na +"", ""start_span"": 48, ""end_span"": 52, ""type"": ""Chemical""}, {""token"": ""K +"", ""start_span"": 246, ""end_span"": 249, ""type"": ""Chemical""}, {""token"": ""Na +"", ""start_span"": 259, ""end_span"": 263, ""type"": ""Chemical""}, {""token"": ""Na +"", ""start_span"": 331, ""end_span"": 335, ""type"": ""Chemical""}, {""token"": ""Na +"", ""start_span"": 340, ""end_span"": 344, ""type"": ""Chemical""}]"	train
Quinine may directly activate G proteins, and both quinine and denatonium can block K + channels [ 31 - 36]; caffeine, another bitter - tasting substance, directly inhibits intracellular phosphodiesterase [ 33].	Quinine,0,7,Chemical	proteins,32,40,Chemical	quinine,51,58,Chemical	K +,84,87,Chemical	caffeine,109,117,Chemical	substance,144,153,Chemical	"[{""token"": ""Quinine"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Chemical""}, {""token"": ""proteins"", ""start_span"": 32, ""end_span"": 40, ""type"": ""Chemical""}, {""token"": ""quinine"", ""start_span"": 51, ""end_span"": 58, ""type"": ""Chemical""}, {""token"": ""K +"", ""start_span"": 84, ""end_span"": 87, ""type"": ""Chemical""}, {""token"": ""caffeine"", ""start_span"": 109, ""end_span"": 117, ""type"": ""Chemical""}, {""token"": ""substance"", ""start_span"": 144, ""end_span"": 153, ""type"": ""Chemical""}]"	train
For analysis, tissue was homogenized and lysed in RIPA buffer ( 1 x PBS, 1% Nonidet P - 40, 0. 5% sodium deoxycholate, and 1% SDS) with 10% glycerol and Complete Protease Inhibitor, ( Roche Diagnostics Corporation, Indianapolis, Indiana, United States), 1 mM of phenylmethylsulfonylfluoride, and 1 mM of sodium orthovanadate.	sodium deoxycholate,98,117,Chemical	SDS,126,129,Chemical	glycerol,140,148,Chemical	Protease Inhibitor,162,180,Chemical	phenylmethylsulfonylfluoride,262,290,Chemical	sodium orthovanadate,304,324,Chemical	"[{""token"": ""sodium deoxycholate"", ""start_span"": 98, ""end_span"": 117, ""type"": ""Chemical""}, {""token"": ""SDS"", ""start_span"": 126, ""end_span"": 129, ""type"": ""Chemical""}, {""token"": ""glycerol"", ""start_span"": 140, ""end_span"": 148, ""type"": ""Chemical""}, {""token"": ""Protease Inhibitor"", ""start_span"": 162, ""end_span"": 180, ""type"": ""Chemical""}, {""token"": ""phenylmethylsulfonylfluoride"", ""start_span"": 262, ""end_span"": 290, ""type"": ""Chemical""}, {""token"": ""sodium orthovanadate"", ""start_span"": 304, ""end_span"": 324, ""type"": ""Chemical""}]"	train
