Sentence	entity_1	entity_2	entity_3	json	split
DNA extraction, PCR, sequencing and data analysis Biomass for DNA extraction was collected three times per week, both from the withdrawn reactor samples ( granular phase) and from the effluent ( suspended phase), at the end of the aerated phase.	Biomass,50,57,sample-material	reactor samples,137,152,sample-material	effluent,184,192,sample-material	"[{""token"": ""Biomass"", ""start_span"": 50, ""end_span"": 57, ""type"": ""sample-material""}, {""token"": ""reactor samples"", ""start_span"": 137, ""end_span"": 152, ""type"": ""sample-material""}, {""token"": ""effluent"", ""start_span"": 184, ""end_span"": 192, ""type"": ""sample-material""}]"	valid
On day 62 ( time point A) and day 177 ( time point B), all reactors were opened and the carbon substrate from the center of the reactors and the planktonic phase from between the wood chips were sampled.	carbon substrate,88,104,sample-material	planktonic phase,145,161,sample-material	wood chips,179,189,sample-material	"[{""token"": ""carbon substrate"", ""start_span"": 88, ""end_span"": 104, ""type"": ""sample-material""}, {""token"": ""planktonic phase"", ""start_span"": 145, ""end_span"": 161, ""type"": ""sample-material""}, {""token"": ""wood chips"", ""start_span"": 179, ""end_span"": 189, ""type"": ""sample-material""}]"	valid
Within 24h after admission, a nasopharyngeal aspirate ( NPA) was collected and parents from hospitalized children were asked for permission to collect a second NPA sample 46weeks after admission ( recovery).	nasopharyngeal aspirate,30,53,sample-material	NPA,56,59,sample-material	NPA,160,163,sample-material	"[{""token"": ""nasopharyngeal aspirate"", ""start_span"": 30, ""end_span"": 53, ""type"": ""sample-material""}, {""token"": ""NPA"", ""start_span"": 56, ""end_span"": 59, ""type"": ""sample-material""}, {""token"": ""NPA"", ""start_span"": 160, ""end_span"": 163, ""type"": ""sample-material""}]"	valid
A major feature of all deserts is the microbial communities that develop in soil as biological soil crusts ( BSC) or as cryptoendoliths within porous rocks such as sandstone ( Pointing and Belnap, 2012; Makhalanyane et al., 2015).	soil,76,80,sample-material	porous rocks,143,155,sample-material	sandstone,164,173,sample-material	"[{""token"": ""soil"", ""start_span"": 76, ""end_span"": 80, ""type"": ""sample-material""}, {""token"": ""porous rocks"", ""start_span"": 143, ""end_span"": 155, ""type"": ""sample-material""}, {""token"": ""sandstone"", ""start_span"": 164, ""end_span"": 173, ""type"": ""sample-material""}]"	valid
For comparison, we also collected one barite - rich silica chimney ( SiCh) from the extinct vent area ( Figure 1G) at 7333. 99N and 0809. 58E at a water depth of 2367 m. An overview of examined mat - samples and chimney sub - samples, respectively, are given in Table 1.	barite - rich silica,38,58,sample-material	mat - samples,194,207,sample-material	chimney sub - samples,212,233,sample-material	"[{""token"": ""barite - rich silica"", ""start_span"": 38, ""end_span"": 58, ""type"": ""sample-material""}, {""token"": ""mat - samples"", ""start_span"": 194, ""end_span"": 207, ""type"": ""sample-material""}, {""token"": ""chimney sub - samples"", ""start_span"": 212, ""end_span"": 233, ""type"": ""sample-material""}]"	valid
Establishment of light and heavy oil - degrading produced water cultures Oil - free produced water from all five PW samples was combined in equal ratios and 500 mL aliquots were dispensed into five sterile, custom - made glass vessels.	light and heavy oil - degrading produced water cultures,17,72,sample-material	Oil - free produced water,73,98,sample-material	PW samples,113,123,sample-material	"[{""token"": ""light and heavy oil - degrading produced water cultures"", ""start_span"": 17, ""end_span"": 72, ""type"": ""sample-material""}, {""token"": ""Oil - free produced water"", ""start_span"": 73, ""end_span"": 98, ""type"": ""sample-material""}, {""token"": ""PW samples"", ""start_span"": 113, ""end_span"": 123, ""type"": ""sample-material""}]"	valid
Incubation of pasteurized sediment slurries at 50C Triplicate slurries were prepared from 0 to 20cm surface sediment from each of the 111 locations in order to investigate thermospore germination and growth.	sediment slurries,26,43,sample-material	slurries,62,70,sample-material	sediment,108,116,sample-material	"[{""token"": ""sediment slurries"", ""start_span"": 26, ""end_span"": 43, ""type"": ""sample-material""}, {""token"": ""slurries"", ""start_span"": 62, ""end_span"": 70, ""type"": ""sample-material""}, {""token"": ""sediment"", ""start_span"": 108, ""end_span"": 116, ""type"": ""sample-material""}]"	valid
Non - bioaugmented control bottles fed with steam - exploded birch ( pretreated + 0%) were prepared with the same amount of steam - exploded material and inoculum.	steam - exploded birch,44,66,sample-material	steam - exploded material,124,149,sample-material	inoculum,154,162,sample-material	"[{""token"": ""steam - exploded birch"", ""start_span"": 44, ""end_span"": 66, ""type"": ""sample-material""}, {""token"": ""steam - exploded material"", ""start_span"": 124, ""end_span"": 149, ""type"": ""sample-material""}, {""token"": ""inoculum"", ""start_span"": 154, ""end_span"": 162, ""type"": ""sample-material""}]"	train
In the present study, we used three whole - round core samples obtained from approximately 2000 mbsf; i. e., two lignite core samples ( 1922 and 1998 mbsf) and a sandstone core sample ( 1978 mbsf).	whole - round core samples,36,62,sample-material	lignite core samples,113,133,sample-material	sandstone core sample,162,183,sample-material	"[{""token"": ""whole - round core samples"", ""start_span"": 36, ""end_span"": 62, ""type"": ""sample-material""}, {""token"": ""lignite core samples"", ""start_span"": 113, ""end_span"": 133, ""type"": ""sample-material""}, {""token"": ""sandstone core sample"", ""start_span"": 162, ""end_span"": 183, ""type"": ""sample-material""}]"	train
Six different electrodes, with 2 graphite foils ( catalog no. 43083, 1 mm thick; Alfa Aesar), 2 carbon felts ( catalog no. 43199, 3. 18 mm thick; Alfa Aesar), and 2 graphite rods ( catalog no. 14738, 6. 15 mm diameter; Alfa Aesar), with a projected area of approximately 11. 4 cm2 each, were installed in one working chamber of each MEC.	graphite foils,33,47,sample-material	carbon felts,96,108,sample-material	graphite rods,165,178,sample-material	"[{""token"": ""graphite foils"", ""start_span"": 33, ""end_span"": 47, ""type"": ""sample-material""}, {""token"": ""carbon felts"", ""start_span"": 96, ""end_span"": 108, ""type"": ""sample-material""}, {""token"": ""graphite rods"", ""start_span"": 165, ""end_span"": 178, ""type"": ""sample-material""}]"	train
