Sentence	entity_1	json	split
As TGF - beta is a potent negative growth regulator of hematopoietic cells, investigations were undertaken to determine whether inactivation of the receptor by microsatellite alteration might be involved in the progression of CML.	hematopoietic cells,55,74,Cell	"[{""token"": ""hematopoietic cells"", ""start_span"": 55, ""end_span"": 74, ""type"": ""Cell""}]"	train
Analysis of TGF - beta RII mRNA expression by RNase protection, with comparison of cells from the chronic, accelerated and blast phases of CML, showed no change in TGF - beta RII transcript levels during disease progression.	cells,83,88,Cell	"[{""token"": ""cells"", ""start_span"": 83, ""end_span"": 88, ""type"": ""Cell""}]"	train
However, during each phase of the disease, low levels of TGF - beta RII were detected when compared with the hematopoietic cells of normal donors.	hematopoietic cells,109,128,Cell	"[{""token"": ""hematopoietic cells"", ""start_span"": 109, ""end_span"": 128, ""type"": ""Cell""}]"	train
N - glycosylation of glucose transporter - 1 ( Glut - 1) is associated with increased transporter affinity for glucose in human leukemic cells.	leukemic cells,128,142,Cell	"[{""token"": ""leukemic cells"", ""start_span"": 128, ""end_span"": 142, ""type"": ""Cell""}]"	train
Treatment of K562 cells with tunicamycin for 18 h, resulted in extensive loss of the 50 - 60 kDa glycoprotein, appearance of a 30 - 40 kDa band and increased staining of a 45 kDa band.	K562 cells,13,23,Cell	"[{""token"": ""K562 cells"", ""start_span"": 13, ""end_span"": 23, ""type"": ""Cell""}]"	train
With U937 cells, tunicamycin treatment resulted in the appearance of a 30 - 40 kDa band and increased staining of a 45 kDa band.	U937 cells,5,15,Cell	"[{""token"": ""U937 cells"", ""start_span"": 5, ""end_span"": 15, ""type"": ""Cell""}]"	train
With HL60 cells loss of the 55 kDa Glut - 1 band was observed and a band of 45 kDa appeared.	HL60 cells,5,15,Cell	"[{""token"": ""HL60 cells"", ""start_span"": 5, ""end_span"": 15, ""type"": ""Cell""}]"	train
In contrast, tunicamycin had little effect on the viability and MTT responses of the cells used.	cells,85,90,Cell	"[{""token"": ""cells"", ""start_span"": 85, ""end_span"": 90, ""type"": ""Cell""}]"	train
These results suggest that in leukemic cells N - glycosylation of Glut - 1 plays an important role in maintaining its structure and functional integration.	leukemic cells,30,44,Cell	"[{""token"": ""leukemic cells"", ""start_span"": 30, ""end_span"": 44, ""type"": ""Cell""}]"	train
We tested the hypothesis that vascular endothelial growth factor ( VEGF), an endothelial cell mitogen and a major regulator of angiogenesis, is upregulated in response to low heart rate and consequential increased stroke volume.	endothelial cell,77,93,Cell	"[{""token"": ""endothelial cell"", ""start_span"": 77, ""end_span"": 93, ""type"": ""Cell""}]"	train
