Sentence	entity_1	entity_2	entity_3	json	split
SpeB ( encoded by spy2039) is a multifunctional cysteine protease implicated in numerous infection strategies [ 28, 29].	SpeB,0,4,Protein	spy2039,18,25,Protein	cysteine protease,48,65,Protein	"[{""token"": ""SpeB"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Protein""}, {""token"": ""spy2039"", ""start_span"": 18, ""end_span"": 25, ""type"": ""Protein""}, {""token"": ""cysteine protease"", ""start_span"": 48, ""end_span"": 65, ""type"": ""Protein""}]"	train
Although the delineation of genes influenced by RopB ( or any identified transcriptional regulator) is beyond the scope of this study, our initial analysis did identify the upregulation of a two - component regulatory system, encoded by spy1236 - 1237.	RopB,48,52,Protein	spy1236,237,244,Protein	1237,247,251,Protein	"[{""token"": ""RopB"", ""start_span"": 48, ""end_span"": 52, ""type"": ""Protein""}, {""token"": ""spy1236"", ""start_span"": 237, ""end_span"": 244, ""type"": ""Protein""}, {""token"": ""1237"", ""start_span"": 247, ""end_span"": 251, ""type"": ""Protein""}]"	train
For example, the nine - gene operon that spans genes spy0738 - 0746 encodes streptolysin S, a potent cytolytic toxin that promotes internalization and host tissue dissemination [ 25, 44].	spy0738,53,60,Protein	0746,63,67,Protein	streptolysin S,76,90,Protein	"[{""token"": ""spy0738"", ""start_span"": 53, ""end_span"": 60, ""type"": ""Protein""}, {""token"": ""0746"", ""start_span"": 63, ""end_span"": 67, ""type"": ""Protein""}, {""token"": ""streptolysin S"", ""start_span"": 76, ""end_span"": 90, ""type"": ""Protein""}]"	train
Furthermore, the spy0128 - encoded protein is the structural backbone of the pili, and the gene product of spy0130 may be involved in stabilizing the structure [ 36].	spy0128,17,24,Protein	gene product,91,103,Protein	spy0130,107,114,Protein	"[{""token"": ""spy0128"", ""start_span"": 17, ""end_span"": 24, ""type"": ""Protein""}, {""token"": ""gene product"", ""start_span"": 91, ""end_span"": 103, ""type"": ""Protein""}, {""token"": ""spy0130"", ""start_span"": 107, ""end_span"": 114, ""type"": ""Protein""}]"	train
Although operon - modeling methods exist [ 54, 55], we inspected clusters in silico for upstream regulatory elements and identified 17 candidates, including clusters such as streptolysin S that have been previously confirmed as operons [ 56]; the spy0127 - 0130 grouping, which was confirmed as an operon in this study; and others that have yet to be verified ( Table S6).	streptolysin S,174,188,Protein	spy0127,247,254,Protein	0130,257,261,Protein	"[{""token"": ""streptolysin S"", ""start_span"": 174, ""end_span"": 188, ""type"": ""Protein""}, {""token"": ""spy0127"", ""start_span"": 247, ""end_span"": 254, ""type"": ""Protein""}, {""token"": ""0130"", ""start_span"": 257, ""end_span"": 261, ""type"": ""Protein""}]"	train
Expression of the fimA gene is tightly controlled by a two - component system ( FimS / FimR) through a cascade regulation.	fimA,18,22,Protein	FimS,80,84,Protein	FimR,87,91,Protein	"[{""token"": ""fimA"", ""start_span"": 18, ""end_span"": 22, ""type"": ""Protein""}, {""token"": ""FimS"", ""start_span"": 80, ""end_span"": 84, ""type"": ""Protein""}, {""token"": ""FimR"", ""start_span"": 87, ""end_span"": 91, ""type"": ""Protein""}]"	train
To investigate effects of FimR on expression of the mfa1 gene, an insertional fimR mutant was constructed by allelic replacement.	FimR,26,30,Protein	mfa1,52,56,Protein	fimR,78,82,Protein	"[{""token"": ""FimR"", ""start_span"": 26, ""end_span"": 30, ""type"": ""Protein""}, {""token"": ""mfa1"", ""start_span"": 52, ""end_span"": 56, ""type"": ""Protein""}, {""token"": ""fimR"", ""start_span"": 78, ""end_span"": 82, ""type"": ""Protein""}]"	train
Expression of fimA and mfa1 in the fimR - mutant was determined using real - time PCR analysis.	fimA,14,18,Protein	mfa1,23,27,Protein	fimR,35,39,Protein	"[{""token"": ""fimA"", ""start_span"": 14, ""end_span"": 18, ""type"": ""Protein""}, {""token"": ""mfa1"", ""start_span"": 23, ""end_span"": 27, ""type"": ""Protein""}, {""token"": ""fimR"", ""start_span"": 35, ""end_span"": 39, ""type"": ""Protein""}]"	train
The striking finding is that expression of the mfa1 gene was also repressed threefold in the fimR - mutant, although not to the degree observed with the fimA expression.	mfa1,47,51,Protein	fimR,93,97,Protein	fimA,153,157,Protein	"[{""token"": ""mfa1"", ""start_span"": 47, ""end_span"": 51, ""type"": ""Protein""}, {""token"": ""fimR"", ""start_span"": 93, ""end_span"": 97, ""type"": ""Protein""}, {""token"": ""fimA"", ""start_span"": 153, ""end_span"": 157, ""type"": ""Protein""}]"	train
However, the fimR - mutation had no effect on expression of rgpA, a gene encoding the arginine - specific protease, or the P. gingivalis 16S RNA gene.	fimR,13,17,Protein	rgpA,60,64,Protein	16S RNA,137,144,Protein	"[{""token"": ""fimR"", ""start_span"": 13, ""end_span"": 17, ""type"": ""Protein""}, {""token"": ""rgpA"", ""start_span"": 60, ""end_span"": 64, ""type"": ""Protein""}, {""token"": ""16S RNA"", ""start_span"": 137, ""end_span"": 144, ""type"": ""Protein""}]"	train
