Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	entity_9	json	split
The algorithm also identified other neighbor clusters containing genes known to be functionally related, including spy0098 - 0100 ( encoding the beta and beta ' subunits of DNA - dependent RNA polymerase), spy2159 - 2160 ( encoding the 50S ribosomal subunit proteins L32 and L33), and spy0741 - 0746 ( six of the nine streptolysin S - encoding genes) [ 14].	spy0098,115,122,Protein	0100,125,129,Protein	spy2159,206,213,Protein	2160,216,220,Protein	L32,267,270,Protein	L33,275,278,Protein	spy0741,285,292,Protein	0746,295,299,Protein	streptolysin S,318,332,Protein	"[{""token"": ""spy0098"", ""start_span"": 115, ""end_span"": 122, ""type"": ""Protein""}, {""token"": ""0100"", ""start_span"": 125, ""end_span"": 129, ""type"": ""Protein""}, {""token"": ""spy2159"", ""start_span"": 206, ""end_span"": 213, ""type"": ""Protein""}, {""token"": ""2160"", ""start_span"": 216, ""end_span"": 220, ""type"": ""Protein""}, {""token"": ""L32"", ""start_span"": 267, ""end_span"": 270, ""type"": ""Protein""}, {""token"": ""L33"", ""start_span"": 275, ""end_span"": 278, ""type"": ""Protein""}, {""token"": ""spy0741"", ""start_span"": 285, ""end_span"": 292, ""type"": ""Protein""}, {""token"": ""0746"", ""start_span"": 295, ""end_span"": 299, ""type"": ""Protein""}, {""token"": ""streptolysin S"", ""start_span"": 318, ""end_span"": 332, ""type"": ""Protein""}]"	train
Since in previous, independent studies it has been demonstrated that functions of the rv3614c - rv3616c ( espA) gene cluster were essential for the secretion of ESAT - 6 and CFP - 10 [ 27, 28], it is quite probable that the lack of ESAT - 6 - specific T cell responses observed for strains H37Ra and SO2 ( Figure 3) might be caused by the insufficient expression of rv3612c - rv3616c, which results from the lack of a fully functional PhoP in these strains.	rv3614c,86,93,Protein	rv3616c,96,103,Protein	espA,106,110,Protein	ESAT - 6,161,169,Protein	CFP - 10,174,182,Protein	ESAT - 6,232,240,Protein	rv3612c,366,373,Protein	rv3616c,376,383,Protein	PhoP,435,439,Protein	"[{""token"": ""rv3614c"", ""start_span"": 86, ""end_span"": 93, ""type"": ""Protein""}, {""token"": ""rv3616c"", ""start_span"": 96, ""end_span"": 103, ""type"": ""Protein""}, {""token"": ""espA"", ""start_span"": 106, ""end_span"": 110, ""type"": ""Protein""}, {""token"": ""ESAT - 6"", ""start_span"": 161, ""end_span"": 169, ""type"": ""Protein""}, {""token"": ""CFP - 10"", ""start_span"": 174, ""end_span"": 182, ""type"": ""Protein""}, {""token"": ""ESAT - 6"", ""start_span"": 232, ""end_span"": 240, ""type"": ""Protein""}, {""token"": ""rv3612c"", ""start_span"": 366, ""end_span"": 373, ""type"": ""Protein""}, {""token"": ""rv3616c"", ""start_span"": 376, ""end_span"": 383, ""type"": ""Protein""}, {""token"": ""PhoP"", ""start_span"": 435, ""end_span"": 439, ""type"": ""Protein""}]"	train
LuxR - like receptors in Y. enterocolitica with a yet unidentified signalling binding - site are YE2705 and YE3014, both of which are also present in Y. pestis ( YPO2955 and YPO2593) and in S. glossinidius ( SGP1 _ 007, SG1174, SG1480, and SG1698), but not in P. luminescens ( Fig. 3).	LuxR,0,4,Protein	YE2705,97,103,Protein	YE3014,108,114,Protein	YPO2955,162,169,Protein	YPO2593,174,181,Protein	SGP1 _ 007,208,218,Protein	SG1174,220,226,Protein	SG1480,228,234,Protein	SG1698,240,246,Protein	"[{""token"": ""LuxR"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Protein""}, {""token"": ""YE2705"", ""start_span"": 97, ""end_span"": 103, ""type"": ""Protein""}, {""token"": ""YE3014"", ""start_span"": 108, ""end_span"": 114, ""type"": ""Protein""}, {""token"": ""YPO2955"", ""start_span"": 162, ""end_span"": 169, ""type"": ""Protein""}, {""token"": ""YPO2593"", ""start_span"": 174, ""end_span"": 181, ""type"": ""Protein""}, {""token"": ""SGP1 _ 007"", ""start_span"": 208, ""end_span"": 218, ""type"": ""Protein""}, {""token"": ""SG1174"", ""start_span"": 220, ""end_span"": 226, ""type"": ""Protein""}, {""token"": ""SG1480"", ""start_span"": 228, ""end_span"": 234, ""type"": ""Protein""}, {""token"": ""SG1698"", ""start_span"": 240, ""end_span"": 246, ""type"": ""Protein""}]"	train
Salmonella transcription profiles for the following regulators have already been reported: rpoE [ 27]; phoP / phoQ [ 28]; ssrA / ssrB [ 29]; csrA [ 30]; slyA [ 31]; ihf [ 32]; hfq [ 33].	rpoE,91,95,Protein	phoP,103,107,Protein	phoQ,110,114,Protein	ssrA,122,126,Protein	ssrB,129,133,Protein	csrA,141,145,Protein	slyA,153,157,Protein	ihf,165,168,Protein	hfq,176,179,Protein	"[{""token"": ""rpoE"", ""start_span"": 91, ""end_span"": 95, ""type"": ""Protein""}, {""token"": ""phoP"", ""start_span"": 103, ""end_span"": 107, ""type"": ""Protein""}, {""token"": ""phoQ"", ""start_span"": 110, ""end_span"": 114, ""type"": ""Protein""}, {""token"": ""ssrA"", ""start_span"": 122, ""end_span"": 126, ""type"": ""Protein""}, {""token"": ""ssrB"", ""start_span"": 129, ""end_span"": 133, ""type"": ""Protein""}, {""token"": ""csrA"", ""start_span"": 141, ""end_span"": 145, ""type"": ""Protein""}, {""token"": ""slyA"", ""start_span"": 153, ""end_span"": 157, ""type"": ""Protein""}, {""token"": ""ihf"", ""start_span"": 165, ""end_span"": 168, ""type"": ""Protein""}, {""token"": ""hfq"", ""start_span"": 176, ""end_span"": 179, ""type"": ""Protein""}]"	train
Some of the 14 regulators in this study have been previously shown to directly regulate ssrA / ssrB; OmpR binding to PssrA / ssrB [ 60], [ 61]; SlyA binding to PssrA [ 62]; PhoP binding to PssrB [ 45].	ssrA,88,92,Protein	ssrB,95,99,Protein	OmpR,101,105,Protein	PssrA,117,122,Protein	ssrB,125,129,Protein	SlyA,144,148,Protein	PssrA,160,165,Protein	PhoP,173,177,Protein	PssrB,189,194,Protein	"[{""token"": ""ssrA"", ""start_span"": 88, ""end_span"": 92, ""type"": ""Protein""}, {""token"": ""ssrB"", ""start_span"": 95, ""end_span"": 99, ""type"": ""Protein""}, {""token"": ""OmpR"", ""start_span"": 101, ""end_span"": 105, ""type"": ""Protein""}, {""token"": ""PssrA"", ""start_span"": 117, ""end_span"": 122, ""type"": ""Protein""}, {""token"": ""ssrB"", ""start_span"": 125, ""end_span"": 129, ""type"": ""Protein""}, {""token"": ""SlyA"", ""start_span"": 144, ""end_span"": 148, ""type"": ""Protein""}, {""token"": ""PssrA"", ""start_span"": 160, ""end_span"": 165, ""type"": ""Protein""}, {""token"": ""PhoP"", ""start_span"": 173, ""end_span"": 177, ""type"": ""Protein""}, {""token"": ""PssrB"", ""start_span"": 189, ""end_span"": 194, ""type"": ""Protein""}]"	train
Furthermore, we report the identification of three novel two - component regulatory systems named BfiRS ( PA4196 - 4197), BfmRS ( PA4101 - 4102), and MifRS ( PA5511 - 5512) that coordinate phosphorylation events required for the progression of P. aeruginosa biofilm development in a stage - specific manner.	BfiRS,98,103,Protein	PA4196,106,112,Protein	4197,115,119,Protein	BfmRS,122,127,Protein	PA4101,130,136,Protein	4102,139,143,Protein	MifRS,150,155,Protein	PA5511,158,164,Protein	5512,167,171,Protein	"[{""token"": ""BfiRS"", ""start_span"": 98, ""end_span"": 103, ""type"": ""Protein""}, {""token"": ""PA4196"", ""start_span"": 106, ""end_span"": 112, ""type"": ""Protein""}, {""token"": ""4197"", ""start_span"": 115, ""end_span"": 119, ""type"": ""Protein""}, {""token"": ""BfmRS"", ""start_span"": 122, ""end_span"": 127, ""type"": ""Protein""}, {""token"": ""PA4101"", ""start_span"": 130, ""end_span"": 136, ""type"": ""Protein""}, {""token"": ""4102"", ""start_span"": 139, ""end_span"": 143, ""type"": ""Protein""}, {""token"": ""MifRS"", ""start_span"": 150, ""end_span"": 155, ""type"": ""Protein""}, {""token"": ""PA5511"", ""start_span"": 158, ""end_span"": 164, ""type"": ""Protein""}, {""token"": ""5512"", ""start_span"": 167, ""end_span"": 171, ""type"": ""Protein""}]"	train
The cognate response regulator BfiR ( PA4196) harbors a CheY - like signal receiver domain and a LuxR - like DNA binding domain, which is also present in the quorum - sensing regulatory proteins LasR, RhlR, and QscR and in response regulators with established roles in biofilm formation ( GacA, RocA1 / SadA) [ 53].	BfiR,31,35,Protein	PA4196,38,44,Protein	LuxR,97,101,Protein	LasR,195,199,Protein	RhlR,201,205,Protein	QscR,211,215,Protein	GacA,289,293,Protein	RocA1,295,300,Protein	SadA,303,307,Protein	"[{""token"": ""BfiR"", ""start_span"": 31, ""end_span"": 35, ""type"": ""Protein""}, {""token"": ""PA4196"", ""start_span"": 38, ""end_span"": 44, ""type"": ""Protein""}, {""token"": ""LuxR"", ""start_span"": 97, ""end_span"": 101, ""type"": ""Protein""}, {""token"": ""LasR"", ""start_span"": 195, ""end_span"": 199, ""type"": ""Protein""}, {""token"": ""RhlR"", ""start_span"": 201, ""end_span"": 205, ""type"": ""Protein""}, {""token"": ""QscR"", ""start_span"": 211, ""end_span"": 215, ""type"": ""Protein""}, {""token"": ""GacA"", ""start_span"": 289, ""end_span"": 293, ""type"": ""Protein""}, {""token"": ""RocA1"", ""start_span"": 295, ""end_span"": 300, ""type"": ""Protein""}, {""token"": ""SadA"", ""start_span"": 303, ""end_span"": 307, ""type"": ""Protein""}]"	train
B. melitensis malK mutant and B. suis aspB mutant were attenuated in cellular model of infection, and B. melitensis mutants in vjbR, motB, oppA, mosA and the hypothetical proteins BAB1 _ 0597, BAB1 _ 1717, BAB2 _ 1127 were attenuated in both cellular and mouse models of infection ( for a review see [ 33], [ 34]).	malK,14,18,Protein	aspB,38,42,Protein	vjbR,127,131,Protein	motB,133,137,Protein	oppA,139,143,Protein	mosA,145,149,Protein	BAB1 _ 0597,180,191,Protein	BAB1 _ 1717,193,204,Protein	BAB2 _ 1127,206,217,Protein	"[{""token"": ""malK"", ""start_span"": 14, ""end_span"": 18, ""type"": ""Protein""}, {""token"": ""aspB"", ""start_span"": 38, ""end_span"": 42, ""type"": ""Protein""}, {""token"": ""vjbR"", ""start_span"": 127, ""end_span"": 131, ""type"": ""Protein""}, {""token"": ""motB"", ""start_span"": 133, ""end_span"": 137, ""type"": ""Protein""}, {""token"": ""oppA"", ""start_span"": 139, ""end_span"": 143, ""type"": ""Protein""}, {""token"": ""mosA"", ""start_span"": 145, ""end_span"": 149, ""type"": ""Protein""}, {""token"": ""BAB1 _ 0597"", ""start_span"": 180, ""end_span"": 191, ""type"": ""Protein""}, {""token"": ""BAB1 _ 1717"", ""start_span"": 193, ""end_span"": 204, ""type"": ""Protein""}, {""token"": ""BAB2 _ 1127"", ""start_span"": 206, ""end_span"": 217, ""type"": ""Protein""}]"	train
To determine whether SeMac also is a cysteine endopeptidase targeting IgG, Cys102 and His272 or Asp294 of SeMac were replaced with Ser and Ala, respectively, by site - directed mutagenesis, and wild - type and mutant ( SeMacCys102Ser, SeMacHis272Ala and SeMacAsp294Ala) SeMac proteins expressed in E. coli were tested for IgG endopeptidase activity using human IgG.	SeMac,21,26,Protein	IgG,70,73,Protein	SeMac,106,111,Protein	SeMacCys102Ser,219,233,Protein	SeMacHis272Ala,235,249,Protein	SeMacAsp294Ala,254,268,Protein	SeMac,270,275,Protein	IgG endopeptidase,322,339,Protein	IgG,361,364,Protein	"[{""token"": ""SeMac"", ""start_span"": 21, ""end_span"": 26, ""type"": ""Protein""}, {""token"": ""IgG"", ""start_span"": 70, ""end_span"": 73, ""type"": ""Protein""}, {""token"": ""SeMac"", ""start_span"": 106, ""end_span"": 111, ""type"": ""Protein""}, {""token"": ""SeMacCys102Ser"", ""start_span"": 219, ""end_span"": 233, ""type"": ""Protein""}, {""token"": ""SeMacHis272Ala"", ""start_span"": 235, ""end_span"": 249, ""type"": ""Protein""}, {""token"": ""SeMacAsp294Ala"", ""start_span"": 254, ""end_span"": 268, ""type"": ""Protein""}, {""token"": ""SeMac"", ""start_span"": 270, ""end_span"": 275, ""type"": ""Protein""}, {""token"": ""IgG endopeptidase"", ""start_span"": 322, ""end_span"": 339, ""type"": ""Protein""}, {""token"": ""IgG"", ""start_span"": 361, ""end_span"": 364, ""type"": ""Protein""}]"	train
SR1304 exhibited a > 10 - fold reduction in hilA and HilA - dependent invF ( invFA) expression, and about a 3 - fold reduction in hilD and HilC / D - dependent invF ( invFD) expression, compared to SL1344.	hilA,44,48,Protein	HilA,53,57,Protein	invF,70,74,Protein	invFA,77,82,Protein	hilD,130,134,Protein	HilC,139,143,Protein	D,146,147,Protein	invF,160,164,Protein	invFD,167,172,Protein	"[{""token"": ""hilA"", ""start_span"": 44, ""end_span"": 48, ""type"": ""Protein""}, {""token"": ""HilA"", ""start_span"": 53, ""end_span"": 57, ""type"": ""Protein""}, {""token"": ""invF"", ""start_span"": 70, ""end_span"": 74, ""type"": ""Protein""}, {""token"": ""invFA"", ""start_span"": 77, ""end_span"": 82, ""type"": ""Protein""}, {""token"": ""hilD"", ""start_span"": 130, ""end_span"": 134, ""type"": ""Protein""}, {""token"": ""HilC"", ""start_span"": 139, ""end_span"": 143, ""type"": ""Protein""}, {""token"": ""D"", ""start_span"": 146, ""end_span"": 147, ""type"": ""Protein""}, {""token"": ""invF"", ""start_span"": 160, ""end_span"": 164, ""type"": ""Protein""}, {""token"": ""invFD"", ""start_span"": 167, ""end_span"": 172, ""type"": ""Protein""}]"	valid
