Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	json	split
This same report provided the first experimental evidence supporting the sortase prediction, indicating that the gene product of spy0129 is responsible for the cell - wall sorting of the proteins encoded by both spy0128 ( annotated as a Cpa homolog [ 50]) and spy0130 ( annotated as a protein F homolog [ 14]).	sortase,73,80,Protein	spy0129,129,136,Protein	spy0128,212,219,Protein	Cpa,237,240,Protein	spy0130,260,267,Protein	protein F,285,294,Protein	"[{""token"": ""sortase"", ""start_span"": 73, ""end_span"": 80, ""type"": ""Protein""}, {""token"": ""spy0129"", ""start_span"": 129, ""end_span"": 136, ""type"": ""Protein""}, {""token"": ""spy0128"", ""start_span"": 212, ""end_span"": 219, ""type"": ""Protein""}, {""token"": ""Cpa"", ""start_span"": 237, ""end_span"": 240, ""type"": ""Protein""}, {""token"": ""spy0130"", ""start_span"": 260, ""end_span"": 267, ""type"": ""Protein""}, {""token"": ""protein F"", ""start_span"": 285, ""end_span"": 294, ""type"": ""Protein""}]"	train
The genes spy1724, spy1722, spy1721, and spy1719 share transcriptional order and predicted function with homologs in the nusA - infB protein biosynthesis operon of Bacillus subtilis and Escherichia coli [ 51].	spy1724,10,17,Protein	spy1722,19,26,Protein	spy1721,28,35,Protein	spy1719,41,48,Protein	nusA,121,125,Protein	infB,128,132,Protein	"[{""token"": ""spy1724"", ""start_span"": 10, ""end_span"": 17, ""type"": ""Protein""}, {""token"": ""spy1722"", ""start_span"": 19, ""end_span"": 26, ""type"": ""Protein""}, {""token"": ""spy1721"", ""start_span"": 28, ""end_span"": 35, ""type"": ""Protein""}, {""token"": ""spy1719"", ""start_span"": 41, ""end_span"": 48, ""type"": ""Protein""}, {""token"": ""nusA"", ""start_span"": 121, ""end_span"": 125, ""type"": ""Protein""}, {""token"": ""infB"", ""start_span"": 128, ""end_span"": 132, ""type"": ""Protein""}]"	train
Two of the identified upregulated clusters ( spy2009 - 2010 and spy2039 - 2040) encoding the well - studied virulence factors, C5a peptidase and SpeB, respectively, showed consistently large log2 - fold changes of the genes across replicates [ 57].	spy2009,45,52,Protein	2010,55,59,Protein	spy2039,64,71,Protein	2040,74,78,Protein	C5a peptidase,127,140,Protein	SpeB,145,149,Protein	"[{""token"": ""spy2009"", ""start_span"": 45, ""end_span"": 52, ""type"": ""Protein""}, {""token"": ""2010"", ""start_span"": 55, ""end_span"": 59, ""type"": ""Protein""}, {""token"": ""spy2039"", ""start_span"": 64, ""end_span"": 71, ""type"": ""Protein""}, {""token"": ""2040"", ""start_span"": 74, ""end_span"": 78, ""type"": ""Protein""}, {""token"": ""C5a peptidase"", ""start_span"": 127, ""end_span"": 140, ""type"": ""Protein""}, {""token"": ""SpeB"", ""start_span"": 145, ""end_span"": 149, ""type"": ""Protein""}]"	train
To determine production of long ( major) and short ( minor) fimbriae in the fimR - mutant, western blotting was performed with a polyclonal anti - FimA or anti - Mfa1 antibody to compare fimbrial production in wild - type strain ( 33277), the fimR - mutant ( FRE), the fimA - mutant ( FAT) and the mfa1 - mutant ( MFAE).	fimR,76,80,Protein	FimA,147,151,Protein	Mfa1,162,166,Protein	fimR,243,247,Protein	fimA,269,273,Protein	mfa1,298,302,Protein	"[{""token"": ""fimR"", ""start_span"": 76, ""end_span"": 80, ""type"": ""Protein""}, {""token"": ""FimA"", ""start_span"": 147, ""end_span"": 151, ""type"": ""Protein""}, {""token"": ""Mfa1"", ""start_span"": 162, ""end_span"": 166, ""type"": ""Protein""}, {""token"": ""fimR"", ""start_span"": 243, ""end_span"": 247, ""type"": ""Protein""}, {""token"": ""fimA"", ""start_span"": 269, ""end_span"": 273, ""type"": ""Protein""}, {""token"": ""mfa1"", ""start_span"": 298, ""end_span"": 302, ""type"": ""Protein""}]"	train
Together, our findings correlate perfectly with the in vivo data described above and suggest that the lack of ESAT - 6 specific T cell recognition for H37Ra, H37Ra:: fadE5, H37Ra:: rpsL, and SO2 is not caused by a loss of ESAT - 6 expression, but rather due to a failure of ( phoP dependent) ESAT - 6 secretion.	ESAT - 6,110,118,Protein	fadE5,166,171,Protein	rpsL,181,185,Protein	ESAT - 6,222,230,Protein	phoP,276,280,Protein	ESAT - 6,292,300,Protein	"[{""token"": ""ESAT - 6"", ""start_span"": 110, ""end_span"": 118, ""type"": ""Protein""}, {""token"": ""fadE5"", ""start_span"": 166, ""end_span"": 171, ""type"": ""Protein""}, {""token"": ""rpsL"", ""start_span"": 181, ""end_span"": 185, ""type"": ""Protein""}, {""token"": ""ESAT - 6"", ""start_span"": 222, ""end_span"": 230, ""type"": ""Protein""}, {""token"": ""phoP"", ""start_span"": 276, ""end_span"": 280, ""type"": ""Protein""}, {""token"": ""ESAT - 6"", ""start_span"": 292, ""end_span"": 300, ""type"": ""Protein""}]"	train
We confirmed the trend that rv3614c was expressed much lower in H37Ra compared to H37Rv by qRT - PCR ( Figure 6), whereas expression of rv3614c in H37Ra:: phoP was restored to wild - type levels, suggesting that the rv3612c - rv3616c gene cluster is regulated by PhoP.	rv3614c,28,35,Protein	rv3614c,136,143,Protein	phoP,155,159,Protein	rv3612c,216,223,Protein	rv3616c,226,233,Protein	PhoP,263,267,Protein	"[{""token"": ""rv3614c"", ""start_span"": 28, ""end_span"": 35, ""type"": ""Protein""}, {""token"": ""rv3614c"", ""start_span"": 136, ""end_span"": 143, ""type"": ""Protein""}, {""token"": ""phoP"", ""start_span"": 155, ""end_span"": 159, ""type"": ""Protein""}, {""token"": ""rv3612c"", ""start_span"": 216, ""end_span"": 223, ""type"": ""Protein""}, {""token"": ""rv3616c"", ""start_span"": 226, ""end_span"": 233, ""type"": ""Protein""}, {""token"": ""PhoP"", ""start_span"": 263, ""end_span"": 267, ""type"": ""Protein""}]"	train
The putative target genes of Plu0102 / Plu0103 and Ye4185 / Ye4186, plu0104 and ye4187, respectively, are homologues and encode putative secreted proteins which might act in a similar, yet unknown manner.	Plu0102,29,36,Protein	Plu0103,39,46,Protein	Ye4185,51,57,Protein	Ye4186,60,66,Protein	plu0104,68,75,Protein	ye4187,80,86,Protein	"[{""token"": ""Plu0102"", ""start_span"": 29, ""end_span"": 36, ""type"": ""Protein""}, {""token"": ""Plu0103"", ""start_span"": 39, ""end_span"": 46, ""type"": ""Protein""}, {""token"": ""Ye4185"", ""start_span"": 51, ""end_span"": 57, ""type"": ""Protein""}, {""token"": ""Ye4186"", ""start_span"": 60, ""end_span"": 66, ""type"": ""Protein""}, {""token"": ""plu0104"", ""start_span"": 68, ""end_span"": 75, ""type"": ""Protein""}, {""token"": ""ye4187"", ""start_span"": 80, ""end_span"": 86, ""type"": ""Protein""}]"	train
2, and include PhoP / PhoQ, and AstS / AstR ( BvgS / BvgR) which have been identified to be involved in virulence [ 28].	PhoP,15,19,Protein	PhoQ,22,26,Protein	AstS,32,36,Protein	AstR,39,43,Protein	BvgS,46,50,Protein	BvgR,53,57,Protein	"[{""token"": ""PhoP"", ""start_span"": 15, ""end_span"": 19, ""type"": ""Protein""}, {""token"": ""PhoQ"", ""start_span"": 22, ""end_span"": 26, ""type"": ""Protein""}, {""token"": ""AstS"", ""start_span"": 32, ""end_span"": 36, ""type"": ""Protein""}, {""token"": ""AstR"", ""start_span"": 39, ""end_span"": 43, ""type"": ""Protein""}, {""token"": ""BvgS"", ""start_span"": 46, ""end_span"": 50, ""type"": ""Protein""}, {""token"": ""BvgR"", ""start_span"": 53, ""end_span"": 57, ""type"": ""Protein""}]"	train
The DeltaluxS mutant also showed decreased expression of virulence factors such as the cytotoxic protein CcdB, the hemolysin secretion protein HlyD ( Plu0635), and the toxin ABC transporter subunits RtxD / RtxB.	DeltaluxS,4,13,Protein	CcdB,105,109,Protein	HlyD,143,147,Protein	Plu0635,150,157,Protein	RtxD,199,203,Protein	RtxB,206,210,Protein	"[{""token"": ""DeltaluxS"", ""start_span"": 4, ""end_span"": 13, ""type"": ""Protein""}, {""token"": ""CcdB"", ""start_span"": 105, ""end_span"": 109, ""type"": ""Protein""}, {""token"": ""HlyD"", ""start_span"": 143, ""end_span"": 147, ""type"": ""Protein""}, {""token"": ""Plu0635"", ""start_span"": 150, ""end_span"": 157, ""type"": ""Protein""}, {""token"": ""RtxD"", ""start_span"": 199, ""end_span"": 203, ""type"": ""Protein""}, {""token"": ""RtxB"", ""start_span"": 206, ""end_span"": 210, ""type"": ""Protein""}]"	train
Both genomes share an UspA - like ( Plu0121 and YE4050) and an UspE - like ( Plu2178 and YE2076) homologue.	UspA,22,26,Protein	Plu0121,36,43,Protein	YE4050,48,54,Protein	UspE,63,67,Protein	Plu2178,77,84,Protein	YE2076,89,95,Protein	"[{""token"": ""UspA"", ""start_span"": 22, ""end_span"": 26, ""type"": ""Protein""}, {""token"": ""Plu0121"", ""start_span"": 36, ""end_span"": 43, ""type"": ""Protein""}, {""token"": ""YE4050"", ""start_span"": 48, ""end_span"": 54, ""type"": ""Protein""}, {""token"": ""UspE"", ""start_span"": 63, ""end_span"": 67, ""type"": ""Protein""}, {""token"": ""Plu2178"", ""start_span"": 77, ""end_span"": 84, ""type"": ""Protein""}, {""token"": ""YE2076"", ""start_span"": 89, ""end_span"": 95, ""type"": ""Protein""}]"	train
