Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	entity_9	entity_10	json	split
Genes encoding streptolysin O ( slo or spy0167) and the SpeB protease ( spy2039) were downregulated, while genes encoding pyrogenic exotoxin H ( speH or spy1008) and a putative fibronectin - binding protein ( spy0130) were upregulated.	streptolysin O,15,29,Protein	slo,32,35,Protein	spy0167,39,46,Protein	SpeB,56,60,Protein	spy2039,72,79,Protein	pyrogenic exotoxin H,122,142,Protein	speH,145,149,Protein	spy1008,153,160,Protein	putative fibronectin - binding protein,168,206,Protein	spy0130,209,216,Protein	"[{""token"": ""streptolysin O"", ""start_span"": 15, ""end_span"": 29, ""type"": ""Protein""}, {""token"": ""slo"", ""start_span"": 32, ""end_span"": 35, ""type"": ""Protein""}, {""token"": ""spy0167"", ""start_span"": 39, ""end_span"": 46, ""type"": ""Protein""}, {""token"": ""SpeB"", ""start_span"": 56, ""end_span"": 60, ""type"": ""Protein""}, {""token"": ""spy2039"", ""start_span"": 72, ""end_span"": 79, ""type"": ""Protein""}, {""token"": ""pyrogenic exotoxin H"", ""start_span"": 122, ""end_span"": 142, ""type"": ""Protein""}, {""token"": ""speH"", ""start_span"": 145, ""end_span"": 149, ""type"": ""Protein""}, {""token"": ""spy1008"", ""start_span"": 153, ""end_span"": 160, ""type"": ""Protein""}, {""token"": ""putative fibronectin - binding protein"", ""start_span"": 168, ""end_span"": 206, ""type"": ""Protein""}, {""token"": ""spy0130"", ""start_span"": 209, ""end_span"": 216, ""type"": ""Protein""}]"	train
These clusters encompass various metabolic processes, including purine biosynthesis ( spy0025 - 0028), lactose metabolism ( spy1916 - 1923), fatty acid biosynthesis ( spy1743 - 1747), lipoteichoic acid synthesis ( spy1308 - 1312), and sugar phosphotransferase transport ( spy1058 - 1060) [ 14], suggesting that specific changes occur in the streptococcal metabolic program as the bacteria adhere to human pharyngeal cells in vitro.	spy0025,86,93,Protein	0028,96,100,Protein	spy1916,124,131,Protein	1923,134,138,Protein	spy1743,167,174,Protein	1747,177,181,Protein	spy1308,214,221,Protein	1312,224,228,Protein	spy1058,272,279,Protein	1060,282,286,Protein	"[{""token"": ""spy0025"", ""start_span"": 86, ""end_span"": 93, ""type"": ""Protein""}, {""token"": ""0028"", ""start_span"": 96, ""end_span"": 100, ""type"": ""Protein""}, {""token"": ""spy1916"", ""start_span"": 124, ""end_span"": 131, ""type"": ""Protein""}, {""token"": ""1923"", ""start_span"": 134, ""end_span"": 138, ""type"": ""Protein""}, {""token"": ""spy1743"", ""start_span"": 167, ""end_span"": 174, ""type"": ""Protein""}, {""token"": ""1747"", ""start_span"": 177, ""end_span"": 181, ""type"": ""Protein""}, {""token"": ""spy1308"", ""start_span"": 214, ""end_span"": 221, ""type"": ""Protein""}, {""token"": ""1312"", ""start_span"": 224, ""end_span"": 228, ""type"": ""Protein""}, {""token"": ""spy1058"", ""start_span"": 272, ""end_span"": 279, ""type"": ""Protein""}, {""token"": ""1060"", ""start_span"": 282, ""end_span"": 286, ""type"": ""Protein""}]"	train
Investigation of the mechanism of regulation of fimA by FimR indicates that FimR does not bind directly to the fimA promoter, but rather binds to the promoter region of the first gene ( pg2130) in the fimA cluster, suggesting that PG2130 is the FimR target gene, which in turn regulates expression of other genes in the fimA cluster, including the fimA gene ( Nishikawa et al., 2004).	fimA,48,52,Protein	FimR,56,60,Protein	FimR,76,80,Protein	fimA,111,115,Protein	pg2130,186,192,Protein	fimA,201,205,Protein	PG2130,231,237,Protein	FimR,245,249,Protein	fimA,320,324,Protein	fimA,348,352,Protein	"[{""token"": ""fimA"", ""start_span"": 48, ""end_span"": 52, ""type"": ""Protein""}, {""token"": ""FimR"", ""start_span"": 56, ""end_span"": 60, ""type"": ""Protein""}, {""token"": ""FimR"", ""start_span"": 76, ""end_span"": 80, ""type"": ""Protein""}, {""token"": ""fimA"", ""start_span"": 111, ""end_span"": 115, ""type"": ""Protein""}, {""token"": ""pg2130"", ""start_span"": 186, ""end_span"": 192, ""type"": ""Protein""}, {""token"": ""fimA"", ""start_span"": 201, ""end_span"": 205, ""type"": ""Protein""}, {""token"": ""PG2130"", ""start_span"": 231, ""end_span"": 237, ""type"": ""Protein""}, {""token"": ""FimR"", ""start_span"": 245, ""end_span"": 249, ""type"": ""Protein""}, {""token"": ""fimA"", ""start_span"": 320, ""end_span"": 324, ""type"": ""Protein""}, {""token"": ""fimA"", ""start_span"": 348, ""end_span"": 352, ""type"": ""Protein""}]"	train
Further examples for shared proteases are another Zn - dependent protease ( Plu0306 / YE4066), the protease III ( Plu0631 / YE3311), and DegQ / DegS ( YE3744 / YE3745 / Plu4018 / Plu4022).	Plu0306,76,83,Protein	YE4066,86,92,Protein	Plu0631,114,121,Protein	YE3311,124,130,Protein	DegQ,137,141,Protein	DegS,144,148,Protein	YE3744,151,157,Protein	YE3745,160,166,Protein	Plu4018,169,176,Protein	Plu4022,179,186,Protein	"[{""token"": ""Plu0306"", ""start_span"": 76, ""end_span"": 83, ""type"": ""Protein""}, {""token"": ""YE4066"", ""start_span"": 86, ""end_span"": 92, ""type"": ""Protein""}, {""token"": ""Plu0631"", ""start_span"": 114, ""end_span"": 121, ""type"": ""Protein""}, {""token"": ""YE3311"", ""start_span"": 124, ""end_span"": 130, ""type"": ""Protein""}, {""token"": ""DegQ"", ""start_span"": 137, ""end_span"": 141, ""type"": ""Protein""}, {""token"": ""DegS"", ""start_span"": 144, ""end_span"": 148, ""type"": ""Protein""}, {""token"": ""YE3744"", ""start_span"": 151, ""end_span"": 157, ""type"": ""Protein""}, {""token"": ""YE3745"", ""start_span"": 160, ""end_span"": 166, ""type"": ""Protein""}, {""token"": ""Plu4018"", ""start_span"": 169, ""end_span"": 176, ""type"": ""Protein""}, {""token"": ""Plu4022"", ""start_span"": 179, ""end_span"": 186, ""type"": ""Protein""}]"	train
In addition, Y. enterocolitica produces two heme - protein acquisition sytems ( YE0123 - 126, YE2180 - 2182), a second SfuABC system, the ferrichrome binding and transport proteins ( YE0730 - 0732), a putative siderophore ( YE0704), and a hemin storage system ( YE2481 - 2484).	YE0123,80,86,Protein	126,89,92,Protein	YE2180,94,100,Protein	2182,103,107,Protein	SfuABC,119,125,Protein	YE0730,183,189,Protein	0732,192,196,Protein	YE0704,224,230,Protein	YE2481,262,268,Protein	2484,271,275,Protein	"[{""token"": ""YE0123"", ""start_span"": 80, ""end_span"": 86, ""type"": ""Protein""}, {""token"": ""126"", ""start_span"": 89, ""end_span"": 92, ""type"": ""Protein""}, {""token"": ""YE2180"", ""start_span"": 94, ""end_span"": 100, ""type"": ""Protein""}, {""token"": ""2182"", ""start_span"": 103, ""end_span"": 107, ""type"": ""Protein""}, {""token"": ""SfuABC"", ""start_span"": 119, ""end_span"": 125, ""type"": ""Protein""}, {""token"": ""YE0730"", ""start_span"": 183, ""end_span"": 189, ""type"": ""Protein""}, {""token"": ""0732"", ""start_span"": 192, ""end_span"": 196, ""type"": ""Protein""}, {""token"": ""YE0704"", ""start_span"": 224, ""end_span"": 230, ""type"": ""Protein""}, {""token"": ""YE2481"", ""start_span"": 262, ""end_span"": 268, ""type"": ""Protein""}, {""token"": ""2484"", ""start_span"": 271, ""end_span"": 275, ""type"": ""Protein""}]"	train
As shown in Figure 7D, slyA is capable of activating expression of SPI - 2 genes independently of ssrB, ompR / envZ, phoP / phoQ, csrA and himD ( ihf), although the effects are not as strong as ssrB.	slyA,23,27,Protein	ssrB,98,102,Protein	ompR,104,108,Protein	envZ,111,115,Protein	phoP,117,121,Protein	phoQ,124,128,Protein	csrA,130,134,Protein	himD,139,143,Protein	ihf,146,149,Protein	ssrB,194,198,Protein	"[{""token"": ""slyA"", ""start_span"": 23, ""end_span"": 27, ""type"": ""Protein""}, {""token"": ""ssrB"", ""start_span"": 98, ""end_span"": 102, ""type"": ""Protein""}, {""token"": ""ompR"", ""start_span"": 104, ""end_span"": 108, ""type"": ""Protein""}, {""token"": ""envZ"", ""start_span"": 111, ""end_span"": 115, ""type"": ""Protein""}, {""token"": ""phoP"", ""start_span"": 117, ""end_span"": 121, ""type"": ""Protein""}, {""token"": ""phoQ"", ""start_span"": 124, ""end_span"": 128, ""type"": ""Protein""}, {""token"": ""csrA"", ""start_span"": 130, ""end_span"": 134, ""type"": ""Protein""}, {""token"": ""himD"", ""start_span"": 139, ""end_span"": 143, ""type"": ""Protein""}, {""token"": ""ihf"", ""start_span"": 146, ""end_span"": 149, ""type"": ""Protein""}, {""token"": ""ssrB"", ""start_span"": 194, ""end_span"": 198, ""type"": ""Protein""}]"	train
In order to confirm the effect of sigmaE on the expression of a broad range of SsrB - regulated virulence genes, we used wild type and DeltarpoE cells and integrated into the chromosome individually six single - copy transcriptional fusions representing promoters for four classes of SsrB - dependent genes or operons ( ( i) type III secretion effector operon ( sseA); ( ii) structural operon I ( ssaB); ( iii) structural operon II ( ssaG); ( iv and v) effectors encoded outside of SPI - 2 ( sseL and sifA); and ( vi) integrated virulence genes unlinked to SPI - 2 ( srfN) [ 9].	sigmaE,34,40,Protein	SsrB,79,83,Protein	DeltarpoE,135,144,Protein	SsrB,284,288,Protein	sseA,362,366,Protein	ssaB,397,401,Protein	ssaG,434,438,Protein	sseL,492,496,Protein	sifA,501,505,Protein	srfN,567,571,Protein	"[{""token"": ""sigmaE"", ""start_span"": 34, ""end_span"": 40, ""type"": ""Protein""}, {""token"": ""SsrB"", ""start_span"": 79, ""end_span"": 83, ""type"": ""Protein""}, {""token"": ""DeltarpoE"", ""start_span"": 135, ""end_span"": 144, ""type"": ""Protein""}, {""token"": ""SsrB"", ""start_span"": 284, ""end_span"": 288, ""type"": ""Protein""}, {""token"": ""sseA"", ""start_span"": 362, ""end_span"": 366, ""type"": ""Protein""}, {""token"": ""ssaB"", ""start_span"": 397, ""end_span"": 401, ""type"": ""Protein""}, {""token"": ""ssaG"", ""start_span"": 434, ""end_span"": 438, ""type"": ""Protein""}, {""token"": ""sseL"", ""start_span"": 492, ""end_span"": 496, ""type"": ""Protein""}, {""token"": ""sifA"", ""start_span"": 501, ""end_span"": 505, ""type"": ""Protein""}, {""token"": ""srfN"", ""start_span"": 567, ""end_span"": 571, ""type"": ""Protein""}]"	valid
In contrast, promoter activity for sseA, ssaB, and sifA decreased in the rpoE mutant compared to wild type cells ( Figure 2A, B and 2D), whereas promoter activity from the ssaG and srfN reporters was upregulated in the rpoE mutant ( Figure 2C and 2F). beta - galactosidase activity observed from the sseL reporter was unaltered in the rpoE deletion compared to that in wild type cells ( Figure 2E).	sseA,35,39,Protein	ssaB,41,45,Protein	sifA,51,55,Protein	rpoE,73,77,Protein	ssaG,172,176,Protein	srfN,181,185,Protein	rpoE,219,223,Protein	beta - galactosidase,252,272,Protein	sseL,300,304,Protein	rpoE,335,339,Protein	"[{""token"": ""sseA"", ""start_span"": 35, ""end_span"": 39, ""type"": ""Protein""}, {""token"": ""ssaB"", ""start_span"": 41, ""end_span"": 45, ""type"": ""Protein""}, {""token"": ""sifA"", ""start_span"": 51, ""end_span"": 55, ""type"": ""Protein""}, {""token"": ""rpoE"", ""start_span"": 73, ""end_span"": 77, ""type"": ""Protein""}, {""token"": ""ssaG"", ""start_span"": 172, ""end_span"": 176, ""type"": ""Protein""}, {""token"": ""srfN"", ""start_span"": 181, ""end_span"": 185, ""type"": ""Protein""}, {""token"": ""rpoE"", ""start_span"": 219, ""end_span"": 223, ""type"": ""Protein""}, {""token"": ""beta - galactosidase"", ""start_span"": 252, ""end_span"": 272, ""type"": ""Protein""}, {""token"": ""sseL"", ""start_span"": 300, ""end_span"": 304, ""type"": ""Protein""}, {""token"": ""rpoE"", ""start_span"": 335, ""end_span"": 339, ""type"": ""Protein""}]"	valid
OG1RF shares five complete WxL loci with V583 ( EF0750 - 7, EF2682 - 6, EF2970 - 68, EF3181 - 8, and EF3248 - 53).	EF0750,48,54,Protein	7,57,58,Protein	EF2682,60,66,Protein	6,69,70,Protein	EF2970,72,78,Protein	68,81,83,Protein	EF3181,85,91,Protein	8,94,95,Protein	EF3248,101,107,Protein	53,110,112,Protein	"[{""token"": ""EF0750"", ""start_span"": 48, ""end_span"": 54, ""type"": ""Protein""}, {""token"": ""7"", ""start_span"": 57, ""end_span"": 58, ""type"": ""Protein""}, {""token"": ""EF2682"", ""start_span"": 60, ""end_span"": 66, ""type"": ""Protein""}, {""token"": ""6"", ""start_span"": 69, ""end_span"": 70, ""type"": ""Protein""}, {""token"": ""EF2970"", ""start_span"": 72, ""end_span"": 78, ""type"": ""Protein""}, {""token"": ""68"", ""start_span"": 81, ""end_span"": 83, ""type"": ""Protein""}, {""token"": ""EF3181"", ""start_span"": 85, ""end_span"": 91, ""type"": ""Protein""}, {""token"": ""8"", ""start_span"": 94, ""end_span"": 95, ""type"": ""Protein""}, {""token"": ""EF3248"", ""start_span"": 101, ""end_span"": 107, ""type"": ""Protein""}, {""token"": ""53"", ""start_span"": 110, ""end_span"": 112, ""type"": ""Protein""}]"	test
RopB mutation in this particular strain does not result in the kind of global phenotypic change found with covR / S mutation where differential expression was observed of multiple genes encoding virulence determinants, including sic, ska, slo, speA, speJ, scpC and the hyaluronic acid synthesis operon [ 37] which were all unaffected in the ropB mutant examined in this work.	RopB,0,4,Protein	covR,107,111,Protein	S,114,115,Protein	sic,229,232,Protein	ska,234,237,Protein	slo,239,242,Protein	speA,244,248,Protein	speJ,250,254,Protein	scpC,256,260,Protein	ropB,341,345,Protein	"[{""token"": ""RopB"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Protein""}, {""token"": ""covR"", ""start_span"": 107, ""end_span"": 111, ""type"": ""Protein""}, {""token"": ""S"", ""start_span"": 114, ""end_span"": 115, ""type"": ""Protein""}, {""token"": ""sic"", ""start_span"": 229, ""end_span"": 232, ""type"": ""Protein""}, {""token"": ""ska"", ""start_span"": 234, ""end_span"": 237, ""type"": ""Protein""}, {""token"": ""slo"", ""start_span"": 239, ""end_span"": 242, ""type"": ""Protein""}, {""token"": ""speA"", ""start_span"": 244, ""end_span"": 248, ""type"": ""Protein""}, {""token"": ""speJ"", ""start_span"": 250, ""end_span"": 254, ""type"": ""Protein""}, {""token"": ""scpC"", ""start_span"": 256, ""end_span"": 260, ""type"": ""Protein""}, {""token"": ""ropB"", ""start_span"": 341, ""end_span"": 345, ""type"": ""Protein""}]"	test
