Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	entity_9	entity_10	json	split
Analysis of TrkC expression by in situ hybridization ( A and E), and Runx3 ( red; B and F), Brn3A ( red; C and G), Isl1 ( red; D and H), p75 ( red; I and M), TrkA ( red; J and N), CGRP ( red; K and O), Calretinin ( CR; red; L and P), and LacZ ( green; B - D and F - P) by immunohistochemistry on E16. 5 lumbar DRG of Er81NLZ / + ( A - D and I - L) and Er81EWS - Pea3 / - ( E - H and M - P) embryos.	TrkC,12,16,Gene_or_geneproduct	Runx3,69,74,Gene_or_geneproduct	Brn3A,92,97,Gene_or_geneproduct	Isl1,115,119,Gene_or_geneproduct	p75,137,140,Gene_or_geneproduct	TrkA,158,162,Gene_or_geneproduct	CGRP,180,184,Gene_or_geneproduct	Calretinin,202,212,Gene_or_geneproduct	CR,215,217,Gene_or_geneproduct	Pea3,362,366,Gene_or_geneproduct	"[{""token"": ""TrkC"", ""start_span"": 12, ""end_span"": 16, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Runx3"", ""start_span"": 69, ""end_span"": 74, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Brn3A"", ""start_span"": 92, ""end_span"": 97, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Isl1"", ""start_span"": 115, ""end_span"": 119, ""type"": ""Gene_or_geneproduct""}, {""token"": ""p75"", ""start_span"": 137, ""end_span"": 140, ""type"": ""Gene_or_geneproduct""}, {""token"": ""TrkA"", ""start_span"": 158, ""end_span"": 162, ""type"": ""Gene_or_geneproduct""}, {""token"": ""CGRP"", ""start_span"": 180, ""end_span"": 184, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Calretinin"", ""start_span"": 202, ""end_span"": 212, ""type"": ""Gene_or_geneproduct""}, {""token"": ""CR"", ""start_span"": 215, ""end_span"": 217, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Pea3"", ""start_span"": 362, ""end_span"": 366, ""type"": ""Gene_or_geneproduct""}]"	train
In light of the association in vivo of RanBP2 with Cox11 and HKI ( Figures 1 and 3), profound in vitro modulation of HKI enzymatic activity by RanBP2 and Cox11 ( Figure 2), and the critical role of HKI in catalyzing a rate - limiting step of glycolysis, we probed whether RanBP2 + / - mice presented disturbances in HKI, Cox11, and energy homeostasis.	RanBP2,39,45,Gene_or_geneproduct	Cox11,51,56,Gene_or_geneproduct	HKI,61,64,Gene_or_geneproduct	HKI,117,120,Gene_or_geneproduct	RanBP2,143,149,Gene_or_geneproduct	Cox11,154,159,Gene_or_geneproduct	HKI,198,201,Gene_or_geneproduct	RanBP2,272,278,Gene_or_geneproduct	HKI,316,319,Gene_or_geneproduct	Cox11,321,326,Gene_or_geneproduct	"[{""token"": ""RanBP2"", ""start_span"": 39, ""end_span"": 45, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Cox11"", ""start_span"": 51, ""end_span"": 56, ""type"": ""Gene_or_geneproduct""}, {""token"": ""HKI"", ""start_span"": 61, ""end_span"": 64, ""type"": ""Gene_or_geneproduct""}, {""token"": ""HKI"", ""start_span"": 117, ""end_span"": 120, ""type"": ""Gene_or_geneproduct""}, {""token"": ""RanBP2"", ""start_span"": 143, ""end_span"": 149, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Cox11"", ""start_span"": 154, ""end_span"": 159, ""type"": ""Gene_or_geneproduct""}, {""token"": ""HKI"", ""start_span"": 198, ""end_span"": 201, ""type"": ""Gene_or_geneproduct""}, {""token"": ""RanBP2"", ""start_span"": 272, ""end_span"": 278, ""type"": ""Gene_or_geneproduct""}, {""token"": ""HKI"", ""start_span"": 316, ""end_span"": 319, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Cox11"", ""start_span"": 321, ""end_span"": 326, ""type"": ""Gene_or_geneproduct""}]"	train
In general terms, TGF - beta s bind to the TGF - beta type II receptor ( TGF beta RII) and TGF - beta type I receptor ( ALK5) activating TGF - beta Smads ( 2 and 3), while BMPs bind to the BMP type II receptor and type I receptors ALK2, - 3, or 6, activating BMP Smads ( 1, 5 and 8).	TGF - beta s,18,30,Gene_or_geneproduct	TGF - beta type II receptor,43,70,Gene_or_geneproduct	TGF beta RII,73,85,Gene_or_geneproduct	TGF - beta type I receptor,91,117,Gene_or_geneproduct	ALK5,120,124,Gene_or_geneproduct	Smads ( 2 and 3,148,163,Gene_or_geneproduct	BMPs,172,176,Gene_or_geneproduct	BMP type II receptor,189,209,Gene_or_geneproduct	type I receptors,214,230,Gene_or_geneproduct	ALK2,231,235,Gene_or_geneproduct	"[{""token"": ""TGF - beta s"", ""start_span"": 18, ""end_span"": 30, ""type"": ""Gene_or_geneproduct""}, {""token"": ""TGF - beta type II receptor"", ""start_span"": 43, ""end_span"": 70, ""type"": ""Gene_or_geneproduct""}, {""token"": ""TGF beta RII"", ""start_span"": 73, ""end_span"": 85, ""type"": ""Gene_or_geneproduct""}, {""token"": ""TGF - beta type I receptor"", ""start_span"": 91, ""end_span"": 117, ""type"": ""Gene_or_geneproduct""}, {""token"": ""ALK5"", ""start_span"": 120, ""end_span"": 124, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Smads ( 2 and 3"", ""start_span"": 148, ""end_span"": 163, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BMPs"", ""start_span"": 172, ""end_span"": 176, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BMP type II receptor"", ""start_span"": 189, ""end_span"": 209, ""type"": ""Gene_or_geneproduct""}, {""token"": ""type I receptors"", ""start_span"": 214, ""end_span"": 230, ""type"": ""Gene_or_geneproduct""}, {""token"": ""ALK2"", ""start_span"": 231, ""end_span"": 235, ""type"": ""Gene_or_geneproduct""}]"	train
Compound heterozygous removal of BMP2 and BMP7 ( Bmp2 + / C, Bmp7 + / -; Prx1:: cre) and heterozygous removal of BMP2 with complete removal of BMP7 ( Bmp2 + / C, Bmp7 - / -; Prx1:: cre) were both completely wild - type in skeletal pattern and differentiation ( unpublished data).	BMP2,33,37,Gene_or_geneproduct	BMP7,42,46,Gene_or_geneproduct	Bmp2,49,53,Gene_or_geneproduct	Bmp7,61,65,Gene_or_geneproduct	Prx1,73,77,Gene_or_geneproduct	BMP2,113,117,Gene_or_geneproduct	BMP7,143,147,Gene_or_geneproduct	Bmp2,150,154,Gene_or_geneproduct	Bmp7,162,166,Gene_or_geneproduct	Prx1,174,178,Gene_or_geneproduct	"[{""token"": ""BMP2"", ""start_span"": 33, ""end_span"": 37, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BMP7"", ""start_span"": 42, ""end_span"": 46, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Bmp2"", ""start_span"": 49, ""end_span"": 53, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Bmp7"", ""start_span"": 61, ""end_span"": 65, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Prx1"", ""start_span"": 73, ""end_span"": 77, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BMP2"", ""start_span"": 113, ""end_span"": 117, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BMP7"", ""start_span"": 143, ""end_span"": 147, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Bmp2"", ""start_span"": 150, ""end_span"": 154, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Bmp7"", ""start_span"": 162, ""end_span"": 166, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Prx1"", ""start_span"": 174, ""end_span"": 178, ""type"": ""Gene_or_geneproduct""}]"	train
Thus, the expression of either BMP5, BMP6, and BMP7 ( in the absence of BMP2 and BMP4) or the expression of BMP4, BMP5, and BMP6 ( in the absence of BMP2 and BMP7) is sufficient to support mesenchymal condensation and chondrocyte differentiation in the developing limb.	BMP5,31,35,Gene_or_geneproduct	BMP6,37,41,Gene_or_geneproduct	BMP7,47,51,Gene_or_geneproduct	BMP2,72,76,Gene_or_geneproduct	BMP4,81,85,Gene_or_geneproduct	BMP4,108,112,Gene_or_geneproduct	BMP5,114,118,Gene_or_geneproduct	BMP6,124,128,Gene_or_geneproduct	BMP2,149,153,Gene_or_geneproduct	BMP7,158,162,Gene_or_geneproduct	"[{""token"": ""BMP5"", ""start_span"": 31, ""end_span"": 35, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BMP6"", ""start_span"": 37, ""end_span"": 41, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BMP7"", ""start_span"": 47, ""end_span"": 51, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BMP2"", ""start_span"": 72, ""end_span"": 76, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BMP4"", ""start_span"": 81, ""end_span"": 85, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BMP4"", ""start_span"": 108, ""end_span"": 112, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BMP5"", ""start_span"": 114, ""end_span"": 118, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BMP6"", ""start_span"": 124, ""end_span"": 128, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BMP2"", ""start_span"": 149, ""end_span"": 153, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BMP7"", ""start_span"": 158, ""end_span"": 162, ""type"": ""Gene_or_geneproduct""}]"	train
( E and M) Wild - type, ( F and N) Bmp2C / C; Prx1:: cre, ( G and O) Bmp4C / C; Prx1:: cre, ( H and P) Bmp7 - / -, ( I and Q) Bmp2C / C; Bmp4 + / C; Prx1:: cre, ( J and R) Bmp2 + / C; Bmp4C / C; Prx1:: cre, ( K and S) Bmp2C / C; Bmp4C / C; Prx1:: cre, ( L and T) Bmp2C / C, Bmp7 - / -; Prx1:: cre.	Prx1,46,50,Gene_or_geneproduct	Prx1,80,84,Gene_or_geneproduct	Bmp7,103,107,Gene_or_geneproduct	Bmp4,137,141,Gene_or_geneproduct	Prx1,149,153,Gene_or_geneproduct	Bmp2,172,176,Gene_or_geneproduct	Prx1,195,199,Gene_or_geneproduct	Prx1,240,244,Gene_or_geneproduct	Bmp7,274,278,Gene_or_geneproduct	Prx1,286,290,Gene_or_geneproduct	"[{""token"": ""Prx1"", ""start_span"": 46, ""end_span"": 50, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Prx1"", ""start_span"": 80, ""end_span"": 84, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Bmp7"", ""start_span"": 103, ""end_span"": 107, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Bmp4"", ""start_span"": 137, ""end_span"": 141, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Prx1"", ""start_span"": 149, ""end_span"": 153, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Bmp2"", ""start_span"": 172, ""end_span"": 176, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Prx1"", ""start_span"": 195, ""end_span"": 199, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Prx1"", ""start_span"": 240, ""end_span"": 244, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Bmp7"", ""start_span"": 274, ""end_span"": 278, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Prx1"", ""start_span"": 286, ""end_span"": 290, ""type"": ""Gene_or_geneproduct""}]"	train
The GenBank ( http: / / www. ncbi. nlm. nih. gov / Genbank / index. html) accession numbers discussed in this paper are for 4931427F14Rik ( AK016477), Agouti gene ( L06451), Alx3 ( U96109), Alx4 ( AF001465), En1 ( L12703), M6pr - ps ( X64069), Tbx14 ( AF013282), Tbx15 ( AF041822), Tbx18 ( AF306666), and Tbx22 ( NM _ 145224).	4931427F14Rik,124,137,Gene_or_geneproduct	Agouti,151,157,Gene_or_geneproduct	Alx3,174,178,Gene_or_geneproduct	Alx4,190,194,Gene_or_geneproduct	En1,208,211,Gene_or_geneproduct	M6pr,223,227,Gene_or_geneproduct	Tbx14,244,249,Gene_or_geneproduct	Tbx15,263,268,Gene_or_geneproduct	Tbx18,282,287,Gene_or_geneproduct	Tbx22,305,310,Gene_or_geneproduct	"[{""token"": ""4931427F14Rik"", ""start_span"": 124, ""end_span"": 137, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Agouti"", ""start_span"": 151, ""end_span"": 157, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Alx3"", ""start_span"": 174, ""end_span"": 178, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Alx4"", ""start_span"": 190, ""end_span"": 194, ""type"": ""Gene_or_geneproduct""}, {""token"": ""En1"", ""start_span"": 208, ""end_span"": 211, ""type"": ""Gene_or_geneproduct""}, {""token"": ""M6pr"", ""start_span"": 223, ""end_span"": 227, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Tbx14"", ""start_span"": 244, ""end_span"": 249, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Tbx15"", ""start_span"": 263, ""end_span"": 268, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Tbx18"", ""start_span"": 282, ""end_span"": 287, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Tbx22"", ""start_span"": 305, ""end_span"": 310, ""type"": ""Gene_or_geneproduct""}]"	valid
Sections were blocked with 5% normal serum for 2 h, washed in PBS and incubated with antibodies against Shh - N19 ( 1: 100), Patched ( 1: 100), Smo - N19 ( 1: 100), Gli1 ( 1: 100), Gli3 - N19 ( 1: 100), SP - C C19 ( 1: 200), caveolin 1 alpha - N20 ( 1: 200), aquaporin 5 ( AQP5, 1: 200), megalin ( 1: 200), PECAM - 1 ( 1: 200) ( Santa Cruz Biotechnology, Santa Cruz, CA) or T1 alpha ( mAB 8. 1. 1, 1: 1000 dilution, Developmental Studies Hybridoma Bank, Iowa City, IA) overnight at 4 degrees C in a humidified chamber.	Shh,104,107,Gene_or_geneproduct	Smo,144,147,Gene_or_geneproduct	Gli1,165,169,Gene_or_geneproduct	Gli3,181,185,Gene_or_geneproduct	SP - C,203,209,Gene_or_geneproduct	aquaporin 5,259,270,Gene_or_geneproduct	AQP5,273,277,Gene_or_geneproduct	megalin,288,295,Gene_or_geneproduct	PECAM - 1,307,316,Gene_or_geneproduct	T1 alpha,374,382,Gene_or_geneproduct	"[{""token"": ""Shh"", ""start_span"": 104, ""end_span"": 107, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Smo"", ""start_span"": 144, ""end_span"": 147, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Gli1"", ""start_span"": 165, ""end_span"": 169, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Gli3"", ""start_span"": 181, ""end_span"": 185, ""type"": ""Gene_or_geneproduct""}, {""token"": ""SP - C"", ""start_span"": 203, ""end_span"": 209, ""type"": ""Gene_or_geneproduct""}, {""token"": ""aquaporin 5"", ""start_span"": 259, ""end_span"": 270, ""type"": ""Gene_or_geneproduct""}, {""token"": ""AQP5"", ""start_span"": 273, ""end_span"": 277, ""type"": ""Gene_or_geneproduct""}, {""token"": ""megalin"", ""start_span"": 288, ""end_span"": 295, ""type"": ""Gene_or_geneproduct""}, {""token"": ""PECAM - 1"", ""start_span"": 307, ""end_span"": 316, ""type"": ""Gene_or_geneproduct""}, {""token"": ""T1 alpha"", ""start_span"": 374, ""end_span"": 382, ""type"": ""Gene_or_geneproduct""}]"	valid
hAQP2, human AQP2; mAQP1, mouse AQP1; mAQP2, mouse AQP2; rAQP2, rat AQP2; xAQP2, Xenopus AQP2.	hAQP2,0,5,Gene_or_geneproduct	human AQP2,7,17,Gene_or_geneproduct	mAQP1,19,24,Gene_or_geneproduct	mouse AQP1,26,36,Gene_or_geneproduct	mAQP2,38,43,Gene_or_geneproduct	mouse AQP2,45,55,Gene_or_geneproduct	rAQP2,57,62,Gene_or_geneproduct	rat AQP2,64,72,Gene_or_geneproduct	xAQP2,74,79,Gene_or_geneproduct	Xenopus AQP2,81,93,Gene_or_geneproduct	"[{""token"": ""hAQP2"", ""start_span"": 0, ""end_span"": 5, ""type"": ""Gene_or_geneproduct""}, {""token"": ""human AQP2"", ""start_span"": 7, ""end_span"": 17, ""type"": ""Gene_or_geneproduct""}, {""token"": ""mAQP1"", ""start_span"": 19, ""end_span"": 24, ""type"": ""Gene_or_geneproduct""}, {""token"": ""mouse AQP1"", ""start_span"": 26, ""end_span"": 36, ""type"": ""Gene_or_geneproduct""}, {""token"": ""mAQP2"", ""start_span"": 38, ""end_span"": 43, ""type"": ""Gene_or_geneproduct""}, {""token"": ""mouse AQP2"", ""start_span"": 45, ""end_span"": 55, ""type"": ""Gene_or_geneproduct""}, {""token"": ""rAQP2"", ""start_span"": 57, ""end_span"": 62, ""type"": ""Gene_or_geneproduct""}, {""token"": ""rat AQP2"", ""start_span"": 64, ""end_span"": 72, ""type"": ""Gene_or_geneproduct""}, {""token"": ""xAQP2"", ""start_span"": 74, ""end_span"": 79, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Xenopus AQP2"", ""start_span"": 81, ""end_span"": 93, ""type"": ""Gene_or_geneproduct""}]"	test
StaRT - PCR reagents were optimized for ten of these transcription factors, including CEBPB, CEBPE, CEBPG, E2F1, E2F3, E2F4, E2F5, E2F6, EVI1, and PAX5.	CEBPB,86,91,Gene_or_geneproduct	CEBPE,93,98,Gene_or_geneproduct	CEBPG,100,105,Gene_or_geneproduct	E2F1,107,111,Gene_or_geneproduct	E2F3,113,117,Gene_or_geneproduct	E2F4,119,123,Gene_or_geneproduct	E2F5,125,129,Gene_or_geneproduct	E2F6,131,135,Gene_or_geneproduct	EVI1,137,141,Gene_or_geneproduct	PAX5,147,151,Gene_or_geneproduct	"[{""token"": ""CEBPB"", ""start_span"": 86, ""end_span"": 91, ""type"": ""Gene_or_geneproduct""}, {""token"": ""CEBPE"", ""start_span"": 93, ""end_span"": 98, ""type"": ""Gene_or_geneproduct""}, {""token"": ""CEBPG"", ""start_span"": 100, ""end_span"": 105, ""type"": ""Gene_or_geneproduct""}, {""token"": ""E2F1"", ""start_span"": 107, ""end_span"": 111, ""type"": ""Gene_or_geneproduct""}, {""token"": ""E2F3"", ""start_span"": 113, ""end_span"": 117, ""type"": ""Gene_or_geneproduct""}, {""token"": ""E2F4"", ""start_span"": 119, ""end_span"": 123, ""type"": ""Gene_or_geneproduct""}, {""token"": ""E2F5"", ""start_span"": 125, ""end_span"": 129, ""type"": ""Gene_or_geneproduct""}, {""token"": ""E2F6"", ""start_span"": 131, ""end_span"": 135, ""type"": ""Gene_or_geneproduct""}, {""token"": ""EVI1"", ""start_span"": 137, ""end_span"": 141, ""type"": ""Gene_or_geneproduct""}, {""token"": ""PAX5"", ""start_span"": 147, ""end_span"": 151, ""type"": ""Gene_or_geneproduct""}]"	test
