Thus, while the pigmentation phenotype of deH / deH mice can be explained, not surprisingly, by dorsal extension of Agouti expression after birth, patterned expression of Tbx15 and Agouti are apparent some 10 days earlier, between E12. 5 and E13. 5, and the effects of Tbx15 deficiency on expression of Agouti can be detected by E14. 5.	"Agouti	116	122	Gene_or_geneproduct"	"Tbx15	171	176	Gene_or_geneproduct"	"Agouti	181	187	Gene_or_geneproduct"	"Tbx15	269	274	Gene_or_geneproduct"	"Agouti	303	309	Gene_or_geneproduct"	"[{""token"": ""Agouti"", ""start_span"": 116, ""end_span"": 122, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Tbx15"", ""start_span"": 171, ""end_span"": 176, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Agouti"", ""start_span"": 181, ""end_span"": 187, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Tbx15"", ""start_span"": 269, ""end_span"": 274, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Agouti"", ""start_span"": 303, ""end_span"": 309, ""type"": ""Gene_or_geneproduct""}]"
Northern analyses for SP - A, SP - B, SP - C or SP - D showed no significantly differences between wild - type and Dhcr7 null mice at term ( Fig. 6, panel B).	"SP - A	22	28	Gene_or_geneproduct"	"SP - B	30	36	Gene_or_geneproduct"	"SP - C	38	44	Gene_or_geneproduct"	"SP - D	48	54	Gene_or_geneproduct"	"Dhcr7	115	120	Gene_or_geneproduct"	"[{""token"": ""SP - A"", ""start_span"": 22, ""end_span"": 28, ""type"": ""Gene_or_geneproduct""}, {""token"": ""SP - B"", ""start_span"": 30, ""end_span"": 36, ""type"": ""Gene_or_geneproduct""}, {""token"": ""SP - C"", ""start_span"": 38, ""end_span"": 44, ""type"": ""Gene_or_geneproduct""}, {""token"": ""SP - D"", ""start_span"": 48, ""end_span"": 54, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Dhcr7"", ""start_span"": 115, ""end_span"": 120, ""type"": ""Gene_or_geneproduct""}]"
To determine whether aberrant expression of Shh contributed to the Dhcr7 - / - lung phenotype, distribution of Shh in the Dhcr7 - / - and wild - type lungs was assessed from E10. 5 to P0 by IHC using Shh - N peptide antibody.	"Shh	44	47	Gene_or_geneproduct"	"Dhcr7	67	72	Gene_or_geneproduct"	"Shh	111	114	Gene_or_geneproduct"	"Dhcr7	122	127	Gene_or_geneproduct"	"Shh	200	203	Gene_or_geneproduct"	"[{""token"": ""Shh"", ""start_span"": 44, ""end_span"": 47, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Dhcr7"", ""start_span"": 67, ""end_span"": 72, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Shh"", ""start_span"": 111, ""end_span"": 114, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Dhcr7"", ""start_span"": 122, ""end_span"": 127, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Shh"", ""start_span"": 200, ""end_span"": 203, ""type"": ""Gene_or_geneproduct""}]"
Smoothened ( Smo, upper panel), Gli1 ( middle panel) and Gli3 ( bottom panel) showed a pattern of distribution similar to that seen with Shh and Ptch ( compare to Fig. 7).	"Smoothened	0	10	Gene_or_geneproduct"	"Smo	13	16	Gene_or_geneproduct"	"Gli1	32	36	Gene_or_geneproduct"	"Gli3	57	61	Gene_or_geneproduct"	"Shh	137	140	Gene_or_geneproduct"	"[{""token"": ""Smoothened"", ""start_span"": 0, ""end_span"": 10, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Smo"", ""start_span"": 13, ""end_span"": 16, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Gli1"", ""start_span"": 32, ""end_span"": 36, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Gli3"", ""start_span"": 57, ""end_span"": 61, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Shh"", ""start_span"": 137, ""end_span"": 140, ""type"": ""Gene_or_geneproduct""}]"
We are grateful to Jeffery Whitsett for providing cDNA probes for SP - A, SP - B and SP - C and Pao - Tien Chuang for the Shh and Shh - N plasmids.	"SP - A	66	72	Gene_or_geneproduct"	"SP - B	74	80	Gene_or_geneproduct"	"SP - C	85	91	Gene_or_geneproduct"	"Shh	122	125	Gene_or_geneproduct"	"Shh	130	133	Gene_or_geneproduct"	"[{""token"": ""SP - A"", ""start_span"": 66, ""end_span"": 72, ""type"": ""Gene_or_geneproduct""}, {""token"": ""SP - B"", ""start_span"": 74, ""end_span"": 80, ""type"": ""Gene_or_geneproduct""}, {""token"": ""SP - C"", ""start_span"": 85, ""end_span"": 91, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Shh"", ""start_span"": 122, ""end_span"": 125, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Shh"", ""start_span"": 130, ""end_span"": 133, ""type"": ""Gene_or_geneproduct""}]"
For instance, TACC1 and TACC3 interact with Aurora A kinase, whereas TACC2 interacts with Aurora C kinase [ 21], suggesting a degree of functional specialization in the derivatives of the ancestral chordate TACC, after the radiation of the vertebrate TACC genes.	"TACC1	14	19	Gene_or_geneproduct"	"TACC3	24	29	Gene_or_geneproduct"	"Aurora A kinase	44	59	Gene_or_geneproduct"	"TACC2	69	74	Gene_or_geneproduct"	"Aurora C kinase	90	105	Gene_or_geneproduct"	"[{""token"": ""TACC1"", ""start_span"": 14, ""end_span"": 19, ""type"": ""Gene_or_geneproduct""}, {""token"": ""TACC3"", ""start_span"": 24, ""end_span"": 29, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Aurora A kinase"", ""start_span"": 44, ""end_span"": 59, ""type"": ""Gene_or_geneproduct""}, {""token"": ""TACC2"", ""start_span"": 69, ""end_span"": 74, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Aurora C kinase"", ""start_span"": 90, ""end_span"": 105, ""type"": ""Gene_or_geneproduct""}]"
A recent study has suggested that this function may be unique to maskin: although it is unclear whether the other vertebrate TACC3 proteins interact with the eIF4E / CPEB complex, the human TACC1A isoform is unable to interact with the eIF4E / CPEB complex.	"maskin	65	71	Gene_or_geneproduct"	"TACC3	125	130	Gene_or_geneproduct"	"eIF4E	158	163	Gene_or_geneproduct"	"eIF4E	236	241	Gene_or_geneproduct"	"CPEB	244	248	Gene_or_geneproduct"	"[{""token"": ""maskin"", ""start_span"": 65, ""end_span"": 71, ""type"": ""Gene_or_geneproduct""}, {""token"": ""TACC3"", ""start_span"": 125, ""end_span"": 130, ""type"": ""Gene_or_geneproduct""}, {""token"": ""eIF4E"", ""start_span"": 158, ""end_span"": 163, ""type"": ""Gene_or_geneproduct""}, {""token"": ""eIF4E"", ""start_span"": 236, ""end_span"": 241, ""type"": ""Gene_or_geneproduct""}, {""token"": ""CPEB"", ""start_span"": 244, ""end_span"": 248, ""type"": ""Gene_or_geneproduct""}]"
The TACC2 protein retains the ability of TACC3 to interact with GAS41, INI1, histone acetyltransferases and transcription factors ( in this case, RXR beta) ( Fig. 7) [ 3, 34].	"TACC2	4	9	Gene_or_geneproduct"	"TACC3	41	46	Gene_or_geneproduct"	"GAS41	64	69	Gene_or_geneproduct"	"INI1	71	75	Gene_or_geneproduct"	"RXR beta	146	154	Gene_or_geneproduct"	"[{""token"": ""TACC2"", ""start_span"": 4, ""end_span"": 9, ""type"": ""Gene_or_geneproduct""}, {""token"": ""TACC3"", ""start_span"": 41, ""end_span"": 46, ""type"": ""Gene_or_geneproduct""}, {""token"": ""GAS41"", ""start_span"": 64, ""end_span"": 69, ""type"": ""Gene_or_geneproduct""}, {""token"": ""INI1"", ""start_span"": 71, ""end_span"": 75, ""type"": ""Gene_or_geneproduct""}, {""token"": ""RXR beta"", ""start_span"": 146, ""end_span"": 154, ""type"": ""Gene_or_geneproduct""}]"
Sequences from this article have been deposited in the GenBank database with the following accession numbers: Homo sapiens TACC1 short isoform S ( AY177411), Mus musculus TACC1 short isoform S ( AY177412), Mus musculus TACC1 long isoform A ( AY177413), Mus musculus TACC2s ( AY177410), Oryctolagus cuniculus TACC3 ( AY161270), Danio rerio TACC3 ( AY170618).	"Homo sapiens TACC1	110	128	Gene_or_geneproduct"	"Mus musculus TACC1	158	176	Gene_or_geneproduct"	"Mus musculus TACC1	206	224	Gene_or_geneproduct"	"Oryctolagus cuniculus TACC3	286	313	Gene_or_geneproduct"	"Danio rerio TACC3	327	344	Gene_or_geneproduct"	"[{""token"": ""Homo sapiens TACC1"", ""start_span"": 110, ""end_span"": 128, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Mus musculus TACC1"", ""start_span"": 158, ""end_span"": 176, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Mus musculus TACC1"", ""start_span"": 206, ""end_span"": 224, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Oryctolagus cuniculus TACC3"", ""start_span"": 286, ""end_span"": 313, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Danio rerio TACC3"", ""start_span"": 327, ""end_span"": 344, ""type"": ""Gene_or_geneproduct""}]"
In the normal skin, beta - catenin, a member of the adherens junction complex, was found in the ORS of hair follicles and basal layer of epidermis, where K14 expression is also observed ( Figure 4C and 4D), whereas the expression of K1, involucrin, and loricrin ( markers for spinous and granular layers of epidermis) was only observed in the nonbasal epidermis ( unpublished data).	"beta - catenin	20	34	Gene_or_geneproduct"	"K14	154	157	Gene_or_geneproduct"	"K1	233	235	Gene_or_geneproduct"	"involucrin	237	247	Gene_or_geneproduct"	"loricrin	253	261	Gene_or_geneproduct"	"[{""token"": ""beta - catenin"", ""start_span"": 20, ""end_span"": 34, ""type"": ""Gene_or_geneproduct""}, {""token"": ""K14"", ""start_span"": 154, ""end_span"": 157, ""type"": ""Gene_or_geneproduct""}, {""token"": ""K1"", ""start_span"": 233, ""end_span"": 235, ""type"": ""Gene_or_geneproduct""}, {""token"": ""involucrin"", ""start_span"": 237, ""end_span"": 247, ""type"": ""Gene_or_geneproduct""}, {""token"": ""loricrin"", ""start_span"": 253, ""end_span"": 261, ""type"": ""Gene_or_geneproduct""}]"
Comparison of immunochemically stained serial sections showed that these intense cytosolic beta - catenin stainings were usually found in either K14 - positive K1 - negative basal epidermis or K14 - positive K6 - negative basal ORS cells, and are surrounded by proliferating cells.	"beta - catenin	91	105	Gene_or_geneproduct"	"K14	145	148	Gene_or_geneproduct"	"K1	160	162	Gene_or_geneproduct"	"K14	193	196	Gene_or_geneproduct"	"K6	208	210	Gene_or_geneproduct"	"[{""token"": ""beta - catenin"", ""start_span"": 91, ""end_span"": 105, ""type"": ""Gene_or_geneproduct""}, {""token"": ""K14"", ""start_span"": 145, ""end_span"": 148, ""type"": ""Gene_or_geneproduct""}, {""token"": ""K1"", ""start_span"": 160, ""end_span"": 162, ""type"": ""Gene_or_geneproduct""}, {""token"": ""K14"", ""start_span"": 193, ""end_span"": 196, ""type"": ""Gene_or_geneproduct""}, {""token"": ""K6"", ""start_span"": 208, ""end_span"": 210, ""type"": ""Gene_or_geneproduct""}]"
Of interest are the phenotypic similarities and differences between our KA mutant mice and the previously described K14 - Delta N87 beta cat transgenic mice expressing stable beta - catenin under the control of K14 promoter [ 25] and K14 - Lef1 transgenic mice [ 27].	"K14	116	119	Gene_or_geneproduct"	"beta - catenin	175	189	Gene_or_geneproduct"	"K14	211	214	Gene_or_geneproduct"	"K14	234	237	Gene_or_geneproduct"	"Lef1	240	244	Gene_or_geneproduct"	"[{""token"": ""K14"", ""start_span"": 116, ""end_span"": 119, ""type"": ""Gene_or_geneproduct""}, {""token"": ""beta - catenin"", ""start_span"": 175, ""end_span"": 189, ""type"": ""Gene_or_geneproduct""}, {""token"": ""K14"", ""start_span"": 211, ""end_span"": 214, ""type"": ""Gene_or_geneproduct""}, {""token"": ""K14"", ""start_span"": 234, ""end_span"": 237, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Lef1"", ""start_span"": 240, ""end_span"": 244, ""type"": ""Gene_or_geneproduct""}]"
