Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	json	split
The similarity between phenotypes associated with BRCA1 and BRCA2 deficiency, together with data showing a similar effect of DNA damage on distribution of BRCA1 and BRCA2 in repair - proficient cells, led to the hypothesis that BRCA2, like BRCA1, is required for efficient recombinational repair.	BRCA1,50,55,Gene_or_geneproduct	BRCA2,60,65,Gene_or_geneproduct	BRCA1,155,160,Gene_or_geneproduct	BRCA2,165,170,Gene_or_geneproduct	BRCA2,228,233,Gene_or_geneproduct	BRCA1,240,245,Gene_or_geneproduct	"[{""token"": ""BRCA1"", ""start_span"": 50, ""end_span"": 55, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BRCA2"", ""start_span"": 60, ""end_span"": 65, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BRCA1"", ""start_span"": 155, ""end_span"": 160, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BRCA2"", ""start_span"": 165, ""end_span"": 170, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BRCA2"", ""start_span"": 228, ""end_span"": 233, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BRCA1"", ""start_span"": 240, ""end_span"": 245, ""type"": ""Gene_or_geneproduct""}]"	train
But when given liver X receptor alpha ( LXR alpha) agonist, Abcg5 / sterolin - 1 and Abcg8 / sterolin - 2 appeared to be expressed at the apical surface.	liver X receptor alpha,15,37,Gene_or_geneproduct	LXR alpha,40,49,Gene_or_geneproduct	Abcg5,60,65,Gene_or_geneproduct	sterolin - 1,68,80,Gene_or_geneproduct	Abcg8,85,90,Gene_or_geneproduct	sterolin - 2,93,105,Gene_or_geneproduct	"[{""token"": ""liver X receptor alpha"", ""start_span"": 15, ""end_span"": 37, ""type"": ""Gene_or_geneproduct""}, {""token"": ""LXR alpha"", ""start_span"": 40, ""end_span"": 49, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Abcg5"", ""start_span"": 60, ""end_span"": 65, ""type"": ""Gene_or_geneproduct""}, {""token"": ""sterolin - 1"", ""start_span"": 68, ""end_span"": 80, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Abcg8"", ""start_span"": 85, ""end_span"": 90, ""type"": ""Gene_or_geneproduct""}, {""token"": ""sterolin - 2"", ""start_span"": 93, ""end_span"": 105, ""type"": ""Gene_or_geneproduct""}]"	train
The major findings in this study are: ( 1) disruption of only one of the two genes comprising the STSL locus is necessary and sufficient to cause sitosterolemia, ( 2) that the loss of Abcg8 / sterolin - 2 leads to the loss of biliary cholesterol secretion and ( 3) Abcg5 / sterolin - 1 appears to be still apically - expressed despite the absence of Abcg8 / sterolin - 2.	Abcg8,184,189,Gene_or_geneproduct	sterolin - 2,192,204,Gene_or_geneproduct	Abcg5,265,270,Gene_or_geneproduct	sterolin - 1,273,285,Gene_or_geneproduct	Abcg8,350,355,Gene_or_geneproduct	sterolin - 2,358,370,Gene_or_geneproduct	"[{""token"": ""Abcg8"", ""start_span"": 184, ""end_span"": 189, ""type"": ""Gene_or_geneproduct""}, {""token"": ""sterolin - 2"", ""start_span"": 192, ""end_span"": 204, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Abcg5"", ""start_span"": 265, ""end_span"": 270, ""type"": ""Gene_or_geneproduct""}, {""token"": ""sterolin - 1"", ""start_span"": 273, ""end_span"": 285, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Abcg8"", ""start_span"": 350, ""end_span"": 355, ""type"": ""Gene_or_geneproduct""}, {""token"": ""sterolin - 2"", ""start_span"": 358, ""end_span"": 370, ""type"": ""Gene_or_geneproduct""}]"	train
Northern blot analysis of hepatic RNA showed a loss of Abcg8 / sterolin - 2 mRNA in the homozygote and decreased Abcg8 / sterolin - 2 mRNA in the heterozygote, although Abcg5 / sterolin - 1 mRNA appeared relatively unaffected in the knockout mice ( panel c).	Abcg8,55,60,Gene_or_geneproduct	sterolin - 2,63,75,Gene_or_geneproduct	Abcg8,113,118,Gene_or_geneproduct	sterolin - 2,121,133,Gene_or_geneproduct	Abcg5,169,174,Gene_or_geneproduct	sterolin - 1,177,189,Gene_or_geneproduct	"[{""token"": ""Abcg8"", ""start_span"": 55, ""end_span"": 60, ""type"": ""Gene_or_geneproduct""}, {""token"": ""sterolin - 2"", ""start_span"": 63, ""end_span"": 75, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Abcg8"", ""start_span"": 113, ""end_span"": 118, ""type"": ""Gene_or_geneproduct""}, {""token"": ""sterolin - 2"", ""start_span"": 121, ""end_span"": 133, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Abcg5"", ""start_span"": 169, ""end_span"": 174, ""type"": ""Gene_or_geneproduct""}, {""token"": ""sterolin - 1"", ""start_span"": 177, ""end_span"": 189, ""type"": ""Gene_or_geneproduct""}]"	train
Wild - type, Abcg8 + / - and Abcg8 - / - intestine ( panels g, h and i respectively) incubated with SC anti - Abcg5 / sterolin - 1 antibody, showed no difference in expression patterns, despite the loss of Abcg8 / sterolin - 2 in the knockout mice.	Abcg8,13,18,Gene_or_geneproduct	Abcg8,29,34,Gene_or_geneproduct	Abcg5,110,115,Gene_or_geneproduct	sterolin - 1,118,130,Gene_or_geneproduct	Abcg8,206,211,Gene_or_geneproduct	sterolin - 2,214,226,Gene_or_geneproduct	"[{""token"": ""Abcg8"", ""start_span"": 13, ""end_span"": 18, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Abcg8"", ""start_span"": 29, ""end_span"": 34, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Abcg5"", ""start_span"": 110, ""end_span"": 115, ""type"": ""Gene_or_geneproduct""}, {""token"": ""sterolin - 1"", ""start_span"": 118, ""end_span"": 130, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Abcg8"", ""start_span"": 206, ""end_span"": 211, ""type"": ""Gene_or_geneproduct""}, {""token"": ""sterolin - 2"", ""start_span"": 214, ""end_span"": 226, ""type"": ""Gene_or_geneproduct""}]"	train
In order to substantiate the view that stria vascularis in Slc26a4 - / - secretes K +, we measured the magnitude of the bumetanide - sensitive current exiting stria vascularis across the apical membrane of strial marginal cells and determined the expression of the proteins KCNQ1, KCNE1 and SLC12A2, which are essential for K + secretion [ 20, 32, 33], and of GJB2 ( Cx26), which is thought to contribute to K + cycling [ 23].	Slc26a4,59,66,Gene_or_geneproduct	KCNQ1,274,279,Gene_or_geneproduct	KCNE1,281,286,Gene_or_geneproduct	SLC12A2,291,298,Gene_or_geneproduct	GJB2,360,364,Gene_or_geneproduct	Cx26,367,371,Gene_or_geneproduct	"[{""token"": ""Slc26a4"", ""start_span"": 59, ""end_span"": 66, ""type"": ""Gene_or_geneproduct""}, {""token"": ""KCNQ1"", ""start_span"": 274, ""end_span"": 279, ""type"": ""Gene_or_geneproduct""}, {""token"": ""KCNE1"", ""start_span"": 281, ""end_span"": 286, ""type"": ""Gene_or_geneproduct""}, {""token"": ""SLC12A2"", ""start_span"": 291, ""end_span"": 298, ""type"": ""Gene_or_geneproduct""}, {""token"": ""GJB2"", ""start_span"": 360, ""end_span"": 364, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Cx26"", ""start_span"": 367, ""end_span"": 371, ""type"": ""Gene_or_geneproduct""}]"	train
KCNQ1 and KCNE1, subunits of the secretory K + channel, were co - localized in the apical membrane of strial marginal cells; the Na + / 2Cl - / K + cotransporter SLC12A2, which is located in the basolateral membrane of strial marginal cells, was found in stria vascularis; and the gap junction protein GJB2 was found in spiral ligament of Slc26a4 + / + and Slc26a4 - / - mice ( Fig. 8).	KCNQ1,0,5,Gene_or_geneproduct	KCNE1,10,15,Gene_or_geneproduct	SLC12A2,162,169,Gene_or_geneproduct	GJB2,302,306,Gene_or_geneproduct	Slc26a4,339,346,Gene_or_geneproduct	Slc26a4,357,364,Gene_or_geneproduct	"[{""token"": ""KCNQ1"", ""start_span"": 0, ""end_span"": 5, ""type"": ""Gene_or_geneproduct""}, {""token"": ""KCNE1"", ""start_span"": 10, ""end_span"": 15, ""type"": ""Gene_or_geneproduct""}, {""token"": ""SLC12A2"", ""start_span"": 162, ""end_span"": 169, ""type"": ""Gene_or_geneproduct""}, {""token"": ""GJB2"", ""start_span"": 302, ""end_span"": 306, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Slc26a4"", ""start_span"": 339, ""end_span"": 346, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Slc26a4"", ""start_span"": 357, ""end_span"": 364, ""type"": ""Gene_or_geneproduct""}]"	train
Protein localization of KCNQ1, KCNE1, SLC12A2 and GJB2 in the cochlear lateral wall of Slc26a4 + / + and Slc26a4 - / - mice.	KCNQ1,24,29,Gene_or_geneproduct	KCNE1,31,36,Gene_or_geneproduct	SLC12A2,38,45,Gene_or_geneproduct	GJB2,50,54,Gene_or_geneproduct	Slc26a4,87,94,Gene_or_geneproduct	Slc26a4,105,112,Gene_or_geneproduct	"[{""token"": ""KCNQ1"", ""start_span"": 24, ""end_span"": 29, ""type"": ""Gene_or_geneproduct""}, {""token"": ""KCNE1"", ""start_span"": 31, ""end_span"": 36, ""type"": ""Gene_or_geneproduct""}, {""token"": ""SLC12A2"", ""start_span"": 38, ""end_span"": 45, ""type"": ""Gene_or_geneproduct""}, {""token"": ""GJB2"", ""start_span"": 50, ""end_span"": 54, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Slc26a4"", ""start_span"": 87, ""end_span"": 94, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Slc26a4"", ""start_span"": 105, ""end_span"": 112, ""type"": ""Gene_or_geneproduct""}]"	train
Previously, we delineated how two respective epithelial and mesenchymal signals, Wnts and the BMP - inhibitory factor noggin, function in concert to induce lymphoid enhancer factor - 1 / beta - catenin ( LEF - 1 / beta - catenin) - mediated gene transcription within the follicle placode [ 4].	BMP,94,97,Gene_or_geneproduct	noggin,118,124,Gene_or_geneproduct	lymphoid enhancer factor - 1,156,184,Gene_or_geneproduct	beta - catenin,187,201,Gene_or_geneproduct	LEF - 1,204,211,Gene_or_geneproduct	beta - catenin,214,228,Gene_or_geneproduct	"[{""token"": ""BMP"", ""start_span"": 94, ""end_span"": 97, ""type"": ""Gene_or_geneproduct""}, {""token"": ""noggin"", ""start_span"": 118, ""end_span"": 124, ""type"": ""Gene_or_geneproduct""}, {""token"": ""lymphoid enhancer factor - 1"", ""start_span"": 156, ""end_span"": 184, ""type"": ""Gene_or_geneproduct""}, {""token"": ""beta - catenin"", ""start_span"": 187, ""end_span"": 201, ""type"": ""Gene_or_geneproduct""}, {""token"": ""LEF - 1"", ""start_span"": 204, ""end_span"": 211, ""type"": ""Gene_or_geneproduct""}, {""token"": ""beta - catenin"", ""start_span"": 214, ""end_span"": 228, ""type"": ""Gene_or_geneproduct""}]"	train
Given that the E - cadherin promoter is a direct target for Snail - mediated repression in vitro [ 4, 12, 13], and that E - cadherin was down - regulated in Snail - expressing hair buds, we examined the status of E - cadherin and other AJ proteins within regions of hyperproliferative epidermis where Tg Snail was present ( Figure 4A).	E - cadherin,15,27,Gene_or_geneproduct	Snail,60,65,Gene_or_geneproduct	E - cadherin,120,132,Gene_or_geneproduct	Snail,157,162,Gene_or_geneproduct	E - cadherin,213,225,Gene_or_geneproduct	Snail,304,309,Gene_or_geneproduct	"[{""token"": ""E - cadherin"", ""start_span"": 15, ""end_span"": 27, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Snail"", ""start_span"": 60, ""end_span"": 65, ""type"": ""Gene_or_geneproduct""}, {""token"": ""E - cadherin"", ""start_span"": 120, ""end_span"": 132, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Snail"", ""start_span"": 157, ""end_span"": 162, ""type"": ""Gene_or_geneproduct""}, {""token"": ""E - cadherin"", ""start_span"": 213, ""end_span"": 225, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Snail"", ""start_span"": 304, ""end_span"": 309, ""type"": ""Gene_or_geneproduct""}]"	train
