Sentence	entity_1	entity_2	entity_3	json	split
This first analysis is based on 73 patients ( 50 women, 23 men, median age 74. 3 years), with a median follow - up of 13. 3 months and a minimum follow - up of 11 months.	patients,35,43,Organism	women,49,54,Organism	men,59,62,Organism	"[{""token"": ""patients"", ""start_span"": 35, ""end_span"": 43, ""type"": ""Organism""}, {""token"": ""women"", ""start_span"": 49, ""end_span"": 54, ""type"": ""Organism""}, {""token"": ""men"", ""start_span"": 59, ""end_span"": 62, ""type"": ""Organism""}]"	train
The latent membrane protein LMP1 of Epstein - Barr virus ( EBV) is often present in EBV - associated malignancies including nasopharyngeal carcinoma and Hodgkin ' s lymphoma.	Epstein - Barr virus,36,56,Organism	EBV,59,62,Organism	EBV,84,87,Organism	"[{""token"": ""Epstein - Barr virus"", ""start_span"": 36, ""end_span"": 56, ""type"": ""Organism""}, {""token"": ""EBV"", ""start_span"": 59, ""end_span"": 62, ""type"": ""Organism""}, {""token"": ""EBV"", ""start_span"": 84, ""end_span"": 87, ""type"": ""Organism""}]"	train
Patients whose tumors were CD40 - negative showed a significantly better N stage, overall stage at presentation and survival than those patients with CD40 - positive patients.	Patients,0,8,Organism	patients,136,144,Organism	patients,166,174,Organism	"[{""token"": ""Patients"", ""start_span"": 0, ""end_span"": 8, ""type"": ""Organism""}, {""token"": ""patients"", ""start_span"": 136, ""end_span"": 144, ""type"": ""Organism""}, {""token"": ""patients"", ""start_span"": 166, ""end_span"": 174, ""type"": ""Organism""}]"	train
Twenty - one patients underwent resection of the remnant stomach for RSC and were divided into two groups: the RSCB group consisted of 11 patients who underwent distal gastrectomy for benign disease and the RSCM group consisted of 10 patients who underwent gastrectomy for primary gastric cancer.	patients,13,21,Organism	patients,138,146,Organism	patients,234,242,Organism	"[{""token"": ""patients"", ""start_span"": 13, ""end_span"": 21, ""type"": ""Organism""}, {""token"": ""patients"", ""start_span"": 138, ""end_span"": 146, ""type"": ""Organism""}, {""token"": ""patients"", ""start_span"": 234, ""end_span"": 242, ""type"": ""Organism""}]"	train
BACKGROUND & # 38; OBJECTIVE: It has been proved that Epstein - Barr virus ( EBV) latent membrane protein 1 ( EBV - LMP1) can induce the expression of matrix metalloproteinase - 9 ( MMP - 9).	Epstein - Barr virus,54,74,Organism	EBV,77,80,Organism	EBV,110,113,Organism	"[{""token"": ""Epstein - Barr virus"", ""start_span"": 54, ""end_span"": 74, ""type"": ""Organism""}, {""token"": ""EBV"", ""start_span"": 77, ""end_span"": 80, ""type"": ""Organism""}, {""token"": ""EBV"", ""start_span"": 110, ""end_span"": 113, ""type"": ""Organism""}]"	train
We found that the mean tumor volumes and weights were statistically significantly less in mice treated with galectin - 3C compared with control mice, and that fewer numbers of mice exhibited lymph node metastases in the treated group compared with the control group.	mice,90,94,Organism	mice,144,148,Organism	mice,176,180,Organism	"[{""token"": ""mice"", ""start_span"": 90, ""end_span"": 94, ""type"": ""Organism""}, {""token"": ""mice"", ""start_span"": 144, ""end_span"": 148, ""type"": ""Organism""}, {""token"": ""mice"", ""start_span"": 176, ""end_span"": 180, ""type"": ""Organism""}]"	train
A clone of NIH3T3 transformant ( H - 3), obtained by transfecting genomic DNA of a human colon carcinoma cell line, contains human K - ras oncogene and yields metastatic pulmonary nodules after intravenous injection of the cells into nude mice.	human,83,88,Organism	human,125,130,Organism	nude mice,234,243,Organism	"[{""token"": ""human"", ""start_span"": 83, ""end_span"": 88, ""type"": ""Organism""}, {""token"": ""human"", ""start_span"": 125, ""end_span"": 130, ""type"": ""Organism""}, {""token"": ""nude mice"", ""start_span"": 234, ""end_span"": 243, ""type"": ""Organism""}]"	train
We also show that mouse p10 is able to inhibit foci formation and anchorage - independent growth in wild - type mouse embryonic fibroblasts, and that these antitransforming properties of mouse p10 are also p53 - dependent.	mouse,18,23,Organism	mouse,112,117,Organism	mouse,187,192,Organism	"[{""token"": ""mouse"", ""start_span"": 18, ""end_span"": 23, ""type"": ""Organism""}, {""token"": ""mouse"", ""start_span"": 112, ""end_span"": 117, ""type"": ""Organism""}, {""token"": ""mouse"", ""start_span"": 187, ""end_span"": 192, ""type"": ""Organism""}]"	train
Treatment with the combination of 1B3 and DC101 in BxPC - 3 xenograft - bearing mice resulted in tumor regression in 58% of mice compared to that in 18% of mice treated with DC101 alone.	mice,80,84,Organism	mice,124,128,Organism	mice,156,160,Organism	"[{""token"": ""mice"", ""start_span"": 80, ""end_span"": 84, ""type"": ""Organism""}, {""token"": ""mice"", ""start_span"": 124, ""end_span"": 128, ""type"": ""Organism""}, {""token"": ""mice"", ""start_span"": 156, ""end_span"": 160, ""type"": ""Organism""}]"	train
EXPERIMENTAL DESIGN: We used rAAV2 / 5 to deliver vasostatin intratumorally or systemically in different mouse lung tumor models - - subcutaneous, orthotopic xenograft, and spontaneous metastasis lung tumor models.	rAAV2,29,34,Organism	5,37,38,Organism	mouse,105,110,Organism	"[{""token"": ""rAAV2"", ""start_span"": 29, ""end_span"": 34, ""type"": ""Organism""}, {""token"": ""5"", ""start_span"": 37, ""end_span"": 38, ""type"": ""Organism""}, {""token"": ""mouse"", ""start_span"": 105, ""end_span"": 110, ""type"": ""Organism""}]"	train
