However, during each phase of the disease, low levels of TGF - beta RII were detected when compared with the hematopoietic cells of normal donors.	"donors	139	145	Organism"	"[{""token"": ""donors"", ""start_span"": 139, ""end_span"": 145, ""type"": ""Organism""}]"
N - glycosylation of glucose transporter - 1 ( Glut - 1) is associated with increased transporter affinity for glucose in human leukemic cells.	"human	122	127	Organism"	"[{""token"": ""human"", ""start_span"": 122, ""end_span"": 127, ""type"": ""Organism""}]"
To elucidate the role of N - glycosylation in the functional activity of the universal glucose transporter, Glut - 1, we investigated effects of the N - glycosylation inhibitor, tunicamycin, on glucose transport by human leukemic cell lines K562, U937 and HL60.	"human	215	220	Organism"	"[{""token"": ""human"", ""start_span"": 215, ""end_span"": 220, ""type"": ""Organism""}]"
No correlations were found between the nm23 - H1 gene product expression in lung cancers and the patients survival.	"patients	97	105	Organism"	"[{""token"": ""patients"", ""start_span"": 97, ""end_span"": 105, ""type"": ""Organism""}]"
No significant association was also observed between nm23 - H1 gene product expression in lymph nodes and the patients survival.	"patients	110	118	Organism"	"[{""token"": ""patients"", ""start_span"": 110, ""end_span"": 118, ""type"": ""Organism""}]"
There was, furthermore, no correlation between the heterogeneity of nm23 - H1 gene product expression and the patients survival.	"patients	110	118	Organism"	"[{""token"": ""patients"", ""start_span"": 110, ""end_span"": 118, ""type"": ""Organism""}]"
Expression of nm23 - H1 gene product in metastatic lymph nodes was also unrelated to patients survival.	"patients	85	93	Organism"	"[{""token"": ""patients"", ""start_span"": 85, ""end_span"": 93, ""type"": ""Organism""}]"
Bradycardia was induced in rats by administering the bradycardic drug alinidine ( 3 mg / kg body weight) twice daily.	"rats	27	31	Organism"	"[{""token"": ""rats"", ""start_span"": 27, ""end_span"": 31, ""type"": ""Organism""}]"
VEGF protein was higher in alinidine - treated rats than in controls after 2 weeks and increased further after 3 weeks of treatment.	"rats	47	51	Organism"	"[{""token"": ""rats"", ""start_span"": 47, ""end_span"": 51, ""type"": ""Organism""}]"
Only a subset of patients is suitable for laser coagulation.	"patients	17	25	Organism"	"[{""token"": ""patients"", ""start_span"": 17, ""end_span"": 25, ""type"": ""Organism""}]"
METHODS AND MATERIALS: The prospective trial included 287 patients with subfoveal neovascularization due to AMD which was verified by fluorescein angiography.	"patients	58	66	Organism"	"[{""token"": ""patients"", ""start_span"": 58, ""end_span"": 66, ""type"": ""Organism""}]"
Patients have been treated between January 1996 and October 1997.	"Patients	0	8	Organism"	"[{""token"": ""Patients"", ""start_span"": 0, ""end_span"": 8, ""type"": ""Organism""}]"
All patients received a total dose of 16 Gy in 2 - Gy daily fractions with 5 - 6 MeV photons based on computerized treatment planning in individual head mask fixation.	"patients	4	12	Organism"	"[{""token"": ""patients"", ""start_span"": 4, ""end_span"": 12, ""type"": ""Organism""}]"
RESULTS: All patients completed therapy and tolerability was good.	"patients	13	21	Organism"	"[{""token"": ""patients"", ""start_span"": 13, ""end_span"": 21, ""type"": ""Organism""}]"
After 7 months median visual acuity ( VA) was 20 / 160 for the irradiated and 20 / 400 for the untreated patients.	"patients	105	113	Organism"	"[{""token"": ""patients"", ""start_span"": 105, ""end_span"": 113, ""type"": ""Organism""}]"
Patients ' reading vision could not be saved for a long - term run.	"Patients	0	8	Organism"	"[{""token"": ""Patients"", ""start_span"": 0, ""end_span"": 8, ""type"": ""Organism""}]"
Increased serum levels of vascular endothelial growth factor in patients with renal cell carcinoma.	"patients	64	72	Organism"	"[{""token"": ""patients"", ""start_span"": 64, ""end_span"": 72, ""type"": ""Organism""}]"
In this study we investigated the serum VEGF level ( s - VEGF) in patients with renal cell carcinoma ( RCC).	"patients	66	74	Organism"	"[{""token"": ""patients"", ""start_span"": 66, ""end_span"": 74, ""type"": ""Organism""}]"
In 20 RCC patients, serum samples were obtained separately from the bilateral renal veins.	"patients	10	18	Organism"	"[{""token"": ""patients"", ""start_span"": 10, ""end_span"": 18, ""type"": ""Organism""}]"
s - VEGF was also measured before, 4 and 8 weeks after nephrectomy in 11 patients.	"patients	73	81	Organism"	"[{""token"": ""patients"", ""start_span"": 73, ""end_span"": 81, ""type"": ""Organism""}]"
There were significant differences in s - VEGF between the RCC patients and the controls ( 207. 3 + / - 32. 9 vs. 71. 5 + / - 9. 1 pg / ml, mean + / - SE) ( P less than 0. 005), between the tumor - bearing renal veins and the contralateral ones ( P less than 0. 01), between the pre - and post - nephrectomy situations ( P less than 0. 01) and among the various parameters of tumor status such as tumor extent ( P less than 0. 001) and existence of metastasis ( P less than 0. 001).	"patients	63	71	Organism"	"[{""token"": ""patients"", ""start_span"": 63, ""end_span"": 71, ""type"": ""Organism""}]"
The mechanisms underlying the initial insulin - induced deterioration of retinal status in patients with diabetes remain unknown.	"patients	91	99	Organism"	"[{""token"": ""patients"", ""start_span"": 91, ""end_span"": 99, ""type"": ""Organism""}]"
METHODS: The effect of insulin on VEGF expression in vivo was examined by in situ hybridization studies of rat retinal VEGF transcripts.	"rat	107	110	Organism"	"[{""token"": ""rat"", ""start_span"": 107, ""end_span"": 110, ""type"": ""Organism""}]"
To examine the mechanisms by which insulin regulates VEGF expression, human retinal pigment epithelial ( RPE) cells were exposed to insulin, and VEGF mRNA levels were quantified with RNase protection assays ( RPAs).	"human	70	75	Organism"	"[{""token"": ""human"", ""start_span"": 70, ""end_span"": 75, ""type"": ""Organism""}]"
In vitro, insulin increased VEGF mRNA levels in human RPE cells and enhanced VEGF promoter activity without affecting transcript stability.	"human	48	53	Organism"	"[{""token"": ""human"", ""start_span"": 48, ""end_span"": 53, ""type"": ""Organism""}]"
Intensive insulin therapy may cause a transient worsening of retinopathy in patients with diabetes through increased retinal VEGF gene expression.	"patients	76	84	Organism"	"[{""token"": ""patients"", ""start_span"": 76, ""end_span"": 84, ""type"": ""Organism""}]"
The antiangiogenic agent linomide inhibits the growth rate of von Hippel - Lindau paraganglioma xenografts to mice.	"mice	110	114	Organism"	"[{""token"": ""mice"", ""start_span"": 110, ""end_span"": 114, ""type"": ""Organism""}]"
"Paraganglioma tissue fragments obtained at surgery from a VHL type 2a patient were transplanted s. c. to male BALB / c nu / nu ( nude) mice: ( a) 2 - 3 - mm fragments for "" prevention "" experiments; and ( b) 2 - 3 - mm fragments allowed to grow to 1 cm for "" intervention "" studies."	"patient	70	77	Organism"	"[{""token"": ""patient"", ""start_span"": 70, ""end_span"": 77, ""type"": ""Organism""}]"
To examine the roles of LMP1 in cell proliferation and growth regulation in primary culture cells, we constructed a recombinant retrovirus containing an LMP1 gene.	"retrovirus	128	138	Organism"	"[{""token"": ""retrovirus"", ""start_span"": 128, ""end_span"": 138, ""type"": ""Organism""}]"
In addition, it significantly extends the passage number of MEF cells to more than 30 after retroviral infection, compared with less than 5 for uninfected MEF cells.	"retroviral	92	102	Organism"	"[{""token"": ""retroviral"", ""start_span"": 92, ""end_span"": 102, ""type"": ""Organism""}]"
In vivo studies with athymic nude mice demonstrated that injection of atx - transfected NIH3T3 cells resulted in a weak tumorigenic capacity with few experimental metastases.	"athymic nude mice	21	38	Organism"	"[{""token"": ""athymic nude mice"", ""start_span"": 21, ""end_span"": 38, ""type"": ""Organism""}]"
Ciprofloxacin mediated cell growth inhibition, S / G2 - M cell cycle arrest, and apoptosis in a human transitional cell carcinoma of the bladder cell line.	"human	96	101	Organism"	"[{""token"": ""human"", ""start_span"": 96, ""end_span"": 101, ""type"": ""Organism""}]"
The second most prevalent urological malignancy in middle aged and elderly men is bladder cancer, with 90% of the cases being transitional cell carcinomas.	"men	75	78	Organism"	"[{""token"": ""men"", ""start_span"": 75, ""end_span"": 78, ""type"": ""Organism""}]"
The success of current systemic and intravesical therapeutic agents, such as cisplatin, thiotepa, Adriamycin, mitomycin C, and bacillus Calmette - Guerin, is limited with recurrence rates reduced to 17 - 44%.	"bacillus Calmette - Guerin	127	153	Organism"	"[{""token"": ""bacillus Calmette - Guerin"", ""start_span"": 127, ""end_span"": 153, ""type"": ""Organism""}]"
In addition, most of these agents require instrumentation of the urinary tract and are delivered at a significant cost and potential morbidity to the patient.	"patient	150	157	Organism"	"[{""token"": ""patient"", ""start_span"": 150, ""end_span"": 157, ""type"": ""Organism""}]"
