Sentence	entity_1	entity_2	json	split
Eighteen patients with SRNV refusing radiotherapy served as a control group and were matched with 18 irradiated patients.	patients,9,17,Organism	patients,112,120,Organism	"[{""token"": ""patients"", ""start_span"": 9, ""end_span"": 17, ""type"": ""Organism""}, {""token"": ""patients"", ""start_span"": 112, ""end_span"": 120, ""type"": ""Organism""}]"	train
s - VEGF in peripheral blood samples was analyzed in 40 RCC patients and 40 patients without cancer ( controls) using a sandwich enzyme - linked immunoassay.	patients,60,68,Organism	patients,76,84,Organism	"[{""token"": ""patients"", ""start_span"": 60, ""end_span"": 68, ""type"": ""Organism""}, {""token"": ""patients"", ""start_span"": 76, ""end_span"": 84, ""type"": ""Organism""}]"	train
LMP1 of Epstein - Barr virus induces proliferation of primary mouse embryonic fibroblasts and cooperatively transforms the cells with a p16 - insensitive CDK4 oncogene.	Epstein - Barr virus,8,28,Organism	mouse,62,67,Organism	"[{""token"": ""Epstein - Barr virus"", ""start_span"": 8, ""end_span"": 28, ""type"": ""Organism""}, {""token"": ""mouse"", ""start_span"": 62, ""end_span"": 67, ""type"": ""Organism""}]"	train
Previous work demonstrates that the LMP1 gene of EBV is sufficient to transform certain established rodent fibroblast cell lines and to induce the tumorigenicity of some human epithelial cell lines.	EBV,49,52,Organism	human,170,175,Organism	"[{""token"": ""EBV"", ""start_span"": 49, ""end_span"": 52, ""type"": ""Organism""}, {""token"": ""human"", ""start_span"": 170, ""end_span"": 175, ""type"": ""Organism""}]"	train
With this retrovirus, LMP1 was shown to stimulate the proliferation of primary mouse embryonic fibroblasts ( MEF cells).	retrovirus,10,20,Organism	mouse,79,84,Organism	"[{""token"": ""retrovirus"", ""start_span"": 10, ""end_span"": 20, ""type"": ""Organism""}, {""token"": ""mouse"", ""start_span"": 79, ""end_span"": 84, ""type"": ""Organism""}]"	train
NOS activities were measured by the L - citrulline assay in peritoneal biopsies from seven control subjects, eight uremic patients immediately before the onset of PD, and 13 uremic patients on short - term ( less than 18 mo, n = 6) or long - term ( greater than 18 mo, n = 7) PD.	patients,122,130,Organism	patients,181,189,Organism	"[{""token"": ""patients"", ""start_span"": 122, ""end_span"": 130, ""type"": ""Organism""}, {""token"": ""patients"", ""start_span"": 181, ""end_span"": 189, ""type"": ""Organism""}]"	train
This study uses quantitative histomorphometry and double - immunohistologic detection techniques for the demarcation of proliferating endothelial cells, to show that synchronized hair follicle cycling in adolescent C57BL / 6 mice is associated with substantial angiogenesis, and that inhibiting angiogenesis in vivo by the intraperitoneal application of a fumagillin derivative retards experimentally induced anagen development in these mice.	C57BL / 6 mice,215,229,Organism	mice,437,441,Organism	"[{""token"": ""C57BL / 6 mice"", ""start_span"": 215, ""end_span"": 229, ""type"": ""Organism""}, {""token"": ""mice"", ""start_span"": 437, ""end_span"": 441, ""type"": ""Organism""}]"	train
MATERIALS AND METHODS: Human neuroblastoma cells and human Chang hepatocytes are grown in a noncontact, coculture system.	Human,23,28,Organism	human,53,58,Organism	"[{""token"": ""Human"", ""start_span"": 23, ""end_span"": 28, ""type"": ""Organism""}, {""token"": ""human"", ""start_span"": 53, ""end_span"": 58, ""type"": ""Organism""}]"	train
TRADD domain of Epstein - Barr virus transforming protein LMP1 is essential for inducing immortalization and suppressing senescence of primary rodent fibroblasts.	Epstein - Barr virus,16,36,Organism	rodent,143,149,Organism	"[{""token"": ""Epstein - Barr virus"", ""start_span"": 16, ""end_span"": 36, ""type"": ""Organism""}, {""token"": ""rodent"", ""start_span"": 143, ""end_span"": 149, ""type"": ""Organism""}]"	train
Mutation analysis of latent membrane protein 1 ( LMP1) in Epstein - Barr virus ( EBV) - induced B - cell immortalization revealed two transformation effector sites, TES1 and TES2.	Epstein - Barr virus,58,78,Organism	EBV,81,84,Organism	"[{""token"": ""Epstein - Barr virus"", ""start_span"": 58, ""end_span"": 78, ""type"": ""Organism""}, {""token"": ""EBV"", ""start_span"": 81, ""end_span"": 84, ""type"": ""Organism""}]"	train
