Sentence	entity_1	json	split
Identification of APC2, a homologue of the adenomatous polyposis coli tumour suppressor.	adenomatous polyposis coli tumour,43,76,Disease/Disorder	"[{""token"": ""adenomatous polyposis coli tumour"", ""start_span"": 43, ""end_span"": 76, ""type"": ""Disease/Disorder""}]"	train
In colon carcinoma cells, loss of APC leads to the accumulation of betacatenin in the nucleus, where it binds to and activates the Tcf - 4 transcription factor ( reviewed in [ 1] [ 2]).	colon carcinoma,3,18,Disease/Disorder	"[{""token"": ""colon carcinoma"", ""start_span"": 3, ""end_span"": 18, ""type"": ""Disease/Disorder""}]"	train
Like APC, APC2 regulates the formation of active betacatenin - Tcf complexes, as demonstrated using transient transcriptional activation assays in APC - / - colon carcinoma cells.	colon carcinoma,157,172,Disease/Disorder	"[{""token"": ""colon carcinoma"", ""start_span"": 157, ""end_span"": 172, ""type"": ""Disease/Disorder""}]"	train
APC and APC2 may therefore have comparable functions in development and cancer.	cancer,72,78,Disease/Disorder	"[{""token"": ""cancer"", ""start_span"": 72, ""end_span"": 78, ""type"": ""Disease/Disorder""}]"	train
In contrast, the MSH2 mutation was identified in 10 of 20 ( 50%) separately identified colorectal families from Newfoundland.	colorectal,87,97,Disease/Disorder	"[{""token"": ""colorectal"", ""start_span"": 87, ""end_span"": 97, ""type"": ""Disease/Disorder""}]"	train
To investigate the origin of this mutation in colorectal cancer families from England ( n = 4), Newfoundland ( n = 10), and the United States ( n = 3), haplotype analysis using microsatellite markers linked to MSH2 was performed.	colorectal cancer,46,63,Disease/Disorder	"[{""token"": ""colorectal cancer"", ""start_span"": 46, ""end_span"": 63, ""type"": ""Disease/Disorder""}]"	train
These findings suggested a founder effect within Newfoundland similar to that reported by others for two MLH1 mutations in Finnish HNPCC families.	HNPCC,131,136,Disease/Disorder	"[{""token"": ""HNPCC"", ""start_span"": 131, ""end_span"": 136, ""type"": ""Disease/Disorder""}]"	train
The risk of colorectal cancer was significantly higher ( p < 0. 01) in males than females ( 0. 63 v 0. 30 and 0. 84 v 0. 44 at ages 50 and 60 years, respectively).	colorectal cancer,12,29,Disease/Disorder	"[{""token"": ""colorectal cancer"", ""start_span"": 12, ""end_span"": 29, ""type"": ""Disease/Disorder""}]"	train
Age of onset in Huntington disease: sex specific influence of apolipoprotein E genotype and normal CAG repeat length.	Huntington disease,16,34,Disease/Disorder	"[{""token"": ""Huntington disease"", ""start_span"": 16, ""end_span"": 34, ""type"": ""Disease/Disorder""}]"	train
In addition to highlighting the effect of the normal repeat length upon AO in maternally inherited HD and in male patients, we show that the APOE epsilon2epsilon3 genotype is associated with significantly earlier AO in males than in females.	HD,99,101,Disease/Disorder	"[{""token"": ""HD"", ""start_span"": 99, ""end_span"": 101, ""type"": ""Disease/Disorder""}]"	train
