Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	json	split
Familial Mediterranean fever ( FMF) is a recessive disorder characterized by episodes of fever with serositis or synovitis.	Familial Mediterranean fever,0,28,Disease/Disorder	FMF,31,34,Disease/Disorder	recessive disorder,41,59,Disease/Disorder	serositis,100,109,Disease/Disorder	synovitis,113,122,Disease/Disorder	"[{""token"": ""Familial Mediterranean fever"", ""start_span"": 0, ""end_span"": 28, ""type"": ""Disease/Disorder""}, {""token"": ""FMF"", ""start_span"": 31, ""end_span"": 34, ""type"": ""Disease/Disorder""}, {""token"": ""recessive disorder"", ""start_span"": 41, ""end_span"": 59, ""type"": ""Disease/Disorder""}, {""token"": ""serositis"", ""start_span"": 100, ""end_span"": 109, ""type"": ""Disease/Disorder""}, {""token"": ""synovitis"", ""start_span"": 113, ""end_span"": 122, ""type"": ""Disease/Disorder""}]"	train
BACKGROUND X - linked adrenoleukodystrophy ( ALD) is an inherited disease characterized by progressive neurologic dysfunction, occasionally associated with adrenal insufficiency.	X - linked adrenoleukodystrophy,11,42,Disease/Disorder	ALD,45,48,Disease/Disorder	inherited disease,56,73,Disease/Disorder	neurologic dysfunction,103,125,Disease/Disorder	adrenal insufficiency,156,177,Disease/Disorder	"[{""token"": ""X - linked adrenoleukodystrophy"", ""start_span"": 11, ""end_span"": 42, ""type"": ""Disease/Disorder""}, {""token"": ""ALD"", ""start_span"": 45, ""end_span"": 48, ""type"": ""Disease/Disorder""}, {""token"": ""inherited disease"", ""start_span"": 56, ""end_span"": 73, ""type"": ""Disease/Disorder""}, {""token"": ""neurologic dysfunction"", ""start_span"": 103, ""end_span"": 125, ""type"": ""Disease/Disorder""}, {""token"": ""adrenal insufficiency"", ""start_span"": 156, ""end_span"": 177, ""type"": ""Disease/Disorder""}]"	train
Inherited defects in the peroxisomal ATP - binding cassette ( ABC) transporter adrenoleukodystrophy protein ( ALDP) lead to the lethal peroxisomal disorder X - linked adrenoleukodystrophy ( X - ALD), for which no efficient treatment has been established so far.	Inherited defects,0,17,Disease/Disorder	adrenoleukodystrophy,79,99,Disease/Disorder	peroxisomal disorder,135,155,Disease/Disorder	X - linked adrenoleukodystrophy,156,187,Disease/Disorder	X - ALD,190,197,Disease/Disorder	"[{""token"": ""Inherited defects"", ""start_span"": 0, ""end_span"": 17, ""type"": ""Disease/Disorder""}, {""token"": ""adrenoleukodystrophy"", ""start_span"": 79, ""end_span"": 99, ""type"": ""Disease/Disorder""}, {""token"": ""peroxisomal disorder"", ""start_span"": 135, ""end_span"": 155, ""type"": ""Disease/Disorder""}, {""token"": ""X - linked adrenoleukodystrophy"", ""start_span"": 156, ""end_span"": 187, ""type"": ""Disease/Disorder""}, {""token"": ""X - ALD"", ""start_span"": 190, ""end_span"": 197, ""type"": ""Disease/Disorder""}]"	train
Patients with familial APC ( FAP) carry germ - line mutations in the APC gene and develop multiple colorectal adenomas and subsequent carcinomas early in life.	familial APC,14,26,Disease/Disorder	FAP,29,32,Disease/Disorder	APC,69,72,Disease/Disorder	colorectal adenomas,99,118,Disease/Disorder	carcinomas,134,144,Disease/Disorder	"[{""token"": ""familial APC"", ""start_span"": 14, ""end_span"": 26, ""type"": ""Disease/Disorder""}, {""token"": ""FAP"", ""start_span"": 29, ""end_span"": 32, ""type"": ""Disease/Disorder""}, {""token"": ""APC"", ""start_span"": 69, ""end_span"": 72, ""type"": ""Disease/Disorder""}, {""token"": ""colorectal adenomas"", ""start_span"": 99, ""end_span"": 118, ""type"": ""Disease/Disorder""}, {""token"": ""carcinomas"", ""start_span"": 134, ""end_span"": 144, ""type"": ""Disease/Disorder""}]"	train
Hereditary progressive dystonia with marked diurnal fluctuation ( HPD; dopa - responsive dystonia, DRD) have been recently found to be caused by a genetic defect in the GTP cyclohydrolase I ( GCH1) gene.	Hereditary progressive dystonia,0,31,Disease/Disorder	HPD,66,69,Disease/Disorder	dopa - responsive dystonia,71,97,Disease/Disorder	DRD,99,102,Disease/Disorder	genetic defect,147,161,Disease/Disorder	"[{""token"": ""Hereditary progressive dystonia"", ""start_span"": 0, ""end_span"": 31, ""type"": ""Disease/Disorder""}, {""token"": ""HPD"", ""start_span"": 66, ""end_span"": 69, ""type"": ""Disease/Disorder""}, {""token"": ""dopa - responsive dystonia"", ""start_span"": 71, ""end_span"": 97, ""type"": ""Disease/Disorder""}, {""token"": ""DRD"", ""start_span"": 99, ""end_span"": 102, ""type"": ""Disease/Disorder""}, {""token"": ""genetic defect"", ""start_span"": 147, ""end_span"": 161, ""type"": ""Disease/Disorder""}]"	train
Prader - Willi syndrome ( PWS) and Angelman syndrome ( AS) are distinct neurobehavioral disorders that most often arise from a 4 - Mb deletion of chromosome 15q11 - q13 during paternal or maternal gametogenesis, respectively.	Prader - Willi syndrome,0,23,Disease/Disorder	PWS,26,29,Disease/Disorder	Angelman syndrome,35,52,Disease/Disorder	AS,55,57,Disease/Disorder	neurobehavioral disorders,72,97,Disease/Disorder	"[{""token"": ""Prader - Willi syndrome"", ""start_span"": 0, ""end_span"": 23, ""type"": ""Disease/Disorder""}, {""token"": ""PWS"", ""start_span"": 26, ""end_span"": 29, ""type"": ""Disease/Disorder""}, {""token"": ""Angelman syndrome"", ""start_span"": 35, ""end_span"": 52, ""type"": ""Disease/Disorder""}, {""token"": ""AS"", ""start_span"": 55, ""end_span"": 57, ""type"": ""Disease/Disorder""}, {""token"": ""neurobehavioral disorders"", ""start_span"": 72, ""end_span"": 97, ""type"": ""Disease/Disorder""}]"	train
Both the occurrence of CL / P and CP within the same genealogy and a recurrence risk < 40% for CP among descendants with VWS have suggested that the development of clefts in this syndrome is influenced by modifying genes at other loci.	CL / P,23,29,Disease/Disorder	CP,34,36,Disease/Disorder	CP,95,97,Disease/Disorder	VWS,121,124,Disease/Disorder	clefts,164,170,Disease/Disorder	"[{""token"": ""CL / P"", ""start_span"": 23, ""end_span"": 29, ""type"": ""Disease/Disorder""}, {""token"": ""CP"", ""start_span"": 34, ""end_span"": 36, ""type"": ""Disease/Disorder""}, {""token"": ""CP"", ""start_span"": 95, ""end_span"": 97, ""type"": ""Disease/Disorder""}, {""token"": ""VWS"", ""start_span"": 121, ""end_span"": 124, ""type"": ""Disease/Disorder""}, {""token"": ""clefts"", ""start_span"": 164, ""end_span"": 170, ""type"": ""Disease/Disorder""}]"	train
Based on previous knowledge about mutation - phenotype associations, 78 of the mutations could be assigned to one of four classes of severity ( severe PKU, moderate PKU, mild PKU, and mild hyperphenylalaninemia [ MHP]).	PKU,151,154,Disease/Disorder	PKU,165,168,Disease/Disorder	PKU,175,178,Disease/Disorder	mild hyperphenylalaninemia,184,210,Disease/Disorder	MHP,213,216,Disease/Disorder	"[{""token"": ""PKU"", ""start_span"": 151, ""end_span"": 154, ""type"": ""Disease/Disorder""}, {""token"": ""PKU"", ""start_span"": 165, ""end_span"": 168, ""type"": ""Disease/Disorder""}, {""token"": ""PKU"", ""start_span"": 175, ""end_span"": 178, ""type"": ""Disease/Disorder""}, {""token"": ""mild hyperphenylalaninemia"", ""start_span"": 184, ""end_span"": 210, ""type"": ""Disease/Disorder""}, {""token"": ""MHP"", ""start_span"": 213, ""end_span"": 216, ""type"": ""Disease/Disorder""}]"	train
We have observed over 25 different mutations in the diastrophic dysplasia sulphate transporter gene ( DTDST) in association with the recessive disorders achondrogenesis 1B, atelosteogenesis 2, and diastrophic dysplasia.	diastrophic dysplasia,52,73,Disease/Disorder	recessive disorders,133,152,Disease/Disorder	achondrogenesis 1B,153,171,Disease/Disorder	atelosteogenesis 2,173,191,Disease/Disorder	diastrophic dysplasia,197,218,Disease/Disorder	"[{""token"": ""diastrophic dysplasia"", ""start_span"": 52, ""end_span"": 73, ""type"": ""Disease/Disorder""}, {""token"": ""recessive disorders"", ""start_span"": 133, ""end_span"": 152, ""type"": ""Disease/Disorder""}, {""token"": ""achondrogenesis 1B"", ""start_span"": 153, ""end_span"": 171, ""type"": ""Disease/Disorder""}, {""token"": ""atelosteogenesis 2"", ""start_span"": 173, ""end_span"": 191, ""type"": ""Disease/Disorder""}, {""token"": ""diastrophic dysplasia"", ""start_span"": 197, ""end_span"": 218, ""type"": ""Disease/Disorder""}]"	train
Coats disease is characterized by abnormal retinal vascular development ( so - called retinal telangiectasis) which results in massive intraretinal and subretinal lipid accumulation ( exudative retinal detachment).	Coats disease,0,13,Disease/Disorder	abnormal retinal vascular development,34,71,Disease/Disorder	retinal telangiectasis,86,108,Disease/Disorder	intraretinal and subretinal lipid accumulation,135,181,Disease/Disorder	exudative retinal detachment,184,212,Disease/Disorder	"[{""token"": ""Coats disease"", ""start_span"": 0, ""end_span"": 13, ""type"": ""Disease/Disorder""}, {""token"": ""abnormal retinal vascular development"", ""start_span"": 34, ""end_span"": 71, ""type"": ""Disease/Disorder""}, {""token"": ""retinal telangiectasis"", ""start_span"": 86, ""end_span"": 108, ""type"": ""Disease/Disorder""}, {""token"": ""intraretinal and subretinal lipid accumulation"", ""start_span"": 135, ""end_span"": 181, ""type"": ""Disease/Disorder""}, {""token"": ""exudative retinal detachment"", ""start_span"": 184, ""end_span"": 212, ""type"": ""Disease/Disorder""}]"	train
