Sentence	entity_1	entity_2	entity_3	entity_4	json	split
Male genital defects also were evident and there was a single case of Wilms tumor in which the transcript of the nontargeted allele showed an exon 9 skipping event, implying a causal link between Wt1 dysfunction and Wilms tumorigenesis in mice.	Male genital defects,0,20,Disease/Disorder	Wilms tumor,70,81,Disease/Disorder	Wt1 dysfunction,196,211,Disease/Disorder	Wilms tumorigenesis,216,235,Disease/Disorder	"[{""token"": ""Male genital defects"", ""start_span"": 0, ""end_span"": 20, ""type"": ""Disease/Disorder""}, {""token"": ""Wilms tumor"", ""start_span"": 70, ""end_span"": 81, ""type"": ""Disease/Disorder""}, {""token"": ""Wt1 dysfunction"", ""start_span"": 196, ""end_span"": 211, ""type"": ""Disease/Disorder""}, {""token"": ""Wilms tumorigenesis"", ""start_span"": 216, ""end_span"": 235, ""type"": ""Disease/Disorder""}]"	train
We extensively analyzed genomic DNA and messenger RNA ( mRNA) from 62 unrelated Korean patients with familial adenomatous polyposis ( FAP) for identification of germline adenomatous polyposis coli ( APC) gene mutations.	familial adenomatous polyposis,101,131,Disease/Disorder	FAP,134,137,Disease/Disorder	adenomatous polyposis coli,170,196,Disease/Disorder	APC,199,202,Disease/Disorder	"[{""token"": ""familial adenomatous polyposis"", ""start_span"": 101, ""end_span"": 131, ""type"": ""Disease/Disorder""}, {""token"": ""FAP"", ""start_span"": 134, ""end_span"": 137, ""type"": ""Disease/Disorder""}, {""token"": ""adenomatous polyposis coli"", ""start_span"": 170, ""end_span"": 196, ""type"": ""Disease/Disorder""}, {""token"": ""APC"", ""start_span"": 199, ""end_span"": 202, ""type"": ""Disease/Disorder""}]"	train
In the present study, seven mutations in the PDS gene ( PDS), the gene responsible for Pendred syndrome, have been found in families of non - syndromic sensorineural hearing loss with EVA.	PDS,45,48,Disease/Disorder	Pendred syndrome,87,103,Disease/Disorder	non - syndromic sensorineural hearing loss,136,178,Disease/Disorder	EVA,184,187,Disease/Disorder	"[{""token"": ""PDS"", ""start_span"": 45, ""end_span"": 48, ""type"": ""Disease/Disorder""}, {""token"": ""Pendred syndrome"", ""start_span"": 87, ""end_span"": 103, ""type"": ""Disease/Disorder""}, {""token"": ""non - syndromic sensorineural hearing loss"", ""start_span"": 136, ""end_span"": 178, ""type"": ""Disease/Disorder""}, {""token"": ""EVA"", ""start_span"": 184, ""end_span"": 187, ""type"": ""Disease/Disorder""}]"	train
Most colon cancers arise from mutations in the gene encoding adenomatous polyposis coli ( APC), a protein required for ubiquitin - mediated degradation of beta - catenin, but a small percentage of colon and some other cancers harbour beta - catenin - stabilizing mutations.	colon cancers,5,18,Disease/Disorder	adenomatous polyposis coli,61,87,Disease/Disorder	APC,90,93,Disease/Disorder	colon and some other cancers,197,225,Disease/Disorder	"[{""token"": ""colon cancers"", ""start_span"": 5, ""end_span"": 18, ""type"": ""Disease/Disorder""}, {""token"": ""adenomatous polyposis coli"", ""start_span"": 61, ""end_span"": 87, ""type"": ""Disease/Disorder""}, {""token"": ""APC"", ""start_span"": 90, ""end_span"": 93, ""type"": ""Disease/Disorder""}, {""token"": ""colon and some other cancers"", ""start_span"": 197, ""end_span"": 225, ""type"": ""Disease/Disorder""}]"	train
Pendred syndrome is the most common form of syndromic deafness and characterized by congenital sensorineural hearing loss and goitre.	Pendred syndrome,0,16,Disease/Disorder	syndromic deafness,44,62,Disease/Disorder	sensorineural hearing loss,95,121,Disease/Disorder	goitre,126,132,Disease/Disorder	"[{""token"": ""Pendred syndrome"", ""start_span"": 0, ""end_span"": 16, ""type"": ""Disease/Disorder""}, {""token"": ""syndromic deafness"", ""start_span"": 44, ""end_span"": 62, ""type"": ""Disease/Disorder""}, {""token"": ""sensorineural hearing loss"", ""start_span"": 95, ""end_span"": 121, ""type"": ""Disease/Disorder""}, {""token"": ""goitre"", ""start_span"": 126, ""end_span"": 132, ""type"": ""Disease/Disorder""}]"	train
Fabry disease ( FD) ( angiokeratoma corporis diffusum) is an X - linked inborn error of glycosphingolipid metabolism caused by defects in the lysosomal alpha - galactosidase A gene ( GLA).	Fabry disease,0,13,Disease/Disorder	FD,16,18,Disease/Disorder	angiokeratoma corporis diffusum,22,53,Disease/Disorder	X - linked inborn error of glycosphingolipid metabolism,61,116,Disease/Disorder	"[{""token"": ""Fabry disease"", ""start_span"": 0, ""end_span"": 13, ""type"": ""Disease/Disorder""}, {""token"": ""FD"", ""start_span"": 16, ""end_span"": 18, ""type"": ""Disease/Disorder""}, {""token"": ""angiokeratoma corporis diffusum"", ""start_span"": 22, ""end_span"": 53, ""type"": ""Disease/Disorder""}, {""token"": ""X - linked inborn error of glycosphingolipid metabolism"", ""start_span"": 61, ""end_span"": 116, ""type"": ""Disease/Disorder""}]"	train
Clinically, affected hemizygous males have angiokeratoma, severe acroparesthesia, renal failure, and vasculopathy of the heart and brain.	angiokeratoma,43,56,Disease/Disorder	severe acroparesthesia,58,80,Disease/Disorder	renal failure,82,95,Disease/Disorder	vasculopathy of the heart and brain,101,136,Disease/Disorder	"[{""token"": ""angiokeratoma"", ""start_span"": 43, ""end_span"": 56, ""type"": ""Disease/Disorder""}, {""token"": ""severe acroparesthesia"", ""start_span"": 58, ""end_span"": 80, ""type"": ""Disease/Disorder""}, {""token"": ""renal failure"", ""start_span"": 82, ""end_span"": 95, ""type"": ""Disease/Disorder""}, {""token"": ""vasculopathy of the heart and brain"", ""start_span"": 101, ""end_span"": 136, ""type"": ""Disease/Disorder""}]"	train
Aspartylglucosaminuria ( AGU) is a lysosomal storage disorder caused by deficiency of aspartylglucosaminidase ( AGA).	Aspartylglucosaminuria,0,22,Disease/Disorder	AGU,25,28,Disease/Disorder	lysosomal storage disorder,35,61,Disease/Disorder	deficiency of aspartylglucosaminidase,72,109,Disease/Disorder	"[{""token"": ""Aspartylglucosaminuria"", ""start_span"": 0, ""end_span"": 22, ""type"": ""Disease/Disorder""}, {""token"": ""AGU"", ""start_span"": 25, ""end_span"": 28, ""type"": ""Disease/Disorder""}, {""token"": ""lysosomal storage disorder"", ""start_span"": 35, ""end_span"": 61, ""type"": ""Disease/Disorder""}, {""token"": ""deficiency of aspartylglucosaminidase"", ""start_span"": 72, ""end_span"": 109, ""type"": ""Disease/Disorder""}]"	train
Oedemic buccal mucosa ( leucoedema) and gingival overgrowths were more frequent in AGU patients than in controls ( p < 0. 001).	Oedemic buccal mucosa,0,21,Disease/Disorder	leucoedema,24,34,Disease/Disorder	gingival overgrowths,40,60,Disease/Disorder	AGU,83,86,Disease/Disorder	"[{""token"": ""Oedemic buccal mucosa"", ""start_span"": 0, ""end_span"": 21, ""type"": ""Disease/Disorder""}, {""token"": ""leucoedema"", ""start_span"": 24, ""end_span"": 34, ""type"": ""Disease/Disorder""}, {""token"": ""gingival overgrowths"", ""start_span"": 40, ""end_span"": 60, ""type"": ""Disease/Disorder""}, {""token"": ""AGU"", ""start_span"": 83, ""end_span"": 86, ""type"": ""Disease/Disorder""}]"	train
Mutations in the human EGR2 gene have recently been associated with the inherited peripheral neuropathies Charcot - Marie - Tooth type 1, Dejerine - Sottas syndrome and congenital hypomyelinating neuropathy.	inherited peripheral neuropathies,72,105,Disease/Disorder	Charcot - Marie - Tooth type 1,106,136,Disease/Disorder	Dejerine - Sottas syndrome,138,164,Disease/Disorder	congenital hypomyelinating neuropathy,169,206,Disease/Disorder	"[{""token"": ""inherited peripheral neuropathies"", ""start_span"": 72, ""end_span"": 105, ""type"": ""Disease/Disorder""}, {""token"": ""Charcot - Marie - Tooth type 1"", ""start_span"": 106, ""end_span"": 136, ""type"": ""Disease/Disorder""}, {""token"": ""Dejerine - Sottas syndrome"", ""start_span"": 138, ""end_span"": 164, ""type"": ""Disease/Disorder""}, {""token"": ""congenital hypomyelinating neuropathy"", ""start_span"": 169, ""end_span"": 206, ""type"": ""Disease/Disorder""}]"	train
