Sentence	entity_1	json	split
There was also an up - regulation of Bax, which altered the Bax: Bcl - 2 ratio, which may be responsible for mitochondrial depolarization reported to be involved prior to the induction of apoptosis.	mitochondrial,109,122,Cellular_component	"[{""token"": ""mitochondrial"", ""start_span"": 109, ""end_span"": 122, ""type"": ""Cellular_component""}]"	train
Neoplastic transformation by Notch requires nuclear localization.	nuclear,44,51,Cellular_component	"[{""token"": ""nuclear"", ""start_span"": 44, ""end_span"": 51, ""type"": ""Cellular_component""}]"	train
Notch proteins are plasma membrane - spanning receptors that mediate important cell fate decisions such as differentiation, proliferation, and apoptosis.	plasma membrane,19,34,Cellular_component	"[{""token"": ""plasma membrane"", ""start_span"": 19, ""end_span"": 34, ""type"": ""Cellular_component""}]"	train
Following proteolysis, it is thought that the intracellular portion of Notch ( N ( ic)) translocates to the nucleus, where it is involved in regulating gene expression.	nucleus,108,115,Cellular_component	"[{""token"": ""nucleus"", ""start_span"": 108, ""end_span"": 115, ""type"": ""Cellular_component""}]"	train
Transforming alleles of Notch direct the expression of truncated proteins that primarily consist of N ( ic) and are not tethered to the plasma membrane.	plasma membrane,136,151,Cellular_component	"[{""token"": ""plasma membrane"", ""start_span"": 136, ""end_span"": 151, ""type"": ""Cellular_component""}]"	train
We now report direct evidence that N1 ( ic) must accumulate in the nucleus to induce transformation of RKE cells.	nucleus,67,74,Cellular_component	"[{""token"": ""nucleus"", ""start_span"": 67, ""end_span"": 74, ""type"": ""Cellular_component""}]"	train
These two transcription factors also play an important role in fibroblasts, in extracellular matrix composition, and in cytokine expression.	extracellular matrix,79,99,Cellular_component	"[{""token"": ""extracellular matrix"", ""start_span"": 79, ""end_span"": 99, ""type"": ""Cellular_component""}]"	train
alpha - MSH also induces activation of NF - kappa B but does not modulate DNA binding on costimulation with IL - 1 beta.	DNA,74,77,Cellular_component	"[{""token"": ""DNA"", ""start_span"": 74, ""end_span"": 77, ""type"": ""Cellular_component""}]"	train
These effects of alpha - MSH may have important regulatory functions in extracellular matrix composition, wound healing, or angiogenesis.	extracellular matrix,72,92,Cellular_component	"[{""token"": ""extracellular matrix"", ""start_span"": 72, ""end_span"": 92, ""type"": ""Cellular_component""}]"	train
However, a statistically significant correlation was found between the surface expression of CD40 and the metastatic spread of the tumor.	surface,71,78,Cellular_component	"[{""token"": ""surface"", ""start_span"": 71, ""end_span"": 78, ""type"": ""Cellular_component""}]"	train
In this study, 14 of 18 lung cancer cell lines ( 78%) expressed CD40 on their surface.	surface,78,85,Cellular_component	"[{""token"": ""surface"", ""start_span"": 78, ""end_span"": 85, ""type"": ""Cellular_component""}]"	train
In this study, we have expressed wild - type and mutant forms of VASP in endothelial cells to determine in what aspects of cytoskeletal behavior this protein participates.	cytoskeletal,123,135,Cellular_component	"[{""token"": ""cytoskeletal"", ""start_span"": 123, ""end_span"": 135, ""type"": ""Cellular_component""}]"	train
Deletion of the proline - rich domain of VASP abolishes its ability to bind profilin but does not affect ruffling or stress fiber formation.	stress fiber,117,129,Cellular_component	"[{""token"": ""stress fiber"", ""start_span"": 117, ""end_span"": 129, ""type"": ""Cellular_component""}]"	train
With the enhancement of FPC concentration, the authors observed chromatin condensation in some phases companying with the characteristic apoptosis.	chromatin,64,73,Cellular_component	"[{""token"": ""chromatin"", ""start_span"": 64, ""end_span"": 73, ""type"": ""Cellular_component""}]"	train
In the high - level group the authors found typical DNA ladder eletrophoresis stripe.	DNA,52,55,Cellular_component	"[{""token"": ""DNA"", ""start_span"": 52, ""end_span"": 55, ""type"": ""Cellular_component""}]"	train
Here we studied the effects of cell morphology on the migration of bovine aortic ECs by culturing cells on micropatterned strips of collagen matrix ( 60 -, 30 -, and 15 - microm wide).	matrix,141,147,Cellular_component	"[{""token"": ""matrix"", ""start_span"": 141, ""end_span"": 147, ""type"": ""Cellular_component""}]"	train
