Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	json	split
Transient cotransfection of tat cDNA in sense orientation ( tat / S), together with a plasmid containing the c - fos promoter ( FC3, from - 711 to + 42) in front of the bacterial chloramphenicol acetyltransferase ( CAT) gene significantly enhanced CAT activity in Jurkat cells activated by the addition of 15% fetal calf serum ( FCS) or 5 micrograms / mL phytohemagglutinin plus 10 ( - 7) mol / L phorbol myristate acetate ( PMA) and U937 cells activated by 15% FCS or 10 ( - 7) mol / L PMA.	tat cDNA,28,36,Gene/Protein	tat / S,60,67,Gene/Protein	c - fos promoter,109,125,Gene/Protein	FC3,128,131,Gene/Protein	bacterial chloramphenicol acetyltransferase,169,212,Gene/Protein	CAT,215,218,Gene/Protein	CAT,248,251,Gene/Protein	phytohemagglutinin,355,373,Gene/Protein	"[{""token"": ""tat cDNA"", ""start_span"": 28, ""end_span"": 36, ""type"": ""Gene/Protein""}, {""token"": ""tat / S"", ""start_span"": 60, ""end_span"": 67, ""type"": ""Gene/Protein""}, {""token"": ""c - fos promoter"", ""start_span"": 109, ""end_span"": 125, ""type"": ""Gene/Protein""}, {""token"": ""FC3"", ""start_span"": 128, ""end_span"": 131, ""type"": ""Gene/Protein""}, {""token"": ""bacterial chloramphenicol acetyltransferase"", ""start_span"": 169, ""end_span"": 212, ""type"": ""Gene/Protein""}, {""token"": ""CAT"", ""start_span"": 215, ""end_span"": 218, ""type"": ""Gene/Protein""}, {""token"": ""CAT"", ""start_span"": 248, ""end_span"": 251, ""type"": ""Gene/Protein""}, {""token"": ""phytohemagglutinin"", ""start_span"": 355, ""end_span"": 373, ""type"": ""Gene/Protein""}]"	train
M - Ras interacted poorly in a yeast two - hybrid assay with multiple Ras effectors, including c - Raf - 1, A - Raf, B - Raf, phosphoinositol - 3 kinase delta, RalGDS, and Rin1.	M - Ras,0,7,Gene/Protein	Ras,70,73,Gene/Protein	c - Raf - 1,95,106,Gene/Protein	A - Raf,108,115,Gene/Protein	B - Raf,117,124,Gene/Protein	phosphoinositol - 3 kinase delta,126,158,Gene/Protein	RalGDS,160,166,Gene/Protein	Rin1,172,176,Gene/Protein	"[{""token"": ""M - Ras"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Gene/Protein""}, {""token"": ""Ras"", ""start_span"": 70, ""end_span"": 73, ""type"": ""Gene/Protein""}, {""token"": ""c - Raf - 1"", ""start_span"": 95, ""end_span"": 106, ""type"": ""Gene/Protein""}, {""token"": ""A - Raf"", ""start_span"": 108, ""end_span"": 115, ""type"": ""Gene/Protein""}, {""token"": ""B - Raf"", ""start_span"": 117, ""end_span"": 124, ""type"": ""Gene/Protein""}, {""token"": ""phosphoinositol - 3 kinase delta"", ""start_span"": 126, ""end_span"": 158, ""type"": ""Gene/Protein""}, {""token"": ""RalGDS"", ""start_span"": 160, ""end_span"": 166, ""type"": ""Gene/Protein""}, {""token"": ""Rin1"", ""start_span"": 172, ""end_span"": 176, ""type"": ""Gene/Protein""}]"	train
A proportion of APC wild - type colon carcinomas and melanomas also contains constitutive nuclear Tcf - 4 / beta - catenin complexes as a result of dominant mutations in the N terminus of beta - catenin that render it insensitive to downregulation by APC, GSK3 beta, and Axin / Conductin.	APC,16,19,Gene/Protein	Tcf - 4,98,105,Gene/Protein	beta - catenin,108,122,Gene/Protein	beta - catenin,188,202,Gene/Protein	APC,251,254,Gene/Protein	GSK3 beta,256,265,Gene/Protein	Axin,271,275,Gene/Protein	Conductin,278,287,Gene/Protein	"[{""token"": ""APC"", ""start_span"": 16, ""end_span"": 19, ""type"": ""Gene/Protein""}, {""token"": ""Tcf - 4"", ""start_span"": 98, ""end_span"": 105, ""type"": ""Gene/Protein""}, {""token"": ""beta - catenin"", ""start_span"": 108, ""end_span"": 122, ""type"": ""Gene/Protein""}, {""token"": ""beta - catenin"", ""start_span"": 188, ""end_span"": 202, ""type"": ""Gene/Protein""}, {""token"": ""APC"", ""start_span"": 251, ""end_span"": 254, ""type"": ""Gene/Protein""}, {""token"": ""GSK3 beta"", ""start_span"": 256, ""end_span"": 265, ""type"": ""Gene/Protein""}, {""token"": ""Axin"", ""start_span"": 271, ""end_span"": 275, ""type"": ""Gene/Protein""}, {""token"": ""Conductin"", ""start_span"": 278, ""end_span"": 287, ""type"": ""Gene/Protein""}]"	train
The gonadotrope - specific and regulated expression of the GnRH receptor ( GnRH - R) gene is dependent on multiple transcription factors that interact with the noncanonical GnRH - R activating sequence ( GRAS), the activator protein - 1 ( AP - 1) element, and the steroidogenic factor - 1 ( SF - 1) binding site.	GnRH receptor,59,72,Gene/Protein	GnRH - R,75,83,Gene/Protein	noncanonical GnRH - R activating sequence,160,201,Gene/Protein	GRAS,204,208,Gene/Protein	activator protein - 1,215,236,Gene/Protein	AP - 1,239,245,Gene/Protein	steroidogenic factor - 1,264,288,Gene/Protein	SF - 1,291,297,Gene/Protein	"[{""token"": ""GnRH receptor"", ""start_span"": 59, ""end_span"": 72, ""type"": ""Gene/Protein""}, {""token"": ""GnRH - R"", ""start_span"": 75, ""end_span"": 83, ""type"": ""Gene/Protein""}, {""token"": ""noncanonical GnRH - R activating sequence"", ""start_span"": 160, ""end_span"": 201, ""type"": ""Gene/Protein""}, {""token"": ""GRAS"", ""start_span"": 204, ""end_span"": 208, ""type"": ""Gene/Protein""}, {""token"": ""activator protein - 1"", ""start_span"": 215, ""end_span"": 236, ""type"": ""Gene/Protein""}, {""token"": ""AP - 1"", ""start_span"": 239, ""end_span"": 245, ""type"": ""Gene/Protein""}, {""token"": ""steroidogenic factor - 1"", ""start_span"": 264, ""end_span"": 288, ""type"": ""Gene/Protein""}, {""token"": ""SF - 1"", ""start_span"": 291, ""end_span"": 297, ""type"": ""Gene/Protein""}]"	train
Functional analysis of promoter activity of the 5 ' - flanking region of cyclin D2 suggested that the region - 1, 100 to - 805 including C / EBP, PEA3, AP2, NF - Y, c - Myc, and Sp1 may have a major positive regulatory activity for expression of cyclin D2.	cyclin D2,73,82,Gene/Protein	C / EBP,137,144,Gene/Protein	PEA3,146,150,Gene/Protein	AP2,152,155,Gene/Protein	NF - Y,157,163,Gene/Protein	c - Myc,165,172,Gene/Protein	Sp1,178,181,Gene/Protein	cyclin D2,246,255,Gene/Protein	"[{""token"": ""cyclin D2"", ""start_span"": 73, ""end_span"": 82, ""type"": ""Gene/Protein""}, {""token"": ""C / EBP"", ""start_span"": 137, ""end_span"": 144, ""type"": ""Gene/Protein""}, {""token"": ""PEA3"", ""start_span"": 146, ""end_span"": 150, ""type"": ""Gene/Protein""}, {""token"": ""AP2"", ""start_span"": 152, ""end_span"": 155, ""type"": ""Gene/Protein""}, {""token"": ""NF - Y"", ""start_span"": 157, ""end_span"": 163, ""type"": ""Gene/Protein""}, {""token"": ""c - Myc"", ""start_span"": 165, ""end_span"": 172, ""type"": ""Gene/Protein""}, {""token"": ""Sp1"", ""start_span"": 178, ""end_span"": 181, ""type"": ""Gene/Protein""}, {""token"": ""cyclin D2"", ""start_span"": 246, ""end_span"": 255, ""type"": ""Gene/Protein""}]"	train
cdc2 / cyclin B, cdk2 / cyclin A, cdk2 / cyclin E and cdk5 / p35 only are substantially inhibited ( IC50 values of 0. 65, 0. 7, 0. 7 and 0. 2 microM, respectively).	cdc2,0,4,Gene/Protein	cyclin B,7,15,Gene/Protein	cdk2,17,21,Gene/Protein	cyclin A,24,32,Gene/Protein	cdk2,34,38,Gene/Protein	cyclin E,41,49,Gene/Protein	cdk5,54,58,Gene/Protein	p35,61,64,Gene/Protein	"[{""token"": ""cdc2"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Gene/Protein""}, {""token"": ""cyclin B"", ""start_span"": 7, ""end_span"": 15, ""type"": ""Gene/Protein""}, {""token"": ""cdk2"", ""start_span"": 17, ""end_span"": 21, ""type"": ""Gene/Protein""}, {""token"": ""cyclin A"", ""start_span"": 24, ""end_span"": 32, ""type"": ""Gene/Protein""}, {""token"": ""cdk2"", ""start_span"": 34, ""end_span"": 38, ""type"": ""Gene/Protein""}, {""token"": ""cyclin E"", ""start_span"": 41, ""end_span"": 49, ""type"": ""Gene/Protein""}, {""token"": ""cdk5"", ""start_span"": 54, ""end_span"": 58, ""type"": ""Gene/Protein""}, {""token"": ""p35"", ""start_span"": 61, ""end_span"": 64, ""type"": ""Gene/Protein""}]"	train
We show that IL - 6 activates JRE - IL6 through an H7 - sensitive pathway that does not involve protein kinase C, cyclic AMP - dependent kinase, Ca ( 2 +) - or calmodulin - dependent kinases, Ras, Raf - 1, or NF - IL6 ( C / EBP beta).	IL - 6,13,19,Gene/Protein	JRE - IL6,30,39,Gene/Protein	protein kinase C,96,112,Gene/Protein	cyclic AMP - dependent kinase,114,143,Gene/Protein	Ras,192,195,Gene/Protein	Raf - 1,197,204,Gene/Protein	NF - IL6,209,217,Gene/Protein	C / EBP beta,220,232,Gene/Protein	"[{""token"": ""IL - 6"", ""start_span"": 13, ""end_span"": 19, ""type"": ""Gene/Protein""}, {""token"": ""JRE - IL6"", ""start_span"": 30, ""end_span"": 39, ""type"": ""Gene/Protein""}, {""token"": ""protein kinase C"", ""start_span"": 96, ""end_span"": 112, ""type"": ""Gene/Protein""}, {""token"": ""cyclic AMP - dependent kinase"", ""start_span"": 114, ""end_span"": 143, ""type"": ""Gene/Protein""}, {""token"": ""Ras"", ""start_span"": 192, ""end_span"": 195, ""type"": ""Gene/Protein""}, {""token"": ""Raf - 1"", ""start_span"": 197, ""end_span"": 204, ""type"": ""Gene/Protein""}, {""token"": ""NF - IL6"", ""start_span"": 209, ""end_span"": 217, ""type"": ""Gene/Protein""}, {""token"": ""C / EBP beta"", ""start_span"": 220, ""end_span"": 232, ""type"": ""Gene/Protein""}]"	train
Expression of p130 ( Cas) ( Cas), a major binding protein for the Crk SH2 - domain, also induced JNK activation, which was blocked by the SH2 - mutant of Crk.	p130,14,18,Gene/Protein	Cas,21,24,Gene/Protein	Cas,28,31,Gene/Protein	Crk,66,69,Gene/Protein	SH2 - domain,70,82,Gene/Protein	JNK,97,100,Gene/Protein	SH2 - mutant,138,150,Gene/Protein	Crk,154,157,Gene/Protein	"[{""token"": ""p130"", ""start_span"": 14, ""end_span"": 18, ""type"": ""Gene/Protein""}, {""token"": ""Cas"", ""start_span"": 21, ""end_span"": 24, ""type"": ""Gene/Protein""}, {""token"": ""Cas"", ""start_span"": 28, ""end_span"": 31, ""type"": ""Gene/Protein""}, {""token"": ""Crk"", ""start_span"": 66, ""end_span"": 69, ""type"": ""Gene/Protein""}, {""token"": ""SH2 - domain"", ""start_span"": 70, ""end_span"": 82, ""type"": ""Gene/Protein""}, {""token"": ""JNK"", ""start_span"": 97, ""end_span"": 100, ""type"": ""Gene/Protein""}, {""token"": ""SH2 - mutant"", ""start_span"": 138, ""end_span"": 150, ""type"": ""Gene/Protein""}, {""token"": ""Crk"", ""start_span"": 154, ""end_span"": 157, ""type"": ""Gene/Protein""}]"	train
Because GH - induced Akt activation was completely inhibited in both cells by the same concentration of LY294002, these findings indicate that the wortmannin sensitivity of both the IRS - 1 - independent and - dependent GH - induced MAP kinase activation may reflect the activity of another wortmannin - sensitive target ( s) in addition to PI3K in mediation of GH - induced MAP kinase activation in these cells.	GH,8,10,Gene/Protein	Akt,21,24,Gene/Protein	IRS - 1,182,189,Gene/Protein	GH,220,222,Gene/Protein	MAP kinase,233,243,Gene/Protein	PI3K,341,345,Gene/Protein	GH,362,364,Gene/Protein	MAP kinase,375,385,Gene/Protein	"[{""token"": ""GH"", ""start_span"": 8, ""end_span"": 10, ""type"": ""Gene/Protein""}, {""token"": ""Akt"", ""start_span"": 21, ""end_span"": 24, ""type"": ""Gene/Protein""}, {""token"": ""IRS - 1"", ""start_span"": 182, ""end_span"": 189, ""type"": ""Gene/Protein""}, {""token"": ""GH"", ""start_span"": 220, ""end_span"": 222, ""type"": ""Gene/Protein""}, {""token"": ""MAP kinase"", ""start_span"": 233, ""end_span"": 243, ""type"": ""Gene/Protein""}, {""token"": ""PI3K"", ""start_span"": 341, ""end_span"": 345, ""type"": ""Gene/Protein""}, {""token"": ""GH"", ""start_span"": 362, ""end_span"": 364, ""type"": ""Gene/Protein""}, {""token"": ""MAP kinase"", ""start_span"": 375, ""end_span"": 385, ""type"": ""Gene/Protein""}]"	train
Two distinct Salmonella fimbrins, AgfA and SefA, comprising thin aggregative fimbriae SEF17 and SEF14, respectively, were each genetically engineered to carry PT3, an alpha - helical 16 - amino acid Leishmania T - cell epitope derived from the metalloprotease gp63.	Salmonella fimbrins,13,32,Gene/Protein	AgfA,34,38,Gene/Protein	SefA,43,47,Gene/Protein	SEF17,86,91,Gene/Protein	SEF14,96,101,Gene/Protein	PT3,159,162,Gene/Protein	metalloprotease,244,259,Gene/Protein	gp63,260,264,Gene/Protein	"[{""token"": ""Salmonella fimbrins"", ""start_span"": 13, ""end_span"": 32, ""type"": ""Gene/Protein""}, {""token"": ""AgfA"", ""start_span"": 34, ""end_span"": 38, ""type"": ""Gene/Protein""}, {""token"": ""SefA"", ""start_span"": 43, ""end_span"": 47, ""type"": ""Gene/Protein""}, {""token"": ""SEF17"", ""start_span"": 86, ""end_span"": 91, ""type"": ""Gene/Protein""}, {""token"": ""SEF14"", ""start_span"": 96, ""end_span"": 101, ""type"": ""Gene/Protein""}, {""token"": ""PT3"", ""start_span"": 159, ""end_span"": 162, ""type"": ""Gene/Protein""}, {""token"": ""metalloprotease"", ""start_span"": 244, ""end_span"": 259, ""type"": ""Gene/Protein""}, {""token"": ""gp63"", ""start_span"": 260, ""end_span"": 264, ""type"": ""Gene/Protein""}]"	train
