Sentence	entity_1	entity_2	entity_3	json	split
To elucidate the role of N - glycosylation in the functional activity of the universal glucose transporter, Glut - 1, we investigated effects of the N - glycosylation inhibitor, tunicamycin, on glucose transport by human leukemic cell lines K562, U937 and HL60.	glucose,87,94,Chemical	tunicamycin,178,189,Chemical	glucose,194,201,Chemical	"[{""token"": ""glucose"", ""start_span"": 87, ""end_span"": 94, ""type"": ""Chemical""}, {""token"": ""tunicamycin"", ""start_span"": 178, ""end_span"": 189, ""type"": ""Chemical""}, {""token"": ""glucose"", ""start_span"": 194, ""end_span"": 201, ""type"": ""Chemical""}]"	train
Treatment with tunicamycin produced a 40 - 50% inhibition of 2 - deoxyglucose uptake and this was associated with a 2 - 2. 5 - fold decrease in transporter affinity for glucose ( Km) without a change in Vmax.	tunicamycin,15,26,Chemical	2 - deoxyglucose,61,77,Chemical	glucose,169,176,Chemical	"[{""token"": ""tunicamycin"", ""start_span"": 15, ""end_span"": 26, ""type"": ""Chemical""}, {""token"": ""2 - deoxyglucose"", ""start_span"": 61, ""end_span"": 77, ""type"": ""Chemical""}, {""token"": ""glucose"", ""start_span"": 169, ""end_span"": 176, ""type"": ""Chemical""}]"	train
Lactate and pyruvate, the end products of glycolysis, are highly produced by cancer cells even in the presence of oxygen.	Lactate,0,7,Chemical	pyruvate,12,20,Chemical	oxygen,114,120,Chemical	"[{""token"": ""Lactate"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Chemical""}, {""token"": ""pyruvate"", ""start_span"": 12, ""end_span"": 20, ""type"": ""Chemical""}, {""token"": ""oxygen"", ""start_span"": 114, ""end_span"": 120, ""type"": ""Chemical""}]"	train
We show that both substitution of glucose for pyruvate and treatment with 2 - deoxyglucose enhanced apoptosis induced by tumor necrosis factor ( TNF) - alpha, CD95 agonistic antibody, and TNF - related apoptosis - inducing ligand ( TRAIL).	glucose,34,41,Chemical	pyruvate,46,54,Chemical	2 - deoxyglucose,74,90,Chemical	"[{""token"": ""glucose"", ""start_span"": 34, ""end_span"": 41, ""type"": ""Chemical""}, {""token"": ""pyruvate"", ""start_span"": 46, ""end_span"": 54, ""type"": ""Chemical""}, {""token"": ""2 - deoxyglucose"", ""start_span"": 74, ""end_span"": 90, ""type"": ""Chemical""}]"	train
Injection of indomethacin, a nonselective COX inhibitor, on the day of ovulation and the following day decreased serum levels of progesterone, as did injection of the selective COX - II inhibitor NS - 398.	indomethacin,13,25,Chemical	progesterone,129,141,Chemical	NS - 398,196,204,Chemical	"[{""token"": ""indomethacin"", ""start_span"": 13, ""end_span"": 25, ""type"": ""Chemical""}, {""token"": ""progesterone"", ""start_span"": 129, ""end_span"": 141, ""type"": ""Chemical""}, {""token"": ""NS - 398"", ""start_span"": 196, ""end_span"": 204, ""type"": ""Chemical""}]"	train
Lipid / cholesterol - lowering agents, diet and antiplatelet adherence ( aspirin) therapy may help slow the progression of vessel disease in some instances; but surgical reconstruction may be the only option in advanced stages, and even this is not always an option.	Lipid,0,5,Chemical	cholesterol,8,19,Chemical	aspirin,73,80,Chemical	"[{""token"": ""Lipid"", ""start_span"": 0, ""end_span"": 5, ""type"": ""Chemical""}, {""token"": ""cholesterol"", ""start_span"": 8, ""end_span"": 19, ""type"": ""Chemical""}, {""token"": ""aspirin"", ""start_span"": 73, ""end_span"": 80, ""type"": ""Chemical""}]"	train
In this study, we used two inflammatory agents, IL - 1beta and phorbol myristic acetate, to activate PKC isozymes and specific inhibitors of PKCalpha ( Go6976) and PKCbeta ( hispidin) to distinguish how each of these isoform ( s) controls angiogenesis, wound healing, and permeability.	phorbol myristic acetate,63,87,Chemical	Go6976,152,158,Chemical	hispidin,174,182,Chemical	"[{""token"": ""phorbol myristic acetate"", ""start_span"": 63, ""end_span"": 87, ""type"": ""Chemical""}, {""token"": ""Go6976"", ""start_span"": 152, ""end_span"": 158, ""type"": ""Chemical""}, {""token"": ""hispidin"", ""start_span"": 174, ""end_span"": 182, ""type"": ""Chemical""}]"	train
Methotrexate ( MTX), a folic acid antagonist widely used for the treatment of a variety of tumors and inflammatory diseases, affects normal tissues that have a high rate of proliferation, including the hematopoietic cells of the bone marrow and the gastrointestinal mucosal cells.	Methotrexate,0,12,Chemical	MTX,15,18,Chemical	folic acid,23,33,Chemical	"[{""token"": ""Methotrexate"", ""start_span"": 0, ""end_span"": 12, ""type"": ""Chemical""}, {""token"": ""MTX"", ""start_span"": 15, ""end_span"": 18, ""type"": ""Chemical""}, {""token"": ""folic acid"", ""start_span"": 23, ""end_span"": 33, ""type"": ""Chemical""}]"	train
The oxidative burst of neutrophils stimulated by Annexin V was reduced in the saline - treated MTX group, while L - Car abolished this inhibition.	saline,78,84,Chemical	MTX,95,98,Chemical	L - Car,112,119,Chemical	"[{""token"": ""saline"", ""start_span"": 78, ""end_span"": 84, ""type"": ""Chemical""}, {""token"": ""MTX"", ""start_span"": 95, ""end_span"": 98, ""type"": ""Chemical""}, {""token"": ""L - Car"", ""start_span"": 112, ""end_span"": 119, ""type"": ""Chemical""}]"	train
Severe degeneration of the intestinal mucosa, liver parenchyma, and glomerular and tubular epithelium observed in the saline - treated MTX group was improved by L - Car treatment.	saline,118,124,Chemical	MTX,135,138,Chemical	L - Car,161,168,Chemical	"[{""token"": ""saline"", ""start_span"": 118, ""end_span"": 124, ""type"": ""Chemical""}, {""token"": ""MTX"", ""start_span"": 135, ""end_span"": 138, ""type"": ""Chemical""}, {""token"": ""L - Car"", ""start_span"": 161, ""end_span"": 168, ""type"": ""Chemical""}]"	train
