Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	json	split
To elucidate the role of free radicals and leukocytes in MTX - induced oxidative organ damage and the putative protective effect of L - carnitine ( L - Car), Wistar albino rats were administered a single dose of MTX ( 20 mg / kg) followed by either saline or L - Car ( 500 mg / kg) for 5 days.	MTX,57,60,Chemical	L - carnitine,132,145,Chemical	L - Car,148,155,Chemical	MTX,212,215,Chemical	saline,249,255,Chemical	L - Car,259,266,Chemical	"[{""token"": ""MTX"", ""start_span"": 57, ""end_span"": 60, ""type"": ""Chemical""}, {""token"": ""L - carnitine"", ""start_span"": 132, ""end_span"": 145, ""type"": ""Chemical""}, {""token"": ""L - Car"", ""start_span"": 148, ""end_span"": 155, ""type"": ""Chemical""}, {""token"": ""MTX"", ""start_span"": 212, ""end_span"": 215, ""type"": ""Chemical""}, {""token"": ""saline"", ""start_span"": 249, ""end_span"": 255, ""type"": ""Chemical""}, {""token"": ""L - Car"", ""start_span"": 259, ""end_span"": 266, ""type"": ""Chemical""}]"	train
After decapitation of the rats, trunk blood was obtained, and the ileum, liver, and kidney were removed for histological examination and for the measurement of malondialdehyde ( MDA) and glutathione ( GSH) levels, myeloperoxidase ( MPO) activity, and collagen content.	malondialdehyde,160,175,Chemical	MDA,178,181,Chemical	glutathione,187,198,Chemical	GSH,201,204,Chemical	myeloperoxidase,214,229,Chemical	MPO,232,235,Chemical	"[{""token"": ""malondialdehyde"", ""start_span"": 160, ""end_span"": 175, ""type"": ""Chemical""}, {""token"": ""MDA"", ""start_span"": 178, ""end_span"": 181, ""type"": ""Chemical""}, {""token"": ""glutathione"", ""start_span"": 187, ""end_span"": 198, ""type"": ""Chemical""}, {""token"": ""GSH"", ""start_span"": 201, ""end_span"": 204, ""type"": ""Chemical""}, {""token"": ""myeloperoxidase"", ""start_span"": 214, ""end_span"": 229, ""type"": ""Chemical""}, {""token"": ""MPO"", ""start_span"": 232, ""end_span"": 235, ""type"": ""Chemical""}]"	train
Papilloma formation was observed in both the DMBA - TPA - and DMBA - Cum - OOH - exposed animals, whereas skin carcinomas were found only in the DMBA - Cum - OOH - treated mice.	DMBA,45,49,Chemical	TPA,52,55,Chemical	DMBA,62,66,Chemical	Cum - OOH,69,78,Chemical	DMBA,145,149,Chemical	Cum - OOH,152,161,Chemical	"[{""token"": ""DMBA"", ""start_span"": 45, ""end_span"": 49, ""type"": ""Chemical""}, {""token"": ""TPA"", ""start_span"": 52, ""end_span"": 55, ""type"": ""Chemical""}, {""token"": ""DMBA"", ""start_span"": 62, ""end_span"": 66, ""type"": ""Chemical""}, {""token"": ""Cum - OOH"", ""start_span"": 69, ""end_span"": 78, ""type"": ""Chemical""}, {""token"": ""DMBA"", ""start_span"": 145, ""end_span"": 149, ""type"": ""Chemical""}, {""token"": ""Cum - OOH"", ""start_span"": 152, ""end_span"": 161, ""type"": ""Chemical""}]"	train
Oxygent perfusion medium increased the TET epithelial PtO ( 2) ( 51. 2 + / - 0. 3 mm Hg vs. 33. 4 + / - 0. 3 mm Hg at 200 microm thickness; 12. 5 + / - 0. 1 mm Hg vs. 3. 1 + / - 0. 1 mm Hg at 400 microm thickness, p less than 0. 01) and decreased the lactate concentration ( 0. 63 + / - 0. 08 vs. 0. 80 + / - 0. 06 mmol / L, p less than 0. 05), lactate / pyruvate ( 1. 87 + / - 0. 26 vs. 3. 36 + / - 10. 13, p less than 0. 05), and lactate / glucose ratios ( 0. 10 + / - 0. 00 vs. 0. 29 + / - 0. 14, p less than 0. 05).	Oxygent,0,7,Chemical	lactate,251,258,Chemical	lactate,345,352,Chemical	pyruvate,355,363,Chemical	lactate,432,439,Chemical	glucose,442,449,Chemical	"[{""token"": ""Oxygent"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Chemical""}, {""token"": ""lactate"", ""start_span"": 251, ""end_span"": 258, ""type"": ""Chemical""}, {""token"": ""lactate"", ""start_span"": 345, ""end_span"": 352, ""type"": ""Chemical""}, {""token"": ""pyruvate"", ""start_span"": 355, ""end_span"": 363, ""type"": ""Chemical""}, {""token"": ""lactate"", ""start_span"": 432, ""end_span"": 439, ""type"": ""Chemical""}, {""token"": ""glucose"", ""start_span"": 442, ""end_span"": 449, ""type"": ""Chemical""}]"	train
The aims of the present study were to compare, in vitro and in vivo, the antiangiogenic and antitumor activities of metronomic irinotecan ( CPT - 11), oxaliplatin ( L - OHP) and 5 - fluorouracil ( 5 - FU) in colorectal cancer and to investigate the metronomic combination of these drugs.	irinotecan,127,137,Chemical	CPT - 11,140,148,Chemical	oxaliplatin,151,162,Chemical	L - OHP,165,172,Chemical	5 - fluorouracil,178,194,Chemical	5 - FU,197,203,Chemical	"[{""token"": ""irinotecan"", ""start_span"": 127, ""end_span"": 137, ""type"": ""Chemical""}, {""token"": ""CPT - 11"", ""start_span"": 140, ""end_span"": 148, ""type"": ""Chemical""}, {""token"": ""oxaliplatin"", ""start_span"": 151, ""end_span"": 162, ""type"": ""Chemical""}, {""token"": ""L - OHP"", ""start_span"": 165, ""end_span"": 172, ""type"": ""Chemical""}, {""token"": ""5 - fluorouracil"", ""start_span"": 178, ""end_span"": 194, ""type"": ""Chemical""}, {""token"": ""5 - FU"", ""start_span"": 197, ""end_span"": 203, ""type"": ""Chemical""}]"	train
Systemic inhibitors of TNF such as etanercept ( Enbrel) ( a soluble TNF receptor) and infliximab ( Remicade) and adalimumab ( Humira) ( anti - TNF antibodies) have been approved for the treatment inflammatory bowel disease, psoriasis and rheumatoid arthritis.	etanercept,35,45,Chemical	Enbrel,48,54,Chemical	infliximab,86,96,Chemical	Remicade,99,107,Chemical	adalimumab,113,123,Chemical	Humira,126,132,Chemical	"[{""token"": ""etanercept"", ""start_span"": 35, ""end_span"": 45, ""type"": ""Chemical""}, {""token"": ""Enbrel"", ""start_span"": 48, ""end_span"": 54, ""type"": ""Chemical""}, {""token"": ""infliximab"", ""start_span"": 86, ""end_span"": 96, ""type"": ""Chemical""}, {""token"": ""Remicade"", ""start_span"": 99, ""end_span"": 107, ""type"": ""Chemical""}, {""token"": ""adalimumab"", ""start_span"": 113, ""end_span"": 123, ""type"": ""Chemical""}, {""token"": ""Humira"", ""start_span"": 126, ""end_span"": 132, ""type"": ""Chemical""}]"	train
Calculations of the sources of energy for adenosine triphosphate synthesis indicated that on the average about one - third of the respiratory adenosine triphosphate is generated by electron flow originating from cytosolic NADH via the malate - aspartate shuttle.	adenosine triphosphate,42,64,Chemical	adenosine triphosphate,142,164,Chemical	electron,181,189,Chemical	NADH,222,226,Chemical	malate,235,241,Chemical	aspartate,244,253,Chemical	"[{""token"": ""adenosine triphosphate"", ""start_span"": 42, ""end_span"": 64, ""type"": ""Chemical""}, {""token"": ""adenosine triphosphate"", ""start_span"": 142, ""end_span"": 164, ""type"": ""Chemical""}, {""token"": ""electron"", ""start_span"": 181, ""end_span"": 189, ""type"": ""Chemical""}, {""token"": ""NADH"", ""start_span"": 222, ""end_span"": 226, ""type"": ""Chemical""}, {""token"": ""malate"", ""start_span"": 235, ""end_span"": 241, ""type"": ""Chemical""}, {""token"": ""aspartate"", ""start_span"": 244, ""end_span"": 253, ""type"": ""Chemical""}]"	train
It was suggested that UFT has a stronger angiogenesis - inhibitory effect than did other fluorinated pyrimidines, partly due to its pharmacokinetic properties characterized by maintaining of higher and long - lasting blood levels of 5 - FU and partly due the inhibitory effects derived from gamma - hydroxybutyric acid and gamma - butyrolactone, UFT - specific metabolites.	UFT,22,25,Chemical	fluorinated pyrimidines,89,112,Chemical	5 - FU,233,239,Chemical	gamma - hydroxybutyric acid,291,318,Chemical	gamma - butyrolactone,323,344,Chemical	UFT,346,349,Chemical	"[{""token"": ""UFT"", ""start_span"": 22, ""end_span"": 25, ""type"": ""Chemical""}, {""token"": ""fluorinated pyrimidines"", ""start_span"": 89, ""end_span"": 112, ""type"": ""Chemical""}, {""token"": ""5 - FU"", ""start_span"": 233, ""end_span"": 239, ""type"": ""Chemical""}, {""token"": ""gamma - hydroxybutyric acid"", ""start_span"": 291, ""end_span"": 318, ""type"": ""Chemical""}, {""token"": ""gamma - butyrolactone"", ""start_span"": 323, ""end_span"": 344, ""type"": ""Chemical""}, {""token"": ""UFT"", ""start_span"": 346, ""end_span"": 349, ""type"": ""Chemical""}]"	valid
Non - specific PKC inhibitors staurosporine and bisindolylmaleimide II as well as inhibitors specific to conventional PKCs ( Go6976) and PKC - delta ( rottlerin) attenuated NF - kappaB activation in BPDE treated cells to a varying degree indicating a possible link between PKC down - regulation and the attenuation of NF - kappaB activity by TSC phenolic fraction.	staurosporine,30,43,Chemical	bisindolylmaleimide II,48,70,Chemical	Go6976,125,131,Chemical	rottlerin,151,160,Chemical	BPDE,199,203,Chemical	TSC phenolic fraction,342,363,Chemical	"[{""token"": ""staurosporine"", ""start_span"": 30, ""end_span"": 43, ""type"": ""Chemical""}, {""token"": ""bisindolylmaleimide II"", ""start_span"": 48, ""end_span"": 70, ""type"": ""Chemical""}, {""token"": ""Go6976"", ""start_span"": 125, ""end_span"": 131, ""type"": ""Chemical""}, {""token"": ""rottlerin"", ""start_span"": 151, ""end_span"": 160, ""type"": ""Chemical""}, {""token"": ""BPDE"", ""start_span"": 199, ""end_span"": 203, ""type"": ""Chemical""}, {""token"": ""TSC phenolic fraction"", ""start_span"": 342, ""end_span"": 363, ""type"": ""Chemical""}]"	valid
TS - 1 is a new, oral anticancer agent composed of two modulators, gimeracil ( CDHP) and oteracil potassium ( Oxo) are mixed with tegafur in a ratio of 1: 0. 4: 1.	TS - 1,0,6,Chemical	gimeracil,67,76,Chemical	CDHP,79,83,Chemical	oteracil potassium,89,107,Chemical	Oxo,110,113,Chemical	tegafur,130,137,Chemical	"[{""token"": ""TS - 1"", ""start_span"": 0, ""end_span"": 6, ""type"": ""Chemical""}, {""token"": ""gimeracil"", ""start_span"": 67, ""end_span"": 76, ""type"": ""Chemical""}, {""token"": ""CDHP"", ""start_span"": 79, ""end_span"": 83, ""type"": ""Chemical""}, {""token"": ""oteracil potassium"", ""start_span"": 89, ""end_span"": 107, ""type"": ""Chemical""}, {""token"": ""Oxo"", ""start_span"": 110, ""end_span"": 113, ""type"": ""Chemical""}, {""token"": ""tegafur"", ""start_span"": 130, ""end_span"": 137, ""type"": ""Chemical""}]"	test
