Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	json	split
In contrast to the purely enhancer - dependent effect of cytokines such as TNF on the activity of the HIV regulatory region ( LTR), we observed that okadaic acid ( OKA) activates HIV transcription through both the enhancer, responding to the factor NF - kappa B, and the promoter domain of the LTR.	cytokines,57,66,Gene/Protein	TNF,75,78,Gene/Protein	HIV regulatory region,102,123,Gene/Protein	LTR,126,129,Gene/Protein	NF - kappa B,249,261,Gene/Protein	promoter domain,271,286,Gene/Protein	LTR,294,297,Gene/Protein	"[{""token"": ""cytokines"", ""start_span"": 57, ""end_span"": 66, ""type"": ""Gene/Protein""}, {""token"": ""TNF"", ""start_span"": 75, ""end_span"": 78, ""type"": ""Gene/Protein""}, {""token"": ""HIV regulatory region"", ""start_span"": 102, ""end_span"": 123, ""type"": ""Gene/Protein""}, {""token"": ""LTR"", ""start_span"": 126, ""end_span"": 129, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappa B"", ""start_span"": 249, ""end_span"": 261, ""type"": ""Gene/Protein""}, {""token"": ""promoter domain"", ""start_span"": 271, ""end_span"": 286, ""type"": ""Gene/Protein""}, {""token"": ""LTR"", ""start_span"": 294, ""end_span"": 297, ""type"": ""Gene/Protein""}]"	train
Our results suggest that SP1 phosphorylation induced by OKA, a selective inhibitor of the serine - threonine phosphatase PP2A, facilitates the formation of a transcription complex involving general transcription factors, HIV Tat, and Sp1 proteins.	SP1,25,28,Gene/Protein	serine - threonine phosphatase,90,120,Gene/Protein	PP2A,121,125,Gene/Protein	transcription complex,158,179,Gene/Protein	transcription factors,198,219,Gene/Protein	HIV Tat,221,228,Gene/Protein	Sp1 proteins,234,246,Gene/Protein	"[{""token"": ""SP1"", ""start_span"": 25, ""end_span"": 28, ""type"": ""Gene/Protein""}, {""token"": ""serine - threonine phosphatase"", ""start_span"": 90, ""end_span"": 120, ""type"": ""Gene/Protein""}, {""token"": ""PP2A"", ""start_span"": 121, ""end_span"": 125, ""type"": ""Gene/Protein""}, {""token"": ""transcription complex"", ""start_span"": 158, ""end_span"": 179, ""type"": ""Gene/Protein""}, {""token"": ""transcription factors"", ""start_span"": 198, ""end_span"": 219, ""type"": ""Gene/Protein""}, {""token"": ""HIV Tat"", ""start_span"": 221, ""end_span"": 228, ""type"": ""Gene/Protein""}, {""token"": ""Sp1 proteins"", ""start_span"": 234, ""end_span"": 246, ""type"": ""Gene/Protein""}]"	train
Whereas the Jak kinases Jak1 and Jak3 and the signal transducer and activator of transcription proteins Stat3 and Stat5 are activated in normal T cells in response to IL - 2, this signaling pathway was constitutively activated in HTLV - I - transformed cells.	Jak kinases,12,23,Gene/Protein	Jak1,24,28,Gene/Protein	Jak3,33,37,Gene/Protein	transcription proteins,81,103,Gene/Protein	Stat3,104,109,Gene/Protein	Stat5,114,119,Gene/Protein	IL - 2,167,173,Gene/Protein	"[{""token"": ""Jak kinases"", ""start_span"": 12, ""end_span"": 23, ""type"": ""Gene/Protein""}, {""token"": ""Jak1"", ""start_span"": 24, ""end_span"": 28, ""type"": ""Gene/Protein""}, {""token"": ""Jak3"", ""start_span"": 33, ""end_span"": 37, ""type"": ""Gene/Protein""}, {""token"": ""transcription proteins"", ""start_span"": 81, ""end_span"": 103, ""type"": ""Gene/Protein""}, {""token"": ""Stat3"", ""start_span"": 104, ""end_span"": 109, ""type"": ""Gene/Protein""}, {""token"": ""Stat5"", ""start_span"": 114, ""end_span"": 119, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2"", ""start_span"": 167, ""end_span"": 173, ""type"": ""Gene/Protein""}]"	train
The proximal promoter contains a region termed CLEO ( - 54 to - 31) that consists of a purine - rich element abutting an activator protein - 1 ( AP - 1) - like site, as well as an upstream nuclear factor - kappa B ( NF - kappa B) site ( - 85 to - 76) and a CK - 1 element ( - 101 to - 92).	proximal promoter,4,21,Gene/Protein	CLEO,47,51,Gene/Protein	- 54 to - 31,54,66,Gene/Protein	purine - rich element,87,108,Gene/Protein	- 85 to - 76,237,249,Gene/Protein	CK - 1 element,257,271,Gene/Protein	- 101 to - 92,274,287,Gene/Protein	"[{""token"": ""proximal promoter"", ""start_span"": 4, ""end_span"": 21, ""type"": ""Gene/Protein""}, {""token"": ""CLEO"", ""start_span"": 47, ""end_span"": 51, ""type"": ""Gene/Protein""}, {""token"": ""- 54 to - 31"", ""start_span"": 54, ""end_span"": 66, ""type"": ""Gene/Protein""}, {""token"": ""purine - rich element"", ""start_span"": 87, ""end_span"": 108, ""type"": ""Gene/Protein""}, {""token"": ""- 85 to - 76"", ""start_span"": 237, ""end_span"": 249, ""type"": ""Gene/Protein""}, {""token"": ""CK - 1 element"", ""start_span"": 257, ""end_span"": 271, ""type"": ""Gene/Protein""}, {""token"": ""- 101 to - 92"", ""start_span"": 274, ""end_span"": 287, ""type"": ""Gene/Protein""}]"	train
The specificity of CIITA for three major MHC class II genes, DR, DQ and DP, is mediated by its remaining C - terminal residues ( amino acids 317 - 1130).	CIITA,19,24,Gene/Protein	MHC class II genes,41,59,Gene/Protein	DR,61,63,Gene/Protein	DQ,65,67,Gene/Protein	DP,72,74,Gene/Protein	C - terminal residues,105,126,Gene/Protein	amino acids 317 - 1130,129,151,Gene/Protein	"[{""token"": ""CIITA"", ""start_span"": 19, ""end_span"": 24, ""type"": ""Gene/Protein""}, {""token"": ""MHC class II genes"", ""start_span"": 41, ""end_span"": 59, ""type"": ""Gene/Protein""}, {""token"": ""DR"", ""start_span"": 61, ""end_span"": 63, ""type"": ""Gene/Protein""}, {""token"": ""DQ"", ""start_span"": 65, ""end_span"": 67, ""type"": ""Gene/Protein""}, {""token"": ""DP"", ""start_span"": 72, ""end_span"": 74, ""type"": ""Gene/Protein""}, {""token"": ""C - terminal residues"", ""start_span"": 105, ""end_span"": 126, ""type"": ""Gene/Protein""}, {""token"": ""amino acids 317 - 1130"", ""start_span"": 129, ""end_span"": 151, ""type"": ""Gene/Protein""}]"	train
Adhesion of human monocytes to P - selectin, the most rapidly expressed endothelial tethering factor, increased the secretion of monocyte chemotactic protein - 1 ( MCP - 1) and tumor necrosis factor - alpha ( TNF - alpha) by the leukocytes when they were stimulated with platelet - activating factor.	P - selectin,31,43,Gene/Protein	endothelial tethering factor,72,100,Gene/Protein	monocyte chemotactic protein - 1,129,161,Gene/Protein	MCP - 1,164,171,Gene/Protein	tumor necrosis factor - alpha,177,206,Gene/Protein	TNF - alpha,209,220,Gene/Protein	platelet - activating factor,271,299,Gene/Protein	"[{""token"": ""P - selectin"", ""start_span"": 31, ""end_span"": 43, ""type"": ""Gene/Protein""}, {""token"": ""endothelial tethering factor"", ""start_span"": 72, ""end_span"": 100, ""type"": ""Gene/Protein""}, {""token"": ""monocyte chemotactic protein - 1"", ""start_span"": 129, ""end_span"": 161, ""type"": ""Gene/Protein""}, {""token"": ""MCP - 1"", ""start_span"": 164, ""end_span"": 171, ""type"": ""Gene/Protein""}, {""token"": ""tumor necrosis factor - alpha"", ""start_span"": 177, ""end_span"": 206, ""type"": ""Gene/Protein""}, {""token"": ""TNF - alpha"", ""start_span"": 209, ""end_span"": 220, ""type"": ""Gene/Protein""}, {""token"": ""platelet - activating factor"", ""start_span"": 271, ""end_span"": 299, ""type"": ""Gene/Protein""}]"	train
Moreover, tethering by P - selectin specifically enhanced nuclear translocation of nuclear factor - kappa B ( NF - kappa B), a transcription factor required for expression of MCP - 1, TNF - alpha, and other immediate - early genes.	P - selectin,23,35,Gene/Protein	nuclear factor - kappa B,83,107,Gene/Protein	NF - kappa B,110,122,Gene/Protein	transcription factor,127,147,Gene/Protein	MCP - 1,175,182,Gene/Protein	TNF - alpha,184,195,Gene/Protein	immediate - early genes,207,230,Gene/Protein	"[{""token"": ""P - selectin"", ""start_span"": 23, ""end_span"": 35, ""type"": ""Gene/Protein""}, {""token"": ""nuclear factor - kappa B"", ""start_span"": 83, ""end_span"": 107, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappa B"", ""start_span"": 110, ""end_span"": 122, ""type"": ""Gene/Protein""}, {""token"": ""transcription factor"", ""start_span"": 127, ""end_span"": 147, ""type"": ""Gene/Protein""}, {""token"": ""MCP - 1"", ""start_span"": 175, ""end_span"": 182, ""type"": ""Gene/Protein""}, {""token"": ""TNF - alpha"", ""start_span"": 184, ""end_span"": 195, ""type"": ""Gene/Protein""}, {""token"": ""immediate - early genes"", ""start_span"": 207, ""end_span"": 230, ""type"": ""Gene/Protein""}]"	train
The data indicate that PKC - epsilon and, to a lesser extent PKC - alpha but not - zeta, can regulate the transcription factors AP - 1 and nuclear factor of activated T cells ( NF - AT - 1).	PKC - epsilon,23,36,Gene/Protein	PKC - alpha,61,72,Gene/Protein	- zeta,81,87,Gene/Protein	transcription factors,106,127,Gene/Protein	AP - 1,128,134,Gene/Protein	factor of activated T cells,147,174,Gene/Protein	NF - AT - 1,177,188,Gene/Protein	"[{""token"": ""PKC - epsilon"", ""start_span"": 23, ""end_span"": 36, ""type"": ""Gene/Protein""}, {""token"": ""PKC - alpha"", ""start_span"": 61, ""end_span"": 72, ""type"": ""Gene/Protein""}, {""token"": ""- zeta"", ""start_span"": 81, ""end_span"": 87, ""type"": ""Gene/Protein""}, {""token"": ""transcription factors"", ""start_span"": 106, ""end_span"": 127, ""type"": ""Gene/Protein""}, {""token"": ""AP - 1"", ""start_span"": 128, ""end_span"": 134, ""type"": ""Gene/Protein""}, {""token"": ""factor of activated T cells"", ""start_span"": 147, ""end_span"": 174, ""type"": ""Gene/Protein""}, {""token"": ""NF - AT - 1"", ""start_span"": 177, ""end_span"": 188, ""type"": ""Gene/Protein""}]"	train
Coexpression of HMG I / Y and Oct - 2 in cell lines lacking Oct - 2 results in high levels of HLA - DRA gene expression, and in vitro DNA - binding studies reveal that HMG I / Y stimulates Oct - 2A binding to the HLA - DRA promoter.	HMG I / Y,16,25,Gene/Protein	Oct - 2,30,37,Gene/Protein	Oct - 2,60,67,Gene/Protein	HLA - DRA gene,94,108,Gene/Protein	I / Y,172,177,Gene/Protein	Oct - 2A,189,197,Gene/Protein	HLA - DRA promoter,213,231,Gene/Protein	"[{""token"": ""HMG I / Y"", ""start_span"": 16, ""end_span"": 25, ""type"": ""Gene/Protein""}, {""token"": ""Oct - 2"", ""start_span"": 30, ""end_span"": 37, ""type"": ""Gene/Protein""}, {""token"": ""Oct - 2"", ""start_span"": 60, ""end_span"": 67, ""type"": ""Gene/Protein""}, {""token"": ""HLA - DRA gene"", ""start_span"": 94, ""end_span"": 108, ""type"": ""Gene/Protein""}, {""token"": ""I / Y"", ""start_span"": 172, ""end_span"": 177, ""type"": ""Gene/Protein""}, {""token"": ""Oct - 2A"", ""start_span"": 189, ""end_span"": 197, ""type"": ""Gene/Protein""}, {""token"": ""HLA - DRA promoter"", ""start_span"": 213, ""end_span"": 231, ""type"": ""Gene/Protein""}]"	train
We further demonstrate that Tax induction of nuclear c - Rel expression is activated by the RelA ( p65) subunit of NF - kappa B, which activates transcription of the c - rel gene through an intrinsic kappa B enhancer element.	Tax,28,31,Gene/Protein	c - Rel,53,60,Gene/Protein	RelA,92,96,Gene/Protein	p65,99,102,Gene/Protein	NF - kappa B,115,127,Gene/Protein	c - rel gene,166,178,Gene/Protein	kappa B enhancer element,200,224,Gene/Protein	"[{""token"": ""Tax"", ""start_span"": 28, ""end_span"": 31, ""type"": ""Gene/Protein""}, {""token"": ""c - Rel"", ""start_span"": 53, ""end_span"": 60, ""type"": ""Gene/Protein""}, {""token"": ""RelA"", ""start_span"": 92, ""end_span"": 96, ""type"": ""Gene/Protein""}, {""token"": ""p65"", ""start_span"": 99, ""end_span"": 102, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappa B"", ""start_span"": 115, ""end_span"": 127, ""type"": ""Gene/Protein""}, {""token"": ""c - rel gene"", ""start_span"": 166, ""end_span"": 178, ""type"": ""Gene/Protein""}, {""token"": ""kappa B enhancer element"", ""start_span"": 200, ""end_span"": 224, ""type"": ""Gene/Protein""}]"	train
