Sentence	entity_1	entity_2	json	split
The peri - kappa B site mediates human immunodeficiency virus type 2 enhancer activation in monocytes but not in T cells.	peri - kappa B site,4,23,Gene/Protein	human immunodeficiency virus type 2 enhancer,33,77,Gene/Protein	"[{""token"": ""peri - kappa B site"", ""start_span"": 4, ""end_span"": 23, ""type"": ""Gene/Protein""}, {""token"": ""human immunodeficiency virus type 2 enhancer"", ""start_span"": 33, ""end_span"": 77, ""type"": ""Gene/Protein""}]"	train
Adenovirus ( Ad) infection and E1A transfection were used to model changes in susceptibility to NK cell killing caused by transient vs stable E1A expression in human cells.	E1A,31,34,Gene/Protein	E1A,142,145,Gene/Protein	"[{""token"": ""E1A"", ""start_span"": 31, ""end_span"": 34, ""type"": ""Gene/Protein""}, {""token"": ""E1A"", ""start_span"": 142, ""end_span"": 145, ""type"": ""Gene/Protein""}]"	train
GATA - 1 and ER bind to each other in vitro in the absence of DNA.	GATA - 1,0,8,Gene/Protein	ER,13,15,Gene/Protein	"[{""token"": ""GATA - 1"", ""start_span"": 0, ""end_span"": 8, ""type"": ""Gene/Protein""}, {""token"": ""ER"", ""start_span"": 13, ""end_span"": 15, ""type"": ""Gene/Protein""}]"	train
We speculate that estrogens exert effects on erythropoiesis by modulating GATA - 1 activity through protein - protein interaction with the ER.	GATA - 1,74,82,Gene/Protein	ER,139,141,Gene/Protein	"[{""token"": ""GATA - 1"", ""start_span"": 74, ""end_span"": 82, ""type"": ""Gene/Protein""}, {""token"": ""ER"", ""start_span"": 139, ""end_span"": 141, ""type"": ""Gene/Protein""}]"	train
Here we map the cis - acting elements that mediate interleukin responsiveness of the mouse IL - 2R alpha gene using a thymic lymphoma - derived hybridoma ( PC60).	cis - acting elements,16,37,Gene/Protein	mouse IL - 2R alpha gene,85,109,Gene/Protein	"[{""token"": ""cis - acting elements"", ""start_span"": 16, ""end_span"": 37, ""type"": ""Gene/Protein""}, {""token"": ""mouse IL - 2R alpha gene"", ""start_span"": 85, ""end_span"": 109, ""type"": ""Gene/Protein""}]"	train
Next is presented a discussion of the use of embryonic stem cells in the analysis of hematopoietic gene expression and the use of targeted gene disruption to analyze the role of transcription factors in hematopoiesis.	hematopoietic gene,85,103,Gene/Protein	transcription factors,178,199,Gene/Protein	"[{""token"": ""hematopoietic gene"", ""start_span"": 85, ""end_span"": 103, ""type"": ""Gene/Protein""}, {""token"": ""transcription factors"", ""start_span"": 178, ""end_span"": 199, ""type"": ""Gene/Protein""}]"	train
Epstein - Barr virus replicative gene transcription during de novo infection of human thymocytes: simultaneous early expression of BZLF - 1 and its repressor RAZ.	BZLF - 1,131,139,Gene/Protein	RAZ,158,161,Gene/Protein	"[{""token"": ""BZLF - 1"", ""start_span"": 131, ""end_span"": 139, ""type"": ""Gene/Protein""}, {""token"": ""RAZ"", ""start_span"": 158, ""end_span"": 161, ""type"": ""Gene/Protein""}]"	train
Identification and purification of human Stat proteins activated in response to interleukin - 2.	human Stat proteins,35,54,Gene/Protein	interleukin - 2,80,95,Gene/Protein	"[{""token"": ""human Stat proteins"", ""start_span"": 35, ""end_span"": 54, ""type"": ""Gene/Protein""}, {""token"": ""interleukin - 2"", ""start_span"": 80, ""end_span"": 95, ""type"": ""Gene/Protein""}]"	train
A key cytokine induced during the immune response is IL - 2.	cytokine,6,14,Gene/Protein	IL - 2,53,59,Gene/Protein	"[{""token"": ""cytokine"", ""start_span"": 6, ""end_span"": 14, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2"", ""start_span"": 53, ""end_span"": 59, ""type"": ""Gene/Protein""}]"	train
Following this lead, we set out to identify transcription factors induced in response to IL - 2.	transcription factors,44,65,Gene/Protein	IL - 2,89,95,Gene/Protein	"[{""token"": ""transcription factors"", ""start_span"": 44, ""end_span"": 65, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2"", ""start_span"": 89, ""end_span"": 95, ""type"": ""Gene/Protein""}]"	train
We have purified these activities and found that the principal IL - 2 - inducible component bears significant relatedness to a prolactin - induced transcription factor first identified in sheep mammary gland tissue.	IL - 2 - inducible component,63,91,Gene/Protein	prolactin - induced transcription factor,127,167,Gene/Protein	"[{""token"": ""IL - 2 - inducible component"", ""start_span"": 63, ""end_span"": 91, ""type"": ""Gene/Protein""}, {""token"": ""prolactin - induced transcription factor"", ""start_span"": 127, ""end_span"": 167, ""type"": ""Gene/Protein""}]"	train
We hypothesize that activation of this protein, designated hStat5, helps govern the biological effects of IL - 2 during the immune response.	hStat5,59,65,Gene/Protein	IL - 2,106,112,Gene/Protein	"[{""token"": ""hStat5"", ""start_span"": 59, ""end_span"": 65, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2"", ""start_span"": 106, ""end_span"": 112, ""type"": ""Gene/Protein""}]"	train
We also provide evidence for the functional relationship between the cyclin - like UDG gene product and E2F.	cyclin - like UDG gene product,69,99,Gene/Protein	E2F,104,107,Gene/Protein	"[{""token"": ""cyclin - like UDG gene product"", ""start_span"": 69, ""end_span"": 99, ""type"": ""Gene/Protein""}, {""token"": ""E2F"", ""start_span"": 104, ""end_span"": 107, ""type"": ""Gene/Protein""}]"	train
