Sentence	entity_1	json	split
These findings should be useful for therapeutic strategies and the development of immunosuppressants targeting the CD28 costimulatory pathway.	CD28,115,119,Gene/Protein	"[{""token"": ""CD28"", ""start_span"": 115, ""end_span"": 119, ""type"": ""Gene/Protein""}]"	train
Consistent with these differences, we have previously demonstrated that the enhancer / promoter region of HIV - 2 functions quite differently from that of HIV - 1.	enhancer / promoter region,76,102,Gene/Protein	"[{""token"": ""enhancer / promoter region"", ""start_span"": 76, ""end_span"": 102, ""type"": ""Gene/Protein""}]"	train
This site is conserved among isolates of HIV - 2 and the closely related simian immunodeficiency virus, and transfection assays show this site to mediate HIV - 2 enhancer activation following stimulation of monocytic but not T - cell lines.	HIV - 2 enhancer,154,170,Gene/Protein	"[{""token"": ""HIV - 2 enhancer"", ""start_span"": 154, ""end_span"": 170, ""type"": ""Gene/Protein""}]"	train
Further, while specific constitutive binding to the peri - kappa B site is seen in monocytes, stimulation with phorbol esters induces additional, specific binding.	peri - kappa B site,52,71,Gene/Protein	"[{""token"": ""peri - kappa B site"", ""start_span"": 52, ""end_span"": 71, ""type"": ""Gene/Protein""}]"	train
E1A gene expression induces susceptibility to killing by NK cells following immortalization but not adenovirus infection of human cells.	E1A gene,0,8,Gene/Protein	"[{""token"": ""E1A gene"", ""start_span"": 0, ""end_span"": 8, ""type"": ""Gene/Protein""}]"	train
Only stably transfected target cells exhibited cytolytic susceptibility, despite expression of equivalent levels of E1A proteins in Ad - infected targets.	E1A proteins,116,128,Gene/Protein	"[{""token"": ""E1A proteins"", ""start_span"": 116, ""end_span"": 128, ""type"": ""Gene/Protein""}]"	train
This differential effect of E1A expression on the cytolytic phenotypes of infected and stably transfected human cells suggests that human NK cells provide an effective immunologic barrier against the in vivo survival and neoplastic progression of E1A - immortalized cells that may emerge from the reservoir of persistently infected cells in the human host.	E1A,28,31,Gene/Protein	"[{""token"": ""E1A"", ""start_span"": 28, ""end_span"": 31, ""type"": ""Gene/Protein""}]"	train
Lack of full activation of NF - AT could be correlated to a dramatically reduced capacity to induce calcium flux and could be complemented with a calcium ionophore.	NF - AT,27,34,Gene/Protein	"[{""token"": ""NF - AT"", ""start_span"": 27, ""end_span"": 34, ""type"": ""Gene/Protein""}]"	train
Mouse interleukin - 2 receptor alpha gene expression.	Mouse interleukin - 2 receptor alpha gene,0,41,Gene/Protein	"[{""token"": ""Mouse interleukin - 2 receptor alpha gene"", ""start_span"": 0, ""end_span"": 41, ""type"": ""Gene/Protein""}]"	train
Two of these are potential binding sites for STAT proteins.	STAT proteins,45,58,Gene/Protein	"[{""token"": ""STAT proteins"", ""start_span"": 45, ""end_span"": 58, ""type"": ""Gene/Protein""}]"	train
Hematopoietic lineage commitment: role of transcription factors.	transcription factors,42,63,Gene/Protein	"[{""token"": ""transcription factors"", ""start_span"": 42, ""end_span"": 63, ""type"": ""Gene/Protein""}]"	train
This review focuses on the roles of transcription factors in hematopoietic lineage commitment.	transcription factors,36,57,Gene/Protein	"[{""token"": ""transcription factors"", ""start_span"": 36, ""end_span"": 57, ""type"": ""Gene/Protein""}]"	train
A brief introduction to lineage commitment and asymmetric cell division is followed by a discussion of several methods used to identify transcription factors important in specifying hematopoietic cell types.	transcription factors,136,157,Gene/Protein	"[{""token"": ""transcription factors"", ""start_span"": 136, ""end_span"": 157, ""type"": ""Gene/Protein""}]"	train
Finally, the status of our current knowledge concerning the roles of transcription factors in the commitment to erythroid, myeloid and lymphoid cell types is summarized.	transcription factors,69,90,Gene/Protein	"[{""token"": ""transcription factors"", ""start_span"": 69, ""end_span"": 90, ""type"": ""Gene/Protein""}]"	train
Infection of thymocytes was accompanied by the appearance of linear EBV genome within 8 hr of infection.	linear EBV genome,61,78,Gene/Protein	"[{""token"": ""linear EBV genome"", ""start_span"": 61, ""end_span"": 78, ""type"": ""Gene/Protein""}]"	train
Circularization of the EBV genome was not detected.	EBV genome,23,33,Gene/Protein	"[{""token"": ""EBV genome"", ""start_span"": 23, ""end_span"": 33, ""type"": ""Gene/Protein""}]"	train
ZEBRA protein was also identified in infected thymocytes by immunoprecipitation.	ZEBRA protein,0,13,Gene/Protein	"[{""token"": ""ZEBRA protein"", ""start_span"": 0, ""end_span"": 13, ""type"": ""Gene/Protein""}]"	train
Following T cell activation, the genes encoding IL - 2 and the various chains of its receptor are transcriptionally induced.	IL - 2,48,54,Gene/Protein	"[{""token"": ""IL - 2"", ""start_span"": 48, ""end_span"": 54, ""type"": ""Gene/Protein""}]"	train
In turn, secreted IL - 2 serves to stimulate the proliferation and differentiation of T lymphocytes.	IL - 2,18,24,Gene/Protein	"[{""token"": ""IL - 2"", ""start_span"": 18, ""end_span"": 24, ""type"": ""Gene/Protein""}]"	train
Human peripheral blood lymphocytes were observed to contain several IL - 2 - inducible DNA binding activities.	IL - 2,68,74,Gene/Protein	"[{""token"": ""IL - 2"", ""start_span"": 68, ""end_span"": 74, ""type"": ""Gene/Protein""}]"	train
This hypothetical model integrates one mechanism of DNA repair with the cell cycle control of gene transcription, likely through E2F.	E2F,129,132,Gene/Protein	"[{""token"": ""E2F"", ""start_span"": 129, ""end_span"": 132, ""type"": ""Gene/Protein""}]"	train
Although it has been reported that there are some T cell lines that produce IFN - gamma in response to IL - 2 and IL - 12 stimulation, there has as yet been no report of a natural killer ( NK) cell line that responds in a similar manner.	IFN - gamma,76,87,Gene/Protein	"[{""token"": ""IFN - gamma"", ""start_span"": 76, ""end_span"": 87, ""type"": ""Gene/Protein""}]"	train
It also was observed that suppression of cytokine gene expression by these agents was independent of the inhibition of proliferation.	cytokine gene,41,54,Gene/Protein	"[{""token"": ""cytokine gene"", ""start_span"": 41, ""end_span"": 54, ""type"": ""Gene/Protein""}]"	train
The granulocyte - macrophage colony - stimulating factor ( GM - CSF) gene promoter contains a consensus sequence for the polyomavirus enhancer binding - protein 2 ( PEBP2) transcription factor, which consists of alpha and beta subunits.	alpha and beta subunits,212,235,Gene/Protein	"[{""token"": ""alpha and beta subunits"", ""start_span"": 212, ""end_span"": 235, ""type"": ""Gene/Protein""}]"	train
In contrast, the promoter activity was suppressed by alpha B2.	alpha B2,53,61,Gene/Protein	"[{""token"": ""alpha B2"", ""start_span"": 53, ""end_span"": 61, ""type"": ""Gene/Protein""}]"	train
IFN - gamma pre - treatment affected the magnitude rather than the sensitivity of the LPS response.	IFN - gamma,0,11,Gene/Protein	"[{""token"": ""IFN - gamma"", ""start_span"": 0, ""end_span"": 11, ""type"": ""Gene/Protein""}]"	train
Primed monocytes transcribed TNF mRNA at a higher rate than freshly isolated monocytes upon activation with LPS.	TNF mRNA,29,37,Gene/Protein	"[{""token"": ""TNF mRNA"", ""start_span"": 29, ""end_span"": 37, ""type"": ""Gene/Protein""}]"	train
An additional significant finding was than TNF mRNA induced in primed cells was much more stable than in unprimed cells ( T1 / 2 increased 6 - 8 - fold).	TNF mRNA,43,51,Gene/Protein	"[{""token"": ""TNF mRNA"", ""start_span"": 43, ""end_span"": 51, ""type"": ""Gene/Protein""}]"	train
Using biochemical and mutagenesis analyses, we determined that multiple nuclear factors bind to these independent sites.	nuclear factors,72,87,Gene/Protein	"[{""token"": ""nuclear factors"", ""start_span"": 72, ""end_span"": 87, ""type"": ""Gene/Protein""}]"	train
TAL1 expression by erythroid cells in vivo and in chemical - induced erythroleukemia cell lines in vivo suggested the gene might regulate aspects of erythroid differentiation.	TAL1,0,4,Gene/Protein	"[{""token"": ""TAL1"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Gene/Protein""}]"	train
Nonradioactive quantification of glucocorticoid receptor expression during differentiation of human monocytic cells ( U937).	glucocorticoid receptor,33,56,Gene/Protein	"[{""token"": ""glucocorticoid receptor"", ""start_span"": 33, ""end_span"": 56, ""type"": ""Gene/Protein""}]"	train
We describe a method for relative quantification of specific mRNA using a nonradioactive assay based on DNA strand competition between identical sequences of biotin - and fluorescein - labeled amplicon ( probe) and unlabeled amplicon ( target) during hybridization.	mRNA,61,65,Gene/Protein	"[{""token"": ""mRNA"", ""start_span"": 61, ""end_span"": 65, ""type"": ""Gene/Protein""}]"	train
This technique was successfully applied to evaluate differences in glucocorticoid receptor expression in U937 cells before and after the addition of potent differentiation inducers: 12 - O - tetradecanoylphorbol 13 - acetate ( TPA) and a combination of all - trans retinoic acid ( RA) and 1, 25 - dihydroxyvitamin D2 ( VD).	glucocorticoid receptor,67,90,Gene/Protein	"[{""token"": ""glucocorticoid receptor"", ""start_span"": 67, ""end_span"": 90, ""type"": ""Gene/Protein""}]"	train
