Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	json	split
There were significant differences in s - VEGF between the RCC patients and the controls ( 207. 3 + / - 32. 9 vs. 71. 5 + / - 9. 1 pg / ml, mean + / - SE) ( P less than 0. 005), between the tumor - bearing renal veins and the contralateral ones ( P less than 0. 01), between the pre - and post - nephrectomy situations ( P less than 0. 01) and among the various parameters of tumor status such as tumor extent ( P less than 0. 001) and existence of metastasis ( P less than 0. 001).	VEGF,42,46,Gene_or_gene_product	RCC,59,62,Cancer	patients,63,71,Organism	tumor,190,195,Cancer	renal veins,206,217,Multi	tumor,376,381,Cancer	tumor,397,402,Cancer	"[{""token"": ""VEGF"", ""start_span"": 42, ""end_span"": 46, ""type"": ""Gene_or_gene_product""}, {""token"": ""RCC"", ""start_span"": 59, ""end_span"": 62, ""type"": ""Cancer""}, {""token"": ""patients"", ""start_span"": 63, ""end_span"": 71, ""type"": ""Organism""}, {""token"": ""tumor"", ""start_span"": 190, ""end_span"": 195, ""type"": ""Cancer""}, {""token"": ""renal veins"", ""start_span"": 206, ""end_span"": 217, ""type"": ""Multi""}, {""token"": ""tumor"", ""start_span"": 376, ""end_span"": 381, ""type"": ""Cancer""}, {""token"": ""tumor"", ""start_span"": 397, ""end_span"": 402, ""type"": ""Cancer""}]"	train
LMP1 of Epstein - Barr virus induces proliferation of primary mouse embryonic fibroblasts and cooperatively transforms the cells with a p16 - insensitive CDK4 oncogene.	LMP1,0,4,Gene_or_gene_product	Epstein - Barr virus,8,28,Organism	mouse,62,67,Organism	embryonic fibroblasts,68,89,Cell	cells,123,128,Cell	p16,136,139,Gene_or_gene_product	CDK4,154,158,Gene_or_gene_product	"[{""token"": ""LMP1"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Gene_or_gene_product""}, {""token"": ""Epstein - Barr virus"", ""start_span"": 8, ""end_span"": 28, ""type"": ""Organism""}, {""token"": ""mouse"", ""start_span"": 62, ""end_span"": 67, ""type"": ""Organism""}, {""token"": ""embryonic fibroblasts"", ""start_span"": 68, ""end_span"": 89, ""type"": ""Cell""}, {""token"": ""cells"", ""start_span"": 123, ""end_span"": 128, ""type"": ""Cell""}, {""token"": ""p16"", ""start_span"": 136, ""end_span"": 139, ""type"": ""Gene_or_gene_product""}, {""token"": ""CDK4"", ""start_span"": 154, ""end_span"": 158, ""type"": ""Gene_or_gene_product""}]"	train
The latent membrane protein LMP1 of Epstein - Barr virus ( EBV) is often present in EBV - associated malignancies including nasopharyngeal carcinoma and Hodgkin ' s lymphoma.	LMP1,28,32,Gene_or_gene_product	Epstein - Barr virus,36,56,Organism	EBV,59,62,Organism	EBV,84,87,Organism	malignancies,101,113,Cancer	nasopharyngeal carcinoma,124,148,Cancer	Hodgkin ' s lymphoma,153,173,Cancer	"[{""token"": ""LMP1"", ""start_span"": 28, ""end_span"": 32, ""type"": ""Gene_or_gene_product""}, {""token"": ""Epstein - Barr virus"", ""start_span"": 36, ""end_span"": 56, ""type"": ""Organism""}, {""token"": ""EBV"", ""start_span"": 59, ""end_span"": 62, ""type"": ""Organism""}, {""token"": ""EBV"", ""start_span"": 84, ""end_span"": 87, ""type"": ""Organism""}, {""token"": ""malignancies"", ""start_span"": 101, ""end_span"": 113, ""type"": ""Cancer""}, {""token"": ""nasopharyngeal carcinoma"", ""start_span"": 124, ""end_span"": 148, ""type"": ""Cancer""}, {""token"": ""Hodgkin ' s lymphoma"", ""start_span"": 153, ""end_span"": 173, ""type"": ""Cancer""}]"	train
This is primarily based on limited in vitro studies on tumor cells derived from transitional cell carcinoma of the bladder that revealed a dose - and time - dependent inhibition of cell growth by ciprofloxacin at concentrations that are easily attainable in the urine of patients.	tumor cells,55,66,Cell	transitional cell carcinoma,80,107,Cancer	bladder,115,122,Organ	cell,181,185,Cell	ciprofloxacin,196,209,Chemical	urine,262,267,Organism_substance	patients,271,279,Organism	"[{""token"": ""tumor cells"", ""start_span"": 55, ""end_span"": 66, ""type"": ""Cell""}, {""token"": ""transitional cell carcinoma"", ""start_span"": 80, ""end_span"": 107, ""type"": ""Cancer""}, {""token"": ""bladder"", ""start_span"": 115, ""end_span"": 122, ""type"": ""Organ""}, {""token"": ""cell"", ""start_span"": 181, ""end_span"": 185, ""type"": ""Cell""}, {""token"": ""ciprofloxacin"", ""start_span"": 196, ""end_span"": 209, ""type"": ""Chemical""}, {""token"": ""urine"", ""start_span"": 262, ""end_span"": 267, ""type"": ""Organism_substance""}, {""token"": ""patients"", ""start_span"": 271, ""end_span"": 279, ""type"": ""Organism""}]"	train
This study uses quantitative histomorphometry and double - immunohistologic detection techniques for the demarcation of proliferating endothelial cells, to show that synchronized hair follicle cycling in adolescent C57BL / 6 mice is associated with substantial angiogenesis, and that inhibiting angiogenesis in vivo by the intraperitoneal application of a fumagillin derivative retards experimentally induced anagen development in these mice.	endothelial cells,134,151,Cell	hair follicle,179,192,Multi	C57BL / 6 mice,215,229,Organism	intraperitoneal,323,338,Immaterial_anatomical_entity	fumagillin derivative,356,377,Chemical	anagen,409,415,Multi	mice,437,441,Organism	"[{""token"": ""endothelial cells"", ""start_span"": 134, ""end_span"": 151, ""type"": ""Cell""}, {""token"": ""hair follicle"", ""start_span"": 179, ""end_span"": 192, ""type"": ""Multi""}, {""token"": ""C57BL / 6 mice"", ""start_span"": 215, ""end_span"": 229, ""type"": ""Organism""}, {""token"": ""intraperitoneal"", ""start_span"": 323, ""end_span"": 338, ""type"": ""Immaterial_anatomical_entity""}, {""token"": ""fumagillin derivative"", ""start_span"": 356, ""end_span"": 377, ""type"": ""Chemical""}, {""token"": ""anagen"", ""start_span"": 409, ""end_span"": 415, ""type"": ""Multi""}, {""token"": ""mice"", ""start_span"": 437, ""end_span"": 441, ""type"": ""Organism""}]"	train
In order to study their relation to the metastatic profile and survival, we evaluated the association between pretreatment serum levels of S - 100beta, IL - 6, IL - 10 and IL - 12 and metastatic site and survival in 50 patients with advanced melanoma who were to receive chemoimmunotherapy.	serum,123,128,Organism_substance	S - 100beta,139,150,Gene_or_gene_product	IL - 6,152,158,Gene_or_gene_product	IL - 10,160,167,Gene_or_gene_product	IL - 12,172,179,Gene_or_gene_product	patients,219,227,Organism	melanoma,242,250,Cancer	"[{""token"": ""serum"", ""start_span"": 123, ""end_span"": 128, ""type"": ""Organism_substance""}, {""token"": ""S - 100beta"", ""start_span"": 139, ""end_span"": 150, ""type"": ""Gene_or_gene_product""}, {""token"": ""IL - 6"", ""start_span"": 152, ""end_span"": 158, ""type"": ""Gene_or_gene_product""}, {""token"": ""IL - 10"", ""start_span"": 160, ""end_span"": 167, ""type"": ""Gene_or_gene_product""}, {""token"": ""IL - 12"", ""start_span"": 172, ""end_span"": 179, ""type"": ""Gene_or_gene_product""}, {""token"": ""patients"", ""start_span"": 219, ""end_span"": 227, ""type"": ""Organism""}, {""token"": ""melanoma"", ""start_span"": 242, ""end_span"": 250, ""type"": ""Cancer""}]"	train
The findings suggest that elevated serum levels of S - 100beta, IL - 6 and IL - 10 reflect concurrent liver or bone metastases in melanoma.	serum,35,40,Organism_substance	S - 100beta,51,62,Gene_or_gene_product	IL - 6,64,70,Gene_or_gene_product	IL - 10,75,82,Gene_or_gene_product	liver,102,107,Organ	bone,111,115,Organ	melanoma,130,138,Cancer	"[{""token"": ""serum"", ""start_span"": 35, ""end_span"": 40, ""type"": ""Organism_substance""}, {""token"": ""S - 100beta"", ""start_span"": 51, ""end_span"": 62, ""type"": ""Gene_or_gene_product""}, {""token"": ""IL - 6"", ""start_span"": 64, ""end_span"": 70, ""type"": ""Gene_or_gene_product""}, {""token"": ""IL - 10"", ""start_span"": 75, ""end_span"": 82, ""type"": ""Gene_or_gene_product""}, {""token"": ""liver"", ""start_span"": 102, ""end_span"": 107, ""type"": ""Organ""}, {""token"": ""bone"", ""start_span"": 111, ""end_span"": 115, ""type"": ""Organ""}, {""token"": ""melanoma"", ""start_span"": 130, ""end_span"": 138, ""type"": ""Cancer""}]"	train
TEL, a putative tumor suppressor, modulates cell growth and cell morphology of ras - transformed cells while repressing the transcription of stromelysin - 1.	TEL,0,3,Gene_or_gene_product	tumor,16,21,Cancer	cell,44,48,Cell	cell,60,64,Cell	ras,79,82,Gene_or_gene_product	cells,97,102,Cell	stromelysin - 1,141,156,Gene_or_gene_product	"[{""token"": ""TEL"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Gene_or_gene_product""}, {""token"": ""tumor"", ""start_span"": 16, ""end_span"": 21, ""type"": ""Cancer""}, {""token"": ""cell"", ""start_span"": 44, ""end_span"": 48, ""type"": ""Cell""}, {""token"": ""cell"", ""start_span"": 60, ""end_span"": 64, ""type"": ""Cell""}, {""token"": ""ras"", ""start_span"": 79, ""end_span"": 82, ""type"": ""Gene_or_gene_product""}, {""token"": ""cells"", ""start_span"": 97, ""end_span"": 102, ""type"": ""Cell""}, {""token"": ""stromelysin - 1"", ""start_span"": 141, ""end_span"": 156, ""type"": ""Gene_or_gene_product""}]"	train
We present evidence that apoptosis of caspase - 3 - deficient MCF - 7 breast cancer cells is defective in response to cisplatin treatment, as determined by chromatin condensation, nuclear fragmentation, DNA fragmentation, and release of cytochrome c from the mitochondria.	caspase - 3,38,49,Gene_or_gene_product	cisplatin,118,127,Chemical	chromatin,156,165,Cellular_component	nuclear,180,187,Cellular_component	DNA,203,206,Cellular_component	cytochrome c,237,249,Gene_or_gene_product	mitochondria,259,271,Cellular_component	"[{""token"": ""caspase - 3"", ""start_span"": 38, ""end_span"": 49, ""type"": ""Gene_or_gene_product""}, {""token"": ""cisplatin"", ""start_span"": 118, ""end_span"": 127, ""type"": ""Chemical""}, {""token"": ""chromatin"", ""start_span"": 156, ""end_span"": 165, ""type"": ""Cellular_component""}, {""token"": ""nuclear"", ""start_span"": 180, ""end_span"": 187, ""type"": ""Cellular_component""}, {""token"": ""DNA"", ""start_span"": 203, ""end_span"": 206, ""type"": ""Cellular_component""}, {""token"": ""cytochrome c"", ""start_span"": 237, ""end_span"": 249, ""type"": ""Gene_or_gene_product""}, {""token"": ""mitochondria"", ""start_span"": 259, ""end_span"": 271, ""type"": ""Cellular_component""}]"	train
PROCEDURE: To investigate the effect of p75 expression in NB, we transfected the p75 cDNA into SH - SY5Y cells, an NB cell line lacking expression of both p75 and TrkA.	p75,40,43,Gene_or_gene_product	NB,58,60,Cancer	p75,81,84,Gene_or_gene_product	SH - SY5Y cells,95,110,Cell	NB cell line,115,127,Cell	p75,155,158,Gene_or_gene_product	TrkA,163,167,Gene_or_gene_product	"[{""token"": ""p75"", ""start_span"": 40, ""end_span"": 43, ""type"": ""Gene_or_gene_product""}, {""token"": ""NB"", ""start_span"": 58, ""end_span"": 60, ""type"": ""Cancer""}, {""token"": ""p75"", ""start_span"": 81, ""end_span"": 84, ""type"": ""Gene_or_gene_product""}, {""token"": ""SH - SY5Y cells"", ""start_span"": 95, ""end_span"": 110, ""type"": ""Cell""}, {""token"": ""NB cell line"", ""start_span"": 115, ""end_span"": 127, ""type"": ""Cell""}, {""token"": ""p75"", ""start_span"": 155, ""end_span"": 158, ""type"": ""Gene_or_gene_product""}, {""token"": ""TrkA"", ""start_span"": 163, ""end_span"": 167, ""type"": ""Gene_or_gene_product""}]"	train
